POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,7,25,3:26.096,-,-,238.0,25,Toyota Racing,HYPERCAR,,,Toyota TR010 Hybrid,M,107133,7455,,6206,2,,,,TOYOTA RACING,,Michael,Conway,P,,GBR,,215,,,00:45:00,None,Kamui,Kobayashi,P,,JPN,,210,,,00:45:00,None,Nick,de Vries,P,,NED,DVR,9152,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
2,83,14,3:26.316,+0.220,+0.220,237.8,31,AF Corse,HYPERCAR,,,Ferrari 499P,M,107135,16,,6192,3,,,HWC,AF CORSE,,Yifei,Ye,G,,CHN,,10068,,,00:45:00,None,Robert,Kubica,P,,POL,,8438,,,00:45:00,None,Philip,Hanson,G,,GBR,HSO,1946,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
3,101,8,3:26.387,+0.291,+0.071,237.7,29,Cadillac WTR,HYPERCAR,,,Cadillac V-Series.R,M,107174,7457,,6203,4097,,,,CADILLAC WTR,,Ricky,Taylor,P,,USA,RTA,253,,,,,Jordan,Taylor,P,,USA,JTA,181,,,,,Filipe,Albuquerque,P,,POR,,306,,,,,,,,,,,,,,,,,,,,,,,
4,36,21,3:26.417,+0.321,+0.030,237.6,29,Alpine Endurance Team,HYPERCAR,,,Alpine A424,M,107127,7453,,6237,21,,,,ALPINE,,Frederic,Makowiecki,P,,FRA,,61,,,00:45:00,None,Jules,Gounon,P,,FRA,,9500,,,00:45:00,None,Victor,Martins,G,,FRA,MRS,11671,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
5,12,22,3:26.420,+0.324,+0.003,237.6,30,Cadillac Hertz Team Jota,HYPERCAR,,,Cadillac V-Series.R,M,107123,6429,,6203,4097,,,,CADILLAC HTJ,,Louis,Deletraz,G,,SUI,,9621,,,00:45:00,None,William,Stevens,P,,GBR,,1882,,,00:45:00,None,Norman,Nato,G,,FRA,,9032,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
6,19,24,3:26.852,+0.756,+0.432,237.1,29,Genesis Magma Racing,HYPERCAR,,,Genesis GMR-001-Hypercar,M,107136,7119,,6291,4452,,,,GENESIS MAGMA,,Mathieu,Jaminet,P,,FRA,JMT,9415,,,00:45:00,None,Paul-Loup,Chatin,G,,FRA,,313,,,00:45:00,None,Daniel,Juncadella,P,,ESP,,11275,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
7,8,16,3:26.912,+0.816,+0.060,237.1,31,Toyota Racing,HYPERCAR,,,Toyota TR010 Hybrid,M,107132,7454,,6206,2,,,,TOYOTA RACING,,Sebastien,Buemi,P,,SUI,,138,,,00:45:00,None,Brendon,Hartley,P,,NZL,,152,,,00:45:00,None,Ryo,Hirakawa,P,,JPN,,8166,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
8,007,8,3:26.935,+0.839,+0.023,237.0,28,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,107137,6427,,6273,260,,,,ASTON MARTIN,,Harry,Tincknell,P,,GBR,,303,,,00:45:00,None,Thomas,Gamble,G,,GBR,,9549,,,00:45:00,None,Ross,Gunn,P,,GBR,,8402,,,,,,,,,,,,,,,,,,,,,,,
9,20,18,3:27.003,+0.907,+0.068,237.0,31,BMW M Team WRT,HYPERCAR,,,BMW M Hybrid V8,M,107129,6359,,6276,4354,,,,BMW M TEAM WRT,,Robin,Frijns,P,,NED,,9871,,,00:45:00,None,Rene,Rast,P,,GER,,307,,,00:45:00,None,Sheldon,van der Linde,P,,RSA,VDL,11274,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
10,15,18,3:27.338,+1.242,+0.335,236.6,26,BMW M Team WRT,HYPERCAR,,,BMW M Hybrid V8,M,107128,6359,,6276,4354,,,,BMW M TEAM WRT,,Kevin,Magnussen,P,,DEN,,10211,,,00:45:00,None,Raffaele,Marciello,P,,SUI,,44013,,,00:45:00,None,Dries,Vanthoor,P,,BEL,VAT,8292,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
