POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
11,93,40,3:27.208,+0.915,+0.034,236.7,45,Peugeot Totalenergies,HYPERCAR,,,Peugeot 9X8,M,107461,6151,,6112,4014,,,,PEUGEOT TE,,Paul,di Resta,P,,GBR,DIR,9293,,,00:45:00,None,Stoffel,Vandoorne,P,,BEL,,9520,,,00:45:00,None,Nicholas,Cassidy,P,,NZL,CAY,9714,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
12,38,3,3:27.261,+0.968,+0.053,236.7,45,Cadillac Hertz Team Jota,HYPERCAR,,,Cadillac V-Series.R,M,107501,6429,,6203,4097,,,,CADILLAC HTJ,,Sebastien,Bourdais,P,,FRA,,98,,,00:45:00,None,Earl,Bamber,P,,NZL,,1290,,,00:45:00,None,Jack,Aitken,P,,GBR,,10508,,,00:45:00,None,William,Stevens,P,,GBR,,1882,,,,,Norman,Nato,G,,FRA,,9032,,,,,,,,,,,
13,009,16,3:27.269,+0.976,+0.008,236.7,47,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,107476,6427,,6273,260,,,,ASTON MARTIN,,Alexander,Riberas,G,,ESP,,10376,,,00:45:00,None,Marco,Sorensen,P,,DEN,,7812,,,00:45:00,None,Roman,de Angelis,G,,CAN,DAN,44006,,,,,,,,,,,,,,,,,,,,,,,
14,50,30,3:27.361,+1.068,+0.092,236.6,37,Ferrari AF Corse,HYPERCAR,,,Ferrari 499P,M,107505,7456,,6192,3,,,,FERRARI AF CORSE,,Antonio,Fuoco,P,,ITA,,10091,,,00:45:00,None,Nicklas,Nielsen,P,,DEN,,9432,,,00:45:00,None,Miguel,Molina,P,,ESP,,8526,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
15,83,42,3:27.562,+1.269,+0.201,236.3,44,AF Corse,HYPERCAR,,,Ferrari 499P,M,107518,16,,6192,3,,,HWC,AF CORSE,,Yifei,Ye,G,,CHN,,10068,,,00:45:00,None,Robert,Kubica,P,,POL,,8438,,,00:45:00,None,Philip,Hanson,G,,GBR,HSO,1946,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
16,15,3,3:27.896,+1.603,+0.334,235.9,49,BMW M Team WRT,HYPERCAR,,,BMW M Hybrid V8,M,107481,6359,,6276,4354,,,,BMW M TEAM WRT,,Kevin,Magnussen,P,,DEN,,10211,,,00:45:00,None,Raffaele,Marciello,P,,SUI,,44013,,,00:45:00,None,Dries,Vanthoor,P,,BEL,VAT,8292,,,00:45:00,None,Marco,Wittmann,P,,GER,,11369,,,,,Philipp,Eng,P,,AUT,,8194,,,,,,,,,,,
17,94,40,3:27.990,+1.697,+0.094,235.8,41,Peugeot Totalenergies,HYPERCAR,,,Peugeot 9X8,M,107462,6151,,6112,4014,,,,PEUGEOT TE,,Loic,Duval,P,,FRA,,14,,,00:45:00,None,Malthe,Jakobsen,G,,DEN,,9610,,,00:45:00,None,Theo,Pourchaire,P,,FRA,,11672,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
18,17,15,3:28.584,+2.291,+0.594,235.2,39,Genesis Magma Racing,HYPERCAR,,,Genesis GMR-001-Hypercar,M,107482,7119,,6291,4452,,,,GENESIS MAGMA,,Andre,Lotterer,P,,GER,,7,,,00:45:00,None,Luis,Felipe Derani,P,,BRA,,524,,,00:45:00,None,Mathys,Jaubert,S,,FRA,,10748,,,01:45:00,None,Jamie,Chadwick,S,,GBR,,10298,,,,,,,,,,,,,,,,,
19,28,35,3:35.344,+9.051,+6.760,227.8,40,IDEC SPORT,LMP2,,,Oreca 07 - Gibson,G,107492,522,,5626,256,,,,IDEC SPORT,,Paul,Lafargue,S,,FRA,,1552,,,,,Valerio,Rinicella,S,,ITA,,11664,,,,,Job,van Uitert,G,,NED,VUI,8984,,,,,,,,,,,,,,,,,,,,,,,
20,14,31,3:35.519,+9.226,+0.175,227.6,41,TDS Racing,LMP2,P/A,,Oreca 07 - Gibson,G,107480,6350,,5626,256,,,,TDS RACING,,Tobias,Lutke,B,,CAN,,12087,,,,,Mathias,Beche,G,,SUI,,151,,,,,Kevin,Estre,P,,FRA,,1292,,,,,Sami,Meguetounif,S,,FRA,,12147,,,,,,,,,,,,,,,,,
21,183,32,3:36.009,+9.716,+0.490,227.1,39,AF Corse,LMP2,P/A,,Oreca 07 - Gibson,G,107466,16,,5626,256,,,,AF CORSE,,Francois,Perrodo,B,,FRA,,260,,,,,Matthieu,Vaxiviere,G,,FRA,,7798,,,,,Benjamin,Barnicoat,P,,GBR,BAN,9429,,,,,,,,,,,,,,,,,,,,,,,
22,29,9,3:36.511,+10.218,+0.502,226.6,41,Forestier Racing by Panis,LMP2,,,Oreca 07 - Gibson,G,107493,7466,,5626,256,,,,FORESTIERRACING,,Louis,Rousset,S,,FRA,,10417,,,,,Esteban,Masson,G,,FRA,,11272,,,,,Oliver,Gray,G,,GBR,,11468,,,,,Sami,Meguetounif,S,,FRA,,12147,,,,,,,,,,,,,,,,,
23,30,34,3:36.614,+10.321,+0.103,226.5,35,Duqueine Team,LMP2,,,Oreca 07 - Gibson,G,107494,5981,,5626,256,,,,DUQUEINE TEAM,,Doriane,PIN,S,,FRA,,10112,,,,,Julien,Andlauer,G,,FRA,,9192,,,,,Richard,Verschoor,G,,NED,,43064,,,,,,,,,,,,,,,,,,,,,,,
24,343,37,3:36.804,+10.511,+0.190,226.3,42,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,107468,402,,5626,256,,,,INTER EUROPOL,,Bijoy,Garg,S,,USA,,10912,,,,,Reshad,de Gerus,G,,FRA,DGE,10416,,,,,Nicolas,Muller,P,,SUI,,11039,,,,,,,,,,,,,,,,,,,,,,,
25,4,9,3:36.877,+10.584,+0.073,226.2,37,Crowdstrike Racing by APR,LMP2,P/A,,Oreca 07 - Gibson,G,107471,6347,,5626,256,,,,CROWDSTRIKE APR,,George,Kurtz,B,,USA,,11041,,,,,Alexander,Quinn,G,,GBR,,11463,,,,,Laurin,Heinrich,G,,GER,HEN,11381,,,,,,,,,,,,,,,,,,,,,,,
26,22,8,3:37.003,+10.710,+0.126,226.0,40,United Autosports,LMP2,,,Oreca 07 - Gibson,G,107486,532,,5626,256,,,,UNITED,,Rasmus,Lindh,S,,SWE,,11623,,,,,Gregoire,Saucy,G,,SUI,,11255,,,,,Mikkel,Jensen,P,,DEN,JSN,8276,,,,,Laurens,Vanthoor,P,,BEL,,,,,,,,,,,,,,,,,,,
27,26,32,3:37.027,+10.734,+0.024,226.0,40,Vector Sport,LMP2,,,Oreca 07 - Gibson,G,107490,6154,,5626,256,,,,VECTOR SPORT,,Ryan,Cullen,S,,IRL,,492,,,,,Vladislav,Lomko,G,,GRN,,10868,,,,,Pietro,Fittipaldi,P,,BRA,,9171,,,,,,,,,,,,,,,,,,,,,,,
28,222,5,3:37.073,+10.780,+0.046,226.0,32,United Autosports,LMP2,P/A,,Oreca 07 - Gibson,G,107467,532,,5626,256,,,,UNITED,,Daniel,Schneider,B,,BRA,,9601,,,,,Benjamin,Hanley,G,,GBR,HLY,1972,,,,,Oliver,Jarvis,P,,GBR,,93,,,,,,,,,,,,,,,,,,,,,,,
29,99,33,3:37.078,+10.785,+0.005,226.0,39,AO by TF,LMP2,P/A,,Oreca 07 - Gibson,G,107463,6369,,5626,256,,,,AO BY TF,,PJ,Hyett,B,,USA,HYE,10826,,,,,James,Allen,G,,AUS,,8384,,,,,Dane,Cameron,P,,USA,,10328,,,,,,,,,,,,,,,,,,,,,,,
30,24,7,3:37.124,+10.831,+0.046,225.9,41,Nielsen Racing,LMP2,,,Oreca 07 - Gibson,G,107488,5670,,5626,256,,,,NIELSEN RACING,,David,Heinemeier Hansson,S,,DEN,,11046,,,,,Edward,Pearson,S,,GBR,,43075,,,,,Jack,Doohan,P,,AUS,,43828,,,,,,,,,,,,,,,,,,,,,,,
31,43,41,3:37.390,+11.097,+0.266,225.6,41,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,107502,402,,5626,256,,,,INTER EUROPOL,,Jakub,Smiechowski,S,,POL,,1670,,,,,Thomas,Dillmann,G,,FRA,,1352,,,,,Nicholas,Yelloly,P,,GBR,,8790,,,,,,,,,,,,,,,,,,,,,,,
32,44,40,3:37.471,+11.178,+0.081,225.6,40,Proton Competition,LMP2,P/A,,Oreca 07 - Gibson,G,107503,45,,5626,256,,,,PROTON,,Horst,Jr Felbermayr,B,,AUT,JFE,620,,,,,Horst,Felix Felbermayr,S,,AUT,FFE,10568,,,,,Lorenzo,Fluxa,G,,ESP,,11246,,,,,,,,,,,,,,,,,,,,,,,
33,3,3,3:37.571,+11.278,+0.100,225.5,38,DKR Engineering,LMP2,P/A,,Oreca 07 - Gibson,G,107470,49,,5626,256,,,,DKR ENGINEERING,,John,Farano,B,,CAN,,8360,,,,,Sebastian,Alvarez,S,,MEX,,10425,,,,,Renger,van der Zande,P,,NED,VDZ,1920,,,,,,,,,,,,,,,,,,,,,,,
34,9,32,3:37.718,+11.425,+0.147,225.3,37,Proton Competition,LMP2,,,Oreca 07 - Gibson,G,107475,45,,5626,256,,,,PROTON,,Jonas,Ried,S,,GER,,10879,,,,,Kakunoshin,Ohta,G,,JPN,,44204,,,,,Harry,King,G,,GBR,,44150,,,,,,,,,,,,,,,,,,,,,,,
35,48,14,3:37.898,+11.605,+0.180,225.1,36,RD Limited,LMP2,P/A,,Oreca 07 - Gibson,G,107504,7465,,5626,256,,,,RD LIMITED,,Fred,Poordad,B,,USA,,10335,,,,,Tristan,Vautier,G,,FRA,,44136,,,,,Romain,Dumas,P,,FRA,,44135,,,,,,,,,,,,,,,,,,,,,,,
36,37,29,3:38.181,+11.888,+0.283,224.8,43,CLX Motorsport,LMP2,,,Oreca 07 - Gibson,G,107500,7467,,5626,256,,,,CLX MOTORSPORT,,Adrien,Closmenil,S,,FRA,,11356,,,,,Ian,Aguilera,S,,MEX,,11035,,,,,Theodor,Jensen,S,,DEN,TJE,11626,,,,,,,,,,,,,,,,,,,,,,,
37,25,40,3:38.197,+11.904,+0.016,224.8,42,Algarve Pro Racing,LMP2,P/A,,Oreca 07 - Gibson,G,107489,92,,5626,256,,,,APR,,Michael,Jensen,B,,DEN,,9543,,,,,Enzo,Trulli,S,,ITA,,12126,,,,,Jake,Hughes,G,,GBR,,44140,,,,,Oliver,Caldwell,G,,GBR,CAD,44142,,,,,,,,,,,,,,,,,
38,54,37,3:56.646,+30.353,+18.449,207.3,42,Vista AF Corse,LMGT3,,,Ferrari 296 LMGT3 Evo,G,107507,7463,,6289,3,,,,VISTA AF CORSE,,Thomas,Flohr,B,,SUI,,454,,,01:45:00,None,Francesco,Castellacci,S,,MON,,456,,,01:45:00,None,Davide,Rigon,P,,ITA,,266,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
39,91,7,3:56.655,+30.362,+0.009,207.3,38,Manthey DK Engineering,LMGT3,,,Porsche 911 GT3 R LMGT3,G,107459,7240,,6250,4368,,,,MANTHEY DK ENG,,James,Cottingham,B,,GBR,,8246,,,01:45:00,None,Timur,Boguslavskiy,S,,,,8872,,,01:45:00,None,Ayhancan,Guven,P,,TUR,,10900,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
40,33,14,3:56.885,+30.592,+0.230,207.1,36,TF Sport,LMGT3,,,Corvette Z06 LMGT3.R,G,107496,364,,6244,4230,,,,TF SPORT,,Benjamin,Keating,B,,USA,,1312,,,01:45:00,None,Jonny,Edgar,S,,GBR,,11280,,,01:45:00,None,Nicky,Catsburg,P,,NED,,9020,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
41,13,36,3:56.916,+30.623,+0.031,207.0,41,13 Autosport,LMGT3,,,Corvette Z06 LMGT3.R,G,107479,7462,,6244,4230,,,,13 AUTOSPORT,,Orey,Fidani,B,,CAN,,11536,,,,,Lars,Kern,S,,GER,,10529,,,,,Matthew,Bell,G,,GBR,,204,,,,,,,,,,,,,,,,,,,,,,,
42,69,29,3:56.967,+30.674,+0.051,207.0,41,Team WRT,LMGT3,,,BMW M4 LMGT3 Evo,G,107513,5518,,6290,4354,,,,TEAM WRT,,Anthony,McIntosh,B,,USA,MCI,11538,,,01:45:00,None,Parker,Thompson,S,,CAN,,11770,,,01:45:00,None,Daniel,Harper,P,,GBR,HAP,44122,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
43,21,24,3:57.054,+30.761,+0.087,206.9,36,Vista AF Corse,LMGT3,,,Ferrari 296 LMGT3 Evo,G,107485,7464,,6289,3,,,,VISTA AF CORSE,,Francois,Heriau,B,,FRA,,1630,,,01:45:00,None,Simon,Mann,S,,USA,,10161,,,01:45:00,None,Alessio,Rovera,P,,ITA,,9837,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
44,34,37,3:57.094,+30.801,+0.040,206.9,38,Racing Team Turkey by TF,LMGT3,,,Corvette Z06 LMGT3.R,G,107497,7458,,6244,4230,,,,RTT BY TF,,Peter,Dempsey,B,,IRL,,43215,,,01:45:00,None,Salih,Yoluc,S,,TUR,,1346,,,01:45:00,None,Charles,Eastwood,G,,IRL,,9016,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
45,78,17,3:57.122,+30.829,+0.028,206.9,32,Akkodis ASP Team,LMGT3,,,Lexus RC F LMGT3,G,107516,6361,,6248,4443,,,,AKKODIS ASP,,Thomas,van Rompuy,B,,BEL,VRO,10426,,,01:45:00,None,Hadrien,David,S,,FRA,,11284,,,01:45:00,None,Jack,Hawksworth,G,,GBR,,10867,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
46,23,30,3:57.150,+30.857,+0.028,206.8,38,Heart of Racing Team,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,107487,6366,,6242,260,,,,HEART OF RACING,,Gray,Newell,B,,USA,,11466,,,01:45:00,None,Eduardo,Barrichello,S,,BRA,,11849,,,01:45:00,None,Jonny,Adam,P,,GBR,,194,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
47,79,39,3:57.164,+30.871,+0.014,206.8,39,Iron Lynx,LMGT3,,,Mercedes-AMG LMGT3,G,107517,7460,,6294,4314,,,,IRON LYNX,,Johannes,Zelger,B,,ITA,,11597,,,01:45:00,None,Matteo,Cressoni,S,,ITA,,338,,,01:45:00,None,Lin,Hodenius,S,,NED,,11868,,,01:45:00,None,,,,,,,,,,,,,,,,,,,
48,87,30,3:57.193,+30.900,+0.029,206.8,35,Akkodis ASP Team,LMGT3,,,Lexus RC F LMGT3,G,107457,6361,,6248,4443,,,,AKKODIS ASP,,Petru,Umbrarescu,B,,ROU,,11848,,,01:45:00,None,Clemens,Schmid,S,,AUT,SCM,11594,,,01:45:00,None,Jose,Maria Lopez,P,,ARG,,8418,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
49,59,21,3:57.200,+30.907,+0.007,206.8,30,Racing Spirit Of Leman,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,107510,6194,,6242,260,,,,RSL,,Clement,Mateu,B,,FRA,,9175,,,,,Marius,Fossard,S,,FRA,,11250,,,,,Valentin,Hasse Clot,G,,FRA,HCL,10308,,,,,,,,,,,,,,,,,,,,,,,
50,61,18,3:57.246,+30.953,+0.046,206.8,40,Iron Lynx,LMGT3,,,Mercedes-AMG LMGT3,G,107511,7459,,6294,4314,,,,IRON LYNX,,Martin,Berry,B,,AUS,,10878,,,01:45:00,None,Rui,Andrade,S,,ANG,ANR,9873,,,01:45:00,None,Maxime,Martin,P,,BEL,MTN,157,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
51,32,15,3:57.251,+30.958,+0.005,206.8,37,Team WRT,LMGT3,,,BMW M4 LMGT3 Evo,G,107495,5518,,6290,4354,,,,TEAM WRT,,Darren,Leung,B,,GBR,,11277,,,01:45:00,None,Sean,Galael,S,,INA,,1968,,,01:45:00,None,Augusto,Farfus,P,,BRA,FAF,9022,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
52,27,35,3:57.287,+30.994,+0.036,206.7,39,Heart of Racing Team,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,107491,6366,,6242,260,,,,HEART OF RACING,,Ian,James,B,,USA,,6531,,,01:45:00,None,Zacharie,Robichon,S,,CAN,,10636,,,01:45:00,None,Mattia,Drudi,P,,ITA,,9323,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
53,58,40,3:57.298,+31.005,+0.011,206.7,40,Garage 59,LMGT3,,,McLaren 720S LMGT3 Evo,G,107509,5770,,6249,60,,,,GARAGE 59,,Alexander,West,B,,SWE,,8800,,,01:45:00,None,Finn,Gehrsitz,S,,GER,,10113,,,01:45:00,None,Benjamin,Goethe,G,,DEN,,10156,,,00:45:00,None,Antares,AU,B,,HKG,AU,10412,,,,,Marvin,Kirchhofer,P,,GER,,10411,,,,,,,,,,,
54,62,35,3:57.394,+31.101,+0.096,206.6,40,Team Qatar by Iron Lynx,LMGT3,,,Mercedes-AMG LMGT3,G,107512,7461,,6294,4314,,,,TEAM QATAR IL,,Abdulla,AL-Khelaifi,B,,QAT,ALK,11855,,,,,Julian,Hanses,S,,GER,,44065,,,,,Giuliano,Alesi,G,,FRA,,44066,,,,,,,,,,,,,,,,,,,,,,,
55,10,3,3:57.607,+31.314,+0.213,206.4,40,Garage 59,LMGT3,,,McLaren 720S LMGT3 Evo,G,107477,5770,,6249,60,,,,GARAGE 59,,Antares,AU,B,,HKG,AU,10412,,,01:45:00,None,Thomas,Fleming,S,,GBR,,11651,,,01:45:00,None,Marvin,Kirchhofer,P,,GER,,10411,,,00:45:00,None,Alexander,West,B,,SWE,,8800,,,,,Benjamin,Goethe,G,,DEN,,10156,,,,,,,,,,,
56,77,25,3:57.632,+31.339,+0.025,206.4,35,Proton Competition,LMGT3,,,Ford Mustang LMGT3,G,107515,45,,6246,268,,,,PROTON,,Eric,Powell,B,,USA,,44100,,,01:45:00,None,Benjamin,Tuck,S,,GBR,,10972,,,01:45:00,None,Sebastian,Priaulx,G,,GBR,,10539,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
57,57,2,3:57.647,+31.354,+0.015,206.4,37,Kessel Racing,LMGT3,,,Ferrari 296 LMGT3 Evo,G,107508,120,,6289,3,,,,KESSEL RACING,,Takeshi,Kimura,B,,JPN,,9416,,,,,Conrad,Laursen,S,,DEN,,10866,,,,,Daniel,Serra,P,,BRA,,500,,,,,,,,,,,,,,,,,,,,,,,
58,88,5,3:57.732,+31.439,+0.085,206.3,34,Proton Competition,LMGT3,,,Ford Mustang LMGT3,G,107458,45,,6246,268,,,,PROTON,,Stefano,Gattuso,B,,ITA,,11678,,,01:45:00,None,Giammarco,Levorato,S,,ITA,,11147,,,01:45:00,None,Logan,Sargeant,P,,USA,,10110,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
