POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,97,Classified,11,46:13.770,-,-,8,4:06.191,199.2,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jeff,Giassi,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,544,Classified,11,46:13.914,+0.144,+0.144,6,4:05.981,199.4,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcal,Muller,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,117,Classified,11,46:15.499,+1.729,+1.585,7,4:05.613,199.7,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Pietro,Fantin,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,Classified,11,46:16.479,+2.709,+0.980,8,4:06.541,199.0,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Miguel,Paludo,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,19,Classified,11,46:21.323,+7.553,+4.844,8,4:07.105,198.5,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Pipo,Massa,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,72,Classified,11,46:21.452,+7.682,+0.129,8,4:06.255,199.2,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Antonella,Bassani,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,17,Classified,11,46:25.954,+12.184,+4.502,2,4:06.608,198.9,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcos,Regadas,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,118,Classified,11,46:26.241,+12.471,+0.287,8,4:06.788,198.8,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Matheus,Comparatto,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,70,Classified,11,46:35.384,+21.614,+9.143,7,4:07.602,198.1,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Lucas,Salles,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,888,Classified,11,46:41.856,+28.086,+6.472,6,4:08.234,197.6,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Lineu,Pires,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,51,Classified,11,46:45.884,+32.114,+4.028,7,4:08.405,197.5,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Israel,Salmen,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,45,Classified,11,46:45.963,+32.193,+0.079,6,4:08.376,197.5,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jose,Moura NET,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,Classified,11,46:47.500,+33.730,+1.537,6,4:08.391,197.5,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Pedro,Boesel,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,31,Classified,11,46:50.790,+37.020,+3.290,9,4:08.173,197.7,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Seba,Malucelli,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,77,Classified,11,46:52.274,+38.504,+1.484,8,4:08.409,197.5,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Francisco,Horta,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3,Classified,11,46:52.876,+39.106,+0.602,9,4:08.529,197.4,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Cristian,Mohr,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,12,Classified,11,47:15.552,+1:01.782,+22.676,5,4:10.661,195.7,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marco,Pisani,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,33,Classified,11,47:19.059,+1:05.289,+3.507,6,4:09.445,196.6,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Bruno,Campos,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,15,Classified,11,47:21.016,+1:07.246,+1.957,6,4:10.121,196.1,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Leonardo,Sanchez,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,29,Classified,11,47:22.568,+1:08.798,+1.552,9,4:08.838,197.1,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Rodrigo,Mello,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,80,Classified,11,47:25.714,+1:11.944,+3.146,5,4:09.375,196.7,,SPORT,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Rouman,Ziemkiewicz,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,14,Classified,11,47:31.671,+1:17.901,+5.957,2,4:11.142,195.3,,SPORT,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Carlos,Campos,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,10,Classified,11,47:43.218,+1:29.448,+11.547,8,4:07.279,198.4,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Thiago,Vivacqua,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,39,Classified,11,47:46.308,+1:32.538,+3.090,9,4:11.281,195.2,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Luiz,Souza,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,93,Classified,11,47:54.797,+1:41.027,+8.489,9,4:10.161,196.1,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Michael,Fassbender,,,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,83,Classified,11,47:57.570,+1:43.800,+2.773,8,4:11.639,194.9,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marco,Billi,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,99,Classified,11,48:38.910,+2:25.140,+41.340,2,4:13.748,193.3,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Wagner,Pontes,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,71,Classified,11,48:39.825,+2:26.055,+0.915,11,4:18.132,190.0,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sangho,KIM,,,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,44,Classified,11,49:11.866,+2:58.096,+32.041,9,4:19.402,189.1,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Andre,Gaidzinski,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,9,Classified,11,50:17.431,+4:03.661,+1:05.565,8,4:18.184,190.0,,ROOKIE,M,,Porsche 911 GT3 Cup,,,,,,,,,,,,Edu,Guedes,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21,Not classified,9,38:12.872,,,7,4:05.733,199.6,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Miguel,Mariotti,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
