NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
14,2,1,4:13.634,0,,59.461,0,1:29.211,0,1:44.962,0,191.3,4:13.634,20:04:13.634,0:59.461,1:29.211,1:44.962,276.6,Mathias Beche,0:00:20.237,LMP2,P/A,TDS Racing,Oreca,GF,59.461,89.211,104.962,25.696,25.696,13.969,39.665,19.796,59.461,37.936,1:37.397,5.296,1:42.693,27.894,2:10.587,18.085,2:28.672,7.233,2:35.905,39.950,3:15.855,18.374,3:34.229,15.801,3:50.030,12.907,4:02.937,7.085,4:10.022,3.612,4:13.634,
14,2,2,3:36.744,0,,34.246,0,1:23.440,0,1:39.058,0,226.3,7:50.378,20:07:50.378,0:34.246,1:23.440,1:39.058,317.9,Mathias Beche,,LMP2,P/A,TDS Racing,Oreca,GF,34.246,83.440,99.058,8.784,8.784,10.255,19.039,15.207,34.246,33.987,1:08.233,5.114,1:13.347,26.544,1:39.891,17.795,1:57.686,6.549,2:04.235,38.130,2:42.365,17.978,3:00.343,15.195,3:15.538,10.748,3:26.286,6.863,3:33.149,3.595,3:36.744,
14,2,3,3:34.693,0,,33.903,0,1:22.908,2,1:37.882,0,228.5,11:25.071,20:11:25.071,0:33.903,1:22.908,1:37.882,319.8,Mathias Beche,,LMP2,P/A,TDS Racing,Oreca,GF,33.903,82.908,97.882,8.753,8.753,10.029,18.782,15.121,33.903,33.655,1:07.558,5.076,1:12.634,26.440,1:39.074,17.737,1:56.811,6.509,2:03.320,37.809,2:41.129,17.952,2:59.081,15.170,3:14.251,10.716,3:24.967,6.039,3:31.006,3.687,3:34.693,
14,2,4,3:36.226,0,,33.857,0,1:22.999,0,1:39.370,0,226.9,15:01.297,20:15:01.297,0:33.857,1:22.999,1:39.370,320.7,Mathias Beche,,LMP2,P/A,TDS Racing,Oreca,GF,33.857,82.999,99.370,8.805,8.805,9.995,18.800,15.057,33.857,33.666,1:07.523,5.112,1:12.635,26.490,1:39.125,17.731,1:56.856,6.546,2:03.402,37.774,2:41.176,18.002,2:59.178,16.140,3:15.318,11.049,3:26.367,6.262,3:32.629,3.597,3:36.226,
14,2,5,3:34.542,2,,33.917,0,1:23.036,0,1:37.589,2,228.6,18:35.839,20:18:35.839,0:33.917,1:23.036,1:37.589,319.8,Mathias Beche,,LMP2,P/A,TDS Racing,Oreca,GF,33.917,83.036,97.589,8.730,8.730,10.166,18.896,15.021,33.917,33.709,1:07.626,5.117,1:12.743,26.541,1:39.284,17.669,1:56.953,6.603,2:03.556,37.791,2:41.347,17.943,2:59.290,14.951,3:14.241,10.636,3:24.877,5.985,3:30.862,3.680,3:34.542,
14,2,6,3:41.293,0,B,33.786,2,1:23.254,0,1:44.253,0,221.7,22:17.132,20:22:17.132,0:33.786,1:23.254,1:44.253,317.0,Mathias Beche,,LMP2,P/A,TDS Racing,Oreca,FF,33.786,83.254,104.253,8.797,8.797,9.994,18.791,14.995,33.786,33.843,1:07.629,5.089,1:12.718,26.515,1:39.233,17.807,1:57.040,6.487,2:03.527,37.866,2:41.393,17.944,2:59.337,14.938,3:14.275,10.798,3:25.073,,,,3:41.293,
183,3,1,4:05.479,0,,53.338,0,1:29.229,0,1:42.912,0,197.7,4:05.479,20:04:05.479,0:53.338,1:29.229,1:42.912,260.7,Benjamin Barnicoat,0:00:13.993,LMP2,P/A,AF Corse,Oreca,GF,53.338,89.229,102.912,19.540,19.540,15.224,34.764,18.574,53.338,37.542,1:30.880,5.181,1:36.061,28.059,2:04.120,18.447,2:22.567,6.654,2:29.221,39.361,3:08.582,18.382,3:26.964,16.201,3:43.165,11.912,3:55.077,6.748,4:01.825,3.654,4:05.479,
183,3,2,3:36.587,0,,34.529,0,1:23.718,0,1:38.340,0,226.5,7:42.066,20:07:42.066,0:34.529,1:23.718,1:38.340,317.0,Benjamin Barnicoat,,LMP2,P/A,AF Corse,Oreca,GF,34.529,83.718,98.340,8.798,8.798,10.473,19.271,15.258,34.529,34.093,1:08.622,5.094,1:13.716,26.603,1:40.319,17.928,1:58.247,6.494,2:04.741,38.078,2:42.819,18.004,3:00.823,15.402,3:16.225,10.671,3:26.896,6.055,3:32.951,3.636,3:36.587,
183,3,3,3:34.911,0,,34.065,0,1:22.943,0,1:37.903,2,228.2,11:16.977,20:11:16.977,0:34.065,1:22.943,1:37.903,317.9,Benjamin Barnicoat,,LMP2,P/A,AF Corse,Oreca,GF,34.065,82.943,97.903,8.771,8.771,10.215,18.986,15.079,34.065,33.678,1:07.743,5.073,1:12.816,26.409,1:39.225,17.783,1:57.008,6.420,2:03.428,37.880,2:41.308,17.954,2:59.262,15.257,3:14.519,10.581,3:25.100,6.127,3:31.227,3.684,3:34.911,
183,3,4,3:37.054,0,,33.988,0,1:23.698,0,1:39.368,0,226.0,14:54.031,20:14:54.031,0:33.988,1:23.698,1:39.368,317.9,Benjamin Barnicoat,,LMP2,P/A,AF Corse,Oreca,GF,33.988,83.698,99.368,8.788,8.788,10.154,18.942,15.046,33.988,33.901,1:07.889,5.042,1:12.931,26.562,1:39.493,18.193,1:57.686,6.479,2:04.165,38.092,2:42.257,18.054,3:00.311,15.832,3:16.143,10.793,3:26.936,6.506,3:33.442,3.612,3:37.054,
183,3,5,3:47.426,0,,33.779,2,1:25.127,0,1:48.520,0,215.7,18:41.457,20:18:41.457,0:33.779,1:25.127,1:48.520,317.9,Benjamin Barnicoat,,LMP2,P/A,AF Corse,Oreca,GF,33.779,85.127,108.520,8.757,8.757,10.108,18.865,14.914,33.779,33.967,1:07.746,5.056,1:12.802,28.100,1:40.902,18.004,1:58.906,6.532,2:05.438,47.620,2:53.058,18.054,3:11.112,15.681,3:26.793,10.813,3:37.606,6.150,3:43.756,3.670,3:47.426,
