NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
007,1,1,5:27.139,0,,2:18.957,0,1:24.943,0,1:43.239,0,148.3,5:27.139,10:05:27.139,2:18.957,1:24.943,1:43.239,283.1,Harry Tincknell,0:01:40.377,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,138.957,84.943,103.239,1:46.369,1:46.369,14.000,2:00.369,18.588,2:18.957,36.450,2:55.407,4.742,3:00.149,26.112,3:26.261,17.639,3:43.900,6.963,3:50.863,38.989,4:29.852,17.304,4:47.156,18.910,5:06.066,10.993,5:17.059,6.521,5:23.580,3.559,5:27.139,
007,1,2,3:32.413,0,,33.762,0,1:20.740,0,1:37.911,0,230.9,8:59.552,10:08:59.552,0:33.762,1:20.740,1:37.911,331.5,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.762,80.740,97.911,8.105,8.105,10.520,18.625,15.137,33.762,33.340,1:07.102,4.751,1:11.853,25.671,1:37.524,16.978,1:54.502,6.583,2:01.085,37.005,2:38.090,16.985,2:55.075,16.538,3:11.613,10.799,3:22.412,6.497,3:28.909,3.504,3:32.413,
007,1,3,3:31.079,0,,33.596,0,1:20.549,0,1:36.934,0,232.4,12:30.631,10:12:30.631,0:33.596,1:20.549,1:36.934,334.5,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.596,80.549,96.934,8.086,8.086,10.493,18.579,15.017,33.596,33.216,1:06.812,4.708,1:11.520,25.509,1:37.029,17.116,1:54.145,6.760,2:00.905,37.260,2:38.165,16.835,2:55.000,15.795,3:10.795,10.550,3:21.345,6.219,3:27.564,3.515,3:31.079,
007,1,4,3:29.168,0,,33.475,0,1:19.949,0,1:35.744,0,234.5,15:59.799,10:15:59.799,0:33.475,1:19.949,1:35.744,333.5,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.475,79.949,95.744,8.094,8.094,10.353,18.447,15.028,33.475,33.074,1:06.549,4.732,1:11.281,25.439,1:36.720,16.704,1:53.424,6.521,1:59.945,36.382,2:36.327,16.833,2:53.160,15.886,3:09.046,10.399,3:19.445,6.192,3:25.637,3.531,3:29.168,
007,1,5,3:29.546,0,,33.847,0,1:20.005,0,1:35.694,0,234.1,19:29.345,10:19:29.345,0:33.847,1:20.005,1:35.694,335.6,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.847,80.005,95.694,8.086,8.086,10.768,18.854,14.993,33.847,32.887,1:06.734,4.719,1:11.453,25.573,1:37.026,16.826,1:53.852,6.489,2:00.341,36.501,2:36.842,16.750,2:53.592,15.600,3:09.192,10.498,3:19.690,6.350,3:26.040,3.506,3:29.546,
007,1,6,3:38.639,0,B,33.664,0,1:20.368,0,1:44.607,0,224.4,23:07.984,10:23:07.984,0:33.664,1:20.368,1:44.607,318.8,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.664,80.368,104.607,8.044,8.044,10.775,18.819,14.845,33.664,33.502,1:07.166,4.676,1:11.842,25.597,1:37.439,16.593,1:54.032,6.595,2:00.627,36.532,2:37.159,16.775,2:53.934,17.244,3:11.178,11.129,3:22.307,,,,3:38.639,
007,3,7,8:10.951,0,,5:09.950,0,1:22.542,0,1:38.459,0,99.9,31:18.935,10:31:18.935,5:09.950,1:22.542,1:38.459,331.5,Ross Gunn,0:04:44.386,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,309.950,82.542,98.459,4:41.121,4:41.121,12.358,4:53.479,16.471,5:09.950,33.913,5:43.863,4.723,5:48.586,26.347,6:14.933,17.559,6:32.492,6.733,6:39.225,37.182,7:16.407,16.974,7:33.381,16.503,7:49.884,10.773,8:00.657,6.750,8:07.407,3.544,8:10.951,
007,3,8,3:31.825,0,,33.419,0,1:20.798,0,1:37.608,0,231.6,34:50.760,10:34:50.760,0:33.419,1:20.798,1:37.608,311.5,Ross Gunn,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.419,80.798,97.608,8.125,8.125,10.341,18.466,14.953,33.419,33.495,1:06.914,4.740,1:11.654,25.577,1:37.231,16.986,1:54.217,6.506,2:00.723,36.753,2:37.476,16.903,2:54.379,16.533,3:10.912,10.995,3:21.907,6.410,3:28.317,3.508,3:31.825,
007,3,9,3:29.622,0,,33.335,0,1:20.093,0,1:36.194,0,234.0,38:20.382,10:38:20.382,0:33.335,1:20.093,1:36.194,333.5,Ross Gunn,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.335,80.093,96.194,8.092,8.092,10.308,18.400,14.935,33.335,33.128,1:06.463,4.692,1:11.155,25.481,1:36.636,16.792,1:53.428,6.589,2:00.017,36.732,2:36.749,16.779,2:53.528,15.637,3:09.165,10.623,3:19.788,6.326,3:26.114,3.508,3:29.622,
007,3,10,3:28.730,2,,33.238,0,1:20.062,0,1:35.430,2,235.0,41:49.112,10:41:49.112,0:33.238,1:20.062,1:35.430,336.6,Ross Gunn,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.238,80.062,95.430,8.071,8.071,10.343,18.414,14.824,33.238,33.090,1:06.328,4.703,1:11.031,25.427,1:36.458,16.842,1:53.300,6.473,1:59.773,36.389,2:36.162,16.738,2:52.900,15.534,3:08.434,10.569,3:19.003,6.218,3:25.221,3.509,3:28.730,
