NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
007,2,1,4:44.169,0,B,1:35.565,0,1:23.943,0,1:44.661,0,170.8,4:44.169,14:49:44.169,1:35.565,1:23.943,1:44.661,332.5,Thomas Gamble,0:00:58.172,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,95.565,83.943,104.661,1:04.006,1:04.006,13.766,1:17.772,17.793,1:35.565,34.993,2:10.558,4.811,2:15.369,26.675,2:42.044,17.464,2:59.508,6.713,3:06.221,37.461,3:43.682,16.844,4:00.526,16.164,4:16.690,11.163,4:27.853,,,,4:44.169,
007,1,2,21:07.765,0,,18:09.349,0,1:21.707,0,1:36.709,0,38.7,25:51.934,15:10:51.934,18:09.349,1:21.707,1:36.709,328.5,Harry Tincknell,0:17:41.510,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,1089.349,81.707,96.709,17:38.622,17:38.622,13.689,17:52.311,17.038,18:09.349,34.292,18:43.641,4.739,18:48.380,25.763,19:14.143,16.913,19:31.056,6.515,19:37.571,37.215,20:14.786,16.881,20:31.667,15.700,20:47.367,10.464,20:57.831,6.472,21:04.303,3.462,21:07.765,
007,1,3,3:28.941,0,,33.184,0,1:20.044,0,1:35.713,0,234.8,29:20.875,15:14:20.875,0:33.184,1:20.044,1:35.713,331.5,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.184,80.044,95.713,8.032,8.032,10.487,18.519,14.665,33.184,33.033,1:06.217,4.735,1:10.952,25.444,1:36.396,16.832,1:53.228,6.373,1:59.601,36.193,2:35.794,16.689,2:52.483,16.454,3:08.937,10.289,3:19.226,6.132,3:25.358,3.583,3:28.941,
007,1,4,3:27.653,0,,32.829,0,1:20.091,0,1:34.733,0,236.2,32:48.528,15:17:48.528,0:32.829,1:20.091,1:34.733,333.5,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,32.829,80.091,94.733,8.082,8.082,10.177,18.259,14.570,32.829,32.994,1:05.823,4.718,1:10.541,25.506,1:36.047,16.873,1:52.920,6.409,1:59.329,36.227,2:35.556,16.775,2:52.331,15.333,3:07.664,10.303,3:17.967,6.172,3:24.139,3.514,3:27.653,
007,1,5,3:29.527,0,,32.734,0,1:19.817,0,1:36.976,0,234.1,36:18.055,15:21:18.055,0:32.734,1:19.817,1:36.976,334.5,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,32.734,79.817,96.976,8.071,8.071,9.919,17.990,14.744,32.734,32.948,1:05.682,4.771,1:10.453,25.388,1:35.841,16.710,1:52.551,6.424,1:58.975,36.771,2:35.746,18.448,2:54.194,15.386,3:09.580,10.394,3:19.974,6.083,3:26.057,3.470,3:29.527,
007,1,6,3:35.019,0,B,33.047,0,1:19.795,0,1:42.177,0,228.1,39:53.074,15:24:53.074,0:33.047,1:19.795,1:42.177,337.6,Harry Tincknell,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,33.047,79.795,102.177,8.028,8.028,10.152,18.180,14.867,33.047,33.069,1:06.116,4.743,1:10.859,25.435,1:36.294,16.548,1:52.842,6.634,1:59.476,36.330,2:35.806,16.922,2:52.728,16.164,3:08.892,10.371,3:19.263,,,,3:35.019,
007,3,7,6:04.524,0,,3:03.104,0,1:22.455,0,1:38.965,0,134.6,45:57.598,15:30:57.598,3:03.104,1:22.455,1:38.965,325.5,Ross Gunn,0:02:35.867,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,183.104,82.455,98.965,2:32.775,2:32.775,12.791,2:45.566,17.538,3:03.104,34.515,3:37.619,4.737,3:42.356,26.115,4:08.471,17.088,4:25.559,6.495,4:32.054,36.999,5:09.053,17.114,5:26.167,16.320,5:42.487,11.353,5:53.840,7.216,6:01.056,3.468,6:04.524,
007,3,8,3:35.196,0,B,32.805,0,1:20.378,0,1:42.013,0,227.9,49:32.794,15:34:32.794,0:32.805,1:20.378,1:42.013,327.5,Ross Gunn,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,32.805,80.378,102.013,8.114,8.114,9.972,18.086,14.719,32.805,33.275,1:06.080,4.717,1:10.797,25.524,1:36.321,16.862,1:53.183,6.417,1:59.600,36.671,2:36.271,16.911,2:53.182,15.463,3:08.645,10.531,3:19.176,,,,3:35.196,
007,3,9,13:12.730,0,,9:38.832,0,1:20.402,0,2:13.496,0,61.9,1:02:45.524,15:47:45.524,9:38.832,1:20.402,2:13.496,330.5,Ross Gunn,0:09:15.617,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,578.832,80.402,133.496,9:12.277,9:12.277,11.369,9:23.646,15.186,9:38.832,33.311,10:12.143,4.733,10:16.876,25.505,10:42.381,16.853,10:59.234,6.367,11:05.601,36.969,11:42.570,20.479,12:03.049,45.789,12:48.838,13.775,13:02.613,6.714,13:09.327,3.403,13:12.730,
007,3,10,4:03.592,0,,32.782,0,1:19.531,1,2:11.279,0,201.4,1:06:49.116,15:51:49.116,0:32.782,1:19.531,2:11.279,329.5,Ross Gunn,,HYPERCAR,,Aston Martin Thor Team,Aston Martin,GF,32.782,79.531,131.279,8.101,8.101,10.051,18.152,14.630,32.782,32.651,1:05.433,4.744,1:10.177,25.387,1:35.564,16.749,1:52.313,6.304,1:58.617,36.321,2:34.938,19.332,2:54.270,45.898,3:40.168,13.585,3:53.753,6.438,4:00.191,3.401,4:03.592,
