POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,544,8,4:05.281,-,-,200.0,8,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcal,Muller,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,97,4,4:05.955,+0.674,+0.674,199.4,8,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jeff,Giassi,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,117,4,4:06.091,+0.810,+0.136,199.3,8,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Pietro,Fantin,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17,7,4:06.278,+0.997,+0.187,199.2,8,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcos,Regadas,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,118,8,4:06.315,+1.034,+0.037,199.1,8,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Matheus,Comparatto,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,19,7,4:06.858,+1.577,+0.543,198.7,8,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Pipo,Massa,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,7,4:07.149,+1.868,+0.291,198.5,8,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Thiago,Vivacqua,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,45,8,4:07.508,+2.227,+0.359,198.2,8,,ROOKIE,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jose,Moura NET,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7,3,4:07.581,+2.300,+0.073,198.1,8,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Miguel,Paludo,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,70,7,4:08.145,+2.864,+0.564,197.7,8,,CARRERA,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Lucas,Salles,,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
