POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,29,4,3:32.855,-,-,230.5,5,Forestier Racing by Panis,LMP2,,,Oreca 07 - Gibson,G,107164,7466,,5626,256,,,,FORESTIERRACING,,Louis,Rousset,S,,FRA,,10417,,,,,Esteban,Masson,G,,FRA,,11272,,,,,Oliver,Gray,G,,GBR,,11468,,,,,,,,,,,,,,,,,,,,,,,
2,28,5,3:33.242,+0.387,+0.387,230.0,5,IDEC SPORT,LMP2,,,Oreca 07 - Gibson,G,107168,522,,5626,256,,,,IDEC SPORT,,Paul,Lafargue,S,,FRA,,1552,,,,,Valerio,Rinicella,S,,ITA,,11664,,,,,Job,van Uitert,G,,NED,VUI,8984,,,,,,,,,,,,,,,,,,,,,,,
3,24,4,3:33.510,+0.655,+0.268,229.7,4,Nielsen Racing,LMP2,,,Oreca 07 - Gibson,G,107172,5670,,5626,256,,,,NIELSEN RACING,,David,Heinemeier Hansson,S,,DEN,,11046,,,,,Edward,Pearson,S,,GBR,,43075,,,,,Jack,Doohan,P,,AUS,,43828,,,,,,,,,,,,,,,,,,,,,,,
4,43,4,3:33.578,+0.723,+0.068,229.7,4,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,107166,402,,5626,256,,,,INTER EUROPOL,,Jakub,Smiechowski,S,,POL,,1670,,,,,Thomas,Dillmann,G,,FRA,,1352,,,,,Nicholas,Yelloly,P,,GBR,,8790,,,,,,,,,,,,,,,,,,,,,,,
5,4,4,3:33.628,+0.773,+0.050,229.6,5,Crowdstrike Racing by APR,LMP2,P/A,,Oreca 07 - Gibson,G,107160,6347,,5626,256,,,,CROWDSTRIKE APR,,George,Kurtz,B,,USA,,11041,,,,,Alexander,Quinn,G,,GBR,,11463,,,,,Laurin,Heinrich,G,,GER,HEN,11381,,,,,,,,,,,,,,,,,,,,,,,
6,30,4,3:33.702,+0.847,+0.074,229.5,4,Duqueine Team,LMP2,,,Oreca 07 - Gibson,G,107161,5981,,5626,256,,,,DUQUEINE TEAM,,Doriane,PIN,S,,FRA,,10112,,,,,Julien,Andlauer,G,,FRA,,9192,,,,,Richard,Verschoor,G,,NED,,43064,,,,,,,,,,,,,,,,,,,,,,,
7,14,4,3:33.715,+0.860,+0.013,229.5,4,TDS Racing,LMP2,P/A,,Oreca 07 - Gibson,G,107163,6350,,5626,256,,,,TDS RACING,,Tobias,Lutke,B,,CAN,,12087,,,,,Mathias,Beche,G,,SUI,,151,,,,,Kevin,Estre,P,,FRA,,1292,,,,,,,,,,,,,,,,,,,,,,,
8,99,4,3:34.280,+1.425,+0.565,228.9,5,AO by TF,LMP2,P/A,,Oreca 07 - Gibson,G,107184,6369,,5626,256,,,,AO BY TF,,PJ,Hyett,B,,USA,HYE,10826,,,,,James,Allen,G,,AUS,,8384,,,,,Dane,Cameron,P,,USA,,10328,,,,,,,,,,,,,,,,,,,,,,,
9,183,3,3:34.692,+1.837,+0.412,228.5,4,AF Corse,LMP2,P/A,,Oreca 07 - Gibson,G,107181,16,,5626,256,,,,AF CORSE,,Francois,Perrodo,B,,FRA,,260,,,,,Matthieu,Vaxiviere,G,,FRA,,7798,,,,,Benjamin,Barnicoat,P,,GBR,BAN,9429,,,,,,,,,,,,,,,,,,,,,,,
10,343,3,3:35.038,+2.183,+0.346,228.1,4,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,107183,402,,5626,256,,,,INTER EUROPOL,,Bijoy,Garg,S,,USA,,10912,,,,,Reshad,de Gerus,G,,FRA,DGE,10416,,,,,Nicolas,Muller,P,,SUI,,11039,,,,,,,,,,,,,,,,,,,,,,,
