NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,SCL2_time,SCL2_elapsed,Z4_time,Z4_elapsed,IP1_time,IP1_elapsed,Z12_time,Z12_elapsed,SCLC_time,SCLC_elapsed,A7-1_time,A7-1_elapsed,IP2_time,IP2_elapsed,A8-1_time,A8-1_elapsed,SCLB_time,SCLB_elapsed,PORIN_time,PORIN_elapsed,POROUT_time,POROUT_elapsed,SCL1_time,SCL1_elapsed,FORDOUT_time,FORDOUT_elapsed,FL_time,FL_elapsed,
10,1,3,5:32.885,0,,2:08.022,0,1:33.280,1,1:51.583,2,147.4,15:25.689,12:15:25.689,2:08.022,1:33.280,1:51.583,282.4,Antares AU,0:01:40.360,LMGT3,,Garage 59,McLaren,FF,128.022,93.280,111.583,1:37.523,1:37.523,13.231,1:50.754,17.268,2:08.022,38.629,2:46.651,5.538,2:52.189,29.532,3:21.721,19.581,3:41.302,6.987,3:48.289,41.993,4:30.282,19.903,4:50.185,18.990,5:09.175,12.023,5:21.198,7.728,5:28.926,3.959,5:32.885,
101,3,1,4:22.397,0,B,1:13.472,0,1:23.448,1,1:45.477,0,185.0,4:22.397,12:04:22.397,1:13.472,1:23.448,1:45.477,289.9,Filipe Albuquerque,0:00:36.817,HYPERCAR,,Cadillac WTR,Cadillac,GF,73.472,83.448,105.477,42.149,42.149,13.638,55.787,17.685,1:13.472,35.135,1:48.607,4.748,1:53.355,26.199,2:19.554,17.366,2:36.920,6.765,2:43.685,37.163,3:20.848,16.741,3:37.589,17.216,3:54.805,11.147,4:05.952,,,,4:22.397,
101,1,2,4:44.449,0,B,1:33.085,0,1:23.911,1,1:47.453,0,172.4,9:06.846,12:09:06.846,1:33.085,1:23.911,1:47.453,278.1,Ricky Taylor,0:01:01.530,HYPERCAR,,Cadillac WTR,Cadillac,GF,93.085,83.911,107.453,58.945,58.945,15.325,1:14.270,18.815,1:33.085,35.898,2:08.983,4.801,2:13.784,26.052,2:39.836,17.160,2:56.996,6.785,3:03.781,38.405,3:42.186,16.984,3:59.170,17.026,4:16.196,11.232,4:27.428,,,,4:44.449,
101,2,3,4:25.923,0,,1:26.195,0,1:21.215,0,1:38.513,0,184.5,13:32.769,12:13:32.769,1:26.195,1:21.215,1:38.513,338.7,Jordan Taylor,0:00:59.013,HYPERCAR,,Cadillac WTR,Cadillac,GF,86.195,81.215,98.513,55.549,55.549,12.905,1:08.454,17.741,1:26.195,33.953,2:00.148,4.769,2:04.917,25.646,2:30.563,16.847,2:47.410,6.522,2:53.932,36.769,3:30.701,16.880,3:47.581,17.277,4:04.858,10.900,4:15.758,6.555,4:22.313,3.610,4:25.923,
101,2,4,3:30.964,2,,33.599,2,1:20.766,2,1:36.599,2,232.5,17:03.733,12:17:03.733,0:33.599,1:20.766,1:36.599,320.7,Jordan Taylor,,HYPERCAR,,Cadillac WTR,Cadillac,FF,33.599,80.766,96.599,8.140,8.140,10.340,18.480,15.119,33.599,33.680,1:07.279,4.772,1:12.051,25.505,1:37.556,16.809,1:54.365,6.576,2:00.941,36.735,2:37.676,16.780,2:54.456,15.994,3:10.450,10.578,3:21.028,6.340,3:27.368,3.596,3:30.964,
12,2,1,4:14.394,0,,1:10.477,0,1:25.340,0,1:38.577,0,190.8,4:14.394,12:04:14.394,1:10.477,1:25.340,1:38.577,241.1,William Stevens,0:00:33.309,HYPERCAR,,Cadillac Hertz Team Jota,Cadillac,GF,70.477,85.340,98.577,38.450,38.450,13.851,52.301,18.176,1:10.477,37.144,1:47.621,4.750,1:52.371,26.246,2:18.617,17.200,2:35.817,6.649,2:42.466,36.841,3:19.307,16.820,3:36.127,17.595,3:53.722,10.747,4:04.469,6.434,4:10.903,3.491,4:14.394,
12,2,2,3:36.634,0,B,34.421,0,1:20.097,2,1:42.116,0,226.4,7:51.028,12:07:51.028,0:34.421,1:20.097,1:42.116,317.0,William Stevens,,HYPERCAR,,Cadillac Hertz Team Jota,Cadillac,GF,34.421,80.097,102.116,8.233,8.233,11.201,19.434,14.987,34.421,33.191,1:07.612,4.697,1:12.309,25.434,1:37.743,16.775,1:54.518,6.439,2:00.957,36.424,2:37.381,16.754,2:54.135,15.510,3:09.645,10.714,3:20.359,,,,3:36.634,
12,2,3,4:27.069,0,,1:30.374,0,1:20.208,0,1:36.487,2,183.7,12:18.097,12:12:18.097,1:30.374,1:20.208,1:36.487,320.7,William Stevens,0:01:05.301,HYPERCAR,,Cadillac Hertz Team Jota,Cadillac,GF,90.374,80.208,96.487,1:01.738,1:01.738,11.403,1:13.141,17.233,1:30.374,33.432,2:03.806,4.688,2:08.494,25.356,2:33.850,16.732,2:50.582,6.453,2:57.035,36.977,3:34.012,16.767,3:50.779,15.615,4:06.394,10.766,4:17.160,6.369,4:23.529,3.540,4:27.069,
12,2,4,3:31.801,2,,34.223,2,1:20.219,0,1:37.359,0,231.6,15:49.898,12:15:49.898,0:34.223,1:20.219,1:37.359,339.7,William Stevens,,HYPERCAR,,Cadillac Hertz Team Jota,Cadillac,FF,34.223,80.219,97.359,8.023,8.023,10.409,18.432,15.791,34.223,33.283,1:07.506,4.738,1:12.244,25.276,1:37.520,16.922,1:54.442,6.772,2:01.214,38.021,2:39.235,16.667,2:55.902,15.398,3:11.300,10.444,3:21.744,6.545,3:28.289,3.512,3:31.801,
14,2,1,4:34.996,0,,1:23.260,0,1:28.119,0,1:43.617,0,176.5,4:34.996,12:04:34.996,1:23.260,1:28.119,1:43.617,299.5,Mathias Beche,0:00:45.171,LMP2,P/A,TDS Racing,Oreca,GF,83.260,88.119,103.617,50.732,50.732,14.064,1:04.796,18.464,1:23.260,37.430,2:00.690,5.227,2:05.917,27.314,2:33.231,18.148,2:51.379,6.802,2:58.181,39.196,3:37.377,18.414,3:55.791,18.044,4:13.835,11.068,4:24.903,6.412,4:31.315,3.681,4:34.996,
14,2,2,3:39.696,0,,34.491,2,1:24.299,0,1:40.906,0,223.3,8:14.692,12:08:14.692,0:34.491,1:24.299,1:40.906,318.8,Mathias Beche,,LMP2,P/A,TDS Racing,Oreca,GF,34.491,84.299,100.906,8.852,8.852,10.270,19.122,15.369,34.491,34.353,1:08.844,5.117,1:13.961,26.937,1:40.898,17.892,1:58.790,6.595,2:05.385,38.249,2:43.634,18.129,3:01.763,16.921,3:18.684,11.016,3:29.700,6.217,3:35.917,3.779,3:39.696,
14,2,3,3:38.365,0,,35.514,0,1:23.872,2,1:38.979,0,224.6,11:53.057,12:11:53.057,0:35.514,1:23.872,1:38.979,316.0,Mathias Beche,,LMP2,P/A,TDS Racing,Oreca,GF,35.514,83.872,98.979,8.821,8.821,11.431,20.252,15.262,35.514,34.331,1:09.845,5.107,1:14.952,26.520,1:41.472,17.914,1:59.386,6.761,2:06.147,38.044,2:44.191,18.130,3:02.321,15.519,3:17.840,10.765,3:28.605,6.096,3:34.701,3.664,3:38.365,
14,2,4,3:37.120,2,,34.556,0,1:23.976,0,1:38.588,2,225.9,15:30.177,12:15:30.177,0:34.556,1:23.976,1:38.588,317.0,Mathias Beche,,LMP2,P/A,TDS Racing,Oreca,FF,34.556,83.976,98.588,8.805,8.805,10.569,19.374,15.182,34.556,34.310,1:08.866,5.075,1:13.941,26.549,1:40.490,18.042,1:58.532,6.725,2:05.257,37.966,2:43.223,18.059,3:01.282,15.357,3:16.639,10.754,3:27.393,6.063,3:33.456,3.664,3:37.120,
15,1,1,3:35.316,0,,38.386,0,1:21.032,0,1:35.898,0,225.4,3:35.316,12:03:35.316,0:38.386,1:21.032,1:35.898,332.5,Kevin Magnussen,0:00:04.076,HYPERCAR,,BMW M Team WRT,BMW,GF,38.386,81.032,95.898,9.774,9.774,12.501,22.275,16.111,38.386,33.862,1:12.248,4.747,1:16.995,25.449,1:42.444,16.974,1:59.418,6.501,2:05.919,36.332,2:42.251,16.805,2:59.056,15.619,3:14.675,10.327,3:25.002,6.572,3:31.574,3.742,3:35.316,
15,1,2,3:29.145,0,,34.013,0,1:19.826,0,1:35.306,2,234.5,7:04.461,12:07:04.461,0:34.013,1:19.826,1:35.306,338.7,Kevin Magnussen,,HYPERCAR,,BMW M Team WRT,BMW,GF,34.013,79.826,95.306,8.150,8.150,10.677,18.827,15.186,34.013,33.139,1:07.152,4.750,1:11.902,25.165,1:37.067,16.772,1:53.839,6.447,2:00.286,36.267,2:36.553,16.735,2:53.288,15.440,3:08.728,10.422,3:19.150,6.385,3:25.535,3.610,3:29.145,
15,1,3,3:30.482,0,,33.824,0,1:20.447,0,1:36.211,0,233.0,10:34.943,12:10:34.943,0:33.824,1:20.447,1:36.211,313.3,Kevin Magnussen,,HYPERCAR,,BMW M Team WRT,BMW,GF,33.824,80.447,96.211,8.103,8.103,10.513,18.616,15.208,33.824,33.654,1:07.478,4.747,1:12.225,25.286,1:37.511,16.760,1:54.271,6.510,2:00.781,36.456,2:37.237,16.713,2:53.950,15.911,3:09.861,10.568,3:20.429,6.466,3:26.895,3.587,3:30.482,
15,1,4,3:30.136,0,,33.862,0,1:19.893,0,1:36.381,0,233.4,14:05.079,12:14:05.079,0:33.862,1:19.893,1:36.381,320.7,Kevin Magnussen,,HYPERCAR,,BMW M Team WRT,BMW,GF,33.862,79.893,96.381,8.101,8.101,10.685,18.786,15.076,33.862,33.072,1:06.934,4.762,1:11.696,25.344,1:37.040,16.715,1:53.755,6.489,2:00.244,37.195,2:37.439,16.707,2:54.146,15.592,3:09.738,10.469,3:20.207,6.340,3:26.547,3.589,3:30.136,
15,1,5,3:28.919,2,,33.359,2,1:19.770,2,1:35.790,0,234.8,17:33.998,12:17:33.998,0:33.359,1:19.770,1:35.790,320.7,Kevin Magnussen,,HYPERCAR,,BMW M Team WRT,BMW,FF,33.359,79.770,95.790,8.082,8.082,10.314,18.396,14.963,33.359,33.063,1:06.422,4.745,1:11.167,25.294,1:36.461,16.668,1:53.129,6.486,1:59.615,36.464,2:36.079,16.668,2:52.747,15.673,3:08.420,10.498,3:18.918,6.389,3:25.307,3.612,3:28.919,
150,2,1,5:47.753,0,B,2:12.853,0,1:35.818,0,1:59.082,0,139.6,5:47.753,12:05:47.753,2:12.853,1:35.818,1:59.082,245.4,Lilou Wadoux,0:01:32.246,LMGT3,,Richard Mille AF Corse,Ferrari,GF,132.853,95.818,119.082,1:38.422,1:38.422,15.090,1:53.512,19.341,2:12.853,40.566,2:53.419,5.529,2:58.948,29.535,3:28.483,20.188,3:48.671,7.174,3:55.845,41.637,4:37.482,19.756,4:57.238,19.611,5:16.849,13.068,5:29.917,,,,5:47.753,
150,2,2,5:07.121,0,B,1:39.756,0,1:32.358,0,1:55.007,0,159.7,10:54.874,12:10:54.874,1:39.756,1:32.358,1:55.007,285.4,Lilou Wadoux,0:01:12.749,LMGT3,,Richard Mille AF Corse,Ferrari,GF,99.756,92.358,115.007,1:10.190,1:10.190,12.334,1:22.524,17.232,1:39.756,38.079,2:17.835,5.495,2:23.330,28.993,2:52.323,19.791,3:12.114,7.051,3:19.165,41.020,4:00.185,19.700,4:19.885,18.655,4:38.540,12.135,4:50.675,,,,5:07.121,
150,2,3,4:56.299,0,,1:35.052,0,1:32.248,2,1:48.999,2,165.6,15:51.173,12:15:51.173,1:35.052,1:32.248,1:48.999,286.1,Lilou Wadoux,0:01:08.500,LMGT3,,Richard Mille AF Corse,Ferrari,FF,95.052,92.248,108.999,1:05.975,1:05.975,12.226,1:18.201,16.851,1:35.052,37.932,2:12.984,5.503,2:18.487,29.287,2:47.774,19.526,3:07.300,6.937,3:14.237,41.117,3:55.354,19.685,4:15.039,18.264,4:33.303,12.187,4:45.490,6.942,4:52.432,3.867,4:56.299,
17,2,1,4:41.310,0,B,1:19.358,0,1:30.367,0,1:51.585,0,172.5,4:41.310,12:04:41.310,1:19.358,1:30.367,1:51.585,208.7,Luis Felipe Derani,0:00:38.680,HYPERCAR,,Genesis Magma Racing,Genesis,GF,79.358,90.367,111.585,44.003,44.003,15.423,59.426,19.932,1:19.358,39.865,1:59.223,4.930,2:04.153,27.824,2:31.977,17.748,2:49.725,7.001,2:56.726,39.634,3:36.360,17.499,3:53.859,19.035,4:12.894,11.518,4:24.412,,,,4:41.310,
17,2,2,4:50.725,0,B,1:36.668,0,1:25.095,0,1:48.962,0,168.7,9:32.035,12:09:32.035,1:36.668,1:25.095,1:48.962,297.0,Luis Felipe Derani,0:01:06.792,HYPERCAR,,Genesis Magma Racing,Genesis,GF,96.668,85.095,108.962,1:03.907,1:03.907,14.289,1:18.196,18.472,1:36.668,36.210,2:12.878,4.840,2:17.718,26.760,2:44.478,17.285,3:01.763,6.866,3:08.629,38.376,3:47.005,17.236,4:04.241,17.662,4:21.903,11.927,4:33.830,,,,4:50.725,
17,2,3,4:49.048,0,,1:44.016,0,1:25.230,0,1:39.802,0,169.7,14:21.083,12:14:21.083,1:44.016,1:25.230,1:39.802,277.3,Luis Felipe Derani,0:01:11.724,HYPERCAR,,Genesis Magma Racing,Genesis,GF,104.016,85.230,99.802,1:09.588,1:09.588,15.316,1:24.904,19.112,1:44.016,36.821,2:20.837,4.856,2:25.693,26.118,2:51.811,17.435,3:09.246,6.786,3:16.032,38.153,3:54.185,17.036,4:11.221,16.635,4:27.856,10.877,4:38.733,6.730,4:45.463,3.585,4:49.048,
17,2,4,3:35.681,2,,34.912,2,1:22.243,2,1:38.526,2,227.4,17:56.764,12:17:56.764,0:34.912,1:22.243,1:38.526,308.0,Luis Felipe Derani,,HYPERCAR,,Genesis Magma Racing,Genesis,FF,34.912,82.243,98.526,8.157,8.157,10.505,18.662,16.250,34.912,34.612,1:09.524,4.790,1:14.314,26.052,1:40.366,16.789,1:57.155,6.644,2:03.799,37.083,2:40.882,16.907,2:57.789,16.398,3:14.187,11.090,3:25.277,6.818,3:32.095,3.586,3:35.681,
183,2,1,4:21.940,0,,1:00.331,0,1:33.591,0,1:48.018,0,185.3,4:21.940,12:04:21.940,1:00.331,1:33.591,1:48.018,268.4,Matthieu Vaxiviere,0:00:21.522,LMP2,P/A,AF Corse,Oreca,GF,60.331,93.591,108.018,27.524,27.524,14.203,41.727,18.604,1:00.331,38.975,1:39.306,5.317,1:44.623,29.670,2:14.293,19.629,2:33.922,7.160,2:41.082,41.843,3:22.925,19.269,3:42.194,17.324,3:59.518,11.564,4:11.082,7.053,4:18.135,3.805,4:21.940,
183,2,2,3:46.178,0,,35.169,2,1:27.124,0,1:43.885,0,216.9,8:08.118,12:08:08.118,0:35.169,1:27.124,1:43.885,283.1,Matthieu Vaxiviere,,LMP2,P/A,AF Corse,Oreca,GF,35.169,87.124,103.885,8.879,8.879,10.659,19.538,15.631,35.169,35.905,1:11.074,5.170,1:16.244,27.713,1:43.957,18.336,2:02.293,6.753,2:09.046,39.960,2:49.006,18.328,3:07.334,16.536,3:23.870,11.764,3:35.634,6.789,3:42.423,3.755,3:46.178,
183,2,3,3:41.599,2,,35.869,0,1:25.304,2,1:40.426,2,221.4,11:49.717,12:11:49.717,0:35.869,1:25.304,1:40.426,317.0,Matthieu Vaxiviere,,LMP2,P/A,AF Corse,Oreca,GF,35.869,85.304,100.426,8.829,8.829,11.211,20.040,15.829,35.869,34.449,1:10.318,5.112,1:15.430,27.742,1:43.172,18.001,2:01.173,6.672,2:07.845,38.325,2:46.170,18.058,3:04.228,15.919,3:20.147,10.900,3:31.047,6.724,3:37.771,3.828,3:41.599,
183,2,4,3:51.384,0,B,35.323,0,1:26.352,0,1:49.709,0,212.0,15:41.101,12:15:41.101,0:35.323,1:26.352,1:49.709,295.4,Matthieu Vaxiviere,,LMP2,P/A,AF Corse,Oreca,FF,35.323,86.352,109.709,8.876,8.876,10.708,19.584,15.739,35.323,35.834,1:11.157,5.165,1:16.322,26.996,1:43.318,18.357,2:01.675,6.713,2:08.388,39.919,2:48.307,18.056,3:06.363,16.558,3:22.921,11.367,3:34.288,,,,3:51.384,
19,3,1,4:33.521,0,,1:22.937,0,1:27.413,0,1:43.171,0,177.4,4:33.521,12:04:33.521,1:22.937,1:27.413,1:43.171,263.2,Daniel Juncadella,0:00:43.503,HYPERCAR,,Genesis Magma Racing,Genesis,GF,82.937,87.413,103.171,49.039,49.039,14.644,1:03.683,19.254,1:22.937,37.267,2:00.204,4.956,2:05.160,27.395,2:32.555,17.795,2:50.350,7.048,2:57.398,39.430,3:36.828,17.344,3:54.172,18.287,4:12.459,11.029,4:23.488,6.421,4:29.909,3.612,4:33.521,
19,3,2,3:33.900,0,,33.681,0,1:21.145,0,1:39.074,0,229.3,8:07.421,12:08:07.421,0:33.681,1:21.145,1:39.074,330.5,Daniel Juncadella,,HYPERCAR,,Genesis Magma Racing,Genesis,GF,33.681,81.145,99.074,8.194,8.194,10.496,18.690,14.991,33.681,33.737,1:07.418,4.778,1:12.196,25.569,1:37.765,17.061,1:54.826,6.749,2:01.575,37.193,2:38.768,17.227,2:55.995,16.569,3:12.564,10.949,3:23.513,6.792,3:30.305,3.595,3:33.900,
19,3,3,3:28.805,0,,33.168,2,1:20.103,0,1:35.534,0,234.9,11:36.226,12:11:36.226,0:33.168,1:20.103,1:35.534,338.7,Daniel Juncadella,,HYPERCAR,,Genesis Magma Racing,Genesis,GF,33.168,80.103,95.534,8.178,8.178,10.220,18.398,14.770,33.168,33.037,1:06.205,4.797,1:11.002,25.372,1:36.374,16.897,1:53.271,6.563,1:59.834,36.500,2:36.334,16.901,2:53.235,15.459,3:08.694,10.410,3:19.104,6.161,3:25.265,3.540,3:28.805,
19,3,4,3:27.310,2,,33.196,0,1:19.429,2,1:34.685,2,236.6,15:03.536,12:15:03.536,0:33.196,1:19.429,1:34.685,338.7,Daniel Juncadella,,HYPERCAR,,Genesis Magma Racing,Genesis,FF,33.196,79.429,94.685,8.174,8.174,10.343,18.517,14.679,33.196,32.658,1:05.854,4.763,1:10.617,25.183,1:35.800,16.825,1:52.625,6.482,1:59.107,36.205,2:35.312,16.788,2:52.100,15.140,3:07.240,10.242,3:17.482,6.269,3:23.751,3.559,3:27.310,
2,3,1,4:34.829,0,,1:11.382,0,1:33.848,0,1:49.599,0,176.6,4:34.829,12:04:34.829,1:11.382,1:33.848,1:49.599,289.1,Benjamin Green,0:00:30.945,LMGT3,,TF Sport,Corvette,GF,71.382,93.848,109.599,37.777,37.777,14.345,52.122,19.260,1:11.382,39.534,1:50.916,5.520,1:56.436,29.152,2:25.588,19.642,2:45.230,7.200,2:52.430,41.205,3:33.635,19.677,3:53.312,18.428,4:11.740,12.059,4:23.799,7.102,4:30.901,3.928,4:34.829,
2,3,2,3:56.106,0,,37.418,0,1:30.919,0,1:47.769,0,207.8,8:30.935,12:08:30.935,0:37.418,1:30.919,1:47.769,289.1,Benjamin Green,,LMGT3,,TF Sport,Corvette,GF,37.418,90.919,107.769,9.550,9.550,11.097,20.647,16.771,37.418,37.367,1:14.785,5.506,1:20.291,28.724,1:49.015,19.322,2:08.337,6.899,2:15.236,40.627,2:55.863,19.751,3:15.614,18.163,3:33.777,11.911,3:45.688,6.533,3:52.221,3.885,3:56.106,
2,3,3,3:54.954,2,,36.993,2,1:30.607,2,1:47.354,2,208.8,12:25.889,12:12:25.889,0:36.993,1:30.607,1:47.354,293.0,Benjamin Green,,LMGT3,,TF Sport,Corvette,GF,36.993,90.607,107.354,9.538,9.538,10.835,20.373,16.620,36.993,37.216,1:14.209,5.515,1:19.724,28.661,1:48.385,19.215,2:07.600,6.882,2:14.482,40.835,2:55.317,19.394,3:14.711,17.931,3:32.642,11.888,3:44.530,6.456,3:50.986,3.968,3:54.954,
2,3,4,4:01.520,0,B,37.035,0,1:30.641,0,1:53.844,0,203.1,16:27.409,12:16:27.409,0:37.035,1:30.641,1:53.844,292.3,Benjamin Green,,LMGT3,,TF Sport,Corvette,FF,37.035,90.641,113.844,9.559,9.559,10.911,20.470,16.565,37.035,37.199,1:14.234,5.532,1:19.766,28.769,1:48.535,19.141,2:07.676,6.839,2:14.515,40.830,2:55.345,19.450,3:14.795,18.214,3:33.009,11.946,3:44.955,,,,4:01.520,
20,2,1,3:43.918,0,,44.201,0,1:22.478,0,1:37.239,0,216.7,3:43.918,12:03:43.918,0:44.201,1:22.478,1:37.239,306.3,Rene Rast,0:00:06.423,HYPERCAR,,BMW M Team WRT,BMW,GF,44.201,82.478,97.239,13.081,13.081,13.380,26.461,17.740,44.201,34.980,1:19.181,4.744,1:23.925,25.919,1:49.844,16.835,2:06.679,6.527,2:13.206,36.685,2:49.891,16.776,3:06.667,16.232,3:22.899,10.830,3:33.729,6.644,3:40.373,3.545,3:43.918,
20,2,2,3:28.739,0,,33.491,0,1:19.742,0,1:35.506,2,235.0,7:12.657,12:07:12.657,0:33.491,1:19.742,1:35.506,338.7,Rene Rast,,HYPERCAR,,BMW M Team WRT,BMW,GF,33.491,79.742,95.506,8.070,8.070,10.434,18.504,14.987,33.491,33.106,1:06.597,4.740,1:11.337,25.290,1:36.627,16.606,1:53.233,6.449,1:59.682,36.218,2:35.900,16.659,2:52.559,15.653,3:08.212,10.556,3:18.768,6.415,3:25.183,3.556,3:28.739,
