NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
1,1,1,2:07.605,0,,41.418,0,46.558,0,39.629,0,145.7,2:07.605,12:21:34.349,0:41.418,0:46.558,0:39.629,,Morris SCHURING,,PRO,,BWT Junior Racing,,
1,1,2,2:04.059,3,,38.561,2,45.863,2,39.635,0,157.0,4:11.664,12:23:38.408,0:38.561,0:45.863,0:39.635,223.4,Morris SCHURING,,PRO,,BWT Junior Racing,,
1,1,3,2:05.465,0,,38.813,0,47.152,0,39.500,2,155.3,6:17.129,12:25:43.873,0:38.813,0:47.152,0:39.500,226.7,Morris SCHURING,,PRO,,BWT Junior Racing,,
1,1,4,2:04.102,0,,38.570,0,45.881,0,39.651,0,157.0,8:21.231,12:27:47.975,0:38.570,0:45.881,0:39.651,228.6,Morris SCHURING,,PRO,,BWT Junior Racing,,
1,1,5,2:04.393,0,,38.645,0,46.099,0,39.649,0,156.6,10:25.624,12:29:52.368,0:38.645,0:46.099,0:39.649,229.1,Morris SCHURING,,PRO,,BWT Junior Racing,,
1,1,6,2:04.916,0,,39.012,0,46.160,0,39.744,0,156.0,12:30.540,12:31:57.284,0:39.012,0:46.160,0:39.744,216.3,Morris SCHURING,,PRO,,BWT Junior Racing,,
1,1,7,2:04.950,0,,38.803,0,46.433,0,39.714,0,155.9,14:35.490,12:34:02.234,0:38.803,0:46.433,0:39.714,230.1,Morris SCHURING,,PRO,,BWT Junior Racing,,
1,1,8,2:06.056,0,,39.267,0,46.505,0,40.284,0,154.6,16:41.546,12:36:08.290,0:39.267,0:46.505,0:40.284,235.1,Morris SCHURING,,PRO,,BWT Junior Racing,,
1,1,9,2:05.467,0,,39.145,0,46.516,0,39.806,0,155.3,18:47.013,12:38:13.757,0:39.145,0:46.516,0:39.806,223.0,Morris SCHURING,,PRO,,BWT Junior Racing,,
1,1,10,2:06.092,0,,39.604,0,46.650,0,39.838,0,154.5,20:53.105,12:40:19.849,0:39.604,0:46.650,0:39.838,229.6,Morris SCHURING,,PRO,,BWT Junior Racing,,
1,1,11,2:05.564,0,,39.000,0,46.664,0,39.900,0,155.2,22:58.669,12:42:25.413,0:39.000,0:46.664,0:39.900,233.0,Morris SCHURING,,PRO,,BWT Junior Racing,,
1,1,12,2:06.043,0,,39.019,0,46.749,0,40.275,0,154.6,25:04.712,12:44:31.456,0:39.019,0:46.749,0:40.275,227.2,Morris SCHURING,,PRO,,BWT Junior Racing,,
10,1,1,2:12.503,0,,44.314,0,47.966,0,40.223,0,140.3,2:12.503,12:21:39.247,0:44.314,0:47.966,0:40.223,,Ali AL KHALIFA,,PRO AM,,Team Bahrain,,
