POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,36,50,1:48.875,-,-,179.0,54,Alpine ELF Matmut,HYPERCAR,,,Alpine A480 - Gibson,M,57177,6063,4169,6065,21,70,,,,,Nicolas,LAPIERRE,,,FRA,,96,70,,,,André,NEGRÃO,,,BRA,,8480,32,,,,Matthieu,VAXIVIERE,,,FRA,,7798,70,,,,,,,,,,,,,,,,,,,,,,
2,8,13,1:49.017,+0.142,+0.142,178.7,60,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 HYBRID,M,57168,380,4169,6054,2,121,,,,,Sébastien,BUEMI,,,CHE,,138,219,,,,Sebastien,OGIER,,,FRA,,10296,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,11,1:50.815,+1.940,+1.798,175.8,24,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 HYBRID,M,57167,380,4169,6054,2,121,,,,,Mike,CONWAY,,,GBR,,215,188,,,,Charles,MILESI,,,FRA,,9594,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,31,66,1:50.870,+1.995,+0.055,175.7,66,Team WRT,LMP2,,,Oreca 07 - Gibson,G,57174,5518,3,5626,256,23,,,,,Ferdinand,HABSBURG,,,AUT,,10000,17,,,,Charles,MILESI,,,FRA,,9594,70,,,,Sophia,FLOERSCH,,,DEU,,9765,5,,,,,,,,,,,,,,,,,,,,,,
5,28,51,1:51.311,+2.436,+0.441,175.0,53,JOTA,LMP2,,,Oreca 07 - Gibson,G,57172,27,3,5626,256,188,,,,,Jazeman,JAAFAR,,,MYS,,9056,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,21,30,1:52.245,+3.370,+0.934,173.6,37,DragonSpeed,LMP2,P/A,,Oreca 07 - Gibson,G,57170,420,3,5626,256,66,,,,,Sebastian,MONTOYA,,,USA,,10300,66,,,,Ben,HANLEY,,,GBR,,1972,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,24,1:53.668,+4.793,+1.423,171.4,51,Richard Mille Racing Team,LMP2,,,Oreca 07 - Gibson,G,57166,5989,3,5626,256,70,,,,,Lilou,WADOUX-DUCELLIER,,,FRA,,10297,70,,,,Jamie,CHADWICK,,,GBR,,10298,188,,,,Alice,POWELL,,,GBR,,10299,188,,,,,,,,,,,,,,,,,,,,,,
8,92,11,1:57.583,+8.708,+3.915,165.7,78,Porsche GT Team,LMGTE Pro,,,Porsche 911 RSR - 19,M,57193,5556,2,5965,4368,5,,,,,Kevin,ESTRE,,,FRA,,1292,70,,,,Neel,JANI,,,CHE,,16,219,,,,Michael,CHRISTENSEN,,,DNK,,532,57,,,,,,,,,,,,,,,,,,,,,,
9,51,4,1:57.635,+8.760,+0.052,165.6,79,AF Corse,LMGTE Pro,,,Ferrari 488 GTE Evo,M,57181,16,2,5910,3,119,,,,,Alessandro,PIER GUIDI,,,ITA,,340,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,91,15,1:57.792,+8.917,+0.157,165.4,76,Porsche GT Team,LMGTE Pro,,,Porsche 911 RSR - 19,M,57192,5556,2,5965,4368,5,,,,,Gianmaria,BRUNI,,,ITA,,59,119,,,,Richard,LIETZ,,,AUT,,66,17,,,,Frédéric,MAKOWIECKI,,,FRA,,61,70,,,,,,,,,,,,,,,,,,,,,,
11,60,45,1:58.632,+9.757,+0.840,164.2,47,Iron Lynx,LMGTE Am,,,Ferrari 488 GTE Evo,M,57185,5979,4,5910,3,119,,,,,Alexander,PERONI,,,ITA,,10304,119,,,,Benjamin,GOETHE,,,DEU,,10156,5,,,,Robert,KUBICA,,,POL,,,,,,,,,,,,,,,,,,,,,,,,,
12,98,4,1:59.021,+10.146,+0.389,163.7,36,Aston Martin Racing,LMGTE Am,,,Aston Martin Vantage AMR,M,57194,19,4,5896,260,188,,,,,Andrew,WATSON,,,GBR,,9573,188,,,,Nicolai,KJAERGAARD,,,DNK,,10305,57,,,,David,PITTARD,,,GBR,,10306,188,,,,Roman Senna,DE ANGELIS,,,CAN,,10307,40,,,,,,,,,,,,,,,,
13,33,18,1:59.119,+10.244,+0.098,163.6,44,TF Sport,LMGTE Am,,,Aston Martin VANTAGE AMR,M,57175,364,4,5896,260,188,,,,,Gregory,HUFFAKER II,,,USA,,10301,66,,,,Florian,LATORRE,,,FRA,,10279,70,,,,Andrew,WATSON,,,GBR,,9573,188,,,,,,,,,,,,,,,,,,,,,,
14,777,5,1:59.267,+10.392,+0.148,163.4,36,D'Station Racing,LMGTE Am,,,Aston Martin Vantage AMR,M,57195,6071,4,5896,260,121,,,,,Valentin,HASSE-CLOT,,,FRA,,10308,70,,,,Kenton,KOCH,,,USA,,8862,66,,,,Dylan,MURRY,,,USA,,10309,66,,,,Andrew,WATSON,,,GBR,,9573,188,,,,,,,,,,,,,,,,
15,54,2,1:59.706,+10.831,+0.439,162.8,11,AF Corse,LMGTE Am,,,Ferrari 488 GTE Evo,M,57384,16,4,5910,3,119,,,,,Laurent,HÖRR,,,,,,,,,,Francesco,CASTELLACCI,S,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,52,37,2:00.014,+11.139,+0.308,162.3,78,AF Corse,LMGTE Pro,,,Ferrari 488 GTE Evo,M,57182,16,2,5910,3,119,,,,,Simon,MANN,,,USA,,10161,66,,,,Christoph,ULRICH,,,CHE,,8806,219,,,,Peter,MANN,,,USA,,304,66,,,,,,,,,,,,,,,,,,,,,,
17,83,6,2:00.406,+11.531,+0.392,161.8,42,AF Corse,LMGTE Am,,,Ferrari 488 GTE Evo,M,57385,16,4,5910,3,119,,,,,Francesco,CASTELLACCI,S,,ITA,,456,119,,,,Laurent,HÖRR,,,,,9124,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,85,8,2:00.529,+11.654,+0.123,161.6,35,Iron Lynx,LMGTE Am,,,Ferrari 488 GTE Evo,M,57185,5979,4,5910,3,119,,,,,Bruno,BAPTISTA,,,BRA,,10302,32,,,,Franco,GIROLAMI,,,ARG,,10303,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
