POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,52,12,1:13.859,-,-,199.2,13,PR1 Mathiasen Motorsports,LMP2,,,ORECA LMP2 07,M,776,16,28,85,7637,3,,15864,,,Ben,Keating,Bronze,,USA,,378,1,Bronze,,,Paul-Loup,Chatin,Gold,,FRA,,2401,3,Gold,,,Alex,Quinn,Silver,,GBR,,2983,2,Silver,,,,,,,,,,,,,,,,,,,,,
2,11,11,1:13.879,+0.020,+0.020,199.2,13,TDS Racing,LMP2,,,ORECA LMP2 07,M,2166,335,28,85,7637,3,,15862,,,Steven,Thomas,Bronze,,USA,,1919,1,Bronze,,,Mikkel,Jensen,Platinum,,DNK,,2088,2,Platinum,,,Scott,Huffaker,Silver,,USA,,1852,3,Silver,,,,,,,,,,,,,,,,,,,,,
3,35,12,1:14.380,+0.521,+0.501,197.8,13,TDS Racing,LMP2,,,ORECA LMP2 07,M,2167,335,28,85,7637,3,,15863,,,John,Falb,Bronze,,USA,,725,1,Bronze,,,Giedo,van der Garde,Platinum,,NLD,,3001,2,Platinum,,,Josh,Pierson,Silver,,USA,,2761,3,Silver,,,,,,,,,,,,,,,,,,,,,
4,04,10,1:14.547,+0.688,+0.167,197.4,12,Crowdstrike Racing by APR,LMP2,,,ORECA LMP2 07,M,2160,459,28,85,7637,3,,15860,,,George,Kurtz,Bronze,,USA,,1612,1,Bronze,,,Ben,Hanley,Gold,,GBR,,1275,2,Gold,,,Nolan,Siegel,Silver,,USA,,2794,3,Silver,,,,,,,,,,,,,,,,,,,,,
5,88,10,1:15.157,+1.298,+0.610,195.8,13,AF Corse,LMP2,,,ORECA LMP2 07,M,2173,333,28,85,7637,3,,15865,,,Francois,Perrodo,Bronze,,GBR,,1296,1,Bronze,,,Matthieu,Vaxiviere,Gold,,FRA,,3024,2,Gold,,,Emmanuel,Collard,Silver,,FRA,,322,3,Silver,,,,,,,,,,,,,,,,,,,,,
6,10,12,1:15.402,+1.543,+0.245,195.2,12,Konica Minolta Acura ARX-06,GTP,,,Acura ARX-06,M,2191,234,44,195,7641,3,,15873,,,Ricky,Taylor,Platinum,,USA,,608,1,Platinum,,,Filipe,Albuquerque,Platinum,,PRT,,1194,2,Platinum,,,Louis,Deletraz,Gold,,CHE,,2975,3,Gold,,,,,,,,,,,,,,,,,,,,,
7,20,11,1:15.547,+1.688,+0.145,194.8,12,High Class Racing,LMP2,,,ORECA LMP2 07,M,968,348,28,85,7637,3,,15866,,,Dennis,Andersen,Bronze,,DNK,,3043,1,Bronze,,,Ed,Jones,Gold,,ARE,,2418,2,Gold,,,Anders,Fjordbach,Silver,,DNK,,3044,3,Silver,,,,,,,,,,,,,,,,,,,,,
8,8,11,1:15.559,+1.700,+0.012,194.8,13,Tower Motorsports,LMP2,,,ORECA LMP2 07,M,2164,460,28,85,7637,3,,15861,,,Ari,Balogh,Bronze,,USA,,1081,1,Bronze,,,Scott,McLaughlin,Gold,,NZL,,2996,3,Gold,,,Kyffin,Simpson,Silver,,CYM,,2779,2,Silver,,,,,,,,,,,,,,,,,,,,,
9,01,12,1:15.632,+1.773,+0.073,194.6,13,Cadillac Racing,GTP,,,Cadillac V-Series.R,M,2187,339,44,200,7646,3,,15870,,,Sebastien,Bourdais,Platinum,,FRA,,602,2,Platinum,,,Renger,van der Zande,Platinum,,NLD,,1998,1,Platinum,,,Scott,Dixon,Platinum,,NZL,,631,4,Platinum,,,,,,,,,,,,,,,,,,,,,
10,24,13,1:15.731,+1.872,+0.099,194.3,13,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,2154,395,44,190,74,3,,15867,,,Philipp,Eng,Platinum,,AUT,,883,1,Platinum,,,Marco,Wittmann,Platinum,,DEU,,2993,2,Platinum,,,Augusto,Farfus,Platinum,,MCO,,3000,4,Platinum,,,,,,,,,,,,,,,,,,,,,
