POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,60,12,1:35.905,-,-,215.1,71,Acura Meyer Shank Racing w/Curb Agajanian,GTP,,,Acura ARX-06,M,,,,,,,,,,,Tom,Blomqvist,Platinum,"Cambridge, UK",MCO,,,,,,,Colin,Braun,Gold,"Ovalo, TX",USA,,,,,,,Scott,Dixon,Platinum,"Auckland, New Zealand",NZL,,,,,,,Felix,Rosenqvist,Gold,"VÃ¤rnamo, Sweden",SWE,,,,,,,,,,,,,,,,,,,
2,24,68,1:36.036,+0.131,+0.131,214.8,83,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,,,,,,,,,,,Philipp,Eng,Platinum,"Sankt Lorenz, Austria",AUT,,,,,,,Robin,Frijns,Platinum,Kreuzlingen,NLD,,,,,,,Marco,Wittmann,Platinum,"Fuerth, Germany",DEU,,,,,,,Max,Hesse,Gold,Wernau,DEU,,,,,,,,,,,,,,,,,,,
3,25,36,1:36.042,+0.137,+0.006,214.8,76,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,,,,,,,,,,,Philipp,Eng,Platinum,"Sankt Lorenz, Austria",AUT,,,,,,,Robin,Frijns,Platinum,Kreuzlingen,NLD,,,,,,,Marco,Wittmann,Platinum,"Fuerth, Germany",DEU,,,,,,,Max,Hesse,Gold,Wernau,DEU,,,,,,,,,,,,,,,,,,,
4,93,17,1:36.101,+0.196,+0.059,214.6,63,Acura Meyer Shank Racing w/Curb Agajanian,GTP,,,Acura ARX-06,M,,,,,,,,,,,Renger,van der Zande,Platinum,"Amsterdam, Netherlands",NLD,,,,,,,Nick,Yelloly,Platinum,"Solihull, United Kingdom",GBR,,,,,,,Alex,Palou,Platinum,"Barcelona, Spain",ESP,,,,,,,Kaku,Ohta,Gold,"Kyoto,Japan",JPN,,,,,,,,,,,,,,,,,,,
5,31,25,1:36.232,+0.327,+0.131,214.3,82,Cadillac Whelen,GTP,,,Cadillac V-Series.R,M,,,,,,,,,,,Jack,Aitken,Platinum,"London, United Kingdom",GBR,,,,,,,Earl,Bamber,Platinum,"Wanganui, New Zealand",NZL,,,,,,,Frederik,Vesti,Platinum,"Billund, Denmark",DNK,,,,,,,Felipe,Drugovich,Platinum,MaringÃ¡,BRA,,,,,,,,,,,,,,,,,,,
6,63,7,1:36.310,+0.405,+0.078,214.2,73,Lamborghini Iron Lynx,GTP,,,Lamborghini SC63,M,,,,,,,,,,,Andrea,Caldarelli,Platinum,"Pescara, Italy",ITA,,,,,,,Romain,Grosjean,Platinum,"Geneva, Switzerland",SWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,85,4,1:36.396,+0.491,+0.086,214.0,65,JDC Miller MotorSports,GTP,,,Porsche 963,M,,,,,,,,,,,Tijmen,van der Helm,Gold,,NLD,,,,,,,Oliver,Gray,Silver,Reigate,GBR,,,,,,,Gianmaria,Bruni,Platinum,"Rome, Italy",ITA,,,,,,,Pascal,Wehrlein,Gold,Kreuzlingen,DEU,,,,,,,Chris,Miller,Silver,"Minneapolis, MN",USA,,,,,,,,,,,,,
8,7,50,1:36.456,+0.551,+0.060,213.8,69,Porsche Penske Motorsport,GTP,,,Porsche 963,M,,,,,,,,,,,Felipe,Nasr,Platinum,"Brasilia, Brazil",BRA,,,,,,,Nick,Tandy,Platinum,"Bedford, United Kingdom",GBR,,,,,,,Kevin,Estre,Platinum,"Lyon, France",FRA,,,,,,,Mathieu,Jaminet,Platinum,"Differdange, Luxembourg",LUX,,,,,,,Matt,Campbell,Platinum,"Warwick, Australia",AUS,,,,,,,,,,,,,
9,10,14,1:36.539,+0.634,+0.083,213.6,32,Cadillac Wayne Taylor Racing V-Series.R,GTP,,,Cadillac V-Series.R,M,,,,,,,,,,,Ricky,Taylor,Platinum,"Lake Mary, FL",USA,,,,,,,Filipe,Albuquerque,Platinum,"Coimbra, Portugal",PRT,,,,,,,Will,Stevens,Platinum,"Walton on Thames, United Kingdom",GBR,,,,,,,,,,,,,,,,,,,,,,,,,
10,6,86,1:36.730,+0.825,+0.191,213.2,104,Porsche Penske Motorsport,GTP,,,Porsche 963,M,,,,,,,,,,,Mathieu,Jaminet,Platinum,"Differdange, Luxembourg",LUX,,,,,,,Matt,Campbell,Platinum,"Warwick, Australia",AUS,,,,,,,Julien,Andlauer,Gold,"Lyon, France",FRA,,,,,,,Nick,Tandy,Platinum,"Bedford, United Kingdom",GBR,,,,,,,Felipe,Nasr,Platinum,"Brasilia, Brazil",BRA,,,,,,,,,,,,,
11,40,12,1:37.006,+1.101,+0.276,212.6,47,Cadillac Wayne Taylor Racing V-Series.R,GTP,,,Cadillac V-Series.R,M,,,,,,,,,,,Jordan,Taylor,Platinum,"Orlando, FL",USA,,,,,,,Louis,Deletraz,Gold,"Geneva, Switzerland",CHE,,,,,,,Alex,Lynn,Platinum,"London, United Kingdom",GBR,,,,,,,,,,,,,,,,,,,,,,,,,
12,23,62,1:37.715,+1.810,+0.709,211.1,65,ASTON MARTIN THOR Team,GTP,,,Aston Martin Valkyrie,M,,,,,,,,,,,Ross,Gunn,Platinum,"Great Missenden, United Kingdom",GBR,,,,,,,Alex,Riberas,Gold,"Barcelona, Spain",ESP,,,,,,,Roman,De Angelis,Gold,"Windsor , ON",CAN,,,,,,,,,,,,,,,,,,,,,,,,,
13,04,48,1:38.635,+2.730,+0.920,209.1,83,CROWDSTRIKE RACING BY APR,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,George,Kurtz,Bronze,"Scottsdale, AZ",USA,,,,,,,Toby,Sowery,Silver,"Cambridge, United Kingdom",GBR,,,,,,,Malthe,Jakobsen,Gold,"Thisted, Denmark",DNK,,,,,,,,,,,,,,,,,,,,,,,,,
14,2,72,1:38.902,+2.997,+0.267,208.5,72,United Autosports,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Ben,Hanley,Gold,"Accrington, United Kingdom",GBR,,,,,,,Manuel,Maldonado,Silver,"Maracay, Venezuela",GBR,,,,,,,Phil,Fayer,Bronze,"Montreal, QC",CAN,,,,,,,,,,,,,,,,,,,,,,,,,
15,22,12,1:39.129,+3.224,+0.227,208.1,63,United Autosports,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Daniel,Goldburg,Bronze,"Delray Beach, FL",USA,,,,,,,Paul,Di Resta,Platinum,Monaco,MCO,,,,,,,Rasmus,Lindh,Silver,"Gothenburg, Sweden",SWE,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,52,1:39.274,+3.369,+0.145,207.8,78,TDS Racing,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Steven,Thomas,Bronze,"Carl Junction, MO",USA,,,,,,,Mikkel,Jensen,Platinum,"Aarhus, Denmark",DNK,,,,,,,Hunter,McElrea,Silver,"Gold Coast, Australia",AUS,,,,,,,Charles,Milesi,Gold,"Dijon, France",FRA,,,,,,,,,,,,,,,,,,,
17,8,41,1:39.882,+3.977,+0.608,206.5,50,Tower Motorsports,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,John,Farano,Bronze,"Toronto, ON",CAN,,,,,,,Sebastian,Alvarez,Silver,"Mexico City, Mexico",MEX,,,,,,,Sebastien,Bourdais,Platinum,"Le Mans, France",FRA,,,,,,,,,,,,,,,,,,,,,,,,,
18,74,4,1:40.105,+4.200,+0.223,206.0,62,Riley,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Gar,Robinson,Bronze,"Austin, TX",USA,,,,,,,Felipe,Fraga,Gold,"Palmas, Brazil",BRA,,,,,,,Josh,Burdon,Silver,"Hobart, Australia",AUS,,,,,,,Felipe,Massa,Platinum,"Sao Paulo, Brazil",BRA,,,,,,,,,,,,,,,,,,,
19,99,16,1:40.995,+5.090,+0.890,204.2,18,AO Racing,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,PJ,Hyett,Bronze,"St Charles, IL",USA,,,,,,,Dane,Cameron,Platinum,"Huntersville, NC",USA,,,,,,,Jonny,Edgar,Silver,"Asby, United Kingdom",GBR,,,,,,,Christian,Rasmussen,Gold,"Copenhagen, Denmark",DNK,,,,,,,,,,,,,,,,,,,
