POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,28,IDEC Sport,Paul LAFARGUE,Paul Loup CHATIN,Laurents HÖRR,,Oreca 07 - Gibson,G,LMP2,,,Classified,6,1:00'58.521,,,5,2'35.955,107.4,,
2,22,United Autosports USA,Marino SATO,Philip HANSON,Oliver JARVIS,,Oreca 07 - Gibson,G,LMP2,,,Classified,6,1:00'58.852,0.331,0.331,5,2'36.093,107.3,,
3,65,Panis Racing,Job VAN UITERT,Manuel MALDONADO,Tijmen VAN DER HELM,,Oreca 07 - Gibson,G,LMP2,,,Classified,6,1:00'59.284,0.763,0.432,5,2'35.556,107.7,,
4,25,Algarve Pro Racing,Kyffin SIMPSON,James ALLEN,Alexander LYNN,,Oreca 07 - Gibson,G,LMP2,,,Classified,6,1:00'59.638,1.117,0.354,5,2'35.572,107.7,,
5,43,Inter Europol Competition,Rui ANDRADE,Olli CALDWELL,Jonathan ABERDEIN,,Oreca 07 - Gibson,G,LMP2,,,Classified,6,1:01'00.019,1.498,0.381,5,2'35.619,107.6,,
6,30,Duqueine Team,Nicolas PINO,René BINDER,Neel JANI,,Oreca 07 - Gibson,G,LMP2,,,Classified,6,1:01'00.341,1.820,0.322,5,2'35.623,107.6,,
7,47,COOL Racing,Vladislav LOMKO,Reshad DE GERUS,Jose Maria LOPEZ,,Oreca 07 - Gibson,G,LMP2,,,Classified,6,1:01'00.646,2.125,0.305,5,2'35.461,107.7,,
8,99,Proton Competition,Giorgio RODA,Jonas RIED,Bent VISCAAL,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,6,1:01'00.965,2.444,0.319,6,2'34.936,108.1,,
9,34,Racing Team Turkey,Salih YOLUC,Charlie EASTWOOD,Louis DELETRAZ,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,6,1:01'01.250,2.729,0.285,6,2'34.085,108.7,,
10,3,DKR Engineering,Tom VAN ROMPUY,Sebastian ALVAREZ,Nathanael BERTHON,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,6,1:01'01.867,3.346,0.617,6,2'33.314,109.3,,
11,19,Team Virage,Alexander MATTSCHULL,Ian RODRIGUEZ,Tatiana CALDERON,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,6,1:01'02.134,3.613,0.267,6,2'32.550,109.8,,
12,20,Algarve Pro Racing,Fred POORDAD,Tristan VAUTIER,Jack HAWKSWORTH,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,6,1:01'03.363,4.842,1.229,6,2'32.754,109.7,,
13,81,DragonSpeed USA,Henrik HEDMAN,Sebastian MONTOYA,Juan Pablo MONTOYA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,6,1:01'03.558,5.037,0.195,6,2'31.427,110.6,,
14,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Ben BARNICOAT,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,6,1:01'03.871,5.350,0.313,6,2'30.790,111.1,,
15,21,United Autosports USA,Daniel SCHNEIDER,Andrew MEYRICK,Nelson PIQUET Jr,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,6,1:01'04.638,6.117,0.767,6,2'30.334,111.4,,
