POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,83,28,1:33.451,-,-,179.2,34,AF Corse,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,77090,16,4172,5626,256,119,,,AF CORSE,,Nicolas,VARRONE,S,,ARG,,,,,,,Matthieu,VAXIVIERE,G,,FRA,,7798,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,,,,,,,
2,28,37,1:33.693,+0.242,+0.242,178.8,58,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,77071,522,3,5626,256,70,,,IDEC SPORT,,Mathys,JAUBERT,S,,FRA,,,70,,01:00:00,None,Vladislav,LOMKO,S,,FRA,,,70,,01:00:00,None,Sebastian,ALVAREZ,S,,MEX,,,,,01:00:00,None,Dino,LUNARDI,G,,FRA,,,,,,,,,,,,,,,,,,,
3,25,37,1:33.849,+0.398,+0.156,178.5,58,Algarve Pro Racing,LMP2,,,Oreca 07 - Gibson,G,77070,92,3,5626,256,184,,,APR,,Clément,NOVALAK,G,,FRA,,,,,,,James,ALLEN,G,,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,99,32,1:33.863,+0.412,+0.014,178.5,56,Proton Competition,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,77093,45,4172,5626,256,5,,,PROTON,,Michael,FASSBENDER,B,,IRL,,,,,,,Giorgio,RODA,B,,ITA,,458,119,,01:00:00,None,Matteo,CAIROLI,P,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,
5,22,53,1:33.985,+0.534,+0.122,178.2,66,United Autosports USA,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,77068,6078,3,5626,256,66,,,UNITED,,Bijoy,GARG,S,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,37,43,1:34.032,+0.581,+0.047,178.1,55,COOL Racing,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,77076,5790,4172,5626,256,219,,,COOL RACING,,Lorenzo,FLUXA,S,,ESP,,,,,,,Nicolas,LAPIERRE,P,,FRA,,96,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,,,,,,,
7,30,54,1:34.532,+1.081,+0.500,177.2,64,Duqueine Team,LMP2,,,Oreca 07 - Gibson,G,77072,5981,3,5626,256,70,,,DUQUEINE,,Carl,WATTANA BENNETT,S,,THA,,,,,01:00:00,None,Jean Karl,VERNAY,,,FRA,,,,,,,Alejandro,GARCIA,S,,MEX,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,45,1:34.692,+1.241,+0.160,176.9,56,DKR Engineering,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,77053,49,4172,5626,256,138,,,DKR ENGINEERING,,Joshua,MASON,,,GBR,,,,,,,Laurents,HÖRR,G,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,24,38,1:35.190,+1.739,+0.498,176.0,41,Nielsen Racing,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,77069,5670,4172,5626,256,188,,,NIELSEN RACING,,Christian,BOGLE,S,,USA,,,,,,,Fabio,SCHERER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,81,28,1:35.431,+1.980,+0.241,175.5,39,DragonSpeed USA,LMP2 Pro/Am,,,Oreca 07 - Gibson,G,77089,420,4172,5626,256,66,,,DRAGONSPEED,,Michael,DINAN,S,,USA,,,66,,,None,Charlie,EASTWOOD,G,,IRL,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
