POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,60,8,1:35.827,-,-,215.2,8,Acura Meyer Shank Racing w/Curb Agajanian,GTP,,,Acura ARX-06,M,,,,,,,,,,,Felix,Rosenqvist,Gold,"VÃ¤rnamo, Sweden",SWE,,,,,,,Scott,Dixon,Platinum,"Auckland, New Zealand",NZL,,,,,,,Colin,Braun,Gold,"Ovalo, TX",USA,,,,,,,Tom,Blomqvist,Platinum,"Cambridge, UK",GBR,,,,,,,,,,,,,,,,,,,
2,25,7,1:36.103,+0.276,+0.276,214.6,30,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,,,,,,,,,,,Rene,Rast,Platinum,"Bregenz, Austria",AUT,,,,,,,Robin,Frijns,Platinum,Kreuzlingen,NLD,,,,,,,Sheldon,van der Linde,Platinum,"Johannesburg, South Africa",ZAF,,,,,,,Marco,Wittmann,Platinum,"Fuerth, Germany",DEU,,,,,,,,,,,,,,,,,,,
3,85,11,1:36.182,+0.355,+0.079,214.4,29,JDC Miller MotorSports,GTP,,,Porsche 963,M,,,,,,,,,,,Gianmaria,Bruni,Platinum,"Rome, Italy",ITA,,,,,,,Bryce,Aron,Silver,"Winnetka, IL",USA,,,,,,,Pascal,Wehrlein,Platinum,Kreuzlingen,DEU,,,,,,,Tijmen,van der Helm,Gold,Den Hoorn,NLD,,,,,,,,,,,,,,,,,,,
4,24,4,1:36.233,+0.406,+0.051,214.3,22,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,,,,,,,,,,,Raffaele,Marciello,Platinum,"Breganzona, Switzerland",ITA,,,,,,,Kevin,Magnussen,Platinum,"Roskilde, Denmark",DNK,,,,,,,Dries,Vanthoor,Platinum,"Zolder, Belgium",BEL,,,,,,,Philipp,Eng,Platinum,"Sankt Lorenz, Austria",AUT,,,,,,,,,,,,,,,,,,,
5,6,6,1:36.479,+0.652,+0.246,213.8,24,Porsche Penske Motorsport,GTP,,,Porsche 963,M,,,,,,,,,,,Kevin,Estre,Platinum,"Lyon, France",FRA,,,,,,,Matt,Campbell,Platinum,"Warwick, Australia",AUS,,,,,,,Mathieu,Jaminet,Platinum,Andorra-La-Vella,FRA,,,,,,,,,,,,,,,,,,,,,,,,,
6,93,8,1:37.001,+1.174,+0.522,212.6,18,Acura Meyer Shank Racing w/Curb Agajanian,GTP,,,Acura ARX-06,M,,,,,,,,,,,Kaku,Ohta,Gold,"Kyoto,Japan",JPN,,,,,,,Alex,Palou,Platinum,"Barcelona, Spain",ESP,,,,,,,Nick,Yelloly,Platinum,"Solihull, United Kingdom",GBR,,,,,,,Renger,van der Zande,Platinum,"Amsterdam, Netherlands",NLD,,,,,,,,,,,,,,,,,,,
7,7,7,1:37.182,+1.355,+0.181,212.2,29,Porsche Penske Motorsport,GTP,,,Porsche 963,M,,,,,,,,,,,Felipe,Nasr,Platinum,"Brasilia, Brazil",BRA,,,,,,,Laurens,Vanthoor,Platinum,"Heusden-Zolder, Belgium",BEL,,,,,,,Nick,Tandy,Platinum,"Bedford, United Kingdom",GBR,,,,,,,,,,,,,,,,,,,,,,,,,
8,31,7,1:37.414,+1.587,+0.232,211.7,19,Cadillac Whelen,GTP,,,Cadillac V-Series.R,M,,,,,,,,,,,Earl,Bamber,Platinum,"Wanganui, New Zealand",NZL,,,,,,,Felipe,Drugovich,Platinum,MaringÃ¡,BRA,,,,,,,Frederik,Vesti,Platinum,"Billund, Denmark",DNK,,,,,,,Jack,Aitken,Platinum,"London, United Kingdom",GBR,,,,,,,,,,,,,,,,,,,
9,10,5,1:37.452,+1.625,+0.038,211.6,22,Cadillac Wayne Taylor Racing,GTP,,,Cadillac V-Series.R,M,,,,,,,,,,,Brendon,Hartley,Platinum,"Palmerston North, New Zealand",NZL,,,,,,,Will,Stevens,Platinum,"Walton on Thames, United Kingdom",GBR,,,,,,,Filipe,Albuquerque,Platinum,"Coimbra, Portugal",PRT,,,,,,,Ricky,Taylor,Platinum,"Lake Mary, FL",USA,,,,,,,,,,,,,,,,,,,
10,04,10,1:38.673,+2.846,+1.221,209.0,28,Crowdstrike Racing by APR,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Colton,Herta,Platinum,"Valencia, CA",USA,,,,,,,Toby,Sowery,Silver,"Cambridge, United Kingdom",GBR,,,,,,,Malthe,Jakobsen,Gold,Sennels,DNK,,,,,,,George,Kurtz,Bronze,"Scottsdale, AZ",USA,,,,,,,,,,,,,,,,,,,
