TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,AIR_TEMP_UNIT,TRACK_TEMP_UNIT,PRESSURE_UNIT,WIND_SPEED_UNIT,
1780153856,5/30/2026 3:10:56 PM,59.10008,87.44,49,29.5071255822,3.2,89,-1,ºF,ºF,inHg,MPH,
1780153916,5/30/2026 3:11:56 PM,59.10008,87.62,49,29.5081296056,3.2,166,-1,ºF,ºF,inHg,MPH,
1780153976,5/30/2026 3:12:56 PM,59.10008,87.8,49,29.509133629,5.2,90,-1,ºF,ºF,inHg,MPH,
1780154056,5/30/2026 3:14:16 PM,59.19998,87.8,48,29.5101081223,3.9,22,-1,ºF,ºF,inHg,MPH,
1780154116,5/30/2026 3:15:16 PM,59.30006,87.98,48,29.5101081223,0,40,-1,ºF,ºF,inHg,MPH,
1780154176,5/30/2026 3:16:16 PM,59.30006,88.16,49,29.5081296056,1.3,63,-1,ºF,ºF,inHg,MPH,
1780154256,5/30/2026 3:17:36 PM,59.50004,88.34,49,29.5081296056,1.9,107,-1,ºF,ºF,inHg,MPH,
1780154336,5/30/2026 3:18:56 PM,59.59994,88.52,49,29.5081296056,1.3,101,-1,ºF,ºF,inHg,MPH,
1780154396,5/30/2026 3:19:56 PM,59.79992,88.7,49,29.5071255822,5.2,121,-1,ºF,ºF,inHg,MPH,
1780154476,5/30/2026 3:21:16 PM,59.79992,88.88,47,29.5101081223,2.6,138,-1,ºF,ºF,inHg,MPH,
1780154536,5/30/2026 3:22:16 PM,59.79992,88.88,47,29.5101081223,1.3,278,-1,ºF,ºF,inHg,MPH,
1780154616,5/30/2026 3:23:36 PM,59.79992,89.06,48,29.5111121457,1.3,318,-1,ºF,ºF,inHg,MPH,
1780154676,5/30/2026 3:24:36 PM,60.00008,89.24,48,29.5101081223,1.3,298,-1,ºF,ºF,inHg,MPH,
1780154756,5/30/2026 3:25:56 PM,60.20006,89.24,48,29.5121161691,1.9,92,-1,ºF,ºF,inHg,MPH,
1780154836,5/30/2026 3:27:16 PM,60.29996,89.42,48,29.5111121457,2.6,99,-1,ºF,ºF,inHg,MPH,
1780154916,5/30/2026 3:28:36 PM,60.40004,89.6,48,29.5111121457,4.6,58,-1,ºF,ºF,inHg,MPH,
1780154976,5/30/2026 3:29:36 PM,60.40004,89.6,48,29.5111121457,1.9,105,-1,ºF,ºF,inHg,MPH,
