POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,29,Forestier Racing by Panis,Louis ROUSSET,Oliver GRAY,Esteban MASSON,,Oreca 07 - Gibson,G,LMP2,,,Classified,135,4:26'59.110,,,50,1'31.274,183.7,,
2,34,Inter Europol Competition,Bijoy GARG,Reshad DE GÉRUS,,,Oreca 07 - Gibson,G,LMP2,,,Classified,135,4:27'12.508,13.398,13.398,78,1'31.424,183.4,,
3,22,United Autosports,Griffin PEEBLES,Grégoire SAUCY,Benjamin HANLEY,,Oreca 07 - Gibson,G,LMP2,,,Classified,135,4:27'16.894,17.784,4.386,8,1'30.974,184.3,,
4,18,IDEC Sport,Jamie CHADWICK,Valerio RINICELLA,Laurents HÖRR,,Oreca 07 - Gibson,G,LMP2,,,Classified,135,4:27'32.739,33.629,15.845,51,1'31.603,183.0,,
5,43,Inter Europol Competition,Jakub SMIECHOWSKI,Tom DILLMANN,Nicholas YELLOLY,,Oreca 07 - Gibson,G,LMP2,,,Classified,135,4:27'56.012,56.902,23.273,80,1'30.634,185.0,,
6,10,Vector Sport,Ryan CULLEN,Vladislav LOMKO,Pietro FITTIPALDI,,Oreca 07 - Gibson,G,LMP2,,,Classified,135,4:27'59.737,1'00.627,3.725,51,1'31.795,182.6,,
7,24,Nielsen Racing,Edward PEARSON,Roy NISSANY,Jack DOOHAN,,Oreca 07 - Gibson,G,LMP2,,,Classified,135,4:28'02.402,1'03.292,2.665,117,1'31.434,183.4,,
8,20,Algarve Pro Racing,Michael JENSEN,Enzo TRULLI,Malthe JAKOBSEN,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,135,4:28'13.471,1'14.361,11.069,78,1'31.583,183.1,,
9,37,CLX Motorsport,Adrien CLOSMENIL,Theodor JENSEN,Ian AGUILERA,,Oreca 07 - Gibson,G,LMP2,,,Classified,135,4:28'25.764,1'26.654,12.293,9,1'31.289,183.6,,
10,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Antonio FUOCO,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,135,4:28'32.500,1'33.390,6.736,81,1'31.488,183.3,,
11,30,Duqueine Team,Giorgio RODA,Richard VERSCHOOR,Doriane PIN,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,135,4:28'38.834,1'39.724,6.334,47,1'31.802,182.6,,
12,14,TDS Racing,Steven THOMAS,Sami MEGUETOUNIF,Scott HUFFAKER II,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,134,4:26'59.786,1 Laps,1 Laps,89,1'31.303,183.6,,
13,19,Rossa Racing by Virage,John FALB,Manuel ESPIRITO SANTO,Rik KOEN,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,134,4:27'19.059,1 Laps,19.273,81,1'31.666,182.9,,
14,7,Vector Sport,Jens Reno MØLLER,Cem BÖLÜKBASI,Lorenzo FLUXA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,134,4:27'31.279,1 Laps,12.220,101,1'31.848,182.5,,
15,21,United Autosports,Daniel SCHNEIDER,Marino SATO,Oliver JARVIS,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,134,4:27'38.821,1 Laps,7.542,106,1'31.688,182.9,,
16,25,Algarve Pro Racing,Matthias KAISER,Tristan VAUTIER,Jake HUGHES,,Oreca 07 - Gibson,G,LMP2,,,Classified,134,4:27'43.608,1 Laps,4.787,48,1'31.925,182.4,,
17,3,DKR Engineering,Jean GLORIEUX,Marlon HERNANDEZ,Sebastian ALVAREZ,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,134,4:27'50.724,1 Laps,7.116,81,1'31.810,182.6,,
18,88,Proton Competition,Horst FELBERMAYR,Horst Felix FELBERMAYR,Rene BINDER,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,134,4:27'59.340,1 Laps,8.616,50,1'32.651,181.0,,
19,28,IDEC Sport,Paul LAFARGUE,Job VAN UITERT,Paul-Loup CHATIN,,Oreca 07 - Gibson,G,LMP2,,,Classified,133,4:27'49.077,2 Laps,1 Laps,100,1'31.967,182.3,,
