TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,AIR_TEMP_UNIT,TRACK_TEMP_UNIT,PRESSURE_UNIT,WIND_SPEED_UNIT,
1769841087,1/31/2026 6:31:27 AM,70.74,91.94,60.68,1016.8,0.7,270,-999,ºC,ºC,mbar,KPH,
1769841150,1/31/2026 6:32:30 AM,70.93,92.12,60.51,1016.7,0.6,255,-999,ºC,ºC,mbar,KPH,
1769841212,1/31/2026 6:33:32 AM,71.04,92.12,60.43,1016.7,1.5,289,-999,ºC,ºC,mbar,KPH,
1769841275,1/31/2026 6:34:35 AM,71.15,92.12,60,1016.7,1.5,274,-999,ºC,ºC,mbar,KPH,
1769841338,1/31/2026 6:35:38 AM,71.28,92.3,59.48,1016.7,0.5,296,-999,ºC,ºC,mbar,KPH,
1769841400,1/31/2026 6:36:40 AM,71.44,92.48,59.39,1016.8,0.1,218,-999,ºC,ºC,mbar,KPH,
1769841463,1/31/2026 6:37:43 AM,71.58,92.66,59.3,1016.7,0.5,278,-999,ºC,ºC,mbar,KPH,
1769841526,1/31/2026 6:38:46 AM,71.76,92.84,59.07,1016.7,0.6,224,-999,ºC,ºC,mbar,KPH,
1769841589,1/31/2026 6:39:49 AM,71.8,93.02,58.78,1016.7,0.6,270,-999,ºC,ºC,mbar,KPH,
1769841651,1/31/2026 6:40:51 AM,71.87,93.02,58.69,1016.7,0.2,270,-999,ºC,ºC,mbar,KPH,
1769841714,1/31/2026 6:41:54 AM,71.96,93.2,58.59,1016.7,0.6,270,-999,ºC,ºC,mbar,KPH,
1769841777,1/31/2026 6:42:57 AM,72.05,93.2,58.68,1016.7,1,280,-999,ºC,ºC,mbar,KPH,
1769841839,1/31/2026 6:43:59 AM,72.01,93.56,58.87,1016.8,1.1,269,-999,ºC,ºC,mbar,KPH,
1769841902,1/31/2026 6:45:02 AM,71.91,93.56,58.79,1016.6,0.8,276,-999,ºC,ºC,mbar,KPH,
