series_code,year,event,event_date,car,class,team,chassis,manufacturer,driver_a,license_a,laps_a,best_lap_a,avg_lap_a,q1_pct_a,driver_b,license_b,laps_b,best_lap_b,avg_lap_b,q1_pct_b
wec,2024,Le Mans,2024-06-15 16:00:00,91,LMGT3,Manthey EMA,Porsche 911 GT3 R LMGT3,Porsche,morris schuring,Gold,87,237.435,258.712,NULL,yasser shahin,Bronze,77,240.819,345.716,NULL
wec,2024,Le Mans,2024-06-15 16:00:00,91,LMGT3,Manthey EMA,Porsche 911 GT3 R LMGT3,Porsche,richard lietz,Platinum,117,237.745,321.557,NULL,yasser shahin,Bronze,77,240.819,345.716,NULL
wec,2024,Le Mans,2024-06-15 16:00:00,92,LMGT3,Manthey PureRxcing,Porsche 911 GT3 R LMGT3,Porsche,aliaksandr malykhin,Silver,99,240.064,320.483,NULL,joel sturm,Silver,93,238.012,299.432,NULL
wec,2024,Le Mans,2024-06-15 16:00:00,92,LMGT3,Manthey PureRxcing,Porsche 911 GT3 R LMGT3,Porsche,aliaksandr malykhin,Silver,99,240.064,320.483,NULL,klaus bachler,Platinum,81,238.075,332.702,NULL
wec,2024,Le Mans,2024-06-15 16:00:00,92,LMGT3,Manthey PureRxcing,Porsche 911 GT3 R LMGT3,Porsche,joel sturm,Silver,93,238.012,299.432,NULL,klaus bachler,Platinum,81,238.075,332.702,NULL
wec,2024,Le Mans,2024-06-15 16:00:00,93,HYPERCAR,Peugeot TotalEnergies,Peugeot 9X8,Peugeot,jean-eric vergne,Platinum,71,211.881,329.952,NULL,mikkel jensen,Platinum,118,211.028,253.596,NULL
wec,2024,Le Mans,2024-06-15 16:00:00,93,HYPERCAR,Peugeot TotalEnergies,Peugeot 9X8,Peugeot,jean-eric vergne,Platinum,71,211.881,329.952,NULL,"nico müller",Platinum,120,212.574,277.673,NULL
wec,2024,Le Mans,2024-06-15 16:00:00,93,HYPERCAR,Peugeot TotalEnergies,Peugeot 9X8,Peugeot,mikkel jensen,Platinum,118,211.028,253.596,NULL,"nico müller",Platinum,120,212.574,277.673,NULL
wec,2024,Le Mans,2024-06-15 16:00:00,94,HYPERCAR,Peugeot TotalEnergies,Peugeot 9X8,Peugeot,loic duval,Platinum,104,211.201,273.273,NULL,paul di resta,Platinum,96,211.701,252.206,NULL
wec,2024,Le Mans,2024-06-15 16:00:00,94,HYPERCAR,Peugeot TotalEnergies,Peugeot 9X8,Peugeot,loic duval,Platinum,104,211.201,273.273,NULL,stoffel vandoorne,Platinum,109,212.006,312.127,NULL
wec,2024,Le Mans,2024-06-15 16:00:00,94,HYPERCAR,Peugeot TotalEnergies,Peugeot 9X8,Peugeot,paul di resta,Platinum,96,211.701,252.206,NULL,stoffel vandoorne,Platinum,109,212.006,312.127,NULL
wec,2024,Le Mans,2024-06-15 16:00:00,95,LMGT3,United Autosports,McLaren 720S LMGT3 Evo,McLaren,hiroshi hamaguchi,Bronze,69,241.996,344.887,NULL,marino sato,Gold,70,240.328,326.59,NULL
wec,2024,Le Mans,2024-06-15 16:00:00,95,LMGT3,United Autosports,McLaren 720S LMGT3 Evo,McLaren,hiroshi hamaguchi,Bronze,69,241.996,344.887,NULL,nicolas pino,Silver,73,239.299,303.593,NULL
wec,2024,Le Mans,2024-06-15 16:00:00,95,LMGT3,United Autosports,McLaren 720S LMGT3 Evo,McLaren,marino sato,Gold,70,240.328,326.59,NULL,nicolas pino,Silver,73,239.299,303.593,NULL
wec,2024,Le Mans,2024-06-15 16:00:00,99,HYPERCAR,Proton Competition,Porsche 963,Porsche,harry tincknell,Platinum,62,210.311,531.01,NULL,julien andlauer,Gold,83,210.750,244.022,NULL
wec,2024,Le Mans,2024-06-15 16:00:00,99,HYPERCAR,Proton Competition,Porsche 963,Porsche,harry tincknell,Platinum,62,210.311,531.01,NULL,neel jani,Platinum,106,210.467,316.6,NULL
wec,2024,Le Mans,2024-06-15 16:00:00,99,HYPERCAR,Proton Competition,Porsche 963,Porsche,julien andlauer,Gold,83,210.750,244.022,NULL,neel jani,Platinum,106,210.467,316.6,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,11,HYPERCAR,Isotta Fraschini,Isotta Fraschini Tipo6-C,Isotta Fraschini,carl wattana bennett,Silver,67,89.617,95.528,NULL,jean-karl vernay,Platinum,82,86.953,92.359,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,12,HYPERCAR,Hertz Team JOTA,Porsche 963,Porsche,callum ilott,Platinum,75,87.505,94.842,NULL,norman nato,Gold,74,86.838,92.406,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,12,HYPERCAR,Hertz Team JOTA,Porsche 963,Porsche,callum ilott,Platinum,75,87.505,94.842,NULL,william stevens,Platinum,84,86.410,92.352,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,12,HYPERCAR,Hertz Team JOTA,Porsche 963,Porsche,norman nato,Gold,74,86.838,92.406,NULL,william stevens,Platinum,84,86.410,92.352,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,15,HYPERCAR,BMW M Team WRT,BMW M HYBRID V8,BMW,dries vanthoor,Platinum,65,87.777,92.819,NULL,marco wittmann,Platinum,85,87.165,91.919,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,15,HYPERCAR,BMW M Team WRT,BMW M HYBRID V8,BMW,dries vanthoor,Platinum,65,87.777,92.819,NULL,raffaele marciello,Platinum,85,88.564,92.872,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,15,HYPERCAR,BMW M Team WRT,BMW M HYBRID V8,BMW,marco wittmann,Platinum,85,87.165,91.919,NULL,raffaele marciello,Platinum,85,88.564,92.872,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,2,HYPERCAR,Cadillac Racing,Cadillac V-Series.R,Cadillac,alex lynn,Platinum,86,88.090,93.55,NULL,earl bamber,Platinum,148,86.312,92.25,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,20,HYPERCAR,BMW M Team WRT,BMW M HYBRID V8,BMW,rene rast,Platinum,72,86.896,92.095,NULL,robin frijns,Platinum,87,88.367,93.165,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,20,HYPERCAR,BMW M Team WRT,BMW M HYBRID V8,BMW,rene rast,Platinum,72,86.896,92.095,NULL,sheldon van der linde,Platinum,75,87.753,92.852,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,20,HYPERCAR,BMW M Team WRT,BMW M HYBRID V8,BMW,robin frijns,Platinum,87,88.367,93.165,NULL,sheldon van der linde,Platinum,75,87.753,92.852,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,27,LMGT3,Heart of Racing Team,Aston Martin Vantage AMR LMGT3,Aston Martin,alex riberas,Gold,85,96.047,102.58,NULL,daniel mancinelli,Silver,65,95.919,100.908,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,27,LMGT3,Heart of Racing Team,Aston Martin Vantage AMR LMGT3,Aston Martin,alex riberas,Gold,85,96.047,102.58,NULL,ian james,Bronze,63,97.623,101.852,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,27,LMGT3,Heart of Racing Team,Aston Martin Vantage AMR LMGT3,Aston Martin,daniel mancinelli,Silver,65,95.919,100.908,NULL,ian james,Bronze,63,97.623,101.852,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,31,LMGT3,Team WRT,BMW M4 LMGT3,BMW,augusto farfus,Platinum,84,97.498,103.128,NULL,darren leung,Bronze,63,97.347,102.405,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,31,LMGT3,Team WRT,BMW M4 LMGT3,BMW,augusto farfus,Platinum,84,97.498,103.128,NULL,sean gelael,Silver,64,97.018,102.448,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,31,LMGT3,Team WRT,BMW M4 LMGT3,BMW,darren leung,Bronze,63,97.347,102.405,NULL,sean gelael,Silver,64,97.018,102.448,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,35,HYPERCAR,Alpine Endurance Team,Alpine A424,Alpine,charles milesi,Platinum,88,88.330,92.764,NULL,ferdinand habsburg,Gold,44,89.562,92.19,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,35,HYPERCAR,Alpine Endurance Team,Alpine A424,Alpine,charles milesi,Platinum,88,88.330,92.764,NULL,paul loup chatin,Gold,102,86.500,92.746,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,35,HYPERCAR,Alpine Endurance Team,Alpine A424,Alpine,ferdinand habsburg,Gold,44,89.562,92.19,NULL,paul loup chatin,Gold,102,86.500,92.746,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,36,HYPERCAR,Alpine Endurance Team,Alpine A424,Alpine,matthieu vaxiviere,Gold,43,88.239,91.571,NULL,mick schumacher,Platinum,116,86.837,92.361,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,36,HYPERCAR,Alpine Endurance Team,Alpine A424,Alpine,matthieu vaxiviere,Gold,43,88.239,91.571,NULL,nicolas lapierre,Platinum,75,87.813,93.505,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,36,HYPERCAR,Alpine Endurance Team,Alpine A424,Alpine,mick schumacher,Platinum,116,86.837,92.361,NULL,nicolas lapierre,Platinum,75,87.813,93.505,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,38,HYPERCAR,Hertz Team JOTA,Porsche 963,Porsche,jenson button,Platinum,70,87.719,92.921,NULL,oliver rasmussen,Gold,83,87.411,92.211,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,38,HYPERCAR,Hertz Team JOTA,Porsche 963,Porsche,jenson button,Platinum,70,87.719,92.921,NULL,philip hanson,Gold,82,86.647,91.944,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,38,HYPERCAR,Hertz Team JOTA,Porsche 963,Porsche,oliver rasmussen,Gold,83,87.411,92.211,NULL,philip hanson,Gold,82,86.647,91.944,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,46,LMGT3,Team WRT,BMW M4 LMGT3,BMW,ahmad al harthy,Bronze,66,97.043,102.24,NULL,maxime martin,Platinum,82,96.862,102.4,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,46,LMGT3,Team WRT,BMW M4 LMGT3,BMW,ahmad al harthy,Bronze,66,97.043,102.24,NULL,valentino rossi,Silver,64,97.275,102.439,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,46,LMGT3,Team WRT,BMW M4 LMGT3,BMW,maxime martin,Platinum,82,96.862,102.4,NULL,valentino rossi,Silver,64,97.275,102.439,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,5,HYPERCAR,Porsche Penske Motorsport,Porsche 963,Porsche,"frédéric makowiecki",Platinum,83,85.651,91.297,NULL,matt campbell,Platinum,69,87.168,92.529,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,5,HYPERCAR,Porsche Penske Motorsport,Porsche 963,Porsche,"frédéric makowiecki",Platinum,83,85.651,91.297,NULL,michael christensen,Platinum,84,87.427,92.577,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,5,HYPERCAR,Porsche Penske Motorsport,Porsche 963,Porsche,matt campbell,Platinum,69,87.168,92.529,NULL,michael christensen,Platinum,84,87.427,92.577,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,50,HYPERCAR,Ferrari AF Corse,Ferrari 499P,Ferrari,antonio fuoco,Platinum,75,87.648,92.015,NULL,miguel molina,Platinum,75,87.972,93.115,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,50,HYPERCAR,Ferrari AF Corse,Ferrari 499P,Ferrari,antonio fuoco,Platinum,75,87.648,92.015,NULL,nicklas nielsen,Platinum,85,86.496,91.798,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,50,HYPERCAR,Ferrari AF Corse,Ferrari 499P,Ferrari,miguel molina,Platinum,75,87.972,93.115,NULL,nicklas nielsen,Platinum,85,86.496,91.798,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,51,HYPERCAR,Ferrari AF Corse,Ferrari 499P,Ferrari,alessandro pier guidi,Platinum,74,87.378,92.124,NULL,antonio giovinazzi,Platinum,85,86.282,91.515,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,51,HYPERCAR,Ferrari AF Corse,Ferrari 499P,Ferrari,alessandro pier guidi,Platinum,74,87.378,92.124,NULL,james calado,Platinum,77,87.823,92.909,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,51,HYPERCAR,Ferrari AF Corse,Ferrari 499P,Ferrari,antonio giovinazzi,Platinum,85,86.282,91.515,NULL,james calado,Platinum,77,87.823,92.909,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,54,LMGT3,Vista AF Corse,Ferrari 296 LMGT3,Ferrari,davide rigon,Platinum,57,96.341,102.19,NULL,francesco castellacci,Silver,67,97.407,102.839,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,54,LMGT3,Vista AF Corse,Ferrari 296 LMGT3,Ferrari,davide rigon,Platinum,57,96.341,102.19,NULL,thomas flohr,Bronze,67,98.101,134.779,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,54,LMGT3,Vista AF Corse,Ferrari 296 LMGT3,Ferrari,francesco castellacci,Silver,67,97.407,102.839,NULL,thomas flohr,Bronze,67,98.101,134.779,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,55,LMGT3,Vista AF Corse,Ferrari 296 LMGT3,Ferrari,alessio rovera,Platinum,85,95.882,102.741,NULL,francois heriau,Bronze,63,97.108,102.303,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,55,LMGT3,Vista AF Corse,Ferrari 296 LMGT3,Ferrari,alessio rovera,Platinum,85,95.882,102.741,NULL,simon mann,Silver,64,97.353,101.929,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,55,LMGT3,Vista AF Corse,Ferrari 296 LMGT3,Ferrari,francois heriau,Bronze,63,97.108,102.303,NULL,simon mann,Silver,64,97.353,101.929,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,59,LMGT3,United Autosports,McLaren 720S LMGT3 Evo,McLaren,"grégoire saucy",Gold,64,96.480,101.354,NULL,james cottingham,Bronze,63,96.582,102.219,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,59,LMGT3,United Autosports,McLaren 720S LMGT3 Evo,McLaren,"grégoire saucy",Gold,64,96.480,101.354,NULL,nicolas costa,Silver,85,96.228,103.218,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,59,LMGT3,United Autosports,McLaren 720S LMGT3 Evo,McLaren,james cottingham,Bronze,63,96.582,102.219,NULL,nicolas costa,Silver,85,96.228,103.218,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,6,HYPERCAR,Porsche Penske Motorsport,Porsche 963,Porsche,"andré lotterer",Platinum,85,87.516,92.686,NULL,kevin estre,Platinum,82,87.397,91.803,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,6,HYPERCAR,Porsche Penske Motorsport,Porsche 963,Porsche,"andré lotterer",Platinum,85,87.516,92.686,NULL,laurens vanthoor,Platinum,69,86.429,91.67,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,6,HYPERCAR,Porsche Penske Motorsport,Porsche 963,Porsche,kevin estre,Platinum,82,87.397,91.803,NULL,laurens vanthoor,Platinum,69,86.429,91.67,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,60,LMGT3,Iron Lynx,Lamborghini Huracan LMGT3 Evo2,Lamborghini,claudio schiavoni,Bronze,60,99.000,108.189,NULL,franck perera,Platinum,84,96.270,103.106,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,60,LMGT3,Iron Lynx,Lamborghini Huracan LMGT3 Evo2,Lamborghini,claudio schiavoni,Bronze,60,99.000,108.189,NULL,matteo cressoni,Silver,64,96.993,102.879,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,60,LMGT3,Iron Lynx,Lamborghini Huracan LMGT3 Evo2,Lamborghini,franck perera,Platinum,84,96.270,103.106,NULL,matteo cressoni,Silver,64,96.993,102.879,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,63,HYPERCAR,Lamborghini Iron Lynx,Lamborghini SC63,Lamborghini,daniil kvyat,Platinum,83,87.097,91.807,NULL,edoardo mortara,Platinum,71,88.319,93.907,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,63,HYPERCAR,Lamborghini Iron Lynx,Lamborghini SC63,Lamborghini,daniil kvyat,Platinum,83,87.097,91.807,NULL,mirko bortolotti,Platinum,80,87.212,92.993,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,63,HYPERCAR,Lamborghini Iron Lynx,Lamborghini SC63,Lamborghini,edoardo mortara,Platinum,71,88.319,93.907,NULL,mirko bortolotti,Platinum,80,87.212,92.993,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,7,HYPERCAR,Toyota Gazoo Racing,Toyota GR010 - Hybrid,Toyota,kamui kobayashi,Platinum,70,86.260,91.836,NULL,mike conway,Platinum,84,84.801,91.103,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,7,HYPERCAR,Toyota Gazoo Racing,Toyota GR010 - Hybrid,Toyota,kamui kobayashi,Platinum,70,86.260,91.836,NULL,nick de vries,Platinum,82,87.198,93.475,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,7,HYPERCAR,Toyota Gazoo Racing,Toyota GR010 - Hybrid,Toyota,mike conway,Platinum,84,84.801,91.103,NULL,nick de vries,Platinum,82,87.198,93.475,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,77,LMGT3,Proton Competition,Ford Mustang LMGT3,Ford,benjamin barker,Gold,77,96.347,103.284,NULL,ryan hardwick,Bronze,67,98.206,102.445,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,77,LMGT3,Proton Competition,Ford Mustang LMGT3,Ford,benjamin barker,Gold,77,96.347,103.284,NULL,zacharie robichon,Silver,68,96.785,101.321,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,77,LMGT3,Proton Competition,Ford Mustang LMGT3,Ford,ryan hardwick,Bronze,67,98.206,102.445,NULL,zacharie robichon,Silver,68,96.785,101.321,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,777,LMGT3,"D'Station Racing",Aston Martin Vantage AMR LMGT3,Aston Martin,"clément mateu",Bronze,63,98.219,103.194,NULL,erwan bastard,Silver,64,96.616,102.777,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,777,LMGT3,"D'Station Racing",Aston Martin Vantage AMR LMGT3,Aston Martin,"clément mateu",Bronze,63,98.219,103.194,NULL,marco sorensen,Platinum,85,96.043,102.136,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,777,LMGT3,"D'Station Racing",Aston Martin Vantage AMR LMGT3,Aston Martin,erwan bastard,Silver,64,96.616,102.777,NULL,marco sorensen,Platinum,85,96.043,102.136,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,8,HYPERCAR,Toyota Gazoo Racing,Toyota GR010 - Hybrid,Toyota,brendon hartley,Platinum,76,85.340,91.359,NULL,ryo hirakawa,Platinum,85,87.266,92.086,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,8,HYPERCAR,Toyota Gazoo Racing,Toyota GR010 - Hybrid,Toyota,brendon hartley,Platinum,76,85.340,91.359,NULL,"sébastien buemi",Platinum,75,86.326,91.893,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,8,HYPERCAR,Toyota Gazoo Racing,Toyota GR010 - Hybrid,Toyota,ryo hirakawa,Platinum,85,87.266,92.086,NULL,"sébastien buemi",Platinum,75,86.326,91.893,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,81,LMGT3,TF Sport,Corvette Z06 LMGT3.R,Chevrolet,charlie eastwood,Gold,85,96.195,102.861,NULL,rui andrade,Silver,64,97.103,101.906,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,81,LMGT3,TF Sport,Corvette Z06 LMGT3.R,Chevrolet,charlie eastwood,Gold,85,96.195,102.861,NULL,tom van rompuy,Bronze,63,97.325,102.279,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,81,LMGT3,TF Sport,Corvette Z06 LMGT3.R,Chevrolet,rui andrade,Silver,64,97.103,101.906,NULL,tom van rompuy,Bronze,63,97.325,102.279,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,82,LMGT3,TF Sport,Corvette Z06 LMGT3.R,Chevrolet,hiroshi koizumi,Bronze,67,97.720,103.306,NULL,"sébastien baud",Silver,66,96.638,101.41,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,83,HYPERCAR,AF Corse,Ferrari 499P,Ferrari,robert kubica,Platinum,75,86.800,92.167,NULL,robert shwartzman,Platinum,81,87.373,92.126,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,83,HYPERCAR,AF Corse,Ferrari 499P,Ferrari,robert kubica,Platinum,75,86.800,92.167,NULL,yifei ye,Gold,78,87.793,93.517,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,83,HYPERCAR,AF Corse,Ferrari 499P,Ferrari,robert shwartzman,Platinum,81,87.373,92.126,NULL,yifei ye,Gold,78,87.793,93.517,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,85,LMGT3,Iron Dames,Lamborghini Huracan LMGT3 Evo2,Lamborghini,michelle gatting,Gold,9,96.498,209.205,NULL,rahel frey,Silver,66,97.046,101.099,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,85,LMGT3,Iron Dames,Lamborghini Huracan LMGT3 Evo2,Lamborghini,michelle gatting,Gold,9,96.498,209.205,NULL,sarah bovy,Silver,64,95.777,101.425,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,85,LMGT3,Iron Dames,Lamborghini Huracan LMGT3 Evo2,Lamborghini,rahel frey,Silver,66,97.046,101.099,NULL,sarah bovy,Silver,64,95.777,101.425,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,87,LMGT3,Akkodis ASP Team,Lexus RC F LMGT3,Lexus,esteban masson,Gold,91,96.787,102.268,NULL,jose maria lopez,Platinum,58,97.303,103.597,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,87,LMGT3,Akkodis ASP Team,Lexus RC F LMGT3,Lexus,esteban masson,Gold,91,96.787,102.268,NULL,takeshi kimura,Bronze,62,98.154,103.818,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,87,LMGT3,Akkodis ASP Team,Lexus RC F LMGT3,Lexus,jose maria lopez,Platinum,58,97.303,103.597,NULL,takeshi kimura,Bronze,62,98.154,103.818,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,88,LMGT3,Proton Competition,Ford Mustang LMGT3,Ford,christian ried,Bronze,61,98.311,105.888,NULL,dennis olsen,Platinum,83,96.531,104.054,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,88,LMGT3,Proton Competition,Ford Mustang LMGT3,Ford,christian ried,Bronze,61,98.311,105.888,NULL,mikkel pedersen,Silver,64,98.143,102.709,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,88,LMGT3,Proton Competition,Ford Mustang LMGT3,Ford,dennis olsen,Platinum,83,96.531,104.054,NULL,mikkel pedersen,Silver,64,98.143,102.709,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,91,LMGT3,Manthey EMA,Porsche 911 GT3 R LMGT3,Porsche,morris schuring,Gold,66,97.024,101.063,NULL,richard lietz,Platinum,80,97.267,103.232,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,91,LMGT3,Manthey EMA,Porsche 911 GT3 R LMGT3,Porsche,morris schuring,Gold,66,97.024,101.063,NULL,yasser shahin,Bronze,63,97.597,108.326,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,91,LMGT3,Manthey EMA,Porsche 911 GT3 R LMGT3,Porsche,richard lietz,Platinum,80,97.267,103.232,NULL,yasser shahin,Bronze,63,97.597,108.326,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,92,LMGT3,Manthey PureRxcing,Porsche 911 GT3 R LMGT3,Porsche,aliaksandr malykhin,Silver,66,96.486,101.33,NULL,joel sturm,Silver,66,96.832,100.771,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,92,LMGT3,Manthey PureRxcing,Porsche 911 GT3 R LMGT3,Porsche,aliaksandr malykhin,Silver,66,96.486,101.33,NULL,klaus bachler,Platinum,82,96.920,102.673,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,92,LMGT3,Manthey PureRxcing,Porsche 911 GT3 R LMGT3,Porsche,joel sturm,Silver,66,96.832,100.771,NULL,klaus bachler,Platinum,82,96.920,102.673,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,93,HYPERCAR,Peugeot TotalEnergies,Peugeot 9X8,Peugeot,jean-eric vergne,Platinum,66,88.310,93.152,NULL,mikkel jensen,Platinum,84,87.665,92.767,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,93,HYPERCAR,Peugeot TotalEnergies,Peugeot 9X8,Peugeot,jean-eric vergne,Platinum,66,88.310,93.152,NULL,"nico müller",Platinum,85,87.087,91.647,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,93,HYPERCAR,Peugeot TotalEnergies,Peugeot 9X8,Peugeot,mikkel jensen,Platinum,84,87.665,92.767,NULL,"nico müller",Platinum,85,87.087,91.647,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,94,HYPERCAR,Peugeot TotalEnergies,Peugeot 9X8,Peugeot,loic duval,Platinum,83,86.973,91.935,NULL,paul di resta,Platinum,84,88.275,93.286,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,94,HYPERCAR,Peugeot TotalEnergies,Peugeot 9X8,Peugeot,loic duval,Platinum,83,86.973,91.935,NULL,stoffel vandoorne,Platinum,67,88.217,93.374,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,94,HYPERCAR,Peugeot TotalEnergies,Peugeot 9X8,Peugeot,paul di resta,Platinum,84,88.275,93.286,NULL,stoffel vandoorne,Platinum,67,88.217,93.374,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,95,LMGT3,United Autosports,McLaren 720S LMGT3 Evo,McLaren,joshua caygill,Bronze,65,96.578,101.811,NULL,marino sato,Gold,82,96.384,102.975,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,95,LMGT3,United Autosports,McLaren 720S LMGT3 Evo,McLaren,joshua caygill,Bronze,65,96.578,101.811,NULL,nicolas pino,Silver,66,96.605,101.245,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,95,LMGT3,United Autosports,McLaren 720S LMGT3 Evo,McLaren,marino sato,Gold,82,96.384,102.975,NULL,nicolas pino,Silver,66,96.605,101.245,NULL
wec,2024,Interlagos,2024-07-14 11:30:00,99,HYPERCAR,Proton Competition,Porsche 963,Porsche,julien andlauer,Gold,109,87.929,92.88,NULL,neel jani,Platinum,125,86.987,92.702,NULL
wec,2024,COTA,2024-09-01 13:00:00,12,HYPERCAR,Hertz Team JOTA,Porsche 963,Porsche,callum ilott,Platinum,31,113.908,117.463,NULL,norman nato,Gold,9,115.852,1501.908,NULL
wec,2024,COTA,2024-09-01 13:00:00,12,HYPERCAR,Hertz Team JOTA,Porsche 963,Porsche,callum ilott,Platinum,31,113.908,117.463,NULL,william stevens,Platinum,31,113.523,115.222,NULL
wec,2024,COTA,2024-09-01 13:00:00,12,HYPERCAR,Hertz Team JOTA,Porsche 963,Porsche,norman nato,Gold,9,115.852,1501.908,NULL,william stevens,Platinum,31,113.523,115.222,NULL
wec,2024,COTA,2024-09-01 13:00:00,15,HYPERCAR,BMW M Team WRT,BMW M HYBRID V8,BMW,dries vanthoor,Platinum,65,113.181,120.173,NULL,marco wittmann,Platinum,51,113.713,116.971,NULL
wec,2024,COTA,2024-09-01 13:00:00,15,HYPERCAR,BMW M Team WRT,BMW M HYBRID V8,BMW,dries vanthoor,Platinum,65,113.181,120.173,NULL,raffaele marciello,Platinum,66,113.231,118.905,NULL
