series_code,year,event,event_date,driver,car,class,team,chassis,manufacturer,license,license_rank,country,laps,drive_time_minutes,best_lap,avg_lap,avg_q1,avg_q12,lap_stddev,q1_laps,q2_laps,q3_laps,q4_laps,q1_pct,stint_count
elms,2021,Barcelona,2021-04-18 11:00:00,andrea dromedari,11,LMP3,Eurointernational,Ligier JS P320 - Nissan,Ligier,Bronze,0,ITA,62,115.99,106.852,112.253,NULL,NULL,18.384,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,mateusz kaprzyk,11,LMP3,Eurointernational,Ligier JS P320 - Nissan,Ligier,Silver,0,POL,69,125.66,102.440,109.271,NULL,NULL,16.085,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,david hauser,12,LMP3,Racing Experience,Duqueine M30 - D08 - Nissan,Duqueine,Silver,0,LUX,37,95.97,104.019,155.624,NULL,NULL,303.654,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,gary hauser,12,LMP3,Racing Experience,Duqueine M30 - D08 - Nissan,Duqueine,Silver,0,LUX,36,65.12,104.121,108.53,NULL,NULL,17.337,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,tom cloet,12,LMP3,Racing Experience,Duqueine M30 - D08 - Nissan,Duqueine,Bronze,0,BEL,42,79.55,104.828,113.642,NULL,NULL,19.574,0,0,0,0,NULL,4
elms,2021,Barcelona,2021-04-18 11:00:00,julien falchero,13,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,Silver,0,FRA,31,56.75,103.641,109.831,NULL,NULL,19.747,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,martin hippe,13,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,Bronze,0,DEU,68,123.32,103.744,108.815,NULL,NULL,12.383,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,ugo de wilde,13,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,Gold,0,BEL,34,61.33,102.359,108.237,NULL,NULL,18.746,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,alessandro bracalente,14,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,Silver,0,ITA,31,57.71,104.303,111.696,NULL,NULL,30.929,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,julius adomavicius,14,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,Silver,0,LTU,31,56.46,104.677,109.279,NULL,NULL,19.063,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,mattia pasini,14,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,Bronze,0,ITA,70,126.6,103.548,108.515,NULL,NULL,12.738,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,alex kapadia,15,LMP3,RLR MSport,Ligier JS P320 - Nissan,Ligier,Silver,0,GBR,36,64.7,103.402,107.837,NULL,NULL,17.545,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,malthe jakobsen,15,LMP3,RLR MSport,Ligier JS P320 - Nissan,Ligier,Gold,0,DNK,34,60.98,103.732,107.608,NULL,NULL,17.65,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,michael benham,15,LMP3,RLR MSport,Ligier JS P320 - Nissan,Ligier,Bronze,0,GBR,63,115.21,103.216,109.724,NULL,NULL,16.117,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,dwight merriman,17,LMP2,IDEC Sport,Oreca 07 - Gibson,ORECA,Bronze,0,USA,29,51.85,99.847,107.285,NULL,NULL,16.256,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,kyle tilley,17,LMP2,IDEC Sport,Oreca 07 - Gibson,ORECA,Silver,0,GBR,52,90.64,99.189,104.58,NULL,NULL,18.229,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,ryan dalziel,17,LMP2,IDEC Sport,Oreca 07 - Gibson,ORECA,Gold,0,GBR,58,99.5,97.750,102.933,NULL,NULL,14.206,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,alessandro bressan,18,LMP3,1 AIM Villorba Corse,Ligier JS P320 - Nissan,Ligier,Silver,0,ITA,35,63.27,102.704,108.464,NULL,NULL,14.409,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,andreas laskaratos,18,LMP3,1 AIM Villorba Corse,Ligier JS P320 - Nissan,Ligier,Bronze,0,GRC,63,115.05,104.645,109.572,NULL,NULL,15.68,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,damiano fioravanti,18,LMP3,1 AIM Villorba Corse,Ligier JS P320 - Nissan,Ligier,Silver,0,ITA,35,63.1,104.210,108.169,NULL,NULL,16.918,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,matthew bell,19,LMP3,COOL Racing,Ligier JS P320 - Nissan,Ligier,Gold,0,GBR,30,54.6,104.634,109.2,NULL,NULL,18.275,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,nicolas maulini,19,LMP3,COOL Racing,Ligier JS P320 - Nissan,Ligier,Silver,0,CHE,69,124.91,102.925,108.614,NULL,NULL,13.242,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,niklas kruetten,19,LMP3,COOL Racing,Ligier JS P320 - Nissan,Ligier,Silver,0,DEU,34,61.35,104.018,108.258,NULL,NULL,17.571,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,edouard cauhaupe,2,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,Silver,0,FRA,31,55.79,103.212,107.986,NULL,NULL,18.146,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,robert wheldon,2,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,Bronze,0,GBR,63,129.59,102.419,123.422,NULL,NULL,129.899,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,wayne boyd,2,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,Gold,0,GBR,31,55.42,103.318,107.269,NULL,NULL,15.576,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,charles crews,20,LMP3,Team Virage,Ligier JS P320 - Nissan,Ligier,Bronze,0,USA,31,56.43,104.911,109.225,NULL,NULL,18.286,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,garett grist,20,LMP3,Team Virage,Ligier JS P320 - Nissan,Ligier,Gold,0,CAN,74,132.2,102.929,107.19,NULL,NULL,14.989,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,rob hodes,20,LMP3,Team Virage,Ligier JS P320 - Nissan,Ligier,Bronze,0,USA,27,51.94,105.082,115.419,NULL,NULL,22.803,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,henrik hedman,21,LMP2,DragonSpeed USA,Oreca 07 - Gibson,ORECA,Bronze,0,SWE,7,14.82,102.176,126.998,NULL,NULL,51.083,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,jonathan aberdein,22,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,Gold,0,ZAF,27,46.6,97.470,103.563,NULL,NULL,18.035,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,philip hanson,22,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,Gold,0,GBR,57,97.64,95.964,102.774,NULL,NULL,15.896,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,tom gamble,22,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,Gold,0,GBR,57,97.55,97.039,102.679,NULL,NULL,13.342,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,diego menchaca,24,LMP2,Algarve Pro Racing,Oreca 07 - Gibson,ORECA,Silver,0,MEX,52,90.75,97.363,104.709,NULL,NULL,14.571,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,ferdinand habsburg,24,LMP2,Algarve Pro Racing,Oreca 07 - Gibson,ORECA,Gold,0,AUT,35,60.25,98.173,103.279,NULL,NULL,14.073,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,richard bradley,24,LMP2,Algarve Pro Racing,Oreca 07 - Gibson,ORECA,Gold,0,GBR,52,90.32,98.613,104.216,NULL,NULL,13.438,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,john falb,25,LMP2,G-Drive Racing,Aurus 01 - Gibson,Aurus,Bronze,0,USA,27,47.51,97.148,105.587,NULL,NULL,17.519,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,pietro fittipaldi,25,LMP2,G-Drive Racing,Aurus 01 - Gibson,Aurus,Platinum,0,BRA,55,94.3,98.228,102.871,NULL,NULL,13.677,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,rui andrade,25,LMP2,G-Drive Racing,Aurus 01 - Gibson,Aurus,Silver,0,ANG,58,99.64,97.379,103.078,NULL,NULL,14.138,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,franco colapinto,26,LMP2,G-Drive Racing,Aurus 01 - Gibson,Aurus,Silver,0,ARG,57,97.27,96.689,102.391,NULL,NULL,13.958,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,nick de vries,26,LMP2,G-Drive Racing,Aurus 01 - Gibson,Aurus,Platinum,0,NED,56,95.75,97.100,102.593,NULL,NULL,14.076,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,roman rusinov,26,LMP2,G-Drive Racing,Aurus 01 - Gibson,Aurus,Gold,0,RUS,28,48.83,95.797,104.645,NULL,NULL,18.044,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,patrick pilet,28,LMP2,IDEC Sport,Oreca 07 - Gibson,ORECA,Platinum,0,FRA,29,49.31,97.461,102.018,NULL,NULL,14.757,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,paul lafargue,28,LMP2,IDEC Sport,Oreca 07 - Gibson,ORECA,Silver,0,FRA,53,93.81,97.112,106.195,NULL,NULL,18.903,0,0,0,0,NULL,4
elms,2021,Barcelona,2021-04-18 11:00:00,paul loup chatin,28,LMP2,IDEC Sport,Oreca 07 - Gibson,ORECA,Gold,0,FRA,58,98.64,96.749,102.037,NULL,NULL,15.662,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,francois heriau,29,LMP2,Ultimate,Oreca 07 - Gibson,ORECA,Bronze,0,FRA,30,52.65,97.863,105.309,NULL,NULL,16.62,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,jean-baptiste lahaye,29,LMP2,Ultimate,Oreca 07 - Gibson,ORECA,Silver,0,FRA,58,98.97,97.935,102.387,NULL,NULL,13.56,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,matthieu lahaye,29,LMP2,Ultimate,Oreca 07 - Gibson,ORECA,Silver,0,FRA,52,88.96,97.697,102.65,NULL,NULL,13.398,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,andrew bentley,3,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,Bronze,0,GBR,36,65.93,104.584,109.886,NULL,NULL,13.922,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,duncan tappy,3,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,Silver,0,GBR,62,112.18,103.363,108.557,NULL,NULL,16.608,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,james mcguire,3,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,Bronze,0,USA,33,62.8,108.899,114.189,NULL,NULL,17.823,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,memo rojas,30,LMP2,Duqueine Team,Oreca 07 - Gibson,ORECA,Silver,0,MEX,29,50.58,97.012,104.658,NULL,NULL,17.097,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,rene binder,30,LMP2,Duqueine Team,Oreca 07 - Gibson,ORECA,Gold,0,AUT,57,97.83,97.696,102.976,NULL,NULL,13.294,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,tristan gommendy,30,LMP2,Duqueine Team,Oreca 07 - Gibson,ORECA,Platinum,0,FRA,54,92.5,97.836,102.782,NULL,NULL,13.747,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,job van uitert,32,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,Gold,0,NLD,27,45.72,97.339,101.598,NULL,NULL,15.18,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,manuel maldonado,32,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,Silver,0,GBR,58,99.66,97.667,103.092,NULL,NULL,13.33,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,nicolas jamin,32,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,Gold,0,FRA,54,95.31,96.431,105.906,NULL,NULL,31.411,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,charlie eastwood,34,LMP2,Racing Team Turkey,Oreca 07 - Gibson,ORECA,Gold,0,IRL,26,44.67,97.803,103.076,NULL,NULL,15.464,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,harry tincknell,34,LMP2,Racing Team Turkey,Oreca 07 - Gibson,ORECA,Platinum,0,GBR,49,123.19,97.387,150.85,NULL,NULL,346.827,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,salih yoluc,34,LMP2,Racing Team Turkey,Oreca 07 - Gibson,ORECA,Silver,0,TUR,41,73.87,97.608,108.102,NULL,NULL,20.227,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,francesco dracone,35,LMP2,BHK Motorsport,Oreca 07 - Gibson,ORECA,Silver,0,ITA,43,76.22,97.925,106.353,NULL,NULL,16.358,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,markus pommer,35,LMP2,BHK Motorsport,Oreca 07 - Gibson,ORECA,Silver,0,DEU,45,78.13,98.537,104.168,NULL,NULL,14.775,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,sergio campana,35,LMP2,BHK Motorsport,Oreca 07 - Gibson,ORECA,Gold,0,ITA,50,86.1,98.008,103.324,NULL,NULL,14.077,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,alexandre coigny,37,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,Bronze,0,CHE,41,73.0,100.079,106.826,NULL,NULL,16.086,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,antonin borga,37,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,Gold,0,CHE,57,98.18,96.622,103.343,NULL,NULL,15.273,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,nicolas lapierre,37,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,Platinum,0,FRA,41,69.87,97.450,102.25,NULL,NULL,12.354,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,arnold robin,39,LMP2,Graff,Oreca 07 - Gibson,ORECA,Bronze,0,FRA,49,86.99,97.914,106.516,NULL,NULL,15.57,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,maxime robin,39,LMP2,Graff,Oreca 07 - Gibson,ORECA,Silver,0,FRA,30,52.76,99.845,105.522,NULL,NULL,13.731,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,vincent capillaire,39,LMP2,Graff,Oreca 07 - Gibson,ORECA,Silver,0,FRA,57,101.33,99.793,106.663,NULL,NULL,16.539,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,alain berg,4,LMP3,DKR Engineering,Duqueine M30 - D08 - Nissan,Duqueine,Bronze,0,LUX,61,113.46,106.476,111.597,NULL,NULL,17.253,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,laurents horr,4,LMP3,DKR Engineering,Duqueine M30 - D08 - Nissan,Duqueine,Gold,0,DEU,72,128.36,101.441,106.967,NULL,NULL,15.889,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,louis deletraz,41,LMP2,Team WRT,Oreca 07 - Gibson,ORECA,Gold,0,CHE,58,98.83,95.805,102.239,NULL,NULL,14.95,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,robert kubica,41,LMP2,Team WRT,Oreca 07 - Gibson,ORECA,Platinum,0,POL,27,46.19,97.702,102.653,NULL,NULL,14.856,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,yifei ye,41,LMP2,Team WRT,Oreca 07 - Gibson,ORECA,Gold,0,CHN,56,95.27,96.555,102.071,NULL,NULL,13.634,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,adrien chila,5,LMP3,MV2S Racing,Ligier JS P320 - Nissan,Ligier,Bronze,0,FRA,37,68.22,104.844,110.628,NULL,NULL,13.43,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,christophe cresp,5,LMP3,MV2S Racing,Ligier JS P320 - Nissan,Ligier,Bronze,0,FRA,28,53.32,106.097,114.25,NULL,NULL,21.648,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,fabien lavergne,5,LMP3,MV2S Racing,Ligier JS P320 - Nissan,Ligier,Silver,0,FRA,57,108.88,103.442,114.609,NULL,NULL,63.846,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,austin mccusker,6,LMP3,Nielsen Racing,Ligier JS P320 - Nissan,Ligier,Silver,0,USA,35,63.54,104.726,108.92,NULL,NULL,17.647,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,max koebolt,6,LMP3,Nielsen Racing,Ligier JS P320 - Nissan,Ligier,Silver,0,NLD,34,60.93,102.905,107.52,NULL,NULL,17.742,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,nicholas adcock,6,LMP3,Nielsen Racing,Ligier JS P320 - Nissan,Ligier,Bronze,0,GBR,64,117.59,104.923,110.241,NULL,NULL,14.396,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,gabriel aubry,65,LMP2,Panis Racing,Oreca 07 - Gibson,ORECA,Gold,0,FRA,27,46.01,98.252,102.251,NULL,NULL,14.627,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,julien canal,65,LMP2,Panis Racing,Oreca 07 - Gibson,ORECA,Silver,0,FRA,59,101.44,96.250,103.162,NULL,NULL,14.808,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,william stevens,65,LMP2,Panis Racing,Oreca 07 - Gibson,ORECA,Platinum,0,GBR,55,93.2,96.914,101.678,NULL,NULL,13.397,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,anthony wells,7,LMP3,Nielsen Racing,Ligier JS P320 - Nissan,Ligier,Bronze,0,GBR,61,114.76,104.728,112.879,NULL,NULL,28.051,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,colin noble,7,LMP3,Nielsen Racing,Ligier JS P320 - Nissan,Ligier,Gold,0,GBR,71,127.01,102.900,107.333,NULL,NULL,14.137,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,david droux,8,LMP3,Graff,Ligier JS P320 - Nissan,Ligier,Gold,0,CHE,54,107.11,103.855,119.014,NULL,NULL,94.078,0,0,0,0,NULL,3
elms,2021,Barcelona,2021-04-18 11:00:00,eric trouillet,8,LMP3,Graff,Ligier JS P320 - Nissan,Ligier,Bronze,0,FRA,37,68.43,104.837,110.963,NULL,NULL,13.4,0,0,0,0,NULL,1
elms,2021,Barcelona,2021-04-18 11:00:00,"sébastien page",8,LMP3,Graff,Ligier JS P320 - Nissan,Ligier,Bronze,0,CHE,36,66.41,105.708,110.677,NULL,NULL,17.905,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,matthias kaiser,9,LMP3,Graff,Ligier JS P320 - Nissan,Ligier,Silver,0,SUI,46,83.81,104.422,109.323,NULL,NULL,16.802,0,0,0,0,NULL,2
elms,2021,Barcelona,2021-04-18 11:00:00,rory penttinen,9,LMP3,Graff,Ligier JS P320 - Nissan,Ligier,Bronze,0,FIN,73,157.62,103.431,129.55,NULL,NULL,188.844,0,0,0,0,NULL,1
elms,2021,Spielberg,2021-05-16 11:00:00,andrea dromedari,11,LMP3,Eurointernational,Ligier JS P320 - Nissan,Ligier,Bronze,0,ITA,40,63.89,89.013,95.832,NULL,NULL,17.865,0,0,0,0,NULL,1
elms,2021,Spielberg,2021-05-16 11:00:00,cem bolukbasi,11,LMP3,Eurointernational,Ligier JS P320 - Nissan,Ligier,Silver,0,TUR,70,123.6,87.774,105.946,NULL,NULL,32.703,0,0,0,0,NULL,2
elms,2021,Spielberg,2021-05-16 11:00:00,joey alders,11,LMP3,Eurointernational,Ligier JS P320 - Nissan,Ligier,Gold,0,NLD,33,54.74,94.024,99.529,NULL,NULL,17.728,0,0,0,0,NULL,3
elms,2021,Spielberg,2021-05-16 11:00:00,david hauser,12,LMP3,Racing Experience,Duqueine M30 - D08 - Nissan,Duqueine,Silver,0,LUX,20,33.4,88.289,100.201,NULL,NULL,28.016,0,0,0,0,NULL,2
elms,2021,Spielberg,2021-05-16 11:00:00,tom cloet,12,LMP3,Racing Experience,Duqueine M30 - D08 - Nissan,Duqueine,Bronze,0,BEL,73,114.97,88.950,94.497,NULL,NULL,14.546,0,0,0,0,NULL,1
elms,2021,Spielberg,2021-05-16 11:00:00,martin hippe,13,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,Bronze,0,DEU,62,111.17,88.640,107.58,NULL,NULL,35.676,0,0,0,0,NULL,2
elms,2021,Spielberg,2021-05-16 11:00:00,ugo de wilde,13,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,Gold,0,BEL,38,63.44,94.133,100.173,NULL,NULL,16.8,0,0,0,0,NULL,3
elms,2021,Spielberg,2021-05-16 11:00:00,ulysse de pauw,13,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,Gold,0,BEL,42,66.29,87.267,94.693,NULL,NULL,17.854,0,0,0,0,NULL,1
elms,2021,Spielberg,2021-05-16 11:00:00,gustas grinbergas,14,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,Silver,0,LTU,35,58.47,94.407,100.234,NULL,NULL,17.525,0,0,0,0,NULL,3
elms,2021,Spielberg,2021-05-16 11:00:00,mateusz kaprzyk,14,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,Silver,0,POL,24,53.89,89.093,134.721,NULL,NULL,44.112,0,0,0,0,NULL,2
elms,2021,Spielberg,2021-05-16 11:00:00,mattia pasini,14,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,Bronze,0,ITA,83,128.77,87.745,93.089,NULL,NULL,14.141,0,0,0,0,NULL,1
elms,2021,Spielberg,2021-05-16 11:00:00,michael benham,15,LMP3,RLR MSport,Ligier JS P320 - Nissan,Ligier,Bronze,0,GBR,38,60.53,88.249,95.574,NULL,NULL,18.53,0,0,0,0,NULL,1
elms,2021,Spielberg,2021-05-16 11:00:00,dwight merriman,17,LMP2,IDEC Sport,Oreca 07 - Gibson,ORECA,Bronze,0,USA,34,53.53,85.814,94.469,NULL,NULL,19.922,0,0,0,0,NULL,1
elms,2021,Spielberg,2021-05-16 11:00:00,kyle tilley,17,LMP2,IDEC Sport,Oreca 07 - Gibson,ORECA,Silver,0,GBR,49,94.72,87.194,115.987,NULL,NULL,39.277,0,0,0,0,NULL,3
elms,2021,Spielberg,2021-05-16 11:00:00,ryan dalziel,17,LMP2,IDEC Sport,Oreca 07 - Gibson,ORECA,Gold,0,GBR,63,93.13,84.061,88.693,NULL,NULL,13.352,0,0,0,0,NULL,2
elms,2021,Spielberg,2021-05-16 11:00:00,alessandro bressan,18,LMP3,1 AIM Villorba Corse,Ligier JS P320 - Nissan,Ligier,Silver,0,ITA,1,1.63,97.951,97.951,NULL,NULL,NULL,0,0,0,0,NULL,1
elms,2021,Spielberg,2021-05-16 11:00:00,matthew bell,19,LMP3,COOL Racing,Ligier JS P320 - Nissan,Ligier,Gold,0,GBR,33,54.68,94.556,99.417,NULL,NULL,9.063,0,0,0,0,NULL,3
elms,2021,Spielberg,2021-05-16 11:00:00,nicolas maulini,19,LMP3,COOL Racing,Ligier JS P320 - Nissan,Ligier,Silver,0,CHE,82,126.94,87.396,92.883,NULL,NULL,14.368,0,0,0,0,NULL,1
elms,2021,Spielberg,2021-05-16 11:00:00,niklas kruetten,19,LMP3,COOL Racing,Ligier JS P320 - Nissan,Ligier,Silver,0,DEU,28,60.61,88.538,129.88,NULL,NULL,42.487,0,0,0,0,NULL,2
elms,2021,Spielberg,2021-05-16 11:00:00,edouard cauhaupe,2,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,Silver,0,FRA,24,53.71,89.104,134.287,NULL,NULL,44.647,0,0,0,0,NULL,2
elms,2021,Spielberg,2021-05-16 11:00:00,robert wheldon,2,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,Bronze,0,GBR,82,126.73,87.452,92.732,NULL,NULL,14.278,0,0,0,0,NULL,1
elms,2021,Spielberg,2021-05-16 11:00:00,wayne boyd,2,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,Gold,0,GBR,36,60.96,93.803,101.592,NULL,NULL,20.473,0,0,0,0,NULL,3
elms,2021,Spielberg,2021-05-16 11:00:00,rob hodes,20,LMP3,Team Virage,Ligier JS P320 - Nissan,Ligier,Bronze,0,USA,1,1.64,98.617,98.617,NULL,NULL,NULL,0,0,0,0,NULL,1
elms,2021,Spielberg,2021-05-16 11:00:00,benjamin hanley,21,LMP2,DragonSpeed USA,Oreca 07 - Gibson,ORECA,Gold,0,GBR,52,97.89,86.670,112.954,NULL,NULL,37.211,0,0,0,0,NULL,4
elms,2021,Spielberg,2021-05-16 11:00:00,gustavo menezes,21,LMP2,DragonSpeed USA,Oreca 07 - Gibson,ORECA,Platinum,0,USA,46,71.23,83.752,92.915,NULL,NULL,19.538,0,0,0,0,NULL,3
elms,2021,Spielberg,2021-05-16 11:00:00,henrik hedman,21,LMP2,DragonSpeed USA,Oreca 07 - Gibson,ORECA,Bronze,0,SWE,48,73.17,86.274,91.466,NULL,NULL,13.752,0,0,0,0,NULL,2
elms,2021,Spielberg,2021-05-16 11:00:00,jonathan aberdein,22,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,Gold,0,ZAF,33,48.24,83.293,87.705,NULL,NULL,12.768,0,0,0,0,NULL,2
elms,2021,Spielberg,2021-05-16 11:00:00,philip hanson,22,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,Gold,0,GBR,65,96.82,82.390,89.37,NULL,NULL,17.126,0,0,0,0,NULL,1
elms,2021,Spielberg,2021-05-16 11:00:00,tom gamble,22,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,Gold,0,GBR,50,96.47,85.780,115.77,NULL,NULL,44.92,0,0,0,0,NULL,3
