series_code,year,event,event_date,driver,car,class,team,chassis,manufacturer,license,license_rank,country,laps,drive_time_minutes,best_lap,avg_lap,avg_q1,avg_q12,lap_stddev,q1_laps,q2_laps,q3_laps,q4_laps,q1_pct,stint_count
imsa,2024,Road America,2024-08-04 14:10:00,felipe nasr,7,GTP,Porsche Penske Motorsport,Porsche 963,Porsche,Platinum,5,BRA,34,92.68,111.785,163.557,111.93075,112.147625,57.438,4,4,4,4,25.0,2
imsa,2024,Road America,2024-08-04 14:10:00,brendan iribe,70,GTD,Inception Racing,McLaren 720S GT3 EVO,McLaren,Bronze,2,USA,17,48.25,126.054,170.307,126.1835,126.62,44.381,2,2,1,1,33.3,1
imsa,2024,Road America,2024-08-04 14:10:00,frederik schandorff,70,GTD,Inception Racing,McLaren 720S GT3 EVO,McLaren,Gold,4,DNK,43,112.52,124.660,157.003,125.50714285714285,125.72423076923077,41.905,7,6,6,6,28.0,2
imsa,2024,Road America,2024-08-04 14:10:00,felipe fraga,74,LMP2,Riley,ORECA LMP2 07,ORECA,Gold,4,BRA,35,94.52,114.346,162.026,114.44933333333333,114.87033333333333,50.497,3,3,3,2,27.3,2
imsa,2024,Road America,2024-08-04 14:10:00,gar robinson,74,LMP2,Riley,ORECA LMP2 07,ORECA,Bronze,2,USA,27,67.39,117.667,149.753,117.8254,118.00366666666666,48.066,5,4,4,4,29.4,1
imsa,2024,Road America,2024-08-04 14:10:00,julien andlauer,77,GTDPRO,AO Racing,Porsche 911 GT3 R (992),Porsche,Gold,4,FRA,27,69.04,124.953,153.432,125.5615,125.726875,41.359,4,4,4,4,25.0,1
imsa,2024,Road America,2024-08-04 14:10:00,laurin heinrich,77,GTDPRO,AO Racing,Porsche 911 GT3 R (992),Porsche,Gold,4,DEU,33,91.75,125.718,166.824,126.02475,126.164125,42.501,4,4,4,3,26.7,2
imsa,2024,Road America,2024-08-04 14:10:00,loris spinelli,78,GTD,Forte Racing,Lamborghini Huracan GT3 EVO2,Lamborghini,Gold,4,ITA,24,63.7,125.212,159.244,125.28733333333334,125.62683333333334,40.309,3,3,3,3,25.0,2
imsa,2024,Road America,2024-08-04 14:10:00,misha goikhberg,78,GTD,Forte Racing,Lamborghini Huracan GT3 EVO2,Lamborghini,Silver,3,CAN,21,57.38,126.259,163.949,126.35033333333334,126.415,43.279,3,2,2,2,33.3,1
imsa,2024,Road America,2024-08-04 14:10:00,gerry kraut,79,LMP2,JDC-Miller MotorSports,ORECA LMP2 07,ORECA,Bronze,2,USA,24,62.28,121.140,155.704,121.64,121.87242857142857,47.526,4,3,3,3,30.8,1
imsa,2024,Road America,2024-08-04 14:10:00,scott andrews,79,LMP2,JDC-Miller MotorSports,ORECA LMP2 07,ORECA,Gold,4,AUS,38,98.83,114.523,156.048,114.7116,114.9308,49.379,5,5,5,4,26.3,2
imsa,2024,Road America,2024-08-04 14:10:00,charlie eastwood,8,LMP2,Tower Motorsports,ORECA LMP2 07,ORECA,Gold,4,IRL,37,96.06,114.634,155.773,114.8958,115.1218,49.122,5,5,4,4,27.8,2
imsa,2024,Road America,2024-08-04 14:10:00,john farano,8,LMP2,Tower Motorsports,ORECA LMP2 07,ORECA,Bronze,2,CAN,25,65.2,120.002,156.481,120.48766666666667,120.859,46.462,3,3,3,3,25.0,1
imsa,2024,Road America,2024-08-04 14:10:00,richard westbrook,85,GTP,JDC-Miller MotorSports,Porsche 963,Porsche,Platinum,5,GBR,26,64.47,112.468,148.779,112.94925,113.442125,51.178,4,4,4,3,26.7,1
imsa,2024,Road America,2024-08-04 14:10:00,tijmen van der helm,85,GTP,JDC-Miller MotorSports,Porsche 963,Porsche,Gold,4,NLD,36,96.45,112.539,160.756,112.9814,113.29888888888888,55.623,5,4,4,4,29.4,2
imsa,2024,Road America,2024-08-04 14:10:00,anders fjordbach,86,GTD,MDK Motorsports,Porsche 911 GT3 R (992),Porsche,Silver,3,DNK,44,114.55,124.929,156.207,125.74233333333333,126.11016666666667,37.331,6,6,6,5,26.1,2
imsa,2024,Road America,2024-08-04 14:10:00,kerong li,86,GTD,MDK Motorsports,Porsche 911 GT3 R (992),Porsche,Silver,3,CHN,16,46.44,130.332,174.161,130.478,130.59933333333333,42.582,2,1,1,1,40.0,1
imsa,2024,Road America,2024-08-04 14:10:00,luis perez companc,88,LMP2,Richard Mille AF Corse,ORECA LMP2 07,ORECA,Bronze,2,ARG,28,69.32,116.733,148.54,117.428,117.615,48.031,5,4,4,4,29.4,1
imsa,2024,Road America,2024-08-04 14:10:00,nicklas nielsen,88,LMP2,Richard Mille AF Corse,ORECA LMP2 07,ORECA,Platinum,5,DNK,34,91.88,114.395,162.136,114.5375,114.838375,56.239,4,4,4,4,25.0,2
imsa,2024,Road America,2024-08-04 14:10:00,marvin kirchhofer,9,GTDPRO,Pfaff Motorsports,McLaren 720S GT3 EVO,McLaren,Platinum,5,CHE,37,99.47,125.827,161.307,125.9674,126.1981,41.641,5,5,5,4,26.3,2
imsa,2024,Road America,2024-08-04 14:10:00,oliver jarvis,9,GTDPRO,Pfaff Motorsports,McLaren 720S GT3 EVO,McLaren,Platinum,5,GBR,23,61.45,125.450,160.309,125.52733333333333,125.72616666666667,44.144,3,3,3,2,27.3,1
imsa,2024,Road America,2024-08-04 14:10:00,patrick gallagher,96,GTD,Turner Motorsport,BMW M4 GT3,BMW,Silver,3,USA,32,84.55,125.471,158.54,125.7024,125.9876,43.361,5,5,4,4,27.8,1
imsa,2024,Road America,2024-08-04 14:10:00,robby foley,96,GTD,Turner Motorsport,BMW M4 GT3,BMW,Gold,4,USA,28,76.2,125.726,163.283,125.89825,126.011625,45.052,4,4,4,3,26.7,2
imsa,2024,Road America,2024-08-04 14:10:00,paul loup chatin,99,LMP2,AO Racing,ORECA LMP2 07,ORECA,Gold,4,FRA,34,92.13,114.221,162.583,114.4606,114.82444444444444,54.842,5,4,4,4,29.4,2
imsa,2024,Road America,2024-08-04 14:10:00,pj hyett,99,LMP2,AO Racing,ORECA LMP2 07,ORECA,Bronze,2,USA,28,69.04,116.213,147.933,116.4186,116.7816,48.507,5,5,4,4,27.8,1
imsa,2024,VIR,2024-08-25 12:10:00,bryan sellers,1,GTDPRO,Paul Miller Racing,BMW M4 GT3,BMW,Gold,4,USA,23,41.77,105.800,108.972,106.06333333333333,106.23036363636363,10.17,6,5,5,5,28.6,2
imsa,2024,VIR,2024-08-25 12:10:00,madison snow,1,GTDPRO,Paul Miller Racing,BMW M4 GT3,BMW,Gold,4,USA,63,119.05,105.546,113.377,105.94935714285714,106.19535714285715,24.482,14,14,14,14,25.0,3
imsa,2024,VIR,2024-08-25 12:10:00,frankie montecalvo,12,GTD,VasserSullivan,Lexus RC F GT3,Lexus,Silver,3,USA,26,47.88,106.625,110.483,106.92283333333333,107.29225,10.746,6,6,6,6,25.0,1
imsa,2024,VIR,2024-08-25 12:10:00,parker thompson,12,GTD,VasserSullivan,Lexus RC F GT3,Lexus,Silver,3,CAN,60,113.9,106.033,113.902,106.38746153846154,106.6406923076923,21.156,13,13,13,12,25.5,2
imsa,2024,VIR,2024-08-25 12:10:00,adam adelson,120,GTD,Wright Motorsports,Porsche 911 GT3 R (992),Porsche,Silver,3,USA,32,59.07,107.274,110.749,107.463,107.6525,12.384,8,8,7,7,26.7,2
imsa,2024,VIR,2024-08-25 12:10:00,elliott skeer,120,GTD,Wright Motorsports,Porsche 911 GT3 R (992),Porsche,Silver,3,USA,54,102.22,105.744,113.581,106.21916666666667,106.55656521739131,21.315,12,11,11,11,26.7,3
imsa,2024,VIR,2024-08-25 12:10:00,matthew bell,13,GTD,AWA,Chevrolet Corvette Z06 GT3.R,Chevrolet,Gold,4,GBR,61,114.4,105.959,112.524,106.50653846153845,106.7351923076923,15.937,13,13,13,13,25.0,2
imsa,2024,VIR,2024-08-25 12:10:00,orey fidani,13,GTD,AWA,Chevrolet Corvette Z06 GT3.R,Chevrolet,Bronze,2,CAN,25,46.83,108.360,112.383,108.70666666666666,109.09766666666667,12.212,6,6,6,5,26.1,1
imsa,2024,VIR,2024-08-25 12:10:00,ben barnicoat,14,GTDPRO,VasserSullivan,Lexus RC F GT3,Lexus,Platinum,5,GBR,30,58.99,105.825,117.973,106.161,106.49438461538462,30.667,7,6,6,6,28.0,2
imsa,2024,VIR,2024-08-25 12:10:00,jack hawksworth,14,GTDPRO,VasserSullivan,Lexus RC F GT3,Lexus,Gold,4,GBR,56,102.14,105.576,109.438,106.05107692307692,106.40419230769231,11.303,13,13,13,13,25.0,1
imsa,2024,VIR,2024-08-25 12:10:00,alex riberas,23,GTDPRO,Heart of Racing Team,Aston Martin Vantage GT3 Evo,Aston Martin,Gold,4,ESP,21,38.23,105.567,109.236,105.9394,106.1592,10.273,5,5,5,4,26.3,1
imsa,2024,VIR,2024-08-25 12:10:00,ross gunn,23,GTDPRO,Heart of Racing Team,Aston Martin Vantage GT3 Evo,Aston Martin,Platinum,5,GBR,65,122.66,105.157,113.221,105.84157142857143,106.09821428571429,23.624,14,14,14,14,25.0,2
imsa,2024,VIR,2024-08-25 12:10:00,roman de angelis,27,GTD,Heart of Racing Team,Aston Martin Vantage GT3 Evo,Aston Martin,Gold,4,CAN,29,57.32,105.801,118.589,106.31866666666667,106.7815,31.226,6,6,6,6,25.0,2
imsa,2024,VIR,2024-08-25 12:10:00,zacharie robichon,27,GTD,Heart of Racing Team,Aston Martin Vantage GT3 Evo,Aston Martin,Silver,3,CAN,57,103.78,105.584,109.246,106.21528571428571,106.5355925925926,10.231,14,13,13,13,26.4,1
imsa,2024,VIR,2024-08-25 12:10:00,alexander sims,3,GTDPRO,Corvette Racing by Pratt Miller Motorsports,Chevrolet Corvette Z06 GT3.R,Chevrolet,Platinum,5,GBR,30,113.4,105.556,226.808,106.251,106.6435,445.314,6,6,5,5,27.3,2
imsa,2024,VIR,2024-08-25 12:10:00,antonio garcia,3,GTDPRO,Corvette Racing by Pratt Miller Motorsports,Chevrolet Corvette Z06 GT3.R,Chevrolet,Platinum,5,ESP,27,48.79,105.634,108.423,105.77628571428572,105.95592307692307,10.545,7,6,6,6,28.0,1
imsa,2024,VIR,2024-08-25 12:10:00,kenton koch,32,GTD,Korthoff/Preston Motorsports,Mercedes-AMG GT3,Mercedes-AMG,Silver,3,USA,56,101.91,105.736,109.19,106.25553846153846,106.59284615384615,10.241,13,13,13,13,25.0,1
imsa,2024,VIR,2024-08-25 12:10:00,mikael grenier,32,GTD,Korthoff/Preston Motorsports,Mercedes-AMG GT3,Mercedes-AMG,Gold,4,CAN,30,59.18,106.548,118.353,106.86,107.03938461538462,30.776,7,6,6,6,28.0,2
imsa,2024,VIR,2024-08-25 12:10:00,albert costa,34,GTD,Conquest Racing,Ferrari 296 GT3,Ferrari,Platinum,5,ESP,58,108.94,105.592,112.7,106.20315384615385,106.54565384615384,16.769,13,13,12,12,26.0,2
imsa,2024,VIR,2024-08-25 12:10:00,manny franco,34,GTD,Conquest Racing,Ferrari 296 GT3,Ferrari,Silver,3,USA,28,52.28,106.714,112.023,106.8265,107.198,12.187,6,6,6,6,25.0,1
imsa,2024,VIR,2024-08-25 12:10:00,nicky catsburg,4,GTDPRO,Corvette Racing by Pratt Miller Motorsports,Chevrolet Corvette Z06 GT3.R,Chevrolet,Platinum,5,NLD,55,105.01,106.138,114.56,106.61141666666667,106.847,24.036,12,12,12,11,25.5,2
imsa,2024,VIR,2024-08-25 12:10:00,tommy milner,4,GTDPRO,Corvette Racing by Pratt Miller Motorsports,Chevrolet Corvette Z06 GT3.R,Chevrolet,Platinum,5,USA,31,56.18,105.663,108.733,105.827625,106.07346666666666,11.258,8,7,7,7,27.6,1
imsa,2024,VIR,2024-08-25 12:10:00,danny formal,45,GTD,Wayne Taylor Racing with Andretti,Lamborghini Huracan GT3 EVO2,Lamborghini,Silver,3,CRI,58,111.33,106.416,115.164,107.16658333333334,107.67466666666667,20.095,12,12,12,11,25.5,2
imsa,2024,VIR,2024-08-25 12:10:00,kyle marcelli,45,GTD,Wayne Taylor Racing with Andretti,Lamborghini Huracan GT3 EVO2,Lamborghini,Gold,4,CAN,27,49.97,105.769,111.039,106.168,106.41476923076922,20.366,7,6,6,6,28.0,1
imsa,2024,VIR,2024-08-25 12:10:00,corey lewis,55,GTD,Proton Competition,Ford Mustang GT3,Ford,Silver,3,USA,60,113.94,105.732,113.939,106.40114285714286,106.74474074074074,23.148,14,13,13,13,26.4,2
imsa,2024,VIR,2024-08-25 12:10:00,giammarco levorato,55,GTD,Proton Competition,Ford Mustang GT3,Ford,Silver,3,ITA,26,47.34,105.705,109.235,105.896,106.25733333333334,10.672,6,6,6,5,26.1,1
imsa,2024,VIR,2024-08-25 12:10:00,philip ellis,57,GTD,WINWARD RACING,Mercedes-AMG GT3,Mercedes-AMG,Gold,4,GBR,61,115.0,106.257,113.113,106.48928571428571,106.65657142857143,21.21,14,14,13,13,25.9,2
imsa,2024,VIR,2024-08-25 12:10:00,russell ward,57,GTD,WINWARD RACING,Mercedes-AMG GT3,Mercedes-AMG,Silver,3,USA,25,46.15,106.818,110.769,107.03666666666666,107.39541666666666,10.727,6,6,6,5,26.1,1
imsa,2024,VIR,2024-08-25 12:10:00,harry tincknell,64,GTDPRO,Ford Multimatic Motorsports,Ford Mustang GT3,Ford,Platinum,5,GBR,29,52.41,105.276,108.432,105.66714285714286,105.92235714285714,10.776,7,7,7,6,25.9,1
imsa,2024,VIR,2024-08-25 12:10:00,mike rockenfeller,64,GTDPRO,Ford Multimatic Motorsports,Ford Mustang GT3,Ford,Platinum,5,CHE,57,108.47,105.716,114.175,106.32830769230769,106.49357692307693,24.908,13,13,12,12,26.0,2
imsa,2024,VIR,2024-08-25 12:10:00,dirk mueller,65,GTDPRO,Ford Multimatic Motorsports,Ford Mustang GT3,Ford,Platinum,5,CHE,56,106.82,105.350,114.449,106.03066666666666,106.3745,24.671,12,12,11,11,26.1,2
imsa,2024,VIR,2024-08-25 12:10:00,joey hand,65,GTDPRO,Ford Multimatic Motorsports,Ford Mustang GT3,Ford,Gold,4,USA,30,54.19,105.731,108.388,105.82714285714286,106.00564285714286,10.194,7,7,7,7,25.0,1
imsa,2024,VIR,2024-08-25 12:10:00,sheena monk,66,GTD,Gradient Racing,Acura NSX GT3,Acura,Bronze,2,USA,25,46.18,106.614,110.842,106.87166666666667,107.32208333333334,11.672,6,6,6,5,26.1,1
imsa,2024,VIR,2024-08-25 12:10:00,stevan mcaleer,66,GTD,Gradient Racing,Acura NSX GT3,Acura,Gold,4,GBR,47,115.21,105.605,147.072,106.0067,106.33805,226.182,10,10,10,10,25.0,2
imsa,2024,VIR,2024-08-25 12:10:00,brendan iribe,70,GTD,Inception Racing,McLaren 720S GT3 EVO,McLaren,Bronze,2,USA,25,46.14,106.514,110.741,106.88016666666667,107.281,10.607,6,6,6,5,26.1,1
imsa,2024,VIR,2024-08-25 12:10:00,frederik schandorff,70,GTD,Inception Racing,McLaren 720S GT3 EVO,McLaren,Gold,4,DNK,43,78.21,105.382,109.131,105.9984,106.28585,10.324,10,10,10,9,25.6,2
imsa,2024,VIR,2024-08-25 12:10:00,klaus bachler,77,GTDPRO,AO Racing,Porsche 911 GT3 R (992),Porsche,Platinum,5,AUT,20,36.45,105.554,109.341,105.9214,106.2281,10.725,5,5,4,4,27.8,1
imsa,2024,VIR,2024-08-25 12:10:00,laurin heinrich,77,GTDPRO,AO Racing,Porsche 911 GT3 R (992),Porsche,Gold,4,DEU,66,124.7,105.978,113.364,106.29992857142857,106.57546428571429,20.595,14,14,14,13,25.5,2
imsa,2024,VIR,2024-08-25 12:10:00,loris spinelli,78,GTD,Forte Racing,Lamborghini Huracan GT3 EVO2,Lamborghini,Gold,4,ITA,60,113.44,104.864,113.443,105.56916666666666,105.87504166666666,20.132,12,12,12,12,25.0,2
imsa,2024,VIR,2024-08-25 12:10:00,misha goikhberg,78,GTD,Forte Racing,Lamborghini Huracan GT3 EVO2,Lamborghini,Silver,3,CAN,26,47.69,106.083,110.062,106.6105,107.08091666666667,10.722,6,6,6,6,25.0,1
imsa,2024,VIR,2024-08-25 12:10:00,anders fjordbach,86,GTD,MDK Motorsports,Porsche 911 GT3 R (992),Porsche,Silver,3,DNK,60,114.05,105.894,114.051,106.65415384615385,107.07492307692307,20.89,13,13,12,12,26.0,2
imsa,2024,VIR,2024-08-25 12:10:00,kerong li,86,GTD,MDK Motorsports,Porsche 911 GT3 R (992),Porsche,Silver,3,CHN,25,47.23,108.246,113.348,108.61566666666667,108.95183333333334,16.777,6,6,5,5,27.3,1
imsa,2024,VIR,2024-08-25 12:10:00,marvin kirchhofer,9,GTDPRO,Pfaff Motorsports,McLaren 720S GT3 EVO,McLaren,Platinum,5,CHE,29,52.85,105.853,109.351,106.27628571428572,106.66835714285715,10.31,7,7,7,6,25.9,2
imsa,2024,VIR,2024-08-25 12:10:00,oliver jarvis,9,GTDPRO,Pfaff Motorsports,McLaren 720S GT3 EVO,McLaren,Platinum,5,GBR,57,108.24,105.478,113.935,106.18938461538461,106.57096153846153,23.799,13,13,12,12,26.0,3
imsa,2024,VIR,2024-08-25 12:10:00,patrick gallagher,96,GTD,Turner Motorsport,BMW M4 GT3,BMW,Silver,3,USA,26,47.7,105.870,110.08,106.17583333333333,106.88316666666667,10.933,6,6,6,6,25.0,1
imsa,2024,VIR,2024-08-25 12:10:00,robby foley,96,GTD,Turner Motorsport,BMW M4 GT3,BMW,Gold,4,USA,60,113.46,105.585,113.456,106.24842857142858,106.5262962962963,22.399,14,13,13,13,26.4,2
imsa,2024,Indianapolis,2024-09-22 12:30:00,renger van der zande,01,GTP,Cadillac Racing,Cadillac V-Series.R,Cadillac,Platinum,5,NLD,82,128.36,76.885,93.924,77.2957,77.6271,25.54,10,10,10,10,25.0,2
imsa,2024,Indianapolis,2024-09-22 12:30:00,sebastien bourdais,01,GTP,Cadillac Racing,Cadillac V-Series.R,Cadillac,Platinum,5,FRA,134,232.58,77.260,104.139,77.75557142857143,78.10960714285714,33.113,14,14,14,13,25.5,3
imsa,2024,Indianapolis,2024-09-22 12:30:00,charles scardina,023,GTD,Triarsi Competizione,Ferrari 296 GT3,Ferrari,Bronze,2,USA,47,101.38,86.432,129.42,86.462,86.62075,31.184,2,2,2,2,25.0,1
imsa,2024,Indianapolis,2024-09-22 12:30:00,onofrio triarsi,023,GTD,Triarsi Competizione,Ferrari 296 GT3,Ferrari,Silver,3,USA,35,76.17,94.994,130.574,NULL,NULL,155.587,0,0,0,0,NULL,2
imsa,2024,Indianapolis,2024-09-22 12:30:00,mario farnbacher,027,GTDPRO,Heart of Racing Team,Aston Martin Vantage GT3 Evo,Aston Martin,Gold,4,DEU,77,127.46,85.391,99.317,85.68838461538462,85.85515384615384,22.84,13,13,13,12,25.5,2
imsa,2024,Indianapolis,2024-09-22 12:30:00,roman de angelis,027,GTDPRO,Heart of Racing Team,Aston Martin Vantage GT3 Evo,Aston Martin,Gold,4,CAN,131,234.44,84.720,107.377,84.96123076923077,85.17728,26.702,13,12,12,12,26.5,3
imsa,2024,Indianapolis,2024-09-22 12:30:00,bryan sellers,1,GTDPRO,Paul Miller Racing,BMW M4 GT3,BMW,Gold,4,USA,44,66.93,84.219,91.263,84.5354,84.70635,16.99,10,10,9,9,26.3,3
imsa,2024,Indianapolis,2024-09-22 12:30:00,madison snow,1,GTDPRO,Paul Miller Racing,BMW M4 GT3,BMW,Gold,4,USA,66,107.94,84.353,98.128,84.84145454545454,85.12136363636364,21.833,11,11,11,10,25.6,2
imsa,2024,Indianapolis,2024-09-22 12:30:00,neil verhagen,1,GTDPRO,Paul Miller Racing,BMW M4 GT3,BMW,Gold,4,USA,98,187.43,84.116,114.75,84.322,84.5432,27.164,3,2,2,2,33.3,1
imsa,2024,Indianapolis,2024-09-22 12:30:00,filipe albuquerque,10,GTP,Wayne Taylor Racing with Andretti,Acura ARX-06,Acura,Platinum,5,PRT,82,132.22,76.464,96.745,77.23554545454546,77.64159090909091,27.713,11,11,11,11,25.0,2
imsa,2024,Indianapolis,2024-09-22 12:30:00,ricky taylor,10,GTP,Wayne Taylor Racing with Andretti,Acura ARX-06,Acura,Platinum,5,USA,137,229.56,76.921,100.536,77.65245454545455,78.11468181818182,29.477,11,11,11,10,25.6,3
imsa,2024,Indianapolis,2024-09-22 12:30:00,hunter mcelrea,11,LMP2,TDS Racing,ORECA LMP2 07,ORECA,Silver,3,AUS,70,116.33,78.083,99.709,78.266,78.52216666666666,21.697,3,3,2,2,30.0,2
imsa,2024,Indianapolis,2024-09-22 12:30:00,mikkel jensen,11,LMP2,TDS Racing,ORECA LMP2 07,ORECA,Platinum,5,DNK,97,144.24,77.498,89.221,78.46626315789473,78.77721621621622,20.636,19,18,18,18,26.0,3
imsa,2024,Indianapolis,2024-09-22 12:30:00,steven thomas,11,LMP2,TDS Racing,ORECA LMP2 07,ORECA,Bronze,2,USA,48,100.53,79.701,125.665,79.917,80.4216,34.852,3,2,2,2,33.3,1
imsa,2024,Indianapolis,2024-09-22 12:30:00,frankie montecalvo,12,GTD,VasserSullivan,Lexus RC F GT3,Lexus,Silver,3,USA,13,26.17,94.946,120.802,NULL,NULL,27.349,0,0,0,0,NULL,2
imsa,2024,Indianapolis,2024-09-22 12:30:00,parker thompson,12,GTD,VasserSullivan,Lexus RC F GT3,Lexus,Silver,3,CAN,14,23.98,85.037,102.791,85.16,85.5635,24.723,2,2,2,2,25.0,1
imsa,2024,Indianapolis,2024-09-22 12:30:00,adam adelson,120,GTD,Wright Motorsports,Porsche 911 GT3 R (992),Porsche,Silver,3,USA,47,100.79,86.260,128.665,86.358,86.63075,29.944,2,2,2,2,25.0,1
imsa,2024,Indianapolis,2024-09-22 12:30:00,elliott skeer,120,GTD,Wright Motorsports,Porsche 911 GT3 R (992),Porsche,Silver,3,USA,76,127.22,84.414,100.438,85.03761538461538,85.33842307692308,25.48,13,13,12,12,26.0,3
imsa,2024,Indianapolis,2024-09-22 12:30:00,jan heylen,120,GTD,Wright Motorsports,Porsche 911 GT3 R (992),Porsche,Gold,4,USA,84,133.76,84.283,95.545,84.9072,85.1899,14.613,10,10,10,10,25.0,4
imsa,2024,Indianapolis,2024-09-22 12:30:00,lars kern,13,GTD,AWA,Chevrolet Corvette Z06 GT3.R,Chevrolet,Silver,3,DEU,52,93.43,94.278,107.804,NULL,NULL,19.263,0,0,0,0,NULL,2
imsa,2024,Indianapolis,2024-09-22 12:30:00,matthew bell,13,GTD,AWA,Chevrolet Corvette Z06 GT3.R,Chevrolet,Gold,4,GBR,108,167.68,84.120,93.157,84.92590909090909,85.25611363636364,18.185,22,22,22,21,25.3,3
imsa,2024,Indianapolis,2024-09-22 12:30:00,orey fidani,13,GTD,AWA,Chevrolet Corvette Z06 GT3.R,Chevrolet,Bronze,2,CAN,47,101.02,86.113,128.957,86.768,87.1038,29.982,3,2,2,2,33.3,1
imsa,2024,Indianapolis,2024-09-22 12:30:00,ben barnicoat,14,GTDPRO,VasserSullivan,Lexus RC F GT3,Lexus,Platinum,5,GBR,76,125.85,84.545,99.354,84.87325,85.00929166666667,23.104,12,12,12,12,25.0,2
imsa,2024,Indianapolis,2024-09-22 12:30:00,jack hawksworth,14,GTDPRO,VasserSullivan,Lexus RC F GT3,Lexus,Gold,4,GBR,132,235.88,84.341,107.218,84.6606923076923,84.91244,26.988,13,12,12,12,26.5,3
imsa,2024,Indianapolis,2024-09-22 12:30:00,connor zilisch,18,LMP2,Era Motorsport,ORECA LMP2 07,ORECA,Silver,3,USA,91,141.29,78.259,93.158,78.6425,78.92625,17.262,10,10,10,10,25.0,4
imsa,2024,Indianapolis,2024-09-22 12:30:00,dwight merriman,18,LMP2,Era Motorsport,ORECA LMP2 07,ORECA,Bronze,2,USA,47,100.72,82.446,128.579,82.55333333333333,82.813,35.815,3,3,2,2,30.0,1
imsa,2024,Indianapolis,2024-09-22 12:30:00,ryan dalziel,18,LMP2,Era Motorsport,ORECA LMP2 07,ORECA,Gold,4,GBR,77,119.9,78.467,93.425,78.9165,79.3393,21.019,10,10,10,9,25.6,3
imsa,2024,Indianapolis,2024-09-22 12:30:00,maximilian paul,19,GTDPRO,Iron Lynx,Lamborghini Huracan GT3 EVO2,Lamborghini,Gold,4,DEU,2,3.55,86.579,106.568,86.579,86.579,28.268,1,0,0,0,100.0,1
imsa,2024,Indianapolis,2024-09-22 12:30:00,ben keating,2,LMP2,United Autosports USA,ORECA LMP2 07,ORECA,Bronze,2,USA,48,100.36,78.818,125.45,79.01033333333334,79.2696,34.045,3,2,2,2,33.3,1
imsa,2024,Indianapolis,2024-09-22 12:30:00,benjamin hanley,2,LMP2,United Autosports USA,ORECA LMP2 07,ORECA,Gold,4,GBR,70,145.04,78.292,124.324,78.67275,78.99295833333333,176.472,12,12,12,12,25.0,3
imsa,2024,Indianapolis,2024-09-22 12:30:00,nicolas pino,2,LMP2,United Autosports USA,ORECA LMP2 07,ORECA,Silver,3,CHL,70,116.8,78.711,100.114,78.83366666666667,79.1366,20.877,3,2,2,2,33.3,2
imsa,2024,Indianapolis,2024-09-22 12:30:00,dennis andersen,20,LMP2,MDK by High Class Racing,ORECA LMP2 07,ORECA,Bronze,2,DNK,47,95.77,82.357,122.26,82.478,82.6685,32.707,3,3,2,2,30.0,3
imsa,2024,Indianapolis,2024-09-22 12:30:00,scott huffaker,20,LMP2,MDK by High Class Racing,ORECA LMP2 07,ORECA,Gold,4,USA,57,86.37,79.102,90.913,79.389625,79.714625,17.894,8,8,8,7,25.8,7
imsa,2024,Indianapolis,2024-09-22 12:30:00,seth lucas,20,LMP2,MDK by High Class Racing,ORECA LMP2 07,ORECA,Silver,3,USA,54,97.77,80.429,108.637,80.926,81.32325,26.768,2,2,2,2,25.0,6
imsa,2024,Indianapolis,2024-09-22 12:30:00,francois heriau,21,GTD,AF Corse,Ferrari 296 GT3,Ferrari,Bronze,2,FRA,47,100.84,86.301,128.735,86.558,86.883,29.512,3,2,2,2,33.3,1
imsa,2024,Indianapolis,2024-09-22 12:30:00,miguel molina,21,GTD,AF Corse,Ferrari 296 GT3,Ferrari,Platinum,5,ESP,3,5.87,93.328,117.431,NULL,NULL,26.264,0,0,0,0,NULL,3
imsa,2024,Indianapolis,2024-09-22 12:30:00,simon mann,21,GTD,AF Corse,Ferrari 296 GT3,Ferrari,Silver,3,CHE,53,93.82,88.280,106.212,88.3195,88.91575,20.082,2,2,2,1,28.6,2
imsa,2024,Indianapolis,2024-09-22 12:30:00,bijoy garg,22,LMP2,United Autosports USA,ORECA LMP2 07,ORECA,Silver,3,USA,56,96.99,87.334,103.917,NULL,NULL,22.822,0,0,0,0,NULL,2
imsa,2024,Indianapolis,2024-09-22 12:30:00,daniel goldburg,22,LMP2,United Autosports USA,ORECA LMP2 07,ORECA,Bronze,2,USA,48,100.46,79.585,125.581,79.742,80.34775,31.92,2,2,2,2,25.0,1
imsa,2024,Indianapolis,2024-09-22 12:30:00,paul di resta,22,LMP2,United Autosports USA,ORECA LMP2 07,ORECA,Platinum,5,MCO,110,164.36,78.283,89.653,78.70275,78.993875,19.639,20,20,20,20,25.0,3
imsa,2024,Indianapolis,2024-09-22 12:30:00,alex riberas,23,GTDPRO,Heart of Racing Team,Aston Martin Vantage GT3 Evo,Aston Martin,Gold,4,ESP,70,140.84,84.437,120.723,84.56033333333333,84.6588,27.942,3,2,2,2,33.3,1
imsa,2024,Indianapolis,2024-09-22 12:30:00,ross gunn,23,GTDPRO,Heart of Racing Team,Aston Martin Vantage GT3 Evo,Aston Martin,Platinum,5,GBR,138,220.91,84.158,96.048,84.80239130434782,85.06771111111111,19.412,23,22,22,22,25.8,2
