POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,37,COOL Racing,Niklas KRUETTEN,Yifei YE,Nicolas LAPIERRE,,Oreca 07 - Gibson,G,LMP2,,,Classified,22,1:01'25.043,,,10,2'07.548,197.7,,
2,22,United Autosports,Tom GAMBLE,Duncan TAPPY,Philip HANSON,,Oreca 07 - Gibson,G,LMP2,,,Classified,22,1:01'30.083,5.040,5.040,10,2'08.578,196.1,,
3,9,Prema Racing,Juan Manuel CORREA,Louis DELETRAZ,Ferdinand HABSBURG,,Oreca 07 - Gibson,G,LMP2,,,Classified,22,1:01'30.700,5.657,0.617,20,2'08.986,195.5,,
4,43,Inter Europol Competition,David HEINEMEIER-HANSSON,Pietro FITTIPALDI,Fabio SCHERER,,Oreca 07 - Gibson,G,LMP2,,,Classified,22,1:01'32.598,7.555,1.898,9,2'08.416,196.3,,
5,19,Algarve Pro Racing,Bent VISCAAL,Filip UGRAN,,,Oreca 07 - Gibson,G,LMP2,,,Classified,22,1:01'33.759,8.716,1.161,9,2'08.600,196.1,,
6,31,TDS Racing x Vaillante,Philippe CIMADOMO,Mathias BECHE,Tijmen VAN DER HELM,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,22,1:01'38.404,13.361,4.645,11,2'08.489,196.2,,
7,21,Mühlner Motorsport,Matthias KAISER,Thomas LAURENT,Ugo DE WILDE,,Oreca 07 - Gibson,G,LMP2,,,Classified,22,1:01'38.763,13.720,0.359,20,2'08.939,195.6,,
8,65,Panis Racing,Nicolas JAMIN,Job VAN UITERT,Julien CANAL,,Oreca 07 - Gibson,G,LMP2,,,Classified,22,1:01'44.513,19.470,5.750,9,2'10.159,193.7,,
9,30,Duqueine Team,Memo ROJAS,Richard BRADLEY,Mathieu DE BARBUAT,,Oreca 07 - Gibson,G,LMP2,,,Classified,22,1:01'53.596,28.553,9.083,19,2'09.342,194.9,,
10,34,Racing Team Turkey,Salih YOLUC,Charlie EASTWOOD,William STEVENS,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,22,1:02'01.650,36.607,8.054,21,2'09.819,194.2,,
11,88,AF Corse,François PERRODO,Nicklas NIELSEN,Alessio ROVERA,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,22,1:02'15.926,50.883,14.276,17,2'10.493,193.2,,
12,47,Algarve Pro Racing,John FALB,Alexander PERONI,James ALLEN,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,22,1:02'17.546,52.503,1.620,21,2'12.053,190.9,,
13,35,BHK Motorsport,Francesco DRACONE,Sergio CAMPANA,Markus POMMER,,Oreca 07 - Gibson,G,LMP2,,,Classified,22,1:03'22.477,1'57.434,1'04.931,20,2'13.105,189.4,,
14,14,Inter Europol Competition,James DAYSON,Noam ABRAMCZYK,Mateusz KAPRZYK,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,22,1:03'24.854,1'59.811,2.377,22,2'15.049,186.7,,
15,3,United Autosports,James MCGUIRE,Kay VAN BERLO,Andrew BENTLEY,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,21,1:01'19.317,1 Laps,1 Laps,21,2'16.789,184.3,,
16,2,United Autosports,Joshua CAYGILL,Bailey VOISIN,Finn GEHRSITZ,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,21,1:01'32.347,1 Laps,13.030,20,2'17.854,182.9,,
17,6,360 Racing,Terrence WOODWARD,Ross KAISER,Mark RICHARDS,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,21,1:01'41.690,1 Laps,9.343,17,2'18.497,182.1,,
