POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,24,Nielsen Racing,Cem BÖLÜKBASI,Ferdinand HABSBURG,Filipe ALBUQUERQUE,,Oreca 07 - Gibson,G,LMP2,,,Classified,50,2:01'44.054,,,50,2'07.652,164.2,,
2,10,Vector Sport,Ryan CULLEN,Vladislav LOMKO,Pietro FITTIPALDI,,Oreca 07 - Gibson,G,LMP2,,,Classified,50,2:02'04.294,20.240,20.240,50,2'09.656,161.6,,
3,18,IDEC Sport,Jamie CHADWICK,Mathys JAUBERT,Daniel JUNCADELLA,,Oreca 07 - Gibson,G,LMP2,,,Classified,50,2:02'05.083,21.029,0.789,49,2'09.744,161.5,,
4,77,Proton Competition,Giorgio RODA,René BINDER,Bent VISCAAL,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,50,2:02'09.341,25.287,4.258,50,2'08.965,162.5,,
5,47,CLX Motorsport,Manuel ESPIRITO SANTO,Enzo FITTIPALDI,Luis Felipe DERANI,,Oreca 07 - Gibson,G,LMP2,,,Classified,50,2:02'18.904,34.850,9.563,49,2'08.761,162.7,,
6,30,Duqueine Team,Francesco SIMONAZZI,Roy NISSANY,Reshad DE GÉRUS,,Oreca 07 - Gibson,G,LMP2,,,Classified,50,2:02'31.576,47.522,12.672,15,2'09.132,162.3,,
7,20,Algarve Pro Racing,Kriton LENTOUDIS,Alexander QUINN,Olli CALDWELL,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,50,2:02'34.966,50.912,3.390,48,2'09.803,161.4,,
8,25,Algarve Pro Racing,Matthias KAISER,Lorenzo FLUXA,Théo POURCHAIRE,,Oreca 07 - Gibson,G,LMP2,,,Classified,50,2:02'41.329,57.275,6.363,5,2'06.393,165.8,,
9,9,Iron Lynx - Proton,Jonas RIED,Maceo CAPIETTO,Matteo CAIROLI,,Oreca 07 - Gibson,G,LMP2,,,Classified,50,2:02'42.381,58.327,1.052,48,2'07.047,164.9,,
10,34,Inter Europol Competition,Pedro PERINO,Jean-Baptiste SIMMENAUER,Luca GHIOTTO,,Oreca 07 - Gibson,G,LMP2,,,Classified,50,2:03'03.247,1'19.193,20.866,14,2'09.656,161.6,,
11,43,Inter Europol Competition,Jakub SMIECHOWSKI,Tom DILLMANN,Nicholas YELLOLY,,Oreca 07 - Gibson,G,LMP2,,,Classified,50,2:03'19.213,1'35.159,15.966,5,2'06.387,165.8,,
12,29,TDS Racing,Rodrigo SALES,Mathias BECHE,Clément NOVALAK,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,50,2:03'27.856,1'43.802,8.643,42,2'08.494,163.1,,
13,27,Nielsen Racing,Anthony WELLS,James ALLEN,Sergio SETTE CAMARA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,50,2:03'31.132,1'47.078,3.276,5,2'06.713,165.4,,
14,21,United Autosports,Daniel SCHNEIDER,Marino SATO,Oliver JARVIS,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,50,2:03'45.332,2'01.278,14.200,48,2'09.974,161.2,,
15,48,VDS Panis Racing,Oliver GRAY,Charles MILESI,Esteban MASSON,,Oreca 07 - Gibson,G,LMP2,,,Classified,50,2:03'50.116,2'06.062,4.784,49,2'07.768,164.0,,
16,99,AO by TF,PJ HYETT,Louis DELÉTRAZ,Dane CAMERON,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,49,2:01'04.586,1 Laps,1 Laps,46,2'10.663,160.4,,
