POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,36,4,2:01.816,-,-,207.0,30,Alpine Endurance Team,HYPERCAR,,,Alpine A424,M,106979,6360,,6237,21,,,,ALPINE,,Frederic,Makowiecki,P,,FRA,,61,,,00:45:00,None,Jules,Gounon,P,,FRA,,9500,,,00:45:00,None,Victor,Martins,G,,FRA,,11671,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
2,12,4,2:01.879,+0.063,+0.063,206.9,35,Cadillac Hertz Team Jota,HYPERCAR,,,Cadillac V-Series.R,M,106967,6429,,6203,4097,,,,CADILLAC HTJ,,William,Stevens,P,,GBR,,1882,,,00:45:00,None,Norman,Nato,G,,FRA,,9032,,,00:45:00,None,Louis,Deletraz,G,,SUI,,9621,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
3,35,8,2:02.090,+0.274,+0.211,206.5,30,Alpine Endurance Team,HYPERCAR,,,Alpine A424,M,106978,6360,,6237,21,,,,ALPINE,,Antonio,Felix da Costa,P,,POR,FDC,9024,,,00:45:00,None,Charles,Milesi,G,,FRA,,9594,,,00:45:00,None,Ferdinand,Habsburg,G,,AUT,,10000,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
4,20,4,2:02.179,+0.363,+0.089,206.4,31,BMW M Team WRT,HYPERCAR,,,BMW M Hybrid V8,M,106971,6359,,6276,4354,,,,BMW M TEAM WRT,,Robin,Frijns,P,,NED,,9871,,,00:45:00,None,Rene,Rast,P,,GER,,307,,,00:45:00,None,Sheldon,van der Linde,P,,RSA,,11274,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
5,009,8,2:02.294,+0.478,+0.115,206.2,33,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,106965,6427,,6273,260,,,,ASTON MARTIN,,Alexander,Riberas,G,,ESP,,10376,,,00:45:00,None,Marco,Sorensen,P,,DEN,,7812,,,00:45:00,None,,,,,,,,,,,,,,,,,,,,,,,,,
6,15,4,2:02.360,+0.544,+0.066,206.1,36,BMW M Team WRT,HYPERCAR,,,BMW M Hybrid V8,M,106968,6359,,6276,4354,,,,BMW M TEAM WRT,,Kevin,Magnussen,P,,DEN,,10211,,,00:45:00,None,Raffaele,Marciello,P,,SUI,,10402,,,00:45:00,None,Dries,Vanthoor,P,,BEL,,8292,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
7,50,9,2:02.381,+0.565,+0.021,206.0,33,Ferrari AF Corse,HYPERCAR,,,Ferrari 499P,M,106981,6293,,6192,3,,,,FERRARI AF CORSE,,Antonio,Fuoco,P,,ITA,,10091,,,00:45:00,None,Miguel,Molina,P,,ESP,,8526,,,00:45:00,None,Nicklas,Nielsen,P,,DEN,,9432,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
8,94,4,2:02.401,+0.585,+0.020,206.0,29,Peugeot Totalenergies,HYPERCAR,,,Peugeot 9X8,M,106996,6151,,6112,4014,,,,PEUGEOT TE,,Loic,Duval,P,,FRA,,14,,,00:45:00,None,Malthe,Jakobsen,G,,DEN,,9610,,,00:45:00,None,Theo,Pourchaire,P,,FRA,,11672,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
9,007,11,2:02.416,+0.600,+0.015,206.0,30,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,106962,6427,,6273,260,,,,ASTON MARTIN,,Harry,Tincknell,P,,GBR,,303,,,00:45:00,None,Thomas,Gamble,G,,GBR,,9549,,,00:45:00,None,,,,,,,,,,,,,,,,,,,,,,,,,
10,83,4,2:02.449,+0.633,+0.033,205.9,32,AF Corse,HYPERCAR,,,Ferrari 499P,M,106990,16,,6192,3,,,HWC,AF CORSE,,Yifei,Ye,G,,CHN,,10068,,,00:45:00,None,Robert,Kubica,P,,POL,,8438,,,00:45:00,None,Philip,Hanson,G,,GBR,,1946,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
11,7,4,2:02.527,+0.711,+0.078,205.8,34,Toyota Racing,HYPERCAR,,,Toyota TR010 Hybrid,M,106963,4,,6293,2,,,,TOYOTA RACING,,Michael,Conway,P,,GBR,,215,,,00:45:00,None,Kamui,Kobayashi,P,,JPN,,210,,,00:45:00,None,Nick,de Vries,P,,NED,DEV,9152,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
12,51,4,2:02.956,+1.140,+0.429,205.1,34,Ferrari AF Corse,HYPERCAR,,,Ferrari 499P,M,106982,6293,,6192,3,,,,FERRARI AF CORSE,,Alessandro,Pier Guidi,P,,ITA,PGU,340,,,00:45:00,None,James,Calado,P,,GBR,,300,,,00:45:00,None,Antonio,Giovinazzi,P,,ITA,,1976,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
13,8,5,2:03.404,+1.588,+0.448,204.3,33,Toyota Racing,HYPERCAR,,,Toyota TR010 Hybrid,M,106964,4,,6293,2,,,,TOYOTA RACING,,Sebastien,Buemi,P,,SUI,,138,,,00:45:00,None,Brendon,Hartley,P,,NZL,,152,,,00:45:00,None,Ryo,Hirakawa,P,,JPN,,8166,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
14,93,4,2:03.529,+1.713,+0.125,204.1,29,Peugeot Totalenergies,HYPERCAR,,,Peugeot 9X8,M,106995,6151,,6112,4014,,,,PEUGEOT TE,,Paul,di Resta,P,,GBR,DIR,9293,,,00:45:00,None,Stoffel,Vandoorne,P,,BEL,,9520,,,00:45:00,None,Nicholas,Cassidy,P,,NZL,,9714,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
15,38,12,2:03.536,+1.720,+0.007,204.1,34,Cadillac Hertz Team Jota,HYPERCAR,,,Cadillac V-Series.R,M,106980,6429,,6203,4097,,,,CADILLAC HTJ,,Earl,Bamber,P,,NZL,,1290,,,00:45:00,None,Sebastien,Bourdais,P,,FRA,,98,,,00:45:00,None,Jack,Aitken,P,,GBR,,10508,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
16,19,4,2:03.648,+1.832,+0.112,203.9,31,Genesis Magma Racing,HYPERCAR,,,Genesis GMR-001-Hypercar,M,106970,7119,,6291,4452,,,,GENESIS MAGMA,,Mathieu,Jaminet,P,,FRA,,9415,,,00:45:00,None,Paul-Loup,Chatin,G,,FRA,,313,,,00:45:00,None,Daniel,Juncadella,P,,ESP,,11275,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
17,17,4,2:04.478,+2.662,+0.830,202.6,32,Genesis Magma Racing,HYPERCAR,,,Genesis GMR-001-Hypercar,M,106969,7119,,6291,4452,,,,GENESIS MAGMA,,Andre,Lotterer,P,,GER,,7,,,00:45:00,None,Luis,Felipe Derani,P,,BRA,,524,,,00:45:00,None,Mathys,Jaubert,S,,FRA,,10748,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
18,23,10,2:17.769,+15.953,+13.291,183.0,29,Heart of Racing Team,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,106973,6366,,6242,260,,,,HEART OF RACING,,Gray,Newell,B,,USA,,11466,,,01:45:00,None,Eduardo,Barrichello,S,,BRA,,11849,,,01:45:00,None,Jonny,Adam,P,,GBR,,194,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
19,34,4,2:17.971,+16.155,+0.202,182.7,28,Racing Team Turkey by TF,LMGT3,,,Corvette Z06 LMGT3.R,G,106977,7261,,6244,4230,,,,RTT BY TF,,Peter,Dempsey,B,,IRL,,43215,,,01:45:00,None,Salih,Yoluc,S,,TUR,,1346,,,01:45:00,None,Charles,Eastwood,G,,IRL,,9016,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
20,79,3,2:18.210,+16.394,+0.239,182.4,25,Iron Lynx,LMGT3,,,Mercedes-AMG LMGT3,G,106989,5979,,6272,4314,,,,IRON LYNX,,Johannes,Zelger,B,,ITA,,11597,,,01:45:00,None,Matteo,Cressoni,S,,ITA,,338,,,01:45:00,None,Lin,Hodenius,S,,NED,,11868,,,01:45:00,None,,,,,,,,,,,,,,,,,,,
21,21,3,2:18.220,+16.404,+0.010,182.4,30,Vista AF Corse,LMGT3,,,Ferrari 296 LMGT3 Evo,G,106972,6367,,6289,3,,,,VISTA AF CORSE,,Francois,Heriau,B,,FRA,,1630,,,01:45:00,None,Simon,Mann,S,,USA,,10161,,,01:45:00,None,Alessio,Rovera,P,,ITA,,9837,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
22,78,4,2:18.396,+16.580,+0.176,182.2,24,Akkodis ASP Team,LMGT3,,,Lexus RC F LMGT3,G,106988,6361,,6248,4443,,,,AKKODIS ASP,,Thomas,van Rompuy,B,,BEL,VRO,10426,,,01:45:00,None,Hadrien,David,S,,FRA,,11284,,,01:45:00,None,Esteban,Masson,G,,FRA,,11272,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
23,87,3,2:18.551,+16.735,+0.155,182.0,30,Akkodis ASP Team,LMGT3,,,Lexus RC F LMGT3,G,106991,6361,,6248,4443,,,,AKKODIS ASP,,Petru,Umbrarescu,B,,ROU,,11848,,,01:45:00,None,Clemens,Schmid,S,,AUT,,11594,,,01:45:00,None,Jose,Maria Lopez,P,,ARG,,8418,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
24,58,19,2:18.597,+16.781,+0.046,181.9,20,Garage 59,LMGT3,,,McLaren 720S LMGT3 Evo,G,106984,5770,,6249,60,,,,GARAGE 59,,Alexander,West,B,,SWE,,8800,,,01:45:00,None,Finn,Gehrsitz,S,,GER,,10113,,,01:45:00,None,Benjamin,Goethe,G,,DEN,,10156,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
25,54,20,2:18.657,+16.841,+0.060,181.8,30,Vista AF Corse,LMGT3,,,Ferrari 296 LMGT3 Evo,G,106983,6367,,6289,3,,,,VISTA AF CORSE,,Thomas,Flohr,B,,SUI,,454,,,01:45:00,None,Francesco,Castellacci,S,,MON,,456,,,01:45:00,None,Davide,Rigon,P,,ITA,,266,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
26,33,4,2:18.688,+16.872,+0.031,181.8,28,TF Sport,LMGT3,,,Corvette Z06 LMGT3.R,G,106976,364,,6244,4230,,,,TF SPORT,,Blake,McDonald,B,,USA,,11370,,,01:45:00,None,Jonny,Edgar,S,,GBR,,11280,,,01:45:00,None,Nicky,Catsburg,P,,NED,,9020,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
27,88,5,2:18.727,+16.911,+0.039,181.8,30,Proton Competition,LMGT3,,,Ford Mustang LMGT3,G,106992,45,,6246,268,,,,PROTON,,Stefano,Gattuso,B,,ITA,,11678,,,01:45:00,None,Giammarco,Levorato,S,,ITA,,11147,,,01:45:00,None,Logan,Sargeant,P,,USA,,10110,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
28,10,28,2:18.792,+16.976,+0.065,181.7,28,Garage 59,LMGT3,,,McLaren 720S LMGT3 Evo,G,106966,5770,,6249,60,,,,GARAGE 59,,Antares,AU,B,,HKG,AU,10412,,,01:45:00,None,Thomas,Fleming,S,,GBR,,11651,,,01:45:00,None,Marvin,Kirchhofer,P,,GER,,10411,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
29,92,16,2:18.882,+17.066,+0.090,181.6,31,The Bend Manthey,LMGT3,,,Porsche 911 GT3 R LMGT3,G,106994,7241,,6250,4368,,,,THEBEND MANTHEY,,Yasser,Shahin,B,,AUS,,10844,,,01:45:00,None,Riccardo,Pera,S,,ITA,,9187,,,01:45:00,None,Richard,Lietz,P,,AUT,,66,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
