POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,20,BMW M Team WRT,Robin FRIJNS,René RAST,Sheldon VAN DER LINDE,,BMW M Hybrid V8,M,HYPERCAR,,,Classified,131,5:02'16.755,,,52,2'04.391,202.7,,
2,15,BMW M Team WRT,Kevin MAGNUSSEN,Raffaele MARCIELLO,Dries VANTHOOR,,BMW M Hybrid V8,M,HYPERCAR,,,Classified,131,5:02'47.726,30.971,30.971,113,2'04.517,202.5,,
3,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,,,Classified,131,5:02'51.277,34.522,3.551,113,2'04.569,202.4,,
4,35,Alpine Endurance Team,António FÉLIX DA COSTA,Charles MILESI,Ferdinand HABSBURG,,Alpine A424,M,HYPERCAR,,,Classified,131,5:02'58.487,41.732,7.210,55,2'04.878,201.9,,
5,009,Aston Martin Thor Team,Alex RIBERAS,Marco SØRENSEN,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,131,5:03'01.363,44.608,2.876,56,2'04.594,202.4,,
6,7,Toyota Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota TR010 Hybrid,M,HYPERCAR,,,Classified,131,5:03'06.088,49.333,4.725,69,2'05.374,201.1,,
7,007,Aston Martin Thor Team,Harry TINCKNELL,Tom GAMBLE,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,131,5:03'13.600,56.845,7.512,128,2'04.453,202.6,,
8,83,AF Corse,Yifei YE,Robert KUBICA,Philip HANSON,,Ferrari 499P,M,HYPERCAR,,,Classified,131,5:03'40.924,1'24.169,27.324,52,2'04.695,202.2,,
9,93,Peugeot Totalenergies,Paul DI RESTA,Stoffel VANDOORNE,Nick CASSIDY,,Peugeot 9X8,M,HYPERCAR,,,Classified,131,5:03'52.042,1'35.287,11.118,101,2'04.933,201.8,,
10,17,Genesis Magma Racing,André LOTTERER,Luis Felipe DERANI,Mathys JAUBERT,,Genesis GMR-001-Hypercar,M,HYPERCAR,,,Classified,131,5:03'54.021,1'37.266,1.979,58,2'04.525,202.5,,
11,12,Cadillac Hertz Team Jota,Will STEVENS,Norman NATO,Louis DELÉTRAZ,,Cadillac V-Series.R,M,HYPERCAR,,,Classified,131,5:04'02.600,1'45.845,8.579,22,2'04.891,201.9,,
12,8,Toyota Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota TR010 Hybrid,M,HYPERCAR,,,Classified,131,5:05'46.059,3'29.304,1'43.459,112,2'04.798,202.0,,
13,36,Alpine Endurance Team,Frédéric MAKOWIECKI,Jules GOUNON,Victor MARTINS,,Alpine A424,M,HYPERCAR,,,Classified,131,5:06'31.187,4'14.432,45.128,68,2'05.074,201.6,,
14,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,,,Classified,129,4:57'41.017,2 Laps,2 Laps,58,2'04.866,201.9,,
15,19,Genesis Magma Racing,Mathieu JAMINET,Paul-Loup CHATIN,Daniel JUNCADELLA,,Genesis GMR-001-Hypercar,M,HYPERCAR,,,Classified,123,5:04'05.542,8 Laps,6 Laps,43,2'05.264,201.3,,
16,21,Vista AF Corse,François HÉRIAU,Simon MANN,Alessio ROVERA,,Ferrari 296 LMGT3 Evo,G,LMGT3,,,Classified,120,5:03'11.018,11 Laps,3 Laps,102,2'18.281,182.3,,
17,10,Garage 59,Antares AU,Thomas FLEMING,Marvin KIRCHHÖFER,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,120,5:03'11.668,11 Laps,0.650,47,2'18.563,182.0,,
18,27,Heart of Racing Team,Ian JAMES,Zacharie ROBICHON,Mattia DRUDI,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,120,5:03'29.363,11 Laps,17.695,102,2'19.374,180.9,,
19,92,The Bend Manthey,Yasser SHAHIN,Riccardo PERA,Richard LIETZ,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,120,5:03'33.474,11 Laps,4.111,102,2'19.287,181.0,,
20,34,Racing Team Turkey by TF,Peter DEMPSEY,Salih YOLUÇ,Charlie EASTWOOD,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,120,5:03'39.489,11 Laps,6.015,103,2'19.246,181.1,,
21,91,Manthey DK Engineering,James COTTINGHAM,Timur BOGUSLAVSKIY,Ayhancan GÜVEN,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,120,5:04'04.382,11 Laps,24.893,108,2'19.585,180.6,,
22,58,Garage 59,Alexander WEST,Finn GEHRSITZ,Benjamin GOETHE,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,120,5:04'08.469,11 Laps,4.087,47,2'18.858,181.6,,
23,33,TF Sport,Blake MCDONALD,Jonny EDGAR,Nicky CATSBURG,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,120,5:04'08.930,11 Laps,0.461,107,2'20.067,180.0,,
24,87,Akkodis ASP Team,Petru UMBRÄRESCU,Clemens SCHMID,José María LÓPEZ,,Lexus RC F LMGT3,G,LMGT3,,,Classified,120,5:04'11.577,11 Laps,2.647,50,2'19.009,181.4,,
25,69,Team WRT,Anthony MCINTOSH,Parker THOMPSON,Daniel HARPER,,BMW M4 LMGT3 Evo,G,LMGT3,,,Classified,120,5:04'26.622,11 Laps,15.045,82,2'19.803,180.4,,
26,23,Heart of Racing Team,Gray NEWELL,Eduardo BARRICHELLO,Jonny ADAM,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,120,5:04'26.970,11 Laps,0.348,83,2'19.420,180.9,,
27,32,Team WRT,Darren LEUNG,Sean GELAEL,Augusto FARFUS,,BMW M4 LMGT3 Evo,G,LMGT3,,,Classified,120,5:06'29.682,11 Laps,2'02.712,103,2'19.376,180.9,,
28,88,Proton Competition,Stefano GATTUSO,Giammarco LEVORATO,Logan SARGEANT,,Ford Mustang LMGT3,G,LMGT3,,,Classified,120,5:06'29.942,11 Laps,0.260,53,2'19.120,181.2,,
29,61,Iron Lynx,Martin BERRY,Rui ANDRADE,Maxime MARTIN,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,120,5:06'38.359,11 Laps,8.417,107,2'19.463,180.8,,
30,54,Vista AF Corse,Thomas FLOHR,Francesco CASTELLACCI,Davide RIGON,,Ferrari 296 LMGT3 Evo,G,LMGT3,,,Classified,119,5:04'08.311,12 Laps,1 Laps,102,2'19.492,180.8,,
