POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,20,BMW M Team WRT,Robin FRIJNS,René RAST,Sheldon VAN DER LINDE,,BMW M Hybrid V8,M,HYPERCAR,,,Classified,107,4:04'57.272,,,52,2'04.391,202.7,,
2,8,Toyota Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota TR010 Hybrid,M,HYPERCAR,,,Classified,107,4:05'02.644,5.372,5.372,44,2'05.061,201.6,,
3,35,Alpine Endurance Team,António FÉLIX DA COSTA,Charles MILESI,Ferdinand HABSBURG,,Alpine A424,M,HYPERCAR,,,Classified,107,4:05'03.539,6.267,0.895,55,2'04.878,201.9,,
4,15,BMW M Team WRT,Kevin MAGNUSSEN,Raffaele MARCIELLO,Dries VANTHOOR,,BMW M Hybrid V8,M,HYPERCAR,,,Classified,107,4:05'08.970,11.698,5.431,24,2'05.068,201.6,,
5,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,,,Classified,107,4:05'17.254,19.982,8.284,58,2'04.728,202.2,,
6,009,Aston Martin Thor Team,Alex RIBERAS,Marco SØRENSEN,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,107,4:05'19.118,21.846,1.864,56,2'04.594,202.4,,
7,12,Cadillac Hertz Team Jota,Will STEVENS,Norman NATO,Louis DELÉTRAZ,,Cadillac V-Series.R,M,HYPERCAR,,,Classified,107,4:05'26.538,29.266,7.420,22,2'04.891,201.9,,
8,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,,,Classified,107,4:05'33.340,36.068,6.802,58,2'04.866,201.9,,
9,36,Alpine Endurance Team,Frédéric MAKOWIECKI,Jules GOUNON,Victor MARTINS,,Alpine A424,M,HYPERCAR,,,Classified,107,4:05'34.075,36.803,0.735,68,2'05.074,201.6,,
10,7,Toyota Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota TR010 Hybrid,M,HYPERCAR,,,Classified,107,4:05'35.673,38.401,1.598,69,2'05.374,201.1,,
11,007,Aston Martin Thor Team,Harry TINCKNELL,Tom GAMBLE,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,107,4:05'40.033,42.761,4.360,24,2'04.739,202.1,,
12,93,Peugeot Totalenergies,Paul DI RESTA,Stoffel VANDOORNE,Nick CASSIDY,,Peugeot 9X8,M,HYPERCAR,,,Classified,107,4:05'41.804,44.532,1.771,101,2'04.933,201.8,,
13,83,AF Corse,Yifei YE,Robert KUBICA,Philip HANSON,,Ferrari 499P,M,HYPERCAR,,,Classified,107,4:05'44.403,47.131,2.599,52,2'04.695,202.2,,
14,17,Genesis Magma Racing,André LOTTERER,Luis Felipe DERANI,Mathys JAUBERT,,Genesis GMR-001-Hypercar,M,HYPERCAR,,,Classified,107,4:05'52.211,54.939,7.808,58,2'04.525,202.5,,
15,19,Genesis Magma Racing,Mathieu JAMINET,Paul-Loup CHATIN,Daniel JUNCADELLA,,Genesis GMR-001-Hypercar,M,HYPERCAR,,,Classified,99,4:05'01.689,8 Laps,8 Laps,43,2'05.264,201.3,,
16,21,Vista AF Corse,François HÉRIAU,Simon MANN,Alessio ROVERA,,Ferrari 296 LMGT3 Evo,G,LMGT3,,,Classified,98,4:06'14.163,9 Laps,1 Laps,53,2'19.187,181.2,,
17,10,Garage 59,Antares AU,Thomas FLEMING,Marvin KIRCHHÖFER,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,98,4:06'15.232,9 Laps,1.069,47,2'18.563,182.0,,
18,78,Akkodis ASP Team,Tom VAN ROMPUY,Hadrien DAVID,Esteban MASSON,,Lexus RC F LMGT3,G,LMGT3,,,Classified,98,4:08'46.099,9 Laps,2'30.867,78,2'19.705,180.5,,
19,27,Heart of Racing Team,Ian JAMES,Zacharie ROBICHON,Mattia DRUDI,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,98,4:08'50.480,9 Laps,4.381,76,2'19.453,180.8,,
20,92,The Bend Manthey,Yasser SHAHIN,Riccardo PERA,Richard LIETZ,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,98,4:08'53.297,9 Laps,2.817,60,2'19.845,180.3,,
21,34,Racing Team Turkey by TF,Peter DEMPSEY,Salih YOLUÇ,Charlie EASTWOOD,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,98,4:08'54.851,9 Laps,1.554,79,2'19.805,180.4,,
22,32,Team WRT,Darren LEUNG,Sean GELAEL,Augusto FARFUS,,BMW M4 LMGT3 Evo,G,LMGT3,,,Classified,98,4:08'56.008,9 Laps,1.157,53,2'20.129,179.9,,
23,61,Iron Lynx,Martin BERRY,Rui ANDRADE,Maxime MARTIN,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,98,4:08'57.300,9 Laps,1.292,55,2'19.572,180.7,,
24,87,Akkodis ASP Team,Petru UMBRÄRESCU,Clemens SCHMID,José María LÓPEZ,,Lexus RC F LMGT3,G,LMGT3,,,Classified,98,4:08'57.874,9 Laps,0.574,50,2'19.009,181.4,,
25,33,TF Sport,Blake MCDONALD,Jonny EDGAR,Nicky CATSBURG,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,98,4:08'58.809,9 Laps,0.935,78,2'20.183,179.9,,
26,91,Manthey DK Engineering,James COTTINGHAM,Timur BOGUSLAVSKIY,Ayhancan GÜVEN,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,98,4:09'00.009,9 Laps,1.200,61,2'20.127,179.9,,
27,88,Proton Competition,Stefano GATTUSO,Giammarco LEVORATO,Logan SARGEANT,,Ford Mustang LMGT3,G,LMGT3,,,Classified,98,4:09'00.550,9 Laps,0.541,53,2'19.120,181.2,,
28,69,Team WRT,Anthony MCINTOSH,Parker THOMPSON,Daniel HARPER,,BMW M4 LMGT3 Evo,G,LMGT3,,,Classified,98,4:09'02.568,9 Laps,2.018,82,2'19.803,180.4,,
29,58,Garage 59,Alexander WEST,Finn GEHRSITZ,Benjamin GOETHE,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,98,4:09'03.681,9 Laps,1.113,47,2'18.858,181.6,,
30,23,Heart of Racing Team,Gray NEWELL,Eduardo BARRICHELLO,Jonny ADAM,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,98,4:09'06.011,9 Laps,2.330,83,2'19.420,180.9,,
31,54,Vista AF Corse,Thomas FLOHR,Francesco CASTELLACCI,Davide RIGON,,Ferrari 296 LMGT3 Evo,G,LMGT3,,,Classified,97,4:08'47.274,10 Laps,1 Laps,54,2'19.670,180.5,,
32,79,Iron Lynx,Johannes ZELGER,Matteo CRESSONI,Lin HODENIUS,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,93,3:50'25.935,14 Laps,4 Laps,47,2'19.407,180.9,,
33,77,Proton Competition,Eric POWELL,Ben TUCK,Sebastian PRIAULX,,Ford Mustang LMGT3,G,LMGT3,,,Classified,88,4:09'04.624,19 Laps,5 Laps,72,2'19.734,180.4,,
34,94,Peugeot Totalenergies,Loïc DUVAL,Malthe JAKOBSEN,Théo POURCHAIRE,,Peugeot 9X8,M,HYPERCAR,,,Retired,103,3:51'31.520,4 Laps,-15 Laps,3,2'05.092,201.6,,
35,38,Cadillac Hertz Team Jota,Earl BAMBER,Sébastien BOURDAIS,Jack AITKEN,,Cadillac V-Series.R,M,HYPERCAR,,,Retired,85,3:40'57.271,22 Laps,18 Laps,21,2'04.848,202.0,,
