POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
11,38,16,2:04.494,+1.539,+0.049,202.5,31,Cadillac Hertz Team Jota,HYPERCAR,,,Cadillac V-Series.R,M,106980,6429,,6203,4097,,,,CADILLAC HTJ,,Earl,Bamber,P,,NZL,,1290,,,00:45:00,None,Sebastien,Bourdais,P,,FRA,,98,,,00:45:00,None,Jack,Aitken,P,,GBR,,10508,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
12,93,4,2:04.785,+1.830,+0.291,202.1,36,Peugeot Totalenergies,HYPERCAR,,,Peugeot 9X8,M,106995,6151,,6112,4014,,,,PEUGEOT TE,,Paul,di Resta,P,,GBR,DIR,9293,,,00:45:00,None,Stoffel,Vandoorne,P,,BEL,,9520,,,00:45:00,None,Nicholas,Cassidy,P,,NZL,,9714,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
13,17,34,2:04.938,+1.983,+0.153,201.8,36,Genesis Magma Racing,HYPERCAR,,,Genesis GMR-001-Hypercar,M,106969,7119,,6291,4452,,,,GENESIS MAGMA,,Andre,Lotterer,P,,GER,,7,,,00:45:00,None,Luis,Felipe Derani,P,,BRA,,524,,,00:45:00,None,Mathys,Jaubert,S,,FRA,,10748,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
14,8,6,2:05.118,+2.163,+0.180,201.5,38,Toyota Racing,HYPERCAR,,,Toyota TR010 Hybrid,M,106964,4,,6293,2,,,,TOYOTA RACING,,Sebastien,Buemi,P,,SUI,,138,,,00:45:00,None,Brendon,Hartley,P,,NZL,,152,,,00:45:00,None,Ryo,Hirakawa,P,,JPN,,8166,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
15,12,9,2:05.152,+2.197,+0.034,201.5,35,Cadillac Hertz Team Jota,HYPERCAR,,,Cadillac V-Series.R,M,106967,6429,,6203,4097,,,,CADILLAC HTJ,,William,Stevens,P,,GBR,,1882,,,00:45:00,None,Norman,Nato,G,,FRA,,9032,,,00:45:00,None,Louis,Deletraz,G,,SUI,,9621,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
16,19,22,2:05.187,+2.232,+0.035,201.4,38,Genesis Magma Racing,HYPERCAR,,,Genesis GMR-001-Hypercar,M,106970,7119,,6291,4452,,,,GENESIS MAGMA,,Mathieu,Jaminet,P,,FRA,,9415,,,00:45:00,None,Paul-Loup,Chatin,G,,FRA,,313,,,00:45:00,None,Daniel,Juncadella,P,,ESP,,11275,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
17,7,19,2:05.537,+2.582,+0.350,200.9,37,Toyota Racing,HYPERCAR,,,Toyota TR010 Hybrid,M,106963,4,,6293,2,,,,TOYOTA RACING,,Michael,Conway,P,,GBR,,215,,,00:45:00,None,Kamui,Kobayashi,P,,JPN,,210,,,00:45:00,None,Nick,de Vries,P,,NED,DEV,9152,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
18,34,6,2:18.034,+15.079,+12.497,182.7,32,Racing Team Turkey by TF,LMGT3,,,Corvette Z06 LMGT3.R,G,106977,7261,,6244,4230,,,,RTT BY TF,,Peter,Dempsey,B,,IRL,,43215,,,01:45:00,None,Salih,Yoluc,S,,TUR,,1346,,,01:45:00,None,Charles,Eastwood,G,,IRL,,9016,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
19,21,4,2:18.400,+15.445,+0.366,182.2,34,Vista AF Corse,LMGT3,,,Ferrari 296 LMGT3 Evo,G,106972,6367,,6289,3,,,,VISTA AF CORSE,,Francois,Heriau,B,,FRA,,1630,,,01:45:00,None,Simon,Mann,S,,USA,,10161,,,01:45:00,None,Alessio,Rovera,P,,ITA,,9837,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
20,10,20,2:18.504,+15.549,+0.104,182.0,29,Garage 59,LMGT3,,,McLaren 720S LMGT3 Evo,G,106966,5770,,6249,60,,,,GARAGE 59,,Antares,AU,B,,HKG,AU,10412,,,01:45:00,None,Thomas,Fleming,S,,GBR,,11651,,,01:45:00,None,Marvin,Kirchhofer,P,,GER,,10411,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
21,87,4,2:18.565,+15.610,+0.061,182.0,33,Akkodis ASP Team,LMGT3,,,Lexus RC F LMGT3,G,106991,6361,,6248,4443,,,,AKKODIS ASP,,Petru,Umbrarescu,B,,ROU,,11848,,,01:45:00,None,Clemens,Schmid,S,,AUT,,11594,,,01:45:00,None,Jose,Maria Lopez,P,,ARG,,8418,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
22,61,5,2:18.763,+15.808,+0.198,181.7,33,Iron Lynx,LMGT3,,,Mercedes-AMG LMGT3,G,106985,5979,,6272,4314,,,,IRON LYNX,,Martin,Berry,B,,AUS,,10878,,,01:45:00,None,Rui,Andrade,S,,ANG,,9873,,,01:45:00,None,Maxime,Martin,P,,BEL,,157,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
23,58,3,2:19.010,+16.055,+0.247,181.4,32,Garage 59,LMGT3,,,McLaren 720S LMGT3 Evo,G,106984,5770,,6249,60,,,,GARAGE 59,,Alexander,West,B,,SWE,,8800,,,01:45:00,None,Finn,Gehrsitz,S,,GER,,10113,,,01:45:00,None,Benjamin,Goethe,G,,DEN,,10156,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
24,78,5,2:19.039,+16.084,+0.029,181.3,32,Akkodis ASP Team,LMGT3,,,Lexus RC F LMGT3,G,106988,6361,,6248,4443,,,,AKKODIS ASP,,Thomas,van Rompuy,B,,BEL,VRO,10426,,,01:45:00,None,Hadrien,David,S,,FRA,,11284,,,01:45:00,None,Esteban,Masson,G,,FRA,,11272,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
25,88,5,2:19.041,+16.086,+0.002,181.3,33,Proton Competition,LMGT3,,,Ford Mustang LMGT3,G,106992,45,,6246,268,,,,PROTON,,Stefano,Gattuso,B,,ITA,,11678,,,01:45:00,None,Giammarco,Levorato,S,,ITA,,11147,,,01:45:00,None,Logan,Sargeant,P,,USA,,10110,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
26,32,4,2:19.139,+16.184,+0.098,181.2,33,Team WRT,LMGT3,,,BMW M4 LMGT3 Evo,G,106975,5518,,6290,4354,,,,TEAM WRT,,Darren,Leung,B,,GBR,,11277,,,01:45:00,None,Sean,Galael,S,,INA,,1968,,,01:45:00,None,Augusto,Farfus,P,,BRA,,9022,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
27,91,7,2:19.148,+16.193,+0.009,181.2,32,Manthey DK Engineering,LMGT3,,,Porsche 911 GT3 R LMGT3,G,106993,7240,,6250,4368,,,,MANTHEY DK ENG,,James,Cottingham,B,,GBR,,8246,,,01:45:00,None,Timur,Boguslavskiy,S,,,,8872,,,01:45:00,None,Ayhancan,Guven,P,,TUR,,10900,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
28,79,5,2:19.165,+16.210,+0.017,181.2,32,Iron Lynx,LMGT3,,,Mercedes-AMG LMGT3,G,106989,5979,,6272,4314,,,,IRON LYNX,,Johannes,Zelger,B,,ITA,,11597,,,01:45:00,None,Matteo,Cressoni,S,,ITA,,338,,,01:45:00,None,Lin,Hodenius,S,,NED,,11868,,,01:45:00,None,,,,,,,,,,,,,,,,,,,
29,33,4,2:19.218,+16.263,+0.053,181.1,32,TF Sport,LMGT3,,,Corvette Z06 LMGT3.R,G,106976,364,,6244,4230,,,,TF SPORT,,Blake,McDonald,B,,USA,,11370,,,01:45:00,None,Jonny,Edgar,S,,GBR,,11280,,,01:45:00,None,Nicky,Catsburg,P,,NED,,9020,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
30,54,6,2:19.437,+16.482,+0.219,180.8,33,Vista AF Corse,LMGT3,,,Ferrari 296 LMGT3 Evo,G,106983,6367,,6289,3,,,,VISTA AF CORSE,,Thomas,Flohr,B,,SUI,,454,,,01:45:00,None,Francesco,Castellacci,S,,MON,,456,,,01:45:00,None,Davide,Rigon,P,,ITA,,266,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
31,92,4,2:19.440,+16.485,+0.003,180.8,26,The Bend Manthey,LMGT3,,,Porsche 911 GT3 R LMGT3,G,106994,7241,,6250,4368,,,,THEBEND MANTHEY,,Yasser,Shahin,B,,AUS,,10844,,,01:45:00,None,Riccardo,Pera,S,,ITA,,9187,,,01:45:00,None,Richard,Lietz,P,,AUT,,66,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
32,69,4,2:19.670,+16.715,+0.230,180.5,31,Team WRT,LMGT3,,,BMW M4 LMGT3 Evo,G,106986,5518,,6290,4354,,,,TEAM WRT,,Anthony,McIntosh,B,,USA,,11538,,,01:45:00,None,Parker,Thompson,S,,CAN,,11770,,,01:45:00,None,Daniel,Harper,P,,GBR,,43294,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
33,27,3,2:19.909,+16.954,+0.239,180.2,30,Heart of Racing Team,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,106974,6366,,6242,260,,,,HEART OF RACING,,Ian,James,B,,USA,,6531,,,01:45:00,None,Zacharie,Robichon,S,,CAN,,10636,,,01:45:00,None,Mattia,Drudi,P,,ITA,,9323,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
34,23,4,2:19.964,+17.009,+0.055,180.1,33,Heart of Racing Team,LMGT3,,,Aston Martin Vantage AMR LMGT3,G,106973,6366,,6242,260,,,,HEART OF RACING,,Gray,Newell,B,,USA,,11466,,,01:45:00,None,Eduardo,Barrichello,S,,BRA,,11849,,,01:45:00,None,Jonny,Adam,P,,GBR,,194,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
35,77,4,2:20.442,+17.487,+0.478,179.5,27,Proton Competition,LMGT3,,,Ford Mustang LMGT3,G,106987,45,,6246,268,,,,PROTON,,Eric,Powell,B,,USA,,43255,,,01:45:00,None,Benjamin,Tuck,S,,GBR,,10972,,,01:45:00,None,Sebastian,Priaulx,G,,GBR,,10539,,,00:45:00,None,,,,,,,,,,,,,,,,,,,
