POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,51,30,1:48.559,-,-,179.5,49,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,77880,6293,4169,6192,3,119,,,,,Lilou,WADOUX,,,FRA,,10297,70,,,,Shwartzman,ROBERT,,,ISR,,11259,118,,,,Alessandro,PIER GUIDI,,,ITA,,,119,,,,,,,,,,,,,,,,,,,,,,
2,38,3,1:49.130,+0.571,+0.571,178.5,13,Hertz Team JOTA,HYPERCAR,H,,Porsche 963,M,77893,6292,4169,6176,4368,188,,,,,Norman,NATO,,,FRA,,9032,70,,,,William,STEVENS,,,GBR,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,99,10,1:50.308,+1.749,+1.178,176.6,61,Proton Competition,HYPERCAR,H,,Porsche 963,M,77894,45,4169,6176,4368,5,,,,,René,BINDER,,,AUT,,9190,17,,,,Julien,ANDLAUER,,,FRA,,9192,70,,,,Neel,JANI,,,DEU,,,5,,,,,,,,,,,,,,,,,,,,,,
4,5,9,1:50.603,+2.044,+0.295,176.2,56,Porsche Penske Motorsport,HYPERCAR,H,,Porsche 963,M,77862,6283,4169,6176,4368,5,,,,,Laurens,VANTHOOR,,,BEL,,1124,23,,,,Thomas,PREINING,,,AUT,,9329,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,14,1:50.740,+2.181,+0.137,175.9,77,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 HYBRID,M,77864,380,4169,6054,2,121,,,,,Jose Maria,LOPEZ,,,ARG,,8418,13,,,,Joshua,PIERSON,,,USA,,10331,66,,,,Jack,HAWKSWORTH,,,USA,,10867,66,,,,Ben,BARNICOAT,,,GBR,,9429,188,,,,,,,,,,,,,,,,
6,94,16,1:51.037,+2.478,+0.297,175.5,54,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,77891,6151,4169,6112,4014,70,,,,,Stoffel,VANDOORNE,,,BEL,,9520,23,,,,Malthe,JAKOBSEN,,,DNK,,9610,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,29,1:51.380,+2.821,+0.343,174.9,60,Cadillac Racing,HYPERCAR,H,,Cadillac V-Series.R,M,77860,6290,4169,6203,4097,66,,,,,Nicolas,VARRONE,,,ARG,,9853,13,,,,Kyffin,SIMPSON,,,GBR,,10845,22,,,,Alex,LYNN,,,GBR,,,188,,,,,,,,,,,,,,,,,,,,,,
8,93,3,1:51.604,+3.045,+0.224,174.6,81,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,77890,6151,4169,6112,4014,70,,,,,Mikkel,JENSEN,,,DNK,,8276,57,,,,Stoffel,VANDOORNE,,,BEL,,9520,23,,,,Malthe,JAKOBSEN,,,DNK,,9610,57,,,,,,,,,,,,,,,,,,,,,,
9,4,26,1:51.680,+3.121,+0.076,174.5,44,Floyd Vanwall Racing Team,HYPERCAR,,,Vanwall Vandervell 680,M,77861,6291,4169,6196,4441,17,,,,,Job,VAN UITERT,,,NLD,,8984,178,,,,Esteban,GUERRIERI,,,ARG,,10869,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,46,42,1:54.302,+5.743,+2.622,170.5,59,Team WRT,LMP2,,,Oreca 07 Gibson,G,77878,5518,3,5626,256,23,,,,,Charles,WEERTS,,,BEL,,10157,23,,,,Valentino,ROSSI,,,ITA,,11049,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34,28,1:54.317,+5.758,+0.015,170.4,30,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,77875,402,3,5626,256,181,,,,,Clement,NOVALAK,,,FRA,,11254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9,22,1:55.511,+6.952,+1.194,168.7,58,Prema Racing,LMP2,,,Oreca 07 - Gibson,G,77866,6180,3,5626,256,119,,,,,PJ,HYETT,,,USA,,10826,66,,,,Harry,TINCKNELL,,,GBR,,303,188,,,,Mikkel,PEDERSEN,,,DNK,,10545,57,,,,,,,,,,,,,,,,,,,,,,
13,23,3,1:55.800,+7.241,+0.289,168.2,49,United Autosports,LMP2,,,Oreca 07 - Gibson,G,77870,532,3,5626,256,188,,,,,Daniel,SCHNEIDER,,,BRA,,9601,32,,,,Oliver,JARVIS,,,GBR,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,83,34,1:58.261,+9.702,+2.461,164.7,38,Richard Mille AF Corse,LMGTE Am,,,Ferrari 488 GTE Evo,M,77887,6297,4,5910,3,119,,,,,Lorenzo,PATRESE,,,ITA,,11261,119,,,,Davide,RIGON,,,ITA,,266,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,54,33,2:00.091,+11.532,+1.830,162.2,60,AF Corse,LMGTE Am,,,Ferrari 488 GTE Evo,M,77881,16,4,5910,3,119,,,,,Nicola,MARINANGELI,,,ITA,,11260,119,,,,Davide,RIGON,,,ITA,,266,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,33,32,2:01.035,+12.476,+0.944,161.0,49,Corvette Racing,LMGTE Am,,,Chevrolet Corvette C8.R,M,77874,36,4,5984,4,66,,,,,Nicky,CATSBURG,,,NLD,,9020,178,,,,Antoine,DOQUIN,,,FRA,,9884,70,,,,Timur,BOGUSLAVSKIY,,,ZZZ,,8872,254,,,,,,,,,,,,,,,,,,,,,,
17,21,31,2:01.742,+13.183,+0.707,160.0,36,AF Corse,LMGTE Am,,,Ferrari 488 GTE Evo,M,77868,16,4,5910,3,119,,,,,Christoph,ULRICH,,,CHE,,8806,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,41,0,,,,,0,Team WRT,LMP2,,,Oreca 07 - Gibson,G,77899,5518,3,6055,256,23,,,,,Valentino,ROSSI,,,ITA,,11049,119,,,,Charles,WEERTS,,,BEL,,10157,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
