NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,
01,2,1,27:25.346,0,B,25:49.541,0,38.822,0,56.983,0,7.9,27:25.346,17:02:25.346,25:49.541,0:38.822,0:56.983,,Sebastien Bourdais,0:25:10.151,GTP,,Cadillac Racing,Cadillac,GF,
01,2,2,1:34.912,0,,36.175,0,40.284,0,18.453,0,136.6,29:00.258,17:04:00.258,0:36.175,0:40.284,0:18.453,,Sebastien Bourdais,0:00:49.762,GTP,,Cadillac Racing,Cadillac,GF,
01,2,3,1:19.782,0,,29.631,0,33.263,0,16.888,0,162.5,30:20.040,17:05:20.040,0:29.631,0:33.263,0:16.888,,Sebastien Bourdais,,GTP,,Cadillac Racing,Cadillac,GF,
01,2,4,1:15.251,0,,27.319,0,31.532,0,16.400,0,172.3,31:35.291,17:06:35.291,0:27.319,0:31.532,0:16.400,,Sebastien Bourdais,,GTP,,Cadillac Racing,Cadillac,GF,
01,2,5,1:14.387,0,,26.958,0,31.073,0,16.356,0,174.3,32:49.678,17:07:49.678,0:26.958,0:31.073,0:16.356,,Sebastien Bourdais,,GTP,,Cadillac Racing,Cadillac,GF,
01,2,6,1:12.737,0,,26.551,0,30.231,2,15.955,2,178.3,34:02.415,17:09:02.415,0:26.551,0:30.231,0:15.955,,Sebastien Bourdais,,GTP,,Cadillac Racing,Cadillac,GF,
01,2,7,1:16.052,0,,28.049,0,31.759,0,16.244,0,170.5,35:18.467,17:10:18.467,0:28.049,0:31.759,0:16.244,,Sebastien Bourdais,,GTP,,Cadillac Racing,Cadillac,GF,
01,2,8,1:12.778,0,,26.334,0,30.420,0,16.024,0,178.2,36:31.245,17:11:31.245,0:26.334,0:30.420,0:16.024,,Sebastien Bourdais,,GTP,,Cadillac Racing,Cadillac,GF,
01,2,9,1:12.631,0,,26.237,0,30.319,0,16.075,0,178.5,37:43.876,17:12:43.876,0:26.237,0:30.319,0:16.075,,Sebastien Bourdais,,GTP,,Cadillac Racing,Cadillac,GF,
01,2,10,1:12.445,3,,26.100,3,30.302,0,16.043,0,179.0,38:56.321,17:13:56.321,0:26.100,0:30.302,0:16.043,,Sebastien Bourdais,,GTP,,Cadillac Racing,Cadillac,GF,
