POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,7,34,3:29.896,-,-,233.7,54,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 HYBRID,M,62814,380,4169,6054,2,121,,,,,Mike,CONWAY,,,GBR,,215,188,,,,Kamui,KOBAYASHI,,,JPN,,210,121,,,,Jose Maria,LOPEZ,,,ARG,,8418,13,,,,Ryo,HIRAKAWA,,,JPN,,8166,121,,,,Brendon,HARTLEY,,,NZL,,152,168,,,,,,,,,,
12,37,6,3:33.368,+3.472,+0.214,229.9,33,COOL Racing,LMP2,,,Oreca 07 - Gibson,G,62855,5790,3,5626,256,219,,,,,Yifei,YE,,,CHN,,10068,43,,,,Ricky,TAYLOR,,,USA,,253,66,,,,Niklas,KRUETTEN,,,DEU,,10104,5,,,,,,,,,,,,,,,,,,,,,,
13,13,27,3:33.371,+3.475,+0.003,229.9,46,TDS Racing x Vaillante,LMP2,P/A,,Oreca 07 - Gibson,G,62850,6198,3,5626,256,70,,,,,Philippe,CIMADOMO,,,FRA,,8818,70,,,,Mathias,BECHE,,,FRA,,151,70,,,,Tijmen,VAN DER HELM,,,NLD,,10228,178,,,,,,,,,,,,,,,,,,,,,,
14,9,23,3:33.526,+3.630,+0.155,229.7,34,Prema Orlen Team,LMP2,,,Oreca 07 - Gibson,G,62816,6153,3,5626,256,119,,,,,Robert,KUBICA,,,POL,,8438,181,,,,Louis,DELETRAZ,,,CHE,,9621,219,,,,Lorenzo,COLOMBO,,,ITA,,10329,119,,,,,,,,,,,,,,,,,,,,,,
15,1,37,3:33.642,+3.746,+0.116,229.6,38,Richard Mille Racing,LMP2,,,Oreca 07 - Gibson,G,62812,5989,3,5626,256,70,,,,,Lilou,WADOUX,,,FRA,,10297,70,,,,Sébastien,OGIER,,,FRA,,10296,70,,,,Charles,MILESI,,,FRA,,9594,70,,,,,,,,,,,,,,,,,,,,,,
16,65,43,3:33.850,+3.954,+0.208,229.4,49,Panis Racing,LMP2,,,Oreca 07 - Gibson,G,62859,5990,3,5626,256,70,,,,,Julien,CANAL,,,FRA,,73,70,,,,Nicolas,JAMIN,,,FRA,,9174,70,,,,Job,VAN UITERT,,,NLD,,8984,178,,,,,,,,,,,,,,,,,,,,,,
17,28,7,3:34.118,+4.222,+0.268,229.1,38,JOTA,LMP2,,,Oreca 07 - Gibson,G,62821,27,3,5626,256,188,,,,,Oliver,RASMUSSEN,,,DNK,,10332,57,,,,Edward,JONES,,,GBR,,10333,188,,,,Jonathan,ABERDEIN,,,ZAF,,9879,2,,,,,,,,,,,,,,,,,,,,,,
18,5,28,3:34.200,+4.304,+0.082,229.0,30,Team Penske,LMP2,,,Oreca 07 - Gibson,G,62813,6152,3,5626,256,66,,,,,Dane,CAMERON,,,USA,,10328,66,,,,Emmanuel,COLLARD,,,FRA,,24,70,,,,Felipe,NASR,,,BRA,,9287,32,,,,Mathieu,JAMINET,,,FRA,,9415,70,,,,Harrison,NEWEY,,,GBR,,9062,188,,,,,,,,,,
19,3,18,3:34.219,+4.323,+0.019,229.0,35,DKR Engineering ,LMP2,P/A,,Oreca 07 - Gibson,G,62849,49,3,5626,256,138,,,,,Laurents,HORR,,,DEU,,9124,5,,,,Jean,GLORIEUX,,,BEL,,8764,23,,,,Alexandre,COUGNAUD,,,FRA,,1926,70,,,,,,,,,,,,,,,,,,,,,,
20,32,35,3:34.253,+4.357,+0.034,229.0,37,Team WRT,LMP2,,,Oreca 07 - Gibson,G,62854,5518,3,5626,256,23,,,,,Rolf,INEICHEN,,,CHE,,10249,219,,,,Mirko,BORTOLOTTI,,,ITA,,10543,119,,,,Dries,VANTHOOR,,,BEL,,8292,23,,,,René,RAST,,,DEU,,307,5,,,,,,,,,,,,,,,,
21,43,26,3:34.281,+4.385,+0.028,228.9,35,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,62857,402,3,5626,256,181,,,,,David,HEINEMEIER-HANSSON,,,DNK,,1182,57,,,,Fabio,SCHERER,,,CHE,,9870,219,,,,Pietro,FITTIPALDI,,,BRA,,9171,32,,,,,,,,,,,,,,,,,,,,,,
22,83,41,3:34.326,+4.430,+0.045,228.9,46,AF Corse,LMP2,P/A,,Oreca 07 - Gibson,G,62839,16,3,5626,256,119,,,,,François,PERRODO,,,FRA,,260,70,,,,Nicklas,NIELSEN,,,DNK,,9432,57,,,,Alessio,ROVERA,,,ITA,,9837,119,,,,,,,,,,,,,,,,,,,,,,
23,47,36,3:34.440,+4.544,+0.114,228.8,46,Algarve Pro Racing,LMP2,P/A,,Oreca 07 - Gibson,G,62872,92,3,5626,256,184,,,,,Sophia,FLOERSCH,,,DEU,,9765,5,,,,John,FALB,,,USA,,1536,66,,,,Jack,AITKEN,,,GBR,,10508,188,,,,Alexander,PERONI,,,AUS,,10304,16,,,,,,,,,,,,,,,,
24,30,42,3:34.596,+4.700,+0.156,228.6,47,Duqueine Team,LMP2,,,Oreca 07 - Gibson,G,62853,5981,3,5626,256,70,,,,,Richard,BRADLEY,,,GBR,,272,188,,,,Guillermo,ROJAS,,,MEX,,10542,151,,,,Reshad,DE GERUS,,,FRA,,10416,70,,,,,,,,,,,,,,,,,,,,,,
25,24,2,3:34.861,+4.965,+0.265,228.3,38,Nielsen Racing,LMP2,P/A,,Oreca 07 - Gibson,G,62851,5670,3,5626,256,188,,,,,Rodrigo,SALES,,,USA,,9754,66,,,,Matthew,BELL,,,GBR,,204,188,,,,Ben,HANLEY,,,GBR,,1972,188,,,,,,,,,,,,,,,,,,,,,,
26,35,2,3:34.958,+5.062,+0.097,228.2,51,Ultimate,LMP2,P/A,,Oreca 07 - Gibson,G,62825,390,3,5626,256,70,,,,,Jean-Baptiste,LAHAYE,,,FRA,,1628,70,,,,Matthieu,LAHAYE,,,FRA,,37,70,,,,François,HERIAU,,,FRA,,1630,70,,,,,,,,,,,,,,,,,,,,,,
27,45,29,3:35.237,+5.341,+0.279,227.9,32,Algarve Pro Racing,LMP2,P/A,,Oreca 07 - Gibson,G,62871,92,3,5626,256,184,,,,,Steven,THOMAS,,,USA,,10223,66,,,,James,ALLEN,,,AUS,,8384,16,,,,René,BINDER,,,AUT,,9190,17,,,,,,,,,,,,,,,,,,,,,,
28,34,27,3:35.373,+5.477,+0.136,227.8,44,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,62824,402,3,5626,256,181,,,,,Jakub,SMIECHOWSKI,,,POL,,1670,181,,,,Alex,BRUNDLE,,,GBR,,143,188,,,,Esteban,GUTIERREZ,,,MEX,,10334,151,,,,,,,,,,,,,,,,,,,,,,
29,39,3,3:36.810,+6.914,+1.437,226.3,48,Graff Racing,LMP2,P/A,,Oreca 07 - Gibson,G,62856,4378,3,5626,256,70,,,,,Eric,TROUILLET,,,FRA,,1542,70,,,,Sébastien,PAGE,,,CHE,,9545,219,,,,David,DROUX,,,CHE,,1612,219,,,,,,,,,,,,,,,,,,,,,,
30,10,21,3:37.034,+7.138,+0.224,226.0,23,Vector Sport,LMP2,,,Oreca 07 - Gibson,G,62817,6154,3,5626,256,188,,,,,Nico,MÜLLER,,,CHE,,10330,219,,,,Ryan,CULLEN,,,GBR,,492,188,,,,Sébastien,BOURDAIS,,,FRA,,98,70,,,,,,,,,,,,,,,,,,,,,,
31,44,43,3:37.170,+7.274,+0.136,225.9,46,ARC Bratislava,LMP2,P/A,,Oreca 07 - Gibson,G,62829,562,3,5626,256,213,,,,,Miroslav,KONOPKA,,,SVK,,4265,213,,,,Bent,VISCAAL,,,NLD,,10541,178,,,,Tristan,VAUTIER,,,FRA,,530,70,,,,Matej,KONOPKA,,,SVK,,10220,213,,,,,,,,,,,,,,,,
32,27,27,3:42.738,+12.842,+5.568,220.2,34,CD Sport,LMP2,P/A,,Ligier JSP217 - Gibson,G,62852,5840,3,5628,258,64,,,,,Christophe,CRESP,,,FRA,,9632,70,,,,Michael,JENSEN,,,DNK,,9543,57,,,,Steven,PALETTE,,,FRA,,7600,70,,,,,,,,,,,,,,,,,,,,,,
33,64,34,3:54.001,+24.105,+11.263,209.6,37,Corvette Racing,LMGTE Pro,,,Chevrolet Corvette C8.R,M,62836,36,2,5984,4,66,,,,,Tommy,MILNER,,,USA,,173,66,,,,Nick,TANDY,,,GBR,,1206,188,,,,Alexander,SIMS,,,GBR,,110,188,,,,,,,,,,,,,,,,,,,,,,
34,52,10,3:54.037,+24.141,+0.036,209.6,27,AF Corse,LMGTE Pro,,,Ferrari 488 GTE Evo,M,62832,16,2,5910,3,119,,,,,Miguel,MOLINA,,,ESP,,8526,64,,,,Antonio,FUOCO,,,ITA,,10091,119,,,,Davide,RIGON,,,ITA,,266,119,,,,,,,,,,,,,,,,,,,,,,
35,91,37,3:54.263,+24.367,+0.226,209.4,52,Porsche GT Team,LMGTE Pro,,,Porsche 911 RSR - 19,M,62843,5556,2,5965,4368,5,,,,,Gianmaria,BRUNI,,,ITA,,59,119,,,,Richard,LIETZ,,,AUT,,66,17,,,,Frédéric,MAKOWIECKI,,,FRA,,61,70,,,,,,,,,,,,,,,,,,,,,,
36,51,17,3:54.395,+24.499,+0.132,209.3,22,AF Corse,LMGTE Pro,,,Ferrari 488 GTE Evo,M,62831,16,2,5910,3,119,,,,,Alessandro,PIER GUIDI,,,ITA,,340,119,,,,James,CALADO,,,GBR,,300,188,,,,Daniel,SERRA,,,BRA,,500,32,,,,,,,,,,,,,,,,,,,,,,
37,74,21,3:54.437,+24.541,+0.042,209.2,25,Riley Motorsports,LMGTE Pro,,,Ferrari 488 GTE Evo,M,62861,5466,2,5910,3,66,,,,,Felipe,FRAGA,,,BRA,,9540,32,,,,Sam,BIRD,,,GBR,,302,188,,,,Shane,VAN GISBERGEN,,,NZL,,9671,168,,,,,,,,,,,,,,,,,,,,,,
38,92,34,3:54.444,+24.548,+0.007,209.2,50,Porsche GT Team,LMGTE Pro,,,Porsche 911 RSR - 19,M,62844,5556,2,5965,4368,5,,,,,Michael,CHRISTENSEN,,,DNK,,532,57,,,,Kevin,ESTRE,,,FRA,,1292,70,,,,Laurens,VANTHOOR,,,BEL,,1124,23,,,,,,,,,,,,,,,,,,,,,,
39,63,26,3:54.504,+24.608,+0.060,209.2,50,Corvette Racing,LMGTE Pro,,,Chevrolet Corvette C8.R,M,62860,36,2,5984,4,66,,,,,Antonio,GARCIA,,,ESP,,164,64,,,,Jordan,TAYLOR,,,USA,,181,66,,,,Nicky,CATSBURG,,,NLD,,9020,178,,,,,,,,,,,,,,,,,,,,,,
40,57,23,3:54.827,+24.931,+0.323,208.9,46,Kessel Racing,LMGTE Am,,,Ferrari 488 GTE Evo,M,62863,120,4,5910,3,219,,,,,Takeshi,KIMURA,,,JPN,,9416,121,,,,Frederik,SCHANDORFF,,,DNK,,10641,57,,,,Mikkel,JENSEN,,,DNK,,8276,57,,,,,,,,,,,,,,,,,,,,,,
41,66,26,3:55.241,+25.345,+0.414,208.5,44,JMW Motorsport,LMGTE Am,,,Ferrari 488 GTE Evo,M,62866,35,4,5910,3,188,,,,,Renger,VAN DER ZANDE,,,NLD,,1920,178,,,,Mark,KVAMME,,,USA,,8838,66,,,,Jason,HART,,,USA,,10737,66,,,,Jody,FANNIN,,,GBR,,8522,188,,,,,,,,,,,,,,,,
42,71,42,3:55.349,+25.453,+0.108,208.4,48,Spirit of Race,LMGTE Am,,,Ferrari 488 GTE Evo,M,62837,5546,4,5910,3,219,,,,,Franck,DEZOTEUX,,,FRA,,10141,70,,,,Pierre,RAGUES,,,FRA,,101,70,,,,Gabriel,AUBRY,,,FRA,,9173,70,,,,,,,,,,,,,,,,,,,,,,
43,98,34,3:55.591,+25.695,+0.242,208.2,40,Northwest AMR,LMGTE Am,,,Aston Martin VANTAGE AMR,M,62845,6159,4,5896,260,40,,,,,Paul,DALLA LANA,,,CAN,,216,40,,,,David,PITTARD,,,GBR,,10306,188,,,,Nicki,THIIM,,,DNK,,267,57,,,,,,,,,,,,,,,,,,,,,,
44,80,26,3:55.603,+25.707,+0.012,208.2,44,Iron Lynx,LMGTE Am,,,Ferrari 488 GTE Evo,M,62868,5979,4,5910,3,119,,,,,Matteo,CRESSONI,,,ITA,,338,119,,,,Giancarlo,FISICHELLA,,,ITA,,58,119,,,,Richard,HEISTAND,,,USA,,9667,66,,,,,,,,,,,,,,,,,,,,,,
45,93,34,3:55.747,+25.851,+0.144,208.1,41,Proton Competition,LMGTE Am,,,Porsche 911 RSR - 19,M,62869,45,4,5965,4368,5,,,,,Michael,FASSBENDER,,,IRL,,9752,116,,,,Matt,CAMPBELL,,,AUS,,8944,16,,,,Zacharie,ROBICHON,,,CAN,,10636,40,,,,,,,,,,,,,,,,,,,,,,
46,54,15,3:55.749,+25.853,+0.002,208.1,41,AF Corse,LMGTE Am,,,Ferrari 488 GTE Evo,M,62833,16,4,5910,3,119,,,,,Thomas,FLOHR,,,CHE,,454,219,,,,Francesco,CASTELLACCI,,,ITA,,456,119,,,,Nick,CASSIDY,,,NZL,,9714,168,,,,,,,,,,,,,,,,,,,,,,
47,75,28,3:55.772,+25.876,+0.023,208.1,39,Iron Lynx,LMGTE Am,,,Ferrari 488 GTE Evo,M,62867,5979,4,5910,3,119,,,,,Pierre,EHRET,,,DEU,,81,5,,,,Christian,HOOK,,,DEU,,10014,5,,,,Nicolas,VARRONE,,,ARG,,9853,13,,,,,,,,,,,,,,,,,,,,,,
48,77,36,3:55.850,+25.954,+0.078,208.0,42,Dempsey - Proton Racing,LMGTE Am,,,Porsche 911 RSR - 19,M,62838,52,4,5965,4368,5,,,,,Christian,RIED,,,DEU,,90,5,,,,Sebastian,PRIAULX,,,GBR,,10539,188,,,,Harry,TINCKNELL,,,GBR,,303,188,,,,,,,,,,,,,,,,,,,,,,
49,55,33,3:55.913,+26.017,+0.063,207.9,35,Spirit of Race,LMGTE Am,,,Ferrari 488 GTE Evo,M,62862,5546,4,5910,3,219,,,,,Duncan,CAMERON,,,GBR,,327,188,,,,Matthew,GRIFFIN,,,IRL,,7395,116,,,,David,PEREL,,,ZAF,,9590,2,,,,,,,,,,,,,,,,,,,,,,
50,777,28,3:56.098,+26.202,+0.185,207.8,30,D'Station Racing,LMGTE Am,,,Aston Martin VANTAGE AMR,M,62847,6071,4,5896,260,121,,,,,Satoshi,HOSHINO,,,JPN,,1310,121,,,,Tomonobu,FUJII,,,JPN,,1308,121,,,,Charles,FAGG,,,GBR,,10538,188,,,,,,,,,,,,,,,,,,,,,,
51,33,3,3:56.149,+26.253,+0.051,207.7,46,TF Sport,LMGTE Am,,,Aston Martin VANTAGE AMR,M,62823,364,4,5896,260,188,,,,,Ben,KEATING,,,USA,,1312,66,,,,Henrique,CHAVES,,,PRT,,9157,184,,,,Marco,SØRENSEN,,,DNK,,7812,57,,,,,,,,,,,,,,,,,,,,,,
52,61,5,3:56.240,+26.344,+0.091,207.6,40,AF Corse,LMGTE Am,,,Ferrari 488 GTE Evo,M,62865,16,4,5910,3,119,,,,,Louis,PRETTE,,,ITA,,9501,119,,,,Conrad,GRUNEWALD,,,USA,,10447,66,,,,Vincent,ABRIL,,,FRA,,9542,70,,,,,,,,,,,,,,,,,,,,,,
53,99,16,3:56.313,+26.417,+0.073,207.6,28,Hardpoint Motorsport,LMGTE Am,,,Porsche 911 RSR - 19,M,62870,6199,4,5965,4368,66,,,,,Andrew,HARYANTO,,,IDN,,10069,113,,,,Alessio,PICARIELLO,,,BEL,,9740,23,,,,Martin,RUMP,,,EST,,10348,65,,,,,,,,,,,,,,,,,,,,,,
54,86,22,3:56.376,+26.480,+0.063,207.5,25,GR Racing,LMGTE Am,,,Porsche 911 RSR - 19,M,62841,6065,4,5965,4368,188,,,,,Michael,WAINWRIGHT,,,GBR,,442,188,,,,Riccardo,PERA,,,ITA,,9187,119,,,,Benjamin,BARKER,,,GBR,,594,188,,,,,,,,,,,,,,,,,,,,,,
55,79,22,3:56.489,+26.593,+0.113,207.4,31,WeatherTech Racing,LMGTE Am,,,Porsche 911 RSR - 19,M,62873,6201,4,5965,4368,66,,,,,Cooper,MACNEIL,,,USA,,258,66,,,,Julien,ANDLAUER,,,FRA,,9192,70,,,,Thomas,MERRILL,,,USA,,10793,66,,,,,,,,,,,,,,,,,,,,,,
56,85,40,3:56.579,+26.683,+0.090,207.3,47,Iron Dames,LMGTE Am,,,Ferrari 488 GTE Evo,M,62840,6158,4,5910,3,119,,,,,Rahel,FREY,,,CHE,,1143,219,,,,Michelle,GATTING,,,DNK,,9343,57,,,,Sarah,BOVY,,,BEL,,1191,23,,,,,,,,,,,,,,,,,,,,,,
57,60,32,3:56.643,+26.747,+0.064,207.3,42,Iron Lynx,LMGTE Am,,,Ferrari 488 GTE Evo,M,62835,5979,4,5910,3,119,,,,,Claudio,SCHIAVONI,,,CHE,,8812,219,,,,Alessandro,BALZAN,,,ITA,,8832,119,,,,Raffaele,GIAMMARIA,,,ITA,,10736,119,,,,,,,,,,,,,,,,,,,,,,
58,56,6,3:56.670,+26.774,+0.027,207.3,19,Team Project 1,LMGTE Am,,,Porsche 911 RSR - 19,M,62834,5786,4,5965,4368,5,,,,,Brendan,IRIBE,,,USA,,9833,66,,,,Oliver,MILLROY,,,GBR,,1213,188,,,,Ben,BARNICOAT,,,GBR,,9429,188,,,,,,,,,,,,,,,,,,,,,,
59,59,21,3:56.714,+26.818,+0.044,207.2,37,Inception Racing,LMGTE Am,,,Ferrari 488 GTE Evo,M,62864,6084,4,5910,3,188,,,,,Alexander,WEST,,,SWE,,8800,221,,,,Côme,LEDOGAR,,,FRA,,9296,70,,,,Marvin,KLEIN,,,FRA,,10735,70,,,,,,,,,,,,,,,,,,,,,,
60,46,13,3:57.049,+27.153,+0.335,206.9,38,Team Project 1,LMGTE Am,,,Porsche 911 RSR - 19,M,62830,5786,4,5965,4368,5,,,,,Matteo,CAIROLI,,,ITA,,8252,119,,,,Mikkel O.,PEDERSEN,,,DNK,,10545,57,,,,Nicolas,LEUTWILER,,,CHE,,312,219,,,,,,,,,,,,,,,,,,,,,,
61,88,35,3:58.353,+28.457,+1.304,205.8,36,Dempsey - Proton Racing,LMGTE Am,,,Porsche 911 RSR - 19,M,62842,52,4,5965,4368,5,,,,,Fred,POORDAD,,,USA,,10335,66,,,,Maxwell,ROOT,,,USA,,9814,66,,,,Jan,HEYLEN,,,BEL,,10540,23,,,,,,,,,,,,,,,,,,,,,,
62,21,12,3:59.414,+29.518,+1.061,204.9,23,AF Corse,LMGTE Am,,,Ferrari 488 GTE Evo,M,62818,16,4,5910,3,119,,,,,Simon,MANN,,,USA,,10161,66,,,,Christoph,ULRICH,,,CHE,,8806,219,,,,Toni,VILANDER,,,FIN,,60,69,,,,,,,,,,,,,,,,,,,,,,
