POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,8,Toyota Gazoo Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota GR010 HYBRID,M,HYPERCAR,H,,Classified,363,23:01'05.534,,,56,3'27.906,235.9,,
2,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Jose Maria LOPEZ,,Toyota GR010 HYBRID,M,HYPERCAR,H,,Classified,363,23:03'27.768,2'22.234,2'22.234,294,3'27.762,236.1,,
3,709,Glickenhaus Racing,Ryan BRISCOE,Richard WESTBROOK,Franck MAILLEUX,,Glickenhaus 007 LMH,M,HYPERCAR,,,Classified,359,23:03'17.635,4 Laps,4 Laps,353,3'28.227,235.6,,
4,708,Glickenhaus Racing,Olivier PLA,Romain DUMAS,Luis Felipe DERANI,,Glickenhaus 007 LMH,M,HYPERCAR,,,Classified,353,23:01'15.221,10 Laps,6 Laps,348,3'27.765,236.1,,
5,38,JOTA,Roberto GONZALEZ,Antonio Felix DA COSTA,William STEVENS,,Oreca 07 - Gibson,G,LMP2,,,Classified,353,23:02'06.495,10 Laps,51.274,295,3'31.721,231.7,,
6,9,Prema Orlen Team,Robert KUBICA,Louis DELETRAZ,Lorenzo COLOMBO,,Oreca 07 - Gibson,G,LMP2,,,Classified,353,23:04'00.159,10 Laps,1'53.664,137,3'32.335,231.0,,
7,28,JOTA,Oliver RASMUSSEN,Edward JONES,Jonathan ABERDEIN,,Oreca 07 - Gibson,G,LMP2,,,Classified,352,23:01'54.109,11 Laps,1 Laps,173,3'32.750,230.6,,
8,13,TDS Racing x Vaillante,Nyck DE VRIES,Mathias BECHE,Tijmen VAN DER HELM,,Oreca 07 - Gibson,G,LMP2,,,Classified,351,22:59'47.677,12 Laps,1 Laps,274,3'31.728,231.7,,
9,5,Team Penske,Dane CAMERON,Emmanuel COLLARD,Felipe NASR,,Oreca 07 - Gibson,G,LMP2,,,Classified,351,23:00'19.403,12 Laps,31.726,299,3'31.910,231.5,,
10,23,United Autosports USA,Alexander LYNN,Oliver JARVIS,Joshua PIERSON,,Oreca 07 - Gibson,G,LMP2,,,Classified,351,23:01'31.789,12 Laps,1'12.386,299,3'32.436,230.9,,
11,37,COOL Racing,Yifei YE,Ricky TAYLOR,Niklas KRUETTEN,,Oreca 07 - Gibson,G,LMP2,,,Classified,351,23:02'36.955,12 Laps,1'05.166,286,3'31.421,232.0,,
12,48,IDEC Sport,Paul LAFARGUE,Paul Loup CHATIN,Patrick PILET,,Oreca 07 - Gibson,G,LMP2,,,Classified,350,23:03'32.075,13 Laps,1 Laps,292,3'31.601,231.8,,
13,32,Team WRT,Rolf INEICHEN,Mirko BORTOLOTTI,Dries VANTHOOR,,Oreca 07 - Gibson,G,LMP2,,,Classified,350,23:03'57.792,13 Laps,25.717,218,3'30.946,232.5,,
14,1,Richard Mille Racing Team,Lilou WADOUX,Sébastien OGIER,Charles MILESI,,Oreca 07 - Gibson,G,LMP2,,,Classified,350,23:04'34.864,13 Laps,37.072,345,3'33.679,229.6,,
15,65,Panis Racing,Julien CANAL,Nicolas JAMIN,Job VAN UITERT,,Oreca 07 - Gibson,G,LMP2,,,Classified,349,23:02'06.810,14 Laps,1 Laps,281,3'31.097,232.4,,
16,22,United Autosports USA,Philip HANSON,Filipe ALBUQUERQUE,Will OWEN,,Oreca 07 - Gibson,G,LMP2,,,Classified,349,23:02'10.885,14 Laps,4.075,254,3'32.628,230.7,,
17,34,Inter Europol Competition,Jakub SMIECHOWSKI,Alex BRUNDLE,Esteban GUTIERREZ,,Oreca 07 - Gibson,G,LMP2,,,Classified,348,23:01'04.562,15 Laps,1 Laps,326,3'33.663,229.6,,
18,43,Inter Europol Competition,David HEINEMEIER-HANSSON,Fabio SCHERER,Pietro FITTIPALDI,,Oreca 07 - Gibson,G,LMP2,,,Classified,348,23:03'08.388,15 Laps,2'03.826,280,3'33.168,230.1,,
19,45,Algarve Pro Racing,Steven THOMAS,James ALLEN,René BINDER,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,347,23:01'32.756,16 Laps,1 Laps,7,3'32.629,230.7,,
20,24,Nielsen Racing,Rodrigo SALES,Matthew BELL,Ben HANLEY,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,346,23:03'42.430,17 Laps,1 Laps,288,3'33.562,229.7,,
21,41,Realteam by WRT,Rui ANDRADE,Ferdinand HABSBURG,Norman NATO,,Oreca 07 - Gibson,G,LMP2,,,Classified,346,23:03'55.053,17 Laps,12.623,312,3'30.918,232.6,,
22,3,DKR Engineering,Laurents HORR,Jean GLORIEUX,Alexandre COUGNAUD,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,346,23:04'11.164,17 Laps,16.111,288,3'33.601,229.7,,
23,83,AF Corse,François PERRODO,Nicklas NIELSEN,Alessio ROVERA,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,345,23:02'56.992,18 Laps,1 Laps,143,3'32.949,230.4,,
24,36,Alpine ELF Team,André NEGRÃO,Nicolas LAPIERRE,Matthieu VAXIVIERE,,Alpine A480 - Gibson,M,HYPERCAR,,,Classified,345,23:03'03.296,18 Laps,6.304,8,3'30.044,233.5,,
25,47,Algarve Pro Racing,Sophia FLOERSCH,John FALB,Jack AITKEN,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,344,23:01'31.096,19 Laps,1 Laps,305,3'31.652,231.8,,
26,44,ARC Bratislava,Miroslav KONOPKA,Bent VISCAAL,Tristan VAUTIER,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,344,23:03'44.432,19 Laps,2'13.336,278,3'33.082,230.2,,
27,10,Vector Sport,Nico MÜLLER,Ryan CULLEN,Sebastien BOURDAIS,,Oreca 07 - Gibson,G,LMP2,,,Classified,344,23:03'53.913,19 Laps,9.481,321,3'32.381,231.0,,
28,91,Porsche GT Team,Gianmaria BRUNI,Richard LIETZ,Frédéric MAKOWIECKI,,Porsche 911 RSR - 19,M,LMGTE Pro,,,Classified,334,23:01'16.221,29 Laps,10 Laps,269,3'49.060,214.2,,
29,51,AF Corse,Alessandro PIER GUIDI,James CALADO,Daniel SERRA,,Ferrari 488 GTE Evo,M,LMGTE Pro,,,Classified,334,23:02'32.111,29 Laps,1'15.890,279,3'49.109,214.1,,
30,52,AF Corse,Miguel MOLINA,Antonio FUOCO,Davide RIGON,,Ferrari 488 GTE Evo,M,LMGTE Pro,,,Classified,333,23:01'50.640,30 Laps,1 Laps,277,3'49.196,214.0,,
