POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,28,5,4:02.869,-,-,202.0,5,MARTINET BY ALMERAS,992,992,,992 GT3 Cup,,,,,,,,,,,,Jean,Glorieux,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,47,5,4:03.349,+0.480,+0.480,201.6,5,HRT PERFORMANCE,992,992,,992 GT3 Cup,,,,,,,,,,,,Axel,Sartingen,,,GEU,,,,,,,Kim André,Hauschild,,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,83,4,4:03.737,+0.868,+0.388,201.3,5,HUBER RACING,992,992,,992 GT3 Cup,,,,,,,,,,,,Bashar,Mardini,,,UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,94,5,4:04.848,+1.979,+1.111,200.3,5,SPEED LOVER,992,992,,992 GT3 Cup,,,,,,,,,,,,John,de Wilde,,,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,89,5,4:04.884,+2.015,+0.036,200.3,5,PARKER RACING,R,R,,991 GT3 R,,,,,,,,,,,,Nick,Jones,,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,22,4,4:05.003,+2.134,+0.119,200.2,5,CLRT,992,992,,992 GT3 Cup,,,,,,,,,,,,Jean Philippe,Gambaro,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,77,5,4:05.294,+2.425,+0.291,200.0,5,CLRT,992,992,,992 GT3 Cup,,,,,,,,,,,,Bruce,Belloeil,,,FRA,,,,,,,Tugdual,Rabreau,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,14,4,4:06.029,+3.160,+0.735,199.4,4,IMSA PERFORMANCE,R,R,,991 GT3 R,,,,,,,,,,,,Arnaud,Pierre,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,36,4,4:06.798,+3.929,+0.769,198.8,5,MANTHEY RACING,992,992,,992 GT3 Cup,,,,,,,,,,,,Alexander,Schwarzer,,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,34,4,4:07.123,+4.254,+0.325,198.5,5,MANTHEY RACING,992,992,,992 GT3 Cup,,,,,,,,,,,,Gabriele,Rindone,,,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,100,5,4:07.797,+4.928,+0.674,198.0,5,PORSCHE LORIENT RACING,992,992,,992 GT3 Cup,,,,,,,,,,,,Ludovic,Loeul,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7,4,4:07.975,+5.106,+0.178,197.8,5,RACING TECHNOLOGY,992,992,,992 GT3 Cup,,,,,,,,,,,,Denis,Papin,,,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,84,4,4:08.406,+5.537,+0.431,197.5,5,HUBER RACING,992,992,,992 GT3 Cup,,,,,,,,,,,,Kai,Pfister,,,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,93,5,4:08.681,+5.812,+0.275,197.3,5,SPEED LOVER,992,992,,992 GT3 Cup,,,,,,,,,,,,P.J.,Hyett,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
