POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,27,7,1:48.877,-,-,153.9,8,José Rodrigues,PRO,,,Porsche 911 GT3 Cup,,,,,,,,,,,,José,RODRIGUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,99,3,1:48.905,+0.028,+0.028,153.8,7,Carlos Vieira,PRO,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Carlos,VIEIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,4,1:49.925,+1.048,+1.020,152.4,10,Francisco Carvalho,PRO,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Francisco,CARVALHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,7,1:50.556,+1.679,+0.631,151.5,8,Jorge Areia,GD,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jorge,AREIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,97,4,1:51.221,+2.344,+0.665,150.6,10,VLB Racing,PRO,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Vasco,BARROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,17,3,1:52.620,+3.743,+1.399,148.7,7,MDriving Racing Team,PRO,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mário,SILVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,03,8,1:53.661,+4.784,+1.041,147.4,10,MDriving Racing Team,AM,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Francisco,CRUZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,013,9,1:54.759,+5.882,+1.098,146.0,10,Luis Rocha,AM,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Diogo,ROCHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,033,6,1:55.419,+6.542,+0.660,145.1,9,Monteiros Competiçoes,GD,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Hugo,GUIMARAES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,7,1:55.582,+6.705,+0.163,144.9,8,João Vieira,GD,,,Porsche 911 GT3 Cup,,,,,,,,,,,,João,VIEIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
