POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,36,6,1:30.364,-,-,185.4,6,Alpine Elf Matmut,HYPERCAR,,,Alpine A480 - Gibson,M,51349,6063,4169,6065,21,70,,,,,André,NEGRÃO,G,,BRA,,8480,32,,,,Nicolas,LAPIERRE,P,,FRA,,96,70,,,,Matthieu,VAXIVIERE,G,,FRA,,7798,70,,,,,,,,,,,,,,,,,,,,,,
2,8,6,1:30.458,+0.094,+0.094,185.2,6,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 HYBRID,M,51340,380,4169,6054,2,121,,,,,Sébastien,BUEMI,P,,CHE,,138,219,,,,Kazuki,NAKAJIMA,P,,JPN,,97,121,,,,Brendon,HARTLEY,P,,NZL,,152,168,,,,,,,,,,,,,,,,,,,,,,
3,7,3,1:30.540,+0.176,+0.082,185.0,6,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 HYBRID,M,51339,380,4169,6054,2,121,,,,,Mike,CONWAY,P,,GBR,,215,188,,,,Kamui,KOBAYASHI,P,,JPN,,210,121,,,,Jose Maria,LOPEZ,P,,ARG,,8418,13,,,,,,,,,,,,,,,,,,,,,,
4,28,5,1:31.210,+0.846,+0.670,183.7,6,JOTA,LMP2,,,Oreca 07 - Gibson,G,51344,27,3,5626,256,188,,,,,Sean,GELAEL,S,,IDN,,1968,113,,,,Stoffel,VANDOORNE,P,,BEL,,9520,23,,,,Tom,BLOMQVIST,P,,GBR,,8318,188,,,,,,,,,,,,,,,,,,,,,,
5,38,2,1:31.255,+0.891,+0.045,183.6,5,JOTA,LMP2,,,Oreca 07 - Gibson,G,51350,27,3,5626,256,188,,,,,Roberto,GONZALEZ,S,,MEX,,8268,151,,,,Antonio Felix,DA COSTA,P,,PRT,,9024,184,,,,Anthony,DAVIDSON,P,,GBR,,137,188,,,,,,,,,,,,,,,,,,,,,,
6,29,6,1:31.545,+1.181,+0.290,183.0,6,Racing Team Nederland,LMP2,P/A,,Oreca 07 - Gibson,G,51345,5528,3,5626,256,178,,,,,Frits,VAN EERD,B,,NLD,,8338,178,,,,Giedo,VAN DER GARDE,P,,NLD,,1792,178,,,,Job,VAN UITERT,G,,NLD,,8984,178,,,,,,,,,,,,,,,,,,,,,,
7,22,4,1:31.598,+1.234,+0.053,182.9,6,United Autosports USA,LMP2,,,Oreca 07 - Gibson,G,51343,6078,3,5626,256,66,,,,,Philip,HANSON,G,,GBR,,8272,188,,,,Wayne,BOYD,S,,GBR,,1980,188,,,,Paul,DI RESTA,P,,GBR,,9293,188,,,,,,,,,,,,,,,,,,,,,,
8,31,3,1:31.648,+1.284,+0.050,182.8,6,Team WRT,LMP2,,,Oreca 07 - Gibson,G,51346,5518,3,5626,256,23,,,,,Robin,FRIJNS,P,,NLD,,9871,178,,,,Ferdinand,HABSBURG,G,,AUT,,10000,17,,,,Charles,MILESI,S,,FRA,,9594,70,,,,,,,,,,,,,,,,,,,,,,
9,34,6,1:31.737,+1.373,+0.089,182.6,6,Inter Europol Competition,LMP2,,,Oreca 07 - Gibson,G,51348,402,3,5626,256,181,,,,,Jakub,SMIECHOWSKI,S,,POL,,1670,181,,,,Louis,DELETRAZ,G,,CHE,,9621,219,,,,Alex,BRUNDLE,G,,GBR,,143,188,,,,,,,,,,,,,,,,,,,,,,
10,70,5,1:31.854,+1.490,+0.117,182.4,6,Realteam Racing,LMP2,P/A,,Oreca 07 - Gibson,G,51358,5917,3,5626,256,219,,,,,Esteban,GARCIA,B,,CHE,,9374,219,,,,Mathias,BECHE,P,,CHE,,151,219,,,,Norman,NATO,G,,FRA,,9032,70,,,,,,,,,,,,,,,,,,,,,,
11,709,6,1:32.167,+1.803,+0.313,181.7,6,Glickenhaus Racing,HYPERCAR,,,Glickenhaus 007 LMH,M,51373,6064,4169,6045,4418,66,,,,,Ryan,BRISCOE,P,,AUS,,231,16,,,,Romain,DUMAS,P,,FRA,,1,70,,,,Richard,WESTBROOK,P,,GBR,,182,188,,,,,,,,,,,,,,,,,,,,,,
12,21,6,1:32.526,+2.162,+0.359,181.0,6,DragonSpeed USA,LMP2,P/A,,Oreca 07 - Gibson,G,51342,420,3,5626,256,66,,,,,Henrik,HEDMAN,B,,SWE,,1728,221,,,,Juan Pablo,MONTOYA,P,,COL,,9177,46,,,,Ben,HANLEY,G,,GBR,,1972,188,,,,,,,,,,,,,,,,,,,,,,
13,20,3,1:32.626,+2.262,+0.100,180.8,6,High Class Racing,LMP2,P/A,,Oreca 07 - Gibson,G,51341,5578,3,5626,256,57,,,,,Jan,MAGNUSSEN,P,,DNK,,172,57,,,,Anders,FJORDBACH,S,,DNK,,8420,57,,,,Dennis,ANDERSEN,B,,DNK,,8406,57,,,,,,,,,,,,,,,,,,,,,,
14,1,5,1:32.748,+2.384,+0.122,180.6,6,Richard Mille Racing Team,LMP2,,,Oreca 07 - Gibson,G,51338,5989,3,5626,256,70,,,,,Tatiana,CALDERON,S,,COL,,9665,46,,,,Sophia,FLOERSCH,S,,DEU,,9765,5,,,,Beitske,VISSER,S,,NLD,,9764,178,,,,,,,,,,,,,,,,,,,,,,
15,44,4,1:34.224,+3.860,+1.476,177.8,6,ARC Bratislava,LMP2,P/A,,Ligier JSP217 - Gibson,G,51351,562,3,5628,258,213,,,,,Miroslav,KONOPKA,B,,SVK,,4265,213,,,,Oliver,WEBB,S,,GBR,,314,188,,,,Thomas,JACKSON,S,,GBR,,1982,188,,,,,,,,,,,,,,,,,,,,,,
