POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,27,3,1:50.853,-,-,151.1,10,José Rodrigues,PRO,,,Porsche 911 GT3 Cup,,,,,,,,,,,,José,RODRIGUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,8,1:51.731,+0.878,+0.878,149.9,10,Jorge Areia,GD,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jorge,AREIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,97,6,1:53.036,+2.183,+1.305,148.2,10,VLB Racing,PRO,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Vasco,BARROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,9,1:53.063,+2.210,+0.027,148.2,9,Francisco Carvalho,PRO,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Francisco,CARVALHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,17,6,1:53.484,+2.631,+0.421,147.6,8,MDriving Racing Team,PRO,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mário,SILVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,19,7,1:56.115,+5.262,+2.631,144.3,10,Pedro Branco,GD / GD,,,Porsche 911 GT3 Cup,,,,,,,,,,,,,BRANCO / SOBREIRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,9,1:56.217,+5.364,+0.102,144.1,9,MDriving Racing Team,AM / AM,,,Porsche 911 GT3 Cup,,,,,,,,,,,,,CRUZ / GONÇALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,13,5,1:56.285,+5.432,+0.068,144.0,10,Luis Rocha,AM / AM,,,Porsche 911 GT3 Cup,,,,,,,,,,,,,ROCHA / ROCHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,23,6,1:57.715,+6.862,+1.430,142.3,9,João Vieira,GD,,,Porsche 911 GT3 Cup,,,,,,,,,,,,João,VIEIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,5,1:58.018,+7.165,+0.303,141.9,8,Revislogos,GD,,,Porsche 911 GT3 Cup,,,,,,,,,,,,João,PARREIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,66,7,1:58.238,+7.385,+0.220,141.7,10,Miguel Caetano,AM / GD,,,Porsche 911 GT3 Cup,,,,,,,,,,,,,CAETANO / POSSER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,33,4,1:59.384,+8.531,+1.146,140.3,8,Monteiros Competições,GD / GD,,,Porsche 911 GT3 Cup,,,,,,,,,,,,,SILVA / GUIMARAES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,77,7,2:00.753,+9.900,+1.369,138.7,8,Helder Moura,AM / AM,,,Porsche 911 GT3 Cup,,,,,,,,,,,,,MOURA / ROCHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,92,3,2:01.786,+10.933,+1.033,137.5,9,Monteiros Competições,PRO,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alfredo,BARROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,9,7,2:02.698,+11.845,+0.912,136.5,10,José Oliveira,GD,,,Porsche 911 GT3 Cup,,,,,,,,,,,,José,OLIVEIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,43,6,2:10.079,+19.226,+7.381,128.8,8,MDriving Racing Team,AM,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Nuno,MOUSINHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,99,2,2:38.660,+47.807,+28.581,105.6,3,Carlos Vieira,PRO,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Carlos,VIEIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
