NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
11,1,1,3:24.852,0,,1:55.503,0,41.744,0,47.605,0,77.0,3:24.852,09:03:24.852,1:55.503,0:41.744,0:47.605,,João PARREIRA,0:01:12.693,GD,,Revislogos,,
11,1,2,2:02.273,0,,38.872,0,39.628,0,43.773,0,137.0,5:27.125,09:05:27.125,0:38.872,0:39.628,0:43.773,239.5,João PARREIRA,,GD,,Revislogos,,
11,1,3,1:59.116,0,,37.102,0,38.586,0,43.428,0,140.6,7:26.241,09:07:26.241,0:37.102,0:38.586,0:43.428,252.9,João PARREIRA,,GD,,Revislogos,,
11,1,4,2:05.361,0,,36.685,0,36.592,2,52.084,0,133.6,9:31.602,09:09:31.602,0:36.685,0:36.592,0:52.084,251.7,João PARREIRA,,GD,,Revislogos,,
11,1,5,2:25.727,0,B,50.616,0,37.637,0,57.474,0,114.9,11:57.329,09:11:57.329,0:50.616,0:37.637,0:57.474,139.7,João PARREIRA,,GD,,Revislogos,,
11,1,6,4:00.816,0,,2:41.102,0,36.934,0,42.780,0,69.6,15:58.145,09:15:58.145,2:41.102,0:36.934,0:42.780,,João PARREIRA,0:02:09.103,GD,,Revislogos,,
11,1,7,1:55.864,2,,36.499,2,37.208,0,42.157,2,144.6,17:54.009,09:17:54.009,0:36.499,0:37.208,0:42.157,248.3,João PARREIRA,,GD,,Revislogos,,
11,1,8,1:58.499,0,,36.668,0,38.159,0,43.672,0,141.4,19:52.508,09:19:52.508,0:36.668,0:38.159,0:43.672,252.3,João PARREIRA,,GD,,Revislogos,,
11,1,9,2:22.171,0,B,38.886,0,37.734,0,1:05.551,0,117.8,22:14.679,09:22:14.679,0:38.886,0:37.734,1:05.551,252.3,João PARREIRA,,GD,,Revislogos,,
12,1,1,2:42.808,0,,1:14.894,0,43.944,0,43.970,0,96.9,2:42.808,09:02:42.808,1:14.894,0:43.944,0:43.970,,Jorge AREIA,0:00:28.657,GD,,Jorge Areia,,
