POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,48,VDS Panis Racing,Oliver GRAY,Charles MILESI,Esteban MASSON,,Oreca 07 - Gibson,G,LMP2,,,Classified,37,1:00'15.611,,,6,1'33.069,180.1,,
2,25,Algarve Pro Racing,Matthias KAISER,Lorenzo FLUXA,Théo POURCHAIRE,,Oreca 07 - Gibson,G,LMP2,,,Classified,37,1:00'20.226,4.615,4.615,5,1'33.396,179.5,,
3,30,Duqueine Team,Francesco SIMONAZZI,Roy NISSANY,Reshad DE GÉRUS,,Oreca 07 - Gibson,G,LMP2,,,Classified,37,1:00'21.594,5.983,1.368,6,1'32.683,180.9,,
4,47,CLX Motorsport,Manuel ESPIRITO SANTO,Enzo FITTIPALDI,Luis Felipe DERANI,,Oreca 07 - Gibson,G,LMP2,,,Classified,37,1:00'23.620,8.009,2.026,4,1'33.873,178.6,,
5,37,CLX - Pure Rxcing,Aliaksandr MALYKHIN,Tristan VAUTIER,Tom BLOMQVIST,,Oreca 07 - Gibson,G,LMP2,,,Classified,37,1:00'30.222,14.611,6.602,8,1'34.487,177.4,,
6,24,Nielsen Racing,Cem BÖLÜKBASI,Ferdinand HABSBURG,Filipe ALBUQUERQUE,,Oreca 07 - Gibson,G,LMP2,,,Classified,37,1:00'31.349,15.738,1.127,7,1'34.044,178.3,,
7,10,Vector Sport,Ryan CULLEN,Vladislav LOMKO,Pietro FITTIPALDI,,Oreca 07 - Gibson,G,LMP2,,,Classified,37,1:00'33.718,18.107,2.369,5,1'34.098,178.2,,
8,22,United Autosports,Manuel MALDONADO,Grégoire SAUCY,Benjamin HANLEY,,Oreca 07 - Gibson,G,LMP2,,,Classified,37,1:00'40.722,25.111,7.004,13,1'34.098,178.2,,
9,3,DKR Engineering,Georgios KOLOVOS,Laurents HÖRR,Thomas LAURENT,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,37,1:00'47.000,31.389,6.278,5,1'32.396,181.4,,
10,18,IDEC Sport,Jamie CHADWICK,Mathys JAUBERT,Daniel JUNCADELLA,,Oreca 07 - Gibson,G,LMP2,,,Classified,37,1:00'55.112,39.501,8.112,4,1'33.876,178.6,,
11,34,Inter Europol Competition,Pedro PERINO,Jean-Baptiste SIMMENAUER,Luca GHIOTTO,,Oreca 07 - Gibson,G,LMP2,,,Classified,37,1:00'55.530,39.919,0.418,12,1'33.891,178.6,,
12,43,Inter Europol Competition,Jakub SMIECHOWSKI,Tom DILLMANN,Nicholas YELLOLY,,Oreca 07 - Gibson,G,LMP2,,,Classified,37,1:00'56.547,40.936,1.017,4,1'33.324,179.6,,
13,28,IDEC Sport,Paul LAFARGUE,Job VAN UITERT,Paul-Loup CHATIN,,Oreca 07 - Gibson,G,LMP2,,,Classified,37,1:01'05.571,49.960,9.024,6,1'33.275,179.7,,
14,77,Proton Competition,Giorgio RODA,René BINDER,Bent VISCAAL,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,37,1:01'05.858,50.247,0.287,7,1'33.462,179.4,,
15,99,AO by TF,PJ HYETT,Louis DELÉTRAZ,Dane CAMERON,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,37,1:01'21.546,1'05.935,15.688,8,1'35.343,175.8,,
16,29,TDS Racing,Rodrigo SALES,Mathias BECHE,Clément NOVALAK,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,37,1:01'28.486,1'12.875,6.940,15,1'35.264,176.0,,
17,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,37,1:01'35.257,1'19.646,6.771,17,1'35.952,174.7,,
18,21,United Autosports,Daniel SCHNEIDER,Marino SATO,Oliver JARVIS,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,36,1:00'41.646,1 Laps,1 Laps,7,1'36.959,172.9,,
19,27,Nielsen Racing,Anthony WELLS,James ALLEN,Sergio SETTE CAMARA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,36,1:01'07.109,1 Laps,25.463,5,1'36.314,174.1,,
20,20,Algarve Pro Racing,Kriton LENTOUDIS,Alexander QUINN,Olli CALDWELL,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,36,1:01'16.707,1 Laps,9.598,10,1'38.053,171.0,,
21,12,WTM by Rinaldi Racing,Torsten KRATZ,Leonard WEISS,Griffin PEEBLES,,Duqueine D09 - Toyota,M,LMP3,,,Classified,35,1:00'16.252,2 Laps,1 Laps,8,1'41.576,165.1,,
22,17,CLX Motorsport,Paul LANCHERE,Adrien CLOSMENIL,Theodor JENSEN,,Ligier JS P325 - Toyota,M,LMP3,,,Classified,35,1:00'16.609,2 Laps,0.357,21,1'41.364,165.4,,
23,35,Ultimate,Louis ROSSI,Jean-Baptiste LAHAYE,Matthieu LAHAYE,,Ligier JS P325 - Toyota,M,LMP3,,,Classified,35,1:00'17.292,2 Laps,0.683,8,1'41.702,164.8,,
24,11,Eurointernational,Fabien MICHAL,Ian AGUILERA,Sebastian GRAVLUND,,Ligier JS P325 - Toyota,M,LMP3,,,Classified,35,1:00'24.309,2 Laps,7.017,8,1'41.514,165.2,,
