POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,34,6,1:20.596,-,-,192.9,7,Racing Team Turkey,LMP2,P/A,,Oreca 07 - Gibson,G,51418,6058,3,5626,256,240,,,,,Salih,YOLUC,B,,TUR,,1346,240,,,Min 01:10:00-Max 02:30:00,Charlie,EASTWOOD,G,,IRL,,9016,116,,,Min 00:40:00-Max 01:40:00,Logan,SARGEANT,G,,USA,,10110,66,,,Min 00:40:00-Max 01:40:00,,,,,,,,,,,,,,,,,,,
2,24,4,1:20.753,+0.157,+0.157,192.5,6,Algarve Pro Racing,LMP2,,,Oreca 07 - Gibson,G,51411,92,3,5626,256,184,,,,,Diego,MENCHACA,S,,MEX,,9882,151,,,Min 01:10:00-Max 02:30:00,Ferdinand,HABSBURG,G,,AUT,,10000,17,,,Min 00:40:00-Max 01:40:00,Richard,BRADLEY,G,,GBR,,272,188,,,Min 00:40:00-Max 01:40:00,,,,,,,,,,,,,,,,,,,
3,32,6,1:20.877,+0.281,+0.124,192.2,6,United Autosports,LMP2,,,Oreca 07 - Gibson,G,51417,532,3,5626,256,188,,,,,Job,VAN UITERT,G,,NLD,,8984,178,,,Min 00:40:00-Max 01:40:00,Nicolas,JAMIN,G,,FRA,,9174,70,,,Min 00:40:00-Max 01:40:00,Manuel,MALDONADO,S,,VEN,,9880,246,,,Min 01:10:00-Max 02:30:00,,,,,,,,,,,,,,,,,,,
4,25,7,1:20.953,+0.357,+0.076,192.0,7,G-Drive Racing,LMP2,P/A,,Aurus 01 - Gibson,G,51412,524,3,5957,4394,254,,,,,John,FALB,B,,USA,,1536,66,,,Min 00:40:00-Max 02:30:00,Rui,ANDRADE,S,,PRT,,9873,184,,,Min 00:40:00-Max 02:30:00,Roberto,MERHI,P,,ESP,,1990,64,,,Min 00:40:00-Max 01:40:00,,,,,,,,,,,,,,,,,,,
5,41,6,1:21.037,+0.441,+0.084,191.8,7,Team WRT,LMP2,,,Oreca 07 - Gibson,G,51422,5518,3,5626,256,23,,,,,Robert,KUBICA,P,,POL,,8438,181,,,Min 00:40:00-Max 01:40:00,Louis,DELETRAZ,G,,CHE,,9621,219,,,Min 00:40:00-Max 01:40:00,Yifei,YE,S,,CHN,,10068,43,,,Min 01:10:00-Max 02:30:00,,,,,,,,,,,,,,,,,,,
6,28,7,1:21.100,+0.504,+0.063,191.7,7,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,51414,522,3,5626,256,70,,,,,Paul,LAFARGUE,S,,FRA,,1552,70,,,Min 01:10:00-Max 02:30:00,Paul Loup,CHATIN,G,,FRA,,313,70,,,Min 00:40:00-Max 01:40:00,Patrick,PILET,P,,FRA,,68,70,,,Min 00:40:00-Max 01:40:00,,,,,,,,,,,,,,,,,,,
7,26,7,1:21.243,+0.647,+0.143,191.3,7,G-Drive Racing,LMP2,,,Aurus 01 - Gibson,G,51413,524,3,5957,4394,254,,,,,Roman,RUSINOV,G,,RUS,,107,254,,,Min 00:40:00-Max 01:40:00,Franco,COLAPINTO,S,,ARG,,10066,13,,,Min 01:10:00-Max 02:30:00,Nyck,DE VRIES,P,,NLD,,9152,178,,,Min 00:40:00-Max 01:40:00,,,,,,,,,,,,,,,,,,,
8,22,6,1:21.321,+0.725,+0.078,191.2,7,United Autosports,LMP2,,,Oreca 07 - Gibson,G,51410,532,3,5626,256,188,,,,,Phil,HANSON,G,,GBR,,8272,188,,,Min 00:40:00-Max 01:40:00,Jonathan,ABERDEIN,G,,ZAF,,9879,2,,,Min 00:40:00-Max 01:40:00,Tom,GAMBLE,S,,GBR,,9549,188,,,Min 01:10:00-Max 02:30:00,,,,,,,,,,,,,,,,,,,
9,21,5,1:21.356,+0.760,+0.035,191.1,7,DragonSpeed USA,LMP2,P/A,,Oreca 07 - Gibson,G,51409,6029,3,5626,256,66,,,,,Henrik,HEDMAN,B,,SWE,,1728,221,,,Min 01:10:00-Max 02:30:00,Ben,HANLEY,G,,GBR,,1972,188,,,Min 00:40:00-Max 01:40:00,Gustavo,MENEZES,G,,USA,,1386,66,,,Min 00:40:00-Max 01:40:00,,,,,,,,,,,,,,,,,,,
10,65,6,1:21.462,+0.866,+0.106,190.8,7,Panis Racing,LMP2,,,Oreca 07 - Gibson,G,51425,5990,3,5626,256,70,,,,,Julien,CANAL,S,,FRA,,73,70,,,Min 01:10:00-Max 02:30:00,William,STEVENS,P,,GBR,,1882,188,,,Min 00:40:00-Max 01:40:00,James,ALLEN,G,,AUS,,8384,16,,,Min 00:40:00-Max 01:40:00,,,,,,,,,,,,,,,,,,,
11,37,4,1:21.563,+0.967,+0.101,190.6,6,COOL Racing,LMP2,P/A,,Oreca 07 - Gibson,G,51420,5790,3,5626,256,219,,,,,Alexandre,COIGNY,B,,CHE,,8440,219,,,Min 01:10:00-Max 02:30:00,Nicolas,LAPIERRE,P,,FRA,,96,70,,,Min 00:40:00-Max 01:40:00,Antonin,BORGA,G,,CHE,,8216,219,,,Min 00:40:00-Max 01:40:00,,,,,,,,,,,,,,,,,,,
12,29,7,1:21.628,+1.032,+0.065,190.4,8,Ultimate,LMP2,P/A,,Oreca 07 - Gibson,G,51415,390,3,5626,256,70,,,,,Matthieu,LAHAYE,S,,FRA,,37,70,,,Min 00:40:00-Max 02:30:00,Jean-Baptiste,LAHAYE,S,,FRA,,1628,70,,,Min 00:40:00-Max 02:30:00,François,HERIAU,B,,FRA,,1630,70,,,Min 00:40:00-Max 02:30:00,,,,,,,,,,,,,,,,,,,
