NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
11,2,1,15:04.427,0,B,13:26.597,0,54.324,0,43.506,0,16.7,15:04.427,13:15:04.427,13:26.597,0:54.324,0:43.506,110.4,Cem BOLUKBASI,0:12:39.072,LMP3,,Eurointernational,Ligier,
11,2,2,2:02.549,0,,52.174,0,41.850,0,28.525,0,126.8,17:06.976,13:17:06.976,0:52.174,0:41.850,0:28.525,195.7,Cem BOLUKBASI,0:00:33.552,LMP3,,Eurointernational,Ligier,
11,2,3,1:28.941,0,,22.600,0,39.388,0,26.953,0,174.8,18:35.917,13:18:35.917,0:22.600,0:39.388,0:26.953,237.4,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,2,4,1:29.107,0,,22.547,0,39.314,0,27.246,0,174.5,20:05.024,13:20:05.024,0:22.547,0:39.314,0:27.246,238.4,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,2,5,1:27.822,0,,22.378,0,39.013,0,26.431,0,177.0,21:32.846,13:21:32.846,0:22.378,0:39.013,0:26.431,239.5,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,2,6,1:28.350,0,,22.314,0,39.401,0,26.635,0,175.9,23:01.196,13:23:01.196,0:22.314,0:39.401,0:26.635,242.7,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,2,7,1:27.607,0,,22.344,0,39.063,0,26.200,0,177.4,24:28.803,13:24:28.803,0:22.344,0:39.063,0:26.200,239.5,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,2,8,1:27.705,0,,22.314,0,39.000,1,26.391,0,177.2,25:56.508,13:25:56.508,0:22.314,0:39.000,0:26.391,239.5,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,2,9,1:28.814,0,,22.412,0,40.021,0,26.381,0,175.0,27:25.322,13:27:25.322,0:22.412,0:40.021,0:26.381,239.5,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,2,10,1:28.376,0,,22.294,1,39.616,0,26.466,0,175.9,28:53.698,13:28:53.698,0:22.294,0:39.616,0:26.466,240.5,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,2,11,1:27.736,0,,22.361,0,39.180,0,26.195,0,177.2,30:21.434,13:30:21.434,0:22.361,0:39.180,0:26.195,240.5,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,2,12,1:27.864,0,,22.344,0,39.197,0,26.323,0,176.9,31:49.298,13:31:49.298,0:22.344,0:39.197,0:26.323,240.5,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,2,13,1:34.078,0,B,22.503,0,39.490,0,32.085,0,165.2,33:23.376,13:33:23.376,0:22.503,0:39.490,0:32.085,240.0,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,1,14,3:38.368,0,,2:27.588,0,42.364,0,28.416,0,71.2,37:01.744,13:37:01.744,2:27.588,0:42.364,0:28.416,169.3,Andrea DROMEDARI,0:02:06.058,LMP3,,Eurointernational,Ligier,
11,1,15,1:32.384,0,,23.407,0,40.642,0,28.335,0,168.3,38:34.128,13:38:34.128,0:23.407,0:40.642,0:28.335,234.8,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,16,1:31.030,0,,22.965,0,40.710,0,27.355,0,170.8,40:05.158,13:40:05.158,0:22.965,0:40.710,0:27.355,237.4,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,17,1:30.583,0,,22.736,1,40.013,0,27.834,0,171.6,41:35.741,13:41:35.741,0:22.736,0:40.013,0:27.834,238.4,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,18,1:30.245,0,,22.988,0,40.026,0,27.231,0,172.3,43:05.986,13:43:05.986,0:22.988,0:40.026,0:27.231,237.4,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,19,1:30.385,0,,22.879,0,39.996,0,27.510,0,172.0,44:36.371,13:44:36.371,0:22.879,0:39.996,0:27.510,237.4,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,20,1:31.172,0,,22.796,0,40.894,0,27.482,0,170.5,46:07.543,13:46:07.543,0:22.796,0:40.894,0:27.482,237.9,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,21,1:30.177,0,,22.923,0,40.094,0,27.160,1,172.4,47:37.720,13:47:37.720,0:22.923,0:40.094,0:27.160,238.4,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,22,1:30.834,0,,22.799,0,40.146,0,27.889,0,171.1,49:08.554,13:49:08.554,0:22.799,0:40.146,0:27.889,237.9,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,23,1:31.259,0,,22.995,0,40.070,0,28.194,0,170.3,50:39.813,13:50:39.813,0:22.995,0:40.070,0:28.194,238.4,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,24,1:30.668,0,,23.160,0,40.133,0,27.375,0,171.4,52:10.481,13:52:10.481,0:23.160,0:40.133,0:27.375,238.9,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,25,1:30.080,0,,22.840,0,39.889,1,27.351,0,172.6,53:40.561,13:53:40.561,0:22.840,0:39.889,0:27.351,236.8,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,26,2:31.896,0,B,25.360,0,1:05.250,0,1:01.286,0,102.3,56:12.457,13:56:12.457,0:25.360,1:05.250,1:01.286,161.4,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,2,27,5:26.444,0,,4:14.607,0,40.471,0,31.366,0,47.6,1:01:38.901,14:01:38.901,4:14.607,0:40.471,0:31.366,230.3,Cem BOLUKBASI,0:03:55.615,LMP3,,Eurointernational,Ligier,
11,2,28,1:27.916,0,,22.602,0,39.047,0,26.267,0,176.8,1:03:06.817,14:03:06.817,0:22.602,0:39.047,0:26.267,237.9,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,2,29,1:28.955,0,,22.385,0,39.700,0,26.870,0,174.7,1:04:35.772,14:04:35.772,0:22.385,0:39.700,0:26.870,238.9,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,2,30,1:47.058,0,B,22.371,0,39.005,0,45.682,0,145.2,1:06:22.830,14:06:22.830,0:22.371,0:39.005,0:45.682,240.5,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,2,31,2:59.966,0,,1:51.588,0,40.864,0,27.514,0,86.4,1:09:22.796,14:09:22.796,1:51.588,0:40.864,0:27.514,186.5,Cem BOLUKBASI,0:01:28.434,LMP3,,Eurointernational,Ligier,
11,2,32,1:28.180,0,,22.869,0,39.072,0,26.239,0,176.3,1:10:50.976,14:10:50.976,0:22.869,0:39.072,0:26.239,240.5,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,2,33,1:27.612,0,,22.370,0,39.073,0,26.169,1,177.4,1:12:18.588,14:12:18.588,0:22.370,0:39.073,0:26.169,239.5,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,2,34,1:54.722,0,B,22.542,0,39.210,0,52.970,0,135.5,1:14:13.310,14:14:13.310,0:22.542,0:39.210,0:52.970,239.5,Cem BOLUKBASI,,LMP3,,Eurointernational,Ligier,
11,3,35,15:41.855,0,,14:33.767,0,41.066,0,27.022,0,16.5,1:29:55.165,14:29:55.165,14:33.767,0:41.066,0:27.022,191.8,JOEY ALDERS,0:14:14.572,LMP3,,Eurointernational,Ligier,
11,3,36,1:28.564,0,,22.613,0,39.531,0,26.420,0,175.5,1:31:23.729,14:31:23.729,0:22.613,0:39.531,0:26.420,239.5,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,37,1:27.879,0,,22.501,0,39.086,0,26.292,0,176.9,1:32:51.608,14:32:51.608,0:22.501,0:39.086,0:26.292,240.0,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,38,1:29.774,0,,22.342,0,40.396,0,27.036,0,173.2,1:34:21.382,14:34:21.382,0:22.342,0:40.396,0:27.036,238.9,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,39,1:27.823,0,,22.373,0,39.006,0,26.444,0,177.0,1:35:49.205,14:35:49.205,0:22.373,0:39.006,0:26.444,241.6,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,40,1:28.054,0,,22.304,0,39.093,0,26.657,0,176.5,1:37:17.259,14:37:17.259,0:22.304,0:39.093,0:26.657,241.6,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,41,1:28.391,0,,22.421,0,39.668,0,26.302,0,175.9,1:38:45.650,14:38:45.650,0:22.421,0:39.668,0:26.302,241.1,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,42,1:27.007,0,,22.187,0,38.798,0,26.022,0,178.7,1:40:12.657,14:40:12.657,0:22.187,0:38.798,0:26.022,242.7,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,43,1:27.536,0,,22.146,0,38.911,0,26.479,0,177.6,1:41:40.193,14:41:40.193,0:22.146,0:38.911,0:26.479,242.2,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,44,1:28.049,0,,22.209,0,39.697,0,26.143,0,176.5,1:43:08.242,14:43:08.242,0:22.209,0:39.697,0:26.143,243.8,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,45,1:26.967,2,,22.121,2,38.881,0,25.965,2,178.7,1:44:35.209,14:44:35.209,0:22.121,0:38.881,0:25.965,241.6,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,46,1:27.352,0,,22.126,0,38.864,0,26.362,0,178.0,1:46:02.561,14:46:02.561,0:22.126,0:38.864,0:26.362,241.6,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,47,1:33.560,0,B,22.482,0,39.329,0,31.749,0,166.1,1:47:36.121,14:47:36.121,0:22.482,0:39.329,0:31.749,242.2,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,48,3:06.268,0,,1:52.612,0,45.126,0,28.530,0,83.5,1:50:42.389,14:50:42.389,1:52.612,0:45.126,0:28.530,182.4,JOEY ALDERS,0:01:34.689,LMP3,,Eurointernational,Ligier,
11,3,49,1:36.385,0,,25.528,0,44.405,0,26.452,0,161.3,1:52:18.774,14:52:18.774,0:25.528,0:44.405,0:26.452,190.5,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,50,1:27.428,0,,22.235,0,39.224,0,25.969,0,177.8,1:53:46.202,14:53:46.202,0:22.235,0:39.224,0:25.969,240.5,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,51,1:27.849,0,,22.223,0,38.866,0,26.760,0,176.9,1:55:14.051,14:55:14.051,0:22.223,0:38.866,0:26.760,241.6,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,52,1:30.502,0,,22.773,0,39.842,0,27.887,0,171.8,1:56:44.553,14:56:44.553,0:22.773,0:39.842,0:27.887,239.5,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
11,3,53,1:27.298,0,,22.275,0,38.799,0,26.224,0,178.1,1:58:11.851,14:58:11.851,0:22.275,0:38.799,0:26.224,241.1,JOEY ALDERS,,LMP3,,Eurointernational,Ligier,
