NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
55,2,1,1:53.076,0,,35.745,0,42.643,0,34.688,0,133.4,1:53.076,14:51:53.076,0:35.745,0:42.643,0:34.688,221.8,Matthew GRIFFIN,0:00:13.202,LMGTE,,Spirit of Race,Ferrari,
55,2,2,1:32.458,0,,23.176,0,41.303,0,27.979,0,168.1,3:25.534,14:53:25.534,0:23.176,0:41.303,0:27.979,236.8,Matthew GRIFFIN,,LMGTE,,Spirit of Race,Ferrari,
55,2,3,1:31.117,0,,22.687,0,40.760,0,27.670,0,170.6,4:56.651,14:54:56.651,0:22.687,0:40.760,0:27.670,234.3,Matthew GRIFFIN,,LMGTE,,Spirit of Race,Ferrari,
55,2,4,1:35.247,0,B,22.533,0,40.440,0,32.274,0,163.2,6:31.898,14:56:31.898,0:22.533,0:40.440,0:32.274,238.4,Matthew GRIFFIN,,LMGTE,,Spirit of Race,Ferrari,
55,2,5,2:03.109,0,,57.131,0,39.223,0,26.755,2,126.3,8:35.007,14:58:35.007,0:57.131,0:39.223,0:26.755,237.4,Matthew GRIFFIN,0:00:40.404,LMGTE,,Spirit of Race,Ferrari,
55,2,6,1:28.024,2,,22.508,2,38.686,2,26.830,0,176.6,10:03.031,15:00:03.031,0:22.508,0:38.686,0:26.830,240.0,Matthew GRIFFIN,,LMGTE,,Spirit of Race,Ferrari,
60,3,1,1:48.243,0,,29.130,0,47.240,0,31.873,0,139.4,1:48.243,14:51:48.243,0:29.130,0:47.240,0:31.873,172.5,Paolo RUBERTI,0:00:02.967,LMGTE,,Iron Lynx,Ferrari,
60,3,2,1:35.822,0,,23.738,0,43.392,0,28.692,0,162.2,3:24.065,14:53:24.065,0:23.738,0:43.392,0:28.692,218.2,Paolo RUBERTI,,LMGTE,,Iron Lynx,Ferrari,
60,3,3,1:39.106,0,B,23.057,0,41.650,0,34.399,0,156.9,5:03.171,14:55:03.171,0:23.057,0:41.650,0:34.399,236.3,Paolo RUBERTI,,LMGTE,,Iron Lynx,Ferrari,
60,3,4,2:13.296,0,,1:06.963,0,39.595,0,26.738,0,116.6,7:16.467,14:57:16.467,1:06.963,0:39.595,0:26.738,230.3,Paolo RUBERTI,0:00:49.951,LMGTE,,Iron Lynx,Ferrari,
60,3,5,1:28.122,0,,22.559,0,38.924,0,26.639,0,176.4,8:44.589,14:58:44.589,0:22.559,0:38.924,0:26.639,239.5,Paolo RUBERTI,,LMGTE,,Iron Lynx,Ferrari,
60,3,6,1:27.589,2,,22.340,3,38.614,2,26.635,2,177.5,10:12.178,15:00:12.178,0:22.340,0:38.614,0:26.635,240.0,Paolo RUBERTI,,LMGTE,,Iron Lynx,Ferrari,
66,2,1,1:44.889,0,,30.040,0,45.187,0,29.662,0,143.8,1:44.889,14:51:44.889,0:30.040,0:45.187,0:29.662,185.6,Andrea FONTANA,0:00:07.559,LMGTE,,JMW Motorsport,Ferrari,
66,2,2,1:34.139,0,,23.219,0,42.701,0,28.219,0,165.1,3:19.028,14:53:19.028,0:23.219,0:42.701,0:28.219,237.4,Andrea FONTANA,,LMGTE,,JMW Motorsport,Ferrari,
66,2,3,1:32.015,0,,23.146,0,41.727,0,27.142,0,168.9,4:51.043,14:54:51.043,0:23.146,0:41.727,0:27.142,229.8,Andrea FONTANA,,LMGTE,,JMW Motorsport,Ferrari,
66,2,4,1:29.377,2,,22.700,0,39.542,0,27.135,0,173.9,6:20.420,14:56:20.420,0:22.700,0:39.542,0:27.135,239.5,Andrea FONTANA,,LMGTE,,JMW Motorsport,Ferrari,
66,2,5,1:34.970,0,B,22.590,2,39.681,0,32.699,0,163.7,7:55.390,14:57:55.390,0:22.590,0:39.681,0:32.699,237.9,Andrea FONTANA,,LMGTE,,JMW Motorsport,Ferrari,
66,2,6,2:05.653,0,,59.751,0,39.195,2,26.707,2,123.7,10:01.043,15:00:01.043,0:59.751,0:39.195,0:26.707,237.4,Andrea FONTANA,0:00:43.259,LMGTE,,JMW Motorsport,Ferrari,
