NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
11,1,1,2:26.983,0,,1:16.202,0,42.243,0,28.538,0,102.6,2:26.983,16:22:26.983,1:16.202,0:42.243,0:28.538,223.1,Andrea DROMEDARI,0:00:52.480,LMP3,,Eurointernational,Ligier,
11,1,2,1:30.321,0,,23.004,0,39.987,0,27.330,0,172.1,3:57.304,16:23:57.304,0:23.004,0:39.987,0:27.330,236.8,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,3,1:31.094,0,,22.805,0,39.907,0,28.382,0,170.6,5:28.398,16:25:28.398,0:22.805,0:39.907,0:28.382,237.9,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,4,1:31.458,0,,22.510,0,40.802,0,28.146,0,170.0,6:59.856,16:26:59.856,0:22.510,0:40.802,0:28.146,238.4,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,5,1:29.302,0,,22.650,0,39.607,0,27.045,0,174.1,8:29.158,16:28:29.158,0:22.650,0:39.607,0:27.045,237.9,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,6,1:29.067,0,,22.653,0,39.514,0,26.900,0,174.5,9:58.225,16:29:58.225,0:22.653,0:39.514,0:26.900,237.9,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,7,1:35.099,0,B,22.670,0,39.466,0,32.963,0,163.5,11:33.324,16:31:33.324,0:22.670,0:39.466,0:32.963,236.8,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,8,2:43.416,0,,1:20.779,0,48.616,0,34.021,0,95.1,14:16.740,16:34:16.740,1:20.779,0:48.616,0:34.021,141.4,Andrea DROMEDARI,0:01:02.160,LMP3,,Eurointernational,Ligier,
11,1,9,3:11.727,0,,54.724,0,1:17.109,0,59.894,0,81.1,17:28.467,16:37:28.467,0:54.724,1:17.109,0:59.894,78.6,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,10,2:39.389,0,,55.785,0,1:14.682,0,28.922,0,97.5,20:07.856,16:40:07.856,0:55.785,1:14.682,0:28.922,72.4,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,11,1:30.066,0,,22.946,0,40.047,0,27.073,0,172.6,21:37.922,16:41:37.922,0:22.946,0:40.047,0:27.073,237.4,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,12,1:28.918,0,,22.641,0,39.414,0,26.863,0,174.8,23:06.840,16:43:06.840,0:22.641,0:39.414,0:26.863,239.5,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,13,1:28.334,0,,22.559,0,39.205,0,26.570,2,176.0,24:35.174,16:44:35.174,0:22.559,0:39.205,0:26.570,237.9,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,14,1:28.637,0,,22.424,2,39.260,0,26.953,0,175.4,26:03.811,16:46:03.811,0:22.424,0:39.260,0:26.953,240.0,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,15,1:28.254,2,,22.424,0,39.086,2,26.744,0,176.1,27:32.065,16:47:32.065,0:22.424,0:39.086,0:26.744,241.1,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,16,1:31.890,0,,22.600,0,40.569,0,28.721,0,169.2,29:03.955,16:49:03.955,0:22.600,0:40.569,0:28.721,241.1,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
