NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
11,1,1,1:40.240,0,,28.232,0,44.004,0,28.004,0,150.5,1:40.240,11:01:57.607,0:28.232,0:44.004,0:28.004,218.6,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,2,1:36.853,0,,23.212,0,43.325,0,30.316,0,160.5,3:17.093,11:03:34.460,0:23.212,0:43.325,0:30.316,238.4,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,3,2:55.538,0,,39.339,0,1:15.038,0,1:01.161,0,88.6,6:12.631,11:06:29.998,0:39.339,1:15.038,1:01.161,,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,4,2:36.643,0,,55.192,0,1:03.122,0,38.329,0,99.2,8:49.274,11:09:06.641,0:55.192,1:03.122,0:38.329,,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,5,2:07.711,0,,36.772,0,53.220,0,37.719,0,121.7,10:56.985,11:11:14.352,0:36.772,0:53.220,0:37.719,123.6,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,6,1:49.857,0,,32.754,0,47.037,0,30.066,0,141.5,12:46.842,11:13:04.209,0:32.754,0:47.037,0:30.066,155.6,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,7,1:31.156,0,,23.475,0,40.409,0,27.272,0,170.5,14:17.998,11:14:35.365,0:23.475,0:40.409,0:27.272,237.9,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,8,1:29.455,0,,22.673,0,39.768,0,27.014,0,173.8,15:47.453,11:16:04.820,0:22.673,0:39.768,0:27.014,237.9,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,9,1:29.140,0,,22.632,0,39.604,0,26.904,0,174.4,17:16.593,11:17:33.960,0:22.632,0:39.604,0:26.904,240.5,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,10,1:29.097,0,,22.532,0,39.722,0,26.843,1,174.5,18:45.690,11:19:03.057,0:22.532,0:39.722,0:26.843,239.5,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,11,1:29.386,0,,22.688,0,39.764,0,26.934,0,173.9,20:15.076,11:20:32.443,0:22.688,0:39.764,0:26.934,238.4,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,12,1:29.583,0,,22.746,0,39.860,0,26.977,0,173.5,21:44.659,11:22:02.026,0:22.746,0:39.860,0:26.977,238.9,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,13,1:29.013,0,,22.617,0,39.427,1,26.969,0,174.6,23:13.672,11:23:31.039,0:22.617,0:39.427,0:26.969,240.0,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
11,1,14,1:29.119,0,,22.563,0,39.585,0,26.971,0,174.4,24:42.791,11:25:00.158,0:22.563,0:39.585,0:26.971,243.2,Andrea DROMEDARI,,LMP3,,Eurointernational,Ligier,
