POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,34,66,1:22.066,-,-,189.4,89,Racing Team Turkey,LMP2,P/A,,Oreca 07 - Gibson,G,51418,6058,3,5626,256,240,,,,,Salih,YOLUC,,,TUR,,1346,240,,,,Charlie,EASTWOOD,,,IRL,,9016,116,,,,Logan,SARGEANT,,,USA,,10110,66,,,,,,,,,,,,,,,,,,,,,,
2,26,41,1:22.107,+0.041,+0.041,189.3,130,G-Drive Racing,LMP2,,,Aurus 01 - Gibson,G,51413,524,3,5957,4394,254,,,,,Roman,RUSINOV,,,RUS,,107,254,,,,Franco,COLAPINTO,,,ARG,,10066,13,,,,Nyck,DE VRIES,,,NLD,,9152,178,,,,,,,,,,,,,,,,,,,,,,
3,37,29,1:22.242,+0.176,+0.135,189.0,85,COOL Racing,LMP2,P/A,,Oreca 07 - Gibson,G,51420,5790,3,5626,256,219,,,,,Alexandre,COIGNY,,,CHE,,8440,219,,,,Nicolas,LAPIERRE,,,FRA,,96,70,,,,Antonin,BORGA,,,CHE,,8216,219,,,,,,,,,,,,,,,,,,,,,,
4,41,94,1:22.383,+0.317,+0.141,188.7,95,Team WRT,LMP2,,,Oreca 07 - Gibson,G,51422,5518,3,5626,256,23,,,,,Robert,KUBICA,,,POL,,8438,181,,,,Louis,DELETRAZ,,,CHE,,9621,219,,,,Yifei,YE,,,CHN,,10068,43,,,,,,,,,,,,,,,,,,,,,,
5,22,4,1:22.476,+0.410,+0.093,188.5,102,United Autosports,LMP2,,,Oreca 07 - Gibson,G,51410,532,3,5626,256,188,,,,,Phil,HANSON,,,GBR,,8272,188,,,,Jonathan,ABERDEIN,,,ZAF,,9879,2,,,,Tom,GAMBLE,,,GBR,,9549,188,,,,,,,,,,,,,,,,,,,,,,
6,32,8,1:22.524,+0.458,+0.048,188.4,108,United Autosports,LMP2,,,Oreca 07 - Gibson,G,51417,532,3,5626,256,188,,,,,Job,VAN UITERT,,,NLD,,8984,178,,,,Nicolas,JAMIN,,,FRA,,9174,70,,,,Manuel,MALDONADO,,,VEN,,9880,246,,,,,,,,,,,,,,,,,,,,,,
7,65,18,1:22.788,+0.722,+0.264,187.8,101,Panis Racing,LMP2,,,Oreca 07 - Gibson,G,51425,5990,3,5626,256,70,,,,,Julien,CANAL,,,FRA,,73,70,,,,William,STEVENS,,,GBR,,1882,188,,,,James,ALLEN,,,AUS,,8384,16,,,,,,,,,,,,,,,,,,,,,,
8,29,67,1:22.893,+0.827,+0.105,187.5,98,Ultimate,LMP2,P/A,,Oreca 07 - Gibson,G,51415,390,3,5626,256,70,,,,,Matthieu,LAHAYE,,,FRA,,37,70,,,,Jean-Baptiste,LAHAYE,,,FRA,,1628,70,,,,François,HERIAU,,,FRA,,1630,70,,,,,,,,,,,,,,,,,,,,,,
9,30,44,1:22.936,+0.870,+0.043,187.4,89,Duqueine Team,LMP2,,,Oreca 07 - Gibson,G,51416,5981,3,5626,256,70,,,,,Tristan,GOMMENDY,,,FRA,,233,70,,,,René,BINDER,,,AUT,,9190,17,,,,Memo,ROJAS,,,MEX,,1912,151,,,,,,,,,,,,,,,,,,,,,,
10,25,56,1:23.060,+0.994,+0.124,187.2,86,G-Drive Racing,LMP2,P/A,,Aurus 01 - Gibson,G,51412,524,3,5957,4394,254,,,,,John,FALB,,,USA,,1536,66,,,,Rui,ANDRADE,,,PRT,,9873,184,,,,Roberto,MERHI,,,ESP,,1990,64,,,,,,,,,,,,,,,,,,,,,,
