POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,34,48,1:22.063,-,-,189.4,86,Racing Team Turkey,LMP2,P/A,,Oreca 07 - Gibson,G,51418,6058,3,5626,256,240,,,,,Salih,YOLUC,,,TUR,,1346,240,,,,Charlie,EASTWOOD,,,IRL,,9016,116,,,,Logan,SARGEANT,,,USA,,10110,66,,,,,,,,,,,,,,,,,,,,,,
2,26,45,1:22.305,+0.242,+0.242,188.9,73,G-Drive Racing,LMP2,,,Aurus 01 - Gibson,G,51413,524,3,5957,4394,254,,,,,Roman,RUSINOV,,,RUS,,107,254,,,,Franco,COLAPINTO,,,ARG,,10066,13,,,,Nyck,DE VRIES,,,NLD,,9152,178,,,,,,,,,,,,,,,,,,,,,,
3,30,58,1:22.442,+0.379,+0.137,188.6,82,Duqueine Team,LMP2,,,Oreca 07 - Gibson,G,51416,5981,3,5626,256,70,,,,,Tristan,GOMMENDY,,,FRA,,233,70,,,,René,BINDER,,,AUT,,9190,17,,,,Memo,ROJAS,,,MEX,,1912,151,,,,,,,,,,,,,,,,,,,,,,
4,22,37,1:22.452,+0.389,+0.010,188.5,64,United Autosports,LMP2,,,Oreca 07 - Gibson,G,51410,532,3,5626,256,188,,,,,Phil,HANSON,,,GBR,,8272,188,,,,Jonathan,ABERDEIN,,,ZAF,,9879,2,,,,Tom,GAMBLE,,,GBR,,9549,188,,,,,,,,,,,,,,,,,,,,,,
5,65,39,1:22.900,+0.837,+0.448,187.5,59,Panis Racing,LMP2,,,Oreca 07 - Gibson,G,51425,5990,3,5626,256,70,,,,,Julien,CANAL,,,FRA,,73,70,,,,William,STEVENS,,,GBR,,1882,188,,,,James,ALLEN,,,AUS,,8384,16,,,,,,,,,,,,,,,,,,,,,,
6,32,45,1:22.954,+0.891,+0.054,187.4,71,United Autosports,LMP2,,,Oreca 07 - Gibson,G,51417,532,3,5626,256,188,,,,,Job,VAN UITERT,,,NLD,,8984,178,,,,Nicolas,JAMIN,,,FRA,,9174,70,,,,Manuel,MALDONADO,,,VEN,,9880,246,,,,,,,,,,,,,,,,,,,,,,
7,37,69,1:22.967,+0.904,+0.013,187.4,79,COOL Racing,LMP2,P/A,,Oreca 07 - Gibson,G,51420,5790,3,5626,256,219,,,,,Alexandre,COIGNY,,,CHE,,8440,219,,,,Nicolas,LAPIERRE,,,FRA,,96,70,,,,Antonin,BORGA,,,CHE,,8216,219,,,,,,,,,,,,,,,,,,,,,,
8,24,41,1:22.980,+0.917,+0.013,187.3,45,Algarve Pro Racing,LMP2,,,Oreca 07 - Gibson,G,51411,92,3,5626,256,184,,,,,Diego,MENCHACA,,,MEX,,9882,151,,,,Ferdinand,HABSBURG,,,AUT,,10000,17,,,,Richard,BRADLEY,,,GBR,,272,188,,,,,,,,,,,,,,,,,,,,,,
9,28,45,1:22.999,+0.936,+0.019,187.3,70,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,51414,522,3,5626,256,70,,,,,Paul,LAFARGUE,,,FRA,,1552,70,,,,Paul Loup,CHATIN,,,FRA,,313,70,,,,Patrick,PILET,,,FRA,,68,70,,,,,,,,,,,,,,,,,,,,,,
10,41,56,1:23.074,+1.011,+0.075,187.1,71,Team WRT,LMP2,,,Oreca 07 - Gibson,G,51422,5518,3,5626,256,23,,,,,Robert,KUBICA,,,POL,,8438,181,,,,Louis,DELETRAZ,,,CHE,,9621,219,,,,Yifei,YE,,,CHN,,10068,43,,,,,,,,,,,,,,,,,,,,,,
11,29,45,1:23.083,+1.020,+0.009,187.1,72,Ultimate,LMP2,P/A,,Oreca 07 - Gibson,G,51415,390,3,5626,256,70,,,,,Matthieu,LAHAYE,,,FRA,,37,70,,,,Jean-Baptiste,LAHAYE,,,FRA,,1628,70,,,,François,HERIAU,,,FRA,,1630,70,,,,,,,,,,,,,,,,,,,,,,
12,25,78,1:23.238,+1.175,+0.155,186.8,79,G-Drive Racing,LMP2,P/A,,Aurus 01 - Gibson,G,51412,524,3,5957,4394,254,,,,,John,FALB,,,USA,,1536,66,,,,Rui,ANDRADE,,,PRT,,9873,184,,,,Roberto,MERHI,,,ESP,,1990,64,,,,,,,,,,,,,,,,,,,,,,
13,21,23,1:23.783,+1.720,+0.545,185.5,43,DragonSpeed USA,LMP2,P/A,,Oreca 07 - Gibson,G,51409,6029,3,5626,256,66,,,,,Henrik,HEDMAN,,,SWE,,1728,221,,,,Ben,HANLEY,,,GBR,,1972,188,,,,Gustavo,MENEZES,G,,USA,,,,,,,,,,,,,,,,,,,,,,,,,
