NUMBER, DRIVER_NUMBER, LAP_NUMBER, LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,
10,1,1,2:30.008,0,,57.966,0,56.838,0,35.204,0,100.6,2:30.008,14:02:30.008,0:57.966,0:56.838,0:35.204,163.1,Huub VAN EIJNDHOVEN,0:00:29.148,PRO,,#Team PGZ by JW RaceService,,
10,1,2,1:43.815,0,,28.723,0,45.571,0,29.521,0,149.7,4:13.823,14:04:13.823,0:28.723,0:45.571,0:29.521,206.9,Huub VAN EIJNDHOVEN,,PRO,,#Team PGZ by JW RaceService,,
10,1,3,1:33.288,0,,23.423,0,41.274,0,28.591,0,166.6,5:47.111,14:05:47.111,0:23.423,0:41.274,0:28.591,235.3,Huub VAN EIJNDHOVEN,,PRO,,#Team PGZ by JW RaceService,,
10,1,4,1:32.794,0,,23.398,0,41.064,0,28.332,0,167.5,7:19.905,14:07:19.905,0:23.398,0:41.064,0:28.332,236.3,Huub VAN EIJNDHOVEN,,PRO,,#Team PGZ by JW RaceService,,
10,1,5,1:32.267,0,,23.109,0,40.822,0,28.336,0,168.5,8:52.172,14:08:52.172,0:23.109,0:40.822,0:28.336,237.4,Huub VAN EIJNDHOVEN,,PRO,,#Team PGZ by JW RaceService,,
10,1,6,1:32.042,0,,23.148,0,40.645,0,28.249,0,168.9,10:24.214,14:10:24.214,0:23.148,0:40.645,0:28.249,238.4,Huub VAN EIJNDHOVEN,,PRO,,#Team PGZ by JW RaceService,,
10,1,7,1:32.329,0,,23.023,0,40.669,0,28.637,0,168.4,11:56.543,14:11:56.543,0:23.023,0:40.669,0:28.637,238.4,Huub VAN EIJNDHOVEN,,PRO,,#Team PGZ by JW RaceService,,
10,1,8,1:44.207,0,B,23.297,0,43.287,0,37.623,0,149.2,13:40.750,14:13:40.750,0:23.297,0:43.287,0:37.623,238.4,Huub VAN EIJNDHOVEN,,PRO,,#Team PGZ by JW RaceService,,
10,1,9,7:13.341,0,,5:50.451,0,51.196,0,31.694,0,35.9,20:54.091,14:20:54.091,5:50.451,0:51.196,0:31.694,188.2,Huub VAN EIJNDHOVEN,0:05:26.949,PRO,,#Team PGZ by JW RaceService,,
10,1,10,1:36.872,0,,25.336,0,42.752,0,28.784,0,160.5,22:30.963,14:22:30.963,0:25.336,0:42.752,0:28.784,222.2,Huub VAN EIJNDHOVEN,,PRO,,#Team PGZ by JW RaceService,,
10,1,11,1:35.447,0,,23.275,0,40.891,0,31.281,0,162.9,24:06.410,14:24:06.410,0:23.275,0:40.891,0:31.281,237.4,Huub VAN EIJNDHOVEN,,PRO,,#Team PGZ by JW RaceService,,
