POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,22,United Autosports,Filip UGRAN,Marino SATO,Benjamin HANLEY,,Oreca 07 - Gibson,G,LMP2,,,Classified,38,2:00'35.852,,,15,2'02.634,205.6,,
2,14,AO by TF,Jonny EDGAR,Louis DELÉTRAZ,Robert KUBICA,,Oreca 07 - Gibson,G,LMP2,,,Classified,38,2:00'37.657,1.805,1.805,5,2'01.907,206.8,,
3,43,Inter Europol Competition,Sebastian ALVAREZ,Vladislav LOMKO,Tom DILLMANN,,Oreca 07 - Gibson,G,LMP2,,,Classified,38,2:00'42.911,7.059,5.254,5,2'01.982,206.7,,
4,37,COOL Racing,Lorenzo FLUXA,Malthe JAKOBSEN,Ritomo MIYATA,,Oreca 07 - Gibson,G,LMP2,,,Classified,38,2:00'44.230,8.378,1.319,5,2'02.463,205.9,,
5,28,IDEC Sport,Marcos SIEBERT,Reshad DE GERUS,Job VAN UITERT,,Oreca 07 - Gibson,G,LMP2,,,Classified,38,2:00'45.445,9.593,1.215,4,2'03.687,203.9,,
6,10,Vector Sport,Ryan CULLEN,Stéphane RICHELMI,Felipe DRUGOVICH,,Oreca 07 - Gibson,G,LMP2,,,Classified,38,2:00'46.346,10.494,0.901,12,2'03.365,204.4,,
7,25,Algarve Pro Racing,Matthias KAISER,Olli CALDWELL,Alexander LYNN,,Oreca 07 - Gibson,G,LMP2,,,Classified,38,2:00'48.398,12.546,2.052,5,2'03.797,203.7,,
8,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,38,2:00'48.715,12.863,0.317,17,2'04.602,202.4,,
9,23,United Autosports,Bijoy GARG,Fabio SCHERER,Paul DI RESTA,,Oreca 07 - Gibson,G,LMP2,,,Classified,38,2:00'49.191,13.339,0.476,16,2'03.439,204.3,,
10,47,COOL Racing,Carl BENNETT,Ferdinand HABSBURG,Frederik VESTI,,Oreca 07 - Gibson,G,LMP2,,,Classified,38,2:00'50.167,14.315,0.976,5,2'03.380,204.4,,
11,9,Iron Lynx - Proton,Jonas RIED,Maceo CAPIETTO,Matteo CAIROLI,,Oreca 07 - Gibson,G,LMP2,,,Classified,38,2:00'50.607,14.755,0.440,16,2'03.734,203.8,,
12,24,Nielsen Racing,John FALB,Colin NOBLE,Nicholas YELLOLY,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,38,2:00'53.408,17.556,2.801,5,2'04.614,202.3,,
13,3,DKR Engineering,Andres LATORRE CANON,Cem BOLUKBASI,Laurents HÖRR,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,38,2:00'54.356,18.504,0.948,38,2'07.810,197.3,,
14,12,WTM by Rinaldi Racing,Torsten KRATZ,Leonard WEISS,Oscar TUNJO,,Duqueine M30 - D08 - Nissan,M,LMP3,,,Classified,38,2:00'54.368,18.516,0.012,13,2'13.323,189.1,,
15,27,Nielsen Racing,David HEINEMEIER HANSSON,Benjamin PEDERSEN,William STEVENS,,Oreca 07 - Gibson,G,LMP2,,,Classified,38,2:00'54.793,18.941,0.425,4,2'03.546,204.1,,
16,8,Team Virage,Julien GERBI,Bernardo PINHEIRO,Gillian HENRION,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,38,2:00'56.236,20.384,1.443,17,2'13.632,188.7,,
17,77,Proton Competition,Giorgio RODA,René BINDER,Bent VISCAAL,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,38,2:00'56.251,20.399,0.015,16,2'04.457,202.6,,
18,65,Panis Racing,Manuel MALDONADO,Charles MILESI,Arthur LECLERC,,Oreca 07 - Gibson,G,LMP2,,,Classified,38,2:00'56.408,20.556,0.157,16,2'02.201,206.3,,
19,34,Inter Europol Competition,Oliver GRAY,Clément NOVALAK,Luca GHIOTTO,,Oreca 07 - Gibson,G,LMP2,,,Classified,38,2:00'56.923,21.071,0.515,6,2'02.118,206.5,,
20,19,Team Virage,Anthony WELLS,Wayne BOYD,Tristan VAUTIER,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,38,2:00'59.077,23.225,2.154,17,2'05.716,200.6,,
21,30,Duqueine Team,Rasmus LINDH,Jean-Baptiste SIMMENAUER,James ALLEN,,Oreca 07 - Gibson,G,LMP2,,,Classified,38,2:01'00.295,24.443,1.218,16,2'03.282,204.5,,
22,35,Ultimate,Louis ROSSI,Jean-Baptiste LAHAYE,Matthieu LAHAYE,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,38,2:01'02.919,27.067,2.624,6,2'15.505,186.1,,
