POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,36,3,1:49.373,-,-,178.1,36,Alpine Endurance Team,HYPERCAR,H,,Alpine A424,M,105151,6360,4167,6237,21,70,,,ALPINE,,António,FÉLIX DA COSTA,P,,POR,,9024,184,,,,Frédéric,MAKOWIECKI,P,,FRA,,61,70,,00:45:00,None,,,,,,,,,,,,,,,,,,,,,,,,,
2,009,5,1:49.638,+0.265,+0.265,177.7,33,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,105141,6427,4167,6273,260,66,,,ASTON MARTIN,,Mattia,DRUDI,P,,ITA,,9323,119,,,,Marco,SORENSEN,P,,DEN,,7812,166,,00:45:00,None,,,,,,,,,,,,,,,,,,,,,,,,,
3,51,8,1:49.979,+0.606,+0.341,177.2,27,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,105154,6293,4167,6192,3,119,,,FERRARI AF,,Lilou,WADOUX,S,,FRA,,,,,,,James,CALADO,P,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,50,7,1:50.245,+0.872,+0.266,176.7,32,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,105154,6293,4167,6192,3,119,,,FERRARI AF,,Oliver,GRAY,S,,GBR,,,70,,,,Antonio,FUOCO,P,,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,94,26,1:50.436,+1.063,+0.191,176.4,36,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,105169,6151,4167,6112,4014,70,,,PEUGEOT TE,,Nick,CASSIDY,P,,NZL,,9714,168,,,,Malthe,JAKOBSEN,G,,DEN,,9610,57,,00:45:00,None,Alex,QUINN,G,,GBR,,,,,,,Mathias,BECHE,G,,FRA,,,,,,,,,,,,,,,,,,,
6,8,3,1:50.569,+1.196,+0.133,176.2,41,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,105140,380,4167,6206,2,121,,,TOYOTA GAZOO,,Brendon,HARTLEY,P,,NZL,,152,168,,00:45:00,None,Mike,CONWAY,P,,GBR,,,,,,,Ryo,HIRAKAWA,P,,JPN,,8156,121,,,,Ben,BARNICOAT,P,,GBR,,,188,,,,Sacha,FENESTRAZ,P,,FRA,,,70,,,,,,,,,,
7,38,3,1:50.584,+1.211,+0.015,176.2,34,Cadillac Hertz Team JOTA,HYPERCAR,H,,Cadillac V-Series.R,M,105152,6429,4167,6203,4097,66,,,CADILLAC HTJ,,Ricky,TAYLOR,P,,USA,,253,66,,,,Jack,AITKEN,P,,GBR,,10508,188,,,,Earl,BAMBER,P,,NZL,,1290,168,,00:45:00,None,,,,,,,,,,,,,,,,,,,
8,83,4,1:50.964,+1.591,+0.380,175.6,28,AF Corse,HYPERCAR,H,,Ferrari 499P,M,105163,16,4167,6192,3,119,,HWC,AF CORSE,HWC,Alessio,ROVERA,P,,ITA,,9837,119,,,,Yifei,YE,G,,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,4,1:51.384,+2.011,+0.420,174.9,36,BMW M Team WRT,HYPERCAR,H,,BMW M Hybrid V8,M,105145,6359,4167,6188,4354,5,,,BMW M TEAM WRT,,Kelvin,VAN DER LINDE,P,,RSA,,10415,2,,,,Charles,WEERTS,P,,BEL,,10157,23,,,,Sheldon,VAN DER LINDE,P,,RSA,VDL,11274,2,,00:45:00,None,,,,,,,,,,,,,,,,,,,
10,7,21,1:51.526,+2.153,+0.142,174.7,37,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,105139,380,4167,6206,2,121,,,TOYOTA GAZOO,,Ben,BARNICOAT,P,,GBR,,9429,188,,,,Sacha,FENESTRAZ,P,,FRA,,,70,,00:45:00,None,Nyck,DE VRIES,P,,NED,,,,,,,Kamui,KOBAYASHI,P,,JPN,,,168,,,,Mike,CONWAY,P,,GBR,,,,,,,,,,,,,
