POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,63,2:01'30.305,,,2,1'51.517,174.7,,
2,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,63,2:01'36.961,6.656,6.656,2,1'52.912,172.6,,
3,93,Peugeot TotalEnergies,Paul DI RESTA,Mikkel JENSEN,Jean-Eric VERGNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,63,2:01'50.992,20.687,14.031,3,1'52.875,172.6,,
4,94,Peugeot TotalEnergies,Loïc DUVAL,Malthe JAKOBSEN,Théo POURCHAIRE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,63,2:01'53.939,23.634,2.947,2,1'52.352,173.4,,
5,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,63,2:01'58.609,28.304,4.670,3,1'52.164,173.7,,
6,6,Porsche Penske Motorsport,Kévin ESTRE,Matt CAMPBELL,Laurens VANTHOOR,,Porsche 963,M,HYPERCAR,H,,Classified,63,2:02'18.494,48.189,19.885,3,1'53.579,171.5,,
7,20,BMW M Team WRT,René RAST,Robin FRIJNS,Sheldon VAN DER LINDE,,BMW M Hybrid V8,M,HYPERCAR,H,,Classified,63,2:02'29.815,59.510,11.321,3,1'53.336,171.9,,
8,99,Proton Competition,Neel JANI,Nicolas PINO,Nicolas VARRONE,,Porsche 963,M,HYPERCAR,H,,Classified,63,2:02'58.985,1'28.680,29.170,4,1'53.594,171.5,,
9,8,Toyota Gazoo Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,63,2:03'03.209,1'32.904,4.224,2,1'51.697,174.4,,
10,009,Aston Martin Thor Team,Alex RIBERAS,Marco SORENSEN,Roman DE ANGELIS,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,63,2:03'24.667,1'54.362,21.458,3,1'52.900,172.6,,
11,12,Cadillac Hertz Team JOTA,Alex LYNN,Norman NATO,Will STEVENS,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,62,2:00'19.162,1 Laps,1 Laps,2,1'52.692,172.9,,
12,5,Porsche Penske Motorsport,Julien ANDLAUER,Mathieu JAMINET,Laurin HEINRICH,,Porsche 963,M,HYPERCAR,H,,Classified,62,2:00'36.534,1 Laps,17.372,2,1'52.865,172.6,,
13,35,Alpine Endurance Team,Paul-Loup CHATIN,Ferdinand HABSBURG,Charles MILESI,,Alpine A424,M,HYPERCAR,H,,Classified,62,2:00'37.186,1 Laps,0.652,3,1'53.409,171.8,,
14,15,BMW M Team WRT,Dries VANTHOOR,Raffaele MARCIELLO,Kevin MAGNUSSEN,,BMW M Hybrid V8,M,HYPERCAR,H,,Classified,62,2:00'37.784,1 Laps,0.598,4,1'53.148,172.2,,
15,38,Cadillac Hertz Team JOTA,Earl BAMBER,Sébastien BOURDAIS,Jenson BUTTON,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,62,2:00'45.727,1 Laps,7.943,3,1'53.399,171.8,,
16,83,AF Corse,Robert KUBICA,Yifei YE,Philip HANSON,,Ferrari 499P,M,HYPERCAR,H,,Classified,62,2:01'43.289,1 Laps,57.562,2,1'52.989,172.4,,
17,007,Aston Martin Thor Team,Harry TINCKNELL,Tom GAMBLE,Ross GUNN,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,62,2:01'58.741,1 Laps,15.452,3,1'53.211,172.1,,
18,36,Alpine Endurance Team,Jules GOUNON,Frédéric MAKOWIECKI,Mick SCHUMACHER,,Alpine A424,M,HYPERCAR,H,,Classified,62,2:02'02.553,1 Laps,3.812,35,1'53.634,171.5,,
19,87,Akkodis ASP Team,Petru UMBRARESCU,Clemens SCHMID,Jose Maria LOPEZ,,Lexus RC F LMGT3,G,LMGT3,,,Classified,56,2:01'44.079,7 Laps,6 Laps,2,2'04.602,156.4,,
20,33,TF Sport,Ben KEATING,Jonny EDGAR,Daniel JUNCADELLA,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,56,2:01'45.543,7 Laps,1.464,4,2'05.495,155.3,,
21,61,Iron Lynx,Martin BERRY,Lin HODENIUS,Maxime MARTIN,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,56,2:01'45.971,7 Laps,0.428,2,2'04.761,156.2,,
22,60,Iron Lynx,Andrew GILBERT,Lorcan HANAFIN,Fran RUEDA,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,56,2:01'46.209,7 Laps,0.238,2,2'04.611,156.4,,
23,27,Heart of Racing Team,Ian JAMES,Zacharie ROBICHON,Mattia DRUDI,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,56,2:01'51.938,7 Laps,5.729,3,2'05.331,155.5,,
24,54,Vista AF Corse,Thomas FLOHR,Francesco CASTELLACCI,Davide RIGON,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,56,2:02'01.711,7 Laps,9.773,30,2'05.470,155.3,,
25,85,Iron Dames,Celia MARTIN,Rahel FREY,Michelle GATTING,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,56,2:02'18.844,7 Laps,17.133,36,2'04.741,156.2,,
26,92,Manthey 1ST Phorm,Ryan HARDWICK,Riccardo PERA,Richard LIETZ,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,56,2:02'19.024,7 Laps,0.180,52,2'05.457,155.3,,
27,21,Vista AF Corse,François HERIAU,Simon MANN,Alessio ROVERA,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,56,2:02'23.323,7 Laps,4.299,2,2'05.738,155.0,,
28,10,Racing Spirit of Leman,Anthony MCINTOSH,Eduardo BARRICHELLO,Valentin HASSE CLOT,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,56,2:02'25.120,7 Laps,1.797,53,2'05.709,155.0,,
29,77,Proton Competition,Bernardo SOUSA,Ben TUCK,Benjamin BARKER,,Ford Mustang LMGT3,G,LMGT3,,,Classified,56,2:02'26.709,7 Laps,1.589,56,2'05.101,155.7,,
30,31,The Bend Team WRT,Yasser SHAHIN,Timur BOGUSLAVSKIY,Augusto FARFUS,,BMW M4 LMGT3,G,LMGT3,,,Classified,56,2:02'33.909,7 Laps,7.200,3,2'05.294,155.5,,
31,88,Proton Competition,Stefano GATTUSO,Giammarco LEVORATO,Dennis OLSEN,,Ford Mustang LMGT3,G,LMGT3,,,Classified,56,2:02'54.712,7 Laps,20.803,2,2'04.855,156.0,,
32,46,Team WRT,Ahmad AL HARTHY,Valentino ROSSI,Kelvin VAN DER LINDE,,BMW M4 LMGT3,G,LMGT3,,,Classified,56,2:02'57.519,7 Laps,2.807,2,2'04.456,156.5,,
33,81,TF Sport,Tom VAN ROMPUY,Rui ANDRADE,Charlie EASTWOOD,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,56,2:03'08.903,7 Laps,11.384,3,2'05.885,154.8,,
34,59,United Autosports,James COTTINGHAM,Sébastien BAUD,Grégoire SAUCY,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,56,2:03'10.334,7 Laps,1.431,3,2'05.761,154.9,,
35,95,United Autosports,Darren LEUNG,Sean GELAEL,Marino SATO,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,56,2:03'22.107,7 Laps,11.773,54,2'06.792,153.7,,
36,78,Akkodis ASP Team,Arnold ROBIN,Finn GEHRSITZ,Ben BARNICOAT,,Lexus RC F LMGT3,G,LMGT3,,,Classified,50,1:48'07.721,13 Laps,6 Laps,2,2'04.556,156.4,,
