POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,48,3:03'00.514,,,41,2'07.053,156.2,,
2,6,Porsche Penske Motorsport,Kévin ESTRE,Laurens VANTHOOR,Matt CAMPBELL,,Porsche 963,M,HYPERCAR,H,,Classified,48,3:03'00.990,0.476,0.476,41,2'08.562,154.4,,
3,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,48,3:03'02.268,1.754,1.278,39,2'06.771,156.6,,
4,5,Porsche Penske Motorsport,Julien ANDLAUER,Michael CHRISTENSEN,Mathieu JAMINET,,Porsche 963,M,HYPERCAR,H,,Classified,48,3:03'02.558,2.044,0.290,40,2'08.268,154.7,,
5,83,AF Corse,Robert KUBICA,Yifei YE,Philip HANSON,,Ferrari 499P,M,HYPERCAR,H,,Classified,48,3:03'03.391,2.877,0.833,38,2'08.186,154.8,,
6,38,Cadillac Hertz Team JOTA,Earl BAMBER,Sébastien BOURDAIS,Jenson BUTTON,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,48,3:03'04.308,3.794,0.917,39,2'07.775,155.3,,
7,94,Peugeot TotalEnergies,Loïc DUVAL,Malthe JAKOBSEN,Stoffel VANDOORNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,48,3:03'05.032,4.518,0.724,40,2'08.368,154.6,,
8,7,Toyota Gazoo Racing,Jose Maria LOPEZ,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,48,3:03'05.727,5.213,0.695,41,2'09.739,153.0,,
9,35,Alpine Endurance Team,Paul-Loup CHATIN,Ferdinand HABSBURG,Charles MILESI,,Alpine A424,M,HYPERCAR,H,,Classified,48,3:03'06.642,6.128,0.915,34,2'09.869,152.8,,
10,009,Aston Martin Thor Team,Alex RIBERAS,Marco SORENSEN,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,48,3:03'07.782,7.268,1.140,33,2'10.855,151.7,,
11,8,Toyota Gazoo Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,48,3:03'08.419,7.905,0.637,40,2'10.830,151.7,,
12,12,Cadillac Hertz Team JOTA,Alex LYNN,Norman NATO,Will STEVENS,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,48,3:03'09.682,9.168,1.263,35,2'08.674,154.2,,
13,93,Peugeot TotalEnergies,Paul DI RESTA,Mikkel JENSEN,Jean-Eric VERGNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,48,3:03'10.591,10.077,0.909,36,2'07.733,155.4,,
14,007,Aston Martin Thor Team,Harry TINCKNELL,Tom GAMBLE,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,48,3:03'12.796,12.282,2.205,38,2'08.458,154.5,,
15,15,BMW M Team WRT,Dries VANTHOOR,Raffaele MARCIELLO,Kevin MAGNUSSEN,,BMW M Hybrid V8,M,HYPERCAR,H,,Classified,48,3:03'22.185,21.671,9.389,35,2'10.950,151.6,,
16,77,Proton Competition,Bernardo SOUSA,Ben TUCK,Benjamin BARKER,,Ford Mustang LMGT3,G,LMGT3,,,Classified,47,3:03'07.180,1 Laps,1 Laps,35,2'20.463,141.3,,
17,85,Iron Dames,Celia MARTIN,Rahel FREY,Michelle GATTING,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,47,3:03'09.313,1 Laps,2.133,40,2'20.659,141.1,,
18,46,Team WRT,Ahmad AL HARTHY,Valentino ROSSI,Kelvin VAN DER LINDE,,BMW M4 LMGT3,G,LMGT3,,,Classified,47,3:03'11.133,1 Laps,1.820,40,2'20.703,141.1,,
19,92,Manthey 1ST Phorm,Ryan HARDWICK,Riccardo PERA,Richard LIETZ,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,47,3:03'11.981,1 Laps,0.848,40,2'20.585,141.2,,
20,59,United Autosports,James COTTINGHAM,Sébastien BAUD,Grégoire SAUCY,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,47,3:03'12.466,1 Laps,0.485,33,2'21.048,140.7,,
21,95,United Autosports,Darren LEUNG,Sean GELAEL,Marino SATO,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,47,3:03'14.696,1 Laps,2.230,35,2'21.438,140.3,,
22,60,Iron Lynx,Andrew GILBERT,Lorcan HANAFIN,Fran RUEDA,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,47,3:03'17.130,1 Laps,2.434,38,2'20.909,140.8,,
23,27,Heart of Racing Team,Ian JAMES,Zacharie ROBICHON,Mattia DRUDI,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,47,3:03'17.819,1 Laps,0.689,34,2'21.445,140.3,,
24,88,Proton Competition,Stefano GATTUSO,Giammarco LEVORATO,Dennis OLSEN,,Ford Mustang LMGT3,G,LMGT3,,,Classified,47,3:03'18.999,1 Laps,1.180,37,2'21.449,140.3,,
25,31,The Bend Team WRT,Yasser SHAHIN,Timur BOGUSLAVSKIY,Augusto FARFUS,,BMW M4 LMGT3,G,LMGT3,,,Classified,47,3:03'21.568,1 Laps,2.569,33,2'22.103,139.7,,
26,61,Iron Lynx,Martin BERRY,Lin HODENIUS,Maxime MARTIN,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,47,3:03'22.909,1 Laps,1.341,41,2'20.910,140.8,,
27,36,Alpine Endurance Team,Jules GOUNON,Frédéric MAKOWIECKI,Mick SCHUMACHER,,Alpine A424,M,HYPERCAR,H,,Classified,47,3:03'25.582,1 Laps,2.673,36,2'10.566,152.0,,
28,10,Racing Spirit of Leman,Derek DEBOER,Eduardo BARRICHELLO,Valentin HASSE CLOT,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,47,3:03'26.546,1 Laps,0.964,37,2'21.011,140.7,,
29,54,Vista AF Corse,Thomas FLOHR,Francesco CASTELLACCI,Davide RIGON,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,47,3:03'27.156,1 Laps,0.610,40,2'20.735,141.0,,
30,99,Proton Competition,Neel JANI,Nicolas PINO,Nicolas VARRONE,,Porsche 963,M,HYPERCAR,H,,Classified,47,3:03'30.052,1 Laps,2.896,39,2'08.408,154.6,,
31,21,Vista AF Corse,François HERIAU,Simon MANN,Alessio ROVERA,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,47,3:03'31.673,1 Laps,1.621,36,2'22.090,139.7,,
32,78,Akkodis ASP Team,Arnold ROBIN,Finn GEHRSITZ,Ben BARNICOAT,,Lexus RC F LMGT3,G,LMGT3,,,Classified,47,3:03'33.904,1 Laps,2.231,36,2'21.287,140.5,,
33,81,TF Sport,Tom VAN ROMPUY,Rui ANDRADE,Charlie EASTWOOD,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,47,3:03'42.557,1 Laps,8.653,36,2'21.937,139.8,,
34,33,TF Sport,Ben KEATING,Jonny EDGAR,Daniel JUNCADELLA,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,46,3:03'08.923,2 Laps,1 Laps,37,2'20.643,141.1,,
35,87,Akkodis ASP Team,Petru UMBRARESCU,Clemens SCHMID,Jack HAWKSWORTH,,Lexus RC F LMGT3,G,LMGT3,,,Classified,42,3:03'15.895,6 Laps,4 Laps,32,2'21.760,140.0,,
