POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,6,Porsche Penske Motorsport,Kévin ESTRE,Laurens VANTHOOR,Matt CAMPBELL,,Porsche 963,M,HYPERCAR,H,,Classified,93,5:01'43.009,,,92,2'05.769,157.8,,
2,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,93,5:01'49.772,6.763,6.763,92,2'06.368,157.1,,
3,12,Cadillac Hertz Team JOTA,Alex LYNN,Norman NATO,Will STEVENS,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,93,5:01'50.511,7.502,0.739,93,2'06.489,156.9,,
4,5,Porsche Penske Motorsport,Julien ANDLAUER,Michael CHRISTENSEN,Mathieu JAMINET,,Porsche 963,M,HYPERCAR,H,,Classified,93,5:01'56.332,13.323,5.821,93,2'07.978,155.1,,
5,94,Peugeot TotalEnergies,Loïc DUVAL,Malthe JAKOBSEN,Stoffel VANDOORNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,93,5:01'57.303,14.294,0.971,92,2'06.161,157.3,,
6,009,Aston Martin Thor Team,Alex RIBERAS,Marco SORENSEN,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,93,5:02'01.115,18.106,3.812,92,2'07.048,156.2,,
7,93,Peugeot TotalEnergies,Paul DI RESTA,Mikkel JENSEN,Jean-Eric VERGNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,93,5:02'01.574,18.565,0.459,93,2'06.985,156.3,,
8,007,Aston Martin Thor Team,Harry TINCKNELL,Tom GAMBLE,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,93,5:02'07.025,24.016,5.451,38,2'08.458,154.5,,
9,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,93,5:02'07.404,24.395,0.379,41,2'07.053,156.2,,
10,8,Toyota Gazoo Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,93,5:02'08.977,25.968,1.573,92,2'08.478,154.5,,
11,38,Cadillac Hertz Team JOTA,Earl BAMBER,Sébastien BOURDAIS,Jenson BUTTON,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,93,5:02'20.246,37.237,11.269,39,2'07.775,155.3,,
12,15,BMW M Team WRT,Dries VANTHOOR,Raffaele MARCIELLO,Kevin MAGNUSSEN,,BMW M Hybrid V8,M,HYPERCAR,H,,Classified,93,5:02'26.403,43.394,6.157,92,2'10.767,151.8,,
13,83,AF Corse,Robert KUBICA,Yifei YE,Philip HANSON,,Ferrari 499P,M,HYPERCAR,H,,Classified,93,5:02'29.491,46.482,3.088,93,2'07.595,155.5,,
14,35,Alpine Endurance Team,Paul-Loup CHATIN,Ferdinand HABSBURG,Charles MILESI,,Alpine A424,M,HYPERCAR,H,,Classified,93,5:03'27.011,1'44.002,57.520,92,2'07.422,155.8,,
15,99,Proton Competition,Neel JANI,Nicolas PINO,Nicolas VARRONE,,Porsche 963,M,HYPERCAR,H,,Classified,92,5:03'23.030,1 Laps,1 Laps,39,2'08.408,154.6,,
16,7,Toyota Gazoo Racing,Jose Maria LOPEZ,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,91,5:02'10.847,2 Laps,1 Laps,91,2'09.052,153.8,,
17,77,Proton Competition,Bernardo SOUSA,Ben TUCK,Benjamin BARKER,,Ford Mustang LMGT3,G,LMGT3,,,Classified,91,5:03'15.015,2 Laps,1'04.168,90,2'19.416,142.4,,
18,54,Vista AF Corse,Thomas FLOHR,Francesco CASTELLACCI,Davide RIGON,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,91,5:03'19.127,2 Laps,4.112,89,2'19.051,142.7,,
19,95,United Autosports,Darren LEUNG,Sean GELAEL,Marino SATO,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,91,5:03'19.773,2 Laps,0.646,89,2'19.229,142.5,,
20,59,United Autosports,James COTTINGHAM,Sébastien BAUD,Grégoire SAUCY,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,91,5:03'21.103,2 Laps,1.330,89,2'19.254,142.5,,
21,92,Manthey 1ST Phorm,Ryan HARDWICK,Riccardo PERA,Richard LIETZ,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,91,5:03'21.691,2 Laps,0.588,90,2'20.087,141.7,,
22,88,Proton Competition,Stefano GATTUSO,Giammarco LEVORATO,Dennis OLSEN,,Ford Mustang LMGT3,G,LMGT3,,,Classified,91,5:03'24.340,2 Laps,2.649,89,2'19.369,142.4,,
23,85,Iron Dames,Celia MARTIN,Rahel FREY,Michelle GATTING,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,91,5:03'25.493,2 Laps,1.153,89,2'19.745,142.0,,
24,21,Vista AF Corse,François HERIAU,Simon MANN,Alessio ROVERA,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,91,5:03'25.725,2 Laps,0.232,89,2'19.733,142.0,,
25,46,Team WRT,Ahmad AL HARTHY,Valentino ROSSI,Kelvin VAN DER LINDE,,BMW M4 LMGT3,G,LMGT3,,,Classified,91,5:03'27.456,2 Laps,1.731,89,2'20.422,141.3,,
26,27,Heart of Racing Team,Ian JAMES,Zacharie ROBICHON,Mattia DRUDI,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,91,5:03'32.157,2 Laps,4.701,89,2'19.771,142.0,,
27,60,Iron Lynx,Andrew GILBERT,Lorcan HANAFIN,Fran RUEDA,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,91,5:03'32.803,2 Laps,0.646,89,2'19.921,141.8,,
28,31,The Bend Team WRT,Yasser SHAHIN,Timur BOGUSLAVSKIY,Augusto FARFUS,,BMW M4 LMGT3,G,LMGT3,,,Classified,91,5:03'33.312,2 Laps,0.509,89,2'19.726,142.0,,
29,10,Racing Spirit of Leman,Derek DEBOER,Eduardo BARRICHELLO,Valentin HASSE CLOT,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,91,5:03'36.425,2 Laps,3.113,63,2'20.903,140.9,,
30,81,TF Sport,Tom VAN ROMPUY,Rui ANDRADE,Charlie EASTWOOD,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,90,5:02'14.951,3 Laps,1 Laps,90,2'21.735,140.0,,
31,78,Akkodis ASP Team,Arnold ROBIN,Finn GEHRSITZ,Ben BARNICOAT,,Lexus RC F LMGT3,G,LMGT3,,,Classified,90,5:02'40.061,3 Laps,25.110,90,2'19.940,141.8,,
32,36,Alpine Endurance Team,Jules GOUNON,Frédéric MAKOWIECKI,Mick SCHUMACHER,,Alpine A424,M,HYPERCAR,H,,Classified,89,5:02'41.358,4 Laps,1 Laps,88,2'09.302,153.5,,
33,61,Iron Lynx,Martin BERRY,Lin HODENIUS,Maxime MARTIN,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,85,4:46'42.464,8 Laps,4 Laps,84,2'20.400,141.4,,
34,33,TF Sport,Ben KEATING,Jonny EDGAR,Daniel JUNCADELLA,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,76,4:24'54.946,17 Laps,9 Laps,37,2'20.643,141.1,,
35,87,Akkodis ASP Team,Petru UMBRARESCU,Clemens SCHMID,Jack HAWKSWORTH,,Lexus RC F LMGT3,G,LMGT3,,,Classified,72,4:22'33.451,21 Laps,4 Laps,55,2'20.923,140.8,,
36,20,BMW M Team WRT,René RAST,Robin FRIJNS,Sheldon VAN DER LINDE,,BMW M Hybrid V8,M,HYPERCAR,H,,Classified,13,39'37.017,80 Laps,59 Laps,10,2'54.113,114.0,,
