POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,41,9,1:48.089,-,-,200.5,63,Realteam by WRT,LMP2,,,Oreca 07 - Gibson,G,59163,6157,3,5626,256,23,,,Realteam by WRT,,Rui,ANDRADE,S,,PRT,,9873,184,,,,Ferdinand,HABSBURG,G,,AUT,,10000,17,,,,Norman,NATO,G,,FRA,,9032,70,,,,,,,,,,,,,,,,,,,,,,
2,31,8,1:48.372,+0.283,+0.283,199.9,68,WRT,LMP2,,,Oreca 07 - Gibson,G,59157,6156,3,5626,256,23,,,WRT,,Sean,GELAEL,S,,IDN,,1968,113,,,,Robin,FRIJNS,P,,NLD,,9871,178,,,,René,RAST,P,,DEU,,307,5,,,,,,,,,,,,,,,,,,,,,,
3,36,57,1:48.497,+0.408,+0.125,199.7,60,Alpine ELF Team,HYPERCAR,,,Alpine A480 - Gibson,M,59161,6150,4169,6065,21,70,,,Alpine,,André,NEGRÃO,G,,BRA,,8480,32,,,,Nicolas,LAPIERRE,P,,FRA,,96,70,,,,Matthieu,VAXIVIERE,G,,FRA,,7798,70,,,,,,,,,,,,,,,,,,,,,,
4,22,11,1:48.572,+0.483,+0.075,199.6,48,United Autosports USA,LMP2,,,Oreca 07 - Gibson,G,59154,6078,3,5626,256,66,,,United,,Philip,HANSON,G,,GBR,,1946,188,,,,Filipe,ALBUQUERQUE,P,,PRT,,306,184,,,,William,OWEN,S,,USA,,8390,66,,,,,,,,,,,,,,,,,,,,,,
5,5,9,1:48.751,+0.662,+0.179,199.2,58,Team Penske,LMP2,,,Oreca 07 - Gibson,G,59148,6152,3,5626,256,66,,,Team Penske,,Dane,CAMERON,G,,USA,,10328,66,,,,Emmanuel,COLLARD,S,,FRA,,24,70,,,,Felipe,NASR,P,,BRA,,9287,32,,,,,,,,,,,,,,,,,,,,,,
6,9,8,1:48.984,+0.895,+0.233,198.8,75,Prema Orlen Team,LMP2,,,Oreca 07 - Gibson,G,59151,6153,3,5626,256,119,,,Prema Orlen,,Robert,KUBICA,P,,POL,,8438,181,,,,Louis,DELETRAZ,G,,CHE,,9621,219,,,,Lorenzo,COLOMBO,S,,ITA,,10329,119,,,,,,,,,,,,,,,,,,,,,,
7,1,9,1:49.015,+0.926,+0.031,198.8,45,Richard Mille Racing Team,LMP2,,,Oreca 07 - Gibson,G,59147,5989,3,6055,,70,,,Richard Mille,,Lilou,WADOUX,S,,FRA,,10297,70,,,,Sébastien,OGIER,P,,FRA,,10296,70,,,,Charles,MILESI,G,,FRA,,9594,70,,,,,,,,,,,,,,,,,,,,,,
8,23,20,1:49.065,+0.976,+0.050,198.7,68,United Autosports USA,LMP2,,,Oreca 07 - Gibson,G,59155,6078,3,5626,256,66,,,United,,Paul,DI RESTA,P,,GBR,,9293,188,,,,Oliver,JARVIS,P,,GBR,,93,188,,,,Joshua,PIERSON,S,,USA,,10331,66,,,,,,,,,,,,,,,,,,,,,,
9,8,14,1:49.101,+1.012,+0.036,198.6,81,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 HYBRID,M,59150,380,4169,6054,2,121,,,Toyota GR,,Sébastien,BUEMI,P,,CHE,,138,219,,,,Brendon,HARTLEY,P,,NZL,,152,168,,,,Ryo,HIRAKAWA,P,,JPN,,8166,121,,,,,,,,,,,,,,,,,,,,,,
10,708,33,1:49.159,+1.070,+0.058,198.5,50,Glickenhaus Racing,HYPERCAR,,,Glickenhaus 007 LMH,M,59180,6064,4169,6045,4418,66,,,Glickenhaus,,Olivier,PLA,P,,FRA,,38,70,,,,Romain,DUMAS,P,,FRA,,1,70,,,,Ryan,BRISCOE,P,,AUS,,231,16,,,,,,,,,,,,,,,,,,,,,,
11,28,14,1:49.165,+1.076,+0.006,198.5,46,JOTA,LMP2,,,Oreca 07 - Gibson,G,59156,27,3,5626,256,188,,,JOTA,,Oliver,RASMUSSEN,S,,DNK,,10332,57,,,,Edward,JONES,G,,GBR,,10333,188,,,,Jonathan,ABERDEIN,G,,ZAF,,9879,2,,,,,,,,,,,,,,,,,,,,,,
12,10,25,1:49.242,+1.153,+0.077,198.4,68,Vector Sport,LMP2,,,Oreca 07 - Gibson,G,59152,6154,3,5626,256,188,,,Vector Sport,,Nico,MÜLLER,P,,CHE,,10330,219,,,,Ryan,CULLEN,S,,GBR,,492,188,,,,Mike,ROCKENFELLER,P,,DEU,,136,5,,,,,,,,,,,,,,,,,,,,,,
13,38,10,1:49.249,+1.160,+0.007,198.3,47,JOTA,LMP2,,,Oreca 07 - Gibson,G,59162,27,3,5626,256,188,,,JOTA,,Roberto,GONZALEZ,S,,MEX,,8268,151,,,,Antonio Felix,DA COSTA,P,,PRT,,9024,184,,,,William,STEVENS,P,,GBR,,1882,188,,,,,,,,,,,,,,,,,,,,,,
14,83,13,1:49.345,+1.256,+0.096,198.2,78,AF Corse,LMP2,P/A,,Oreca 07 - Gibson,G,59174,16,3,5626,256,119,,,AF Corse,,François,PERRODO,B,,FRA,,260,70,,,,Nicklas,NIELSEN,G,,DNK,,9432,57,,,,Alessio,ROVERA,G,,ITA,,9837,119,,,,,,,,,,,,,,,,,,,,,,
15,7,63,1:49.465,+1.376,+0.120,197.9,73,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 HYBRID,M,59149,380,4169,6054,2,121,,,Toyota GR,,Mike,CONWAY,P,,GBR,,215,188,,,,Kamui,KOBAYASHI,P,,JPN,,210,121,,,,Jose Maria,LOPEZ,P,,ARG,,8418,13,,,,,,,,,,,,,,,,,,,,,,
