POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,123,5:01'18.036,,,2,2'04.156,203.1,,
2,8,Toyota Gazoo Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,123,5:02'07.702,49.666,49.666,120,2'05.580,200.8,,
3,36,Alpine Endurance Team,Jules GOUNON,Frédéric MAKOWIECKI,Mick SCHUMACHER,,Alpine A424,M,HYPERCAR,H,,Classified,123,5:02'17.759,59.723,10.057,21,2'04.889,201.9,,
4,5,Porsche Penske Motorsport,Julien ANDLAUER,Michael CHRISTENSEN,Nico MÜLLER,,Porsche 963,M,HYPERCAR,H,,Classified,123,5:02'25.318,1'07.282,7.559,2,2'04.109,203.2,,
5,20,BMW M Team WRT,Robin FRIJNS,René RAST,,,BMW M Hybrid V8,M,HYPERCAR,H,,Classified,123,5:02'28.546,1'10.510,3.228,113,2'05.051,201.6,,
6,15,BMW M Team WRT,Kevin MAGNUSSEN,Raffaele MARCIELLO,,,BMW M Hybrid V8,M,HYPERCAR,H,,Classified,123,5:02'33.438,1'15.402,4.892,52,2'04.582,202.4,,
7,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,123,5:02'36.980,1'18.944,3.542,2,2'04.470,202.6,,
8,38,Cadillac Hertz Team JOTA,Earl BAMBER,Sébastien BOURDAIS,Jenson BUTTON,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,123,5:02'42.037,1'24.001,5.057,83,2'05.170,201.4,,
9,12,Cadillac Hertz Team JOTA,Alex LYNN,Norman NATO,Will STEVENS,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,123,5:02'43.452,1'25.416,1.415,84,2'05.120,201.5,,
10,93,Peugeot TotalEnergies,Paul DI RESTA,Mikkel JENSEN,Jean-Eric VERGNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,123,5:02'44.315,1'26.279,0.863,113,2'04.640,202.3,,
11,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,123,5:02'46.502,1'28.466,2.187,2,2'04.796,202.0,,
12,6,Porsche Penske Motorsport,Kévin ESTRE,Laurens VANTHOOR,Pascal WEHRLEIN,,Porsche 963,M,HYPERCAR,H,,Classified,123,5:02'53.540,1'35.504,7.038,4,2'05.276,201.3,,
13,35,Alpine Endurance Team,Paul-Loup CHATIN,Ferdinand HABSBURG,Charles MILESI,,Alpine A424,M,HYPERCAR,H,,Classified,123,5:03'10.618,1'52.582,17.078,52,2'04.675,202.2,,
14,007,Aston Martin Thor Team,Harry TINCKNELL,Tom GAMBLE,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,123,5:03'11.511,1'53.475,0.893,3,2'05.943,200.2,,
15,009,Aston Martin Thor Team,Alex RIBERAS,Marco SORENSEN,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,123,5:03'46.144,2'28.108,34.633,27,2'05.826,200.4,,
16,21,Vista AF Corse,François HERIAU,Simon MANN,Alessio ROVERA,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,113,5:03'52.256,10 Laps,10 Laps,94,2'19.654,180.5,,
17,54,Vista AF Corse,Thomas FLOHR,Francesco CASTELLACCI,Davide RIGON,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,113,5:04'13.840,10 Laps,21.584,92,2'20.091,180.0,,
18,27,Heart of Racing Team,Ian JAMES,Zacharie ROBICHON,Mattia DRUDI,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,113,5:04'15.077,10 Laps,1.237,104,2'19.949,180.2,,
19,46,Team WRT,Ahmad AL HARTHY,Valentino ROSSI,Kelvin VAN DER LINDE,,BMW M4 LMGT3,G,LMGT3,,,Classified,112,5:01'57.742,11 Laps,1 Laps,100,2'20.491,179.5,,
20,88,Proton Competition,Stefano GATTUSO,Giammarco LEVORATO,Dennis OLSEN,,Ford Mustang LMGT3,G,LMGT3,,,Classified,112,5:01'58.258,11 Laps,0.516,108,2'19.597,180.6,,
21,77,Proton Competition,Bernardo SOUSA,Ben TUCK,Benjamin BARKER,,Ford Mustang LMGT3,G,LMGT3,,,Classified,112,5:01'58.614,11 Laps,0.356,109,2'18.886,181.5,,
22,78,Akkodis ASP Team,Arnold ROBIN,Finn GEHRSITZ,Yuichi NAKAYAMA,,Lexus RC F LMGT3,G,LMGT3,,,Classified,112,5:01'59.462,11 Laps,0.848,109,2'20.569,179.4,,
23,10,Racing Spirit of Leman,Derek DEBOER,Eduardo BARRICHELLO,Valentin HASSE CLOT,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,112,5:02'07.332,11 Laps,7.870,108,2'19.925,180.2,,
24,92,Manthey 1ST Phorm,Ryan HARDWICK,Riccardo PERA,Richard LIETZ,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,112,5:02'20.681,11 Laps,13.349,111,2'20.604,179.3,,
25,85,Iron Dames,Celia MARTIN,Rahel FREY,Michelle GATTING,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,112,5:02'22.984,11 Laps,2.303,105,2'20.626,179.3,,
26,61,Iron Lynx,Martin BERRY,Lin HODENIUS,Maxime MARTIN,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,112,5:02'44.824,11 Laps,21.840,109,2'20.849,179.0,,
27,60,Iron Lynx,Stephen GROVE,Brenton GROVE,Matteo CAIROLI,,Mercedes-AMG LMGT3,G,LMGT3,,,Classified,112,5:02'47.500,11 Laps,2.676,110,2'21.295,178.5,,
28,81,TF Sport,Tom VAN ROMPUY,Rui ANDRADE,Charlie EASTWOOD,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,112,5:02'56.959,11 Laps,9.459,104,2'21.662,178.0,,
29,33,TF Sport,Ben KEATING,Jonny EDGAR,Daniel JUNCADELLA,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,112,5:02'58.679,11 Laps,1.720,51,2'22.300,177.2,,
30,59,United Autosports,James COTTINGHAM,Sébastien BAUD,Grégoire SAUCY,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,109,5:03'04.339,14 Laps,3 Laps,108,2'21.076,178.7,,
31,83,AF Corse,Robert KUBICA,Yifei YE,Philip HANSON,,Ferrari 499P,M,HYPERCAR,H,,Classified,88,5:03'05.224,35 Laps,21 Laps,2,2'04.669,202.2,,
32,94,Peugeot TotalEnergies,Loïc DUVAL,Malthe JAKOBSEN,Stoffel VANDOORNE,,Peugeot 9X8,M,HYPERCAR,H,,Retired,99,4:11'47.041,24 Laps,-11 Laps,2,2'04.632,202.3,,
33,95,United Autosports,Darren LEUNG,Sean GELAEL,Marino SATO,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Retired,68,2:58'21.321,55 Laps,31 Laps,56,2'21.309,178.4,,
34,87,Akkodis ASP Team,Petru UMBRARESCU,Clemens SCHMID,Jose Maria LOPEZ,,Lexus RC F LMGT3,G,LMGT3,,,Retired,29,1:11'59.128,94 Laps,39 Laps,5,2'20.535,179.4,,
35,31,The Bend Team WRT,Yasser SHAHIN,Timur BOGUSLAVSKIY,Augusto FARFUS,,BMW M4 LMGT3,G,LMGT3,,,Retired,29,1:12'23.173,94 Laps,24.045,3,2'22.088,177.5,,
36,99,Proton Competition,Neel JANI,Nicolas PINO,Nicolas VARRONE,,Porsche 963,M,HYPERCAR,H,,Retired,22,52'28.282,101 Laps,7 Laps,3,2'05.531,200.9,,
