POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,96,4:00'51.846,,,2,2'04.470,202.6,,
2,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,96,4:00'52.351,0.505,0.505,2,2'04.156,203.1,,
3,36,Alpine Endurance Team,Jules GOUNON,Frédéric MAKOWIECKI,Mick SCHUMACHER,,Alpine A424,M,HYPERCAR,H,,Classified,96,4:00'53.132,1.286,0.781,21,2'04.889,201.9,,
4,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,96,4:00'54.398,2.552,1.266,2,2'04.796,202.0,,
5,94,Peugeot TotalEnergies,Loïc DUVAL,Malthe JAKOBSEN,Stoffel VANDOORNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,96,4:00'55.404,3.558,1.006,2,2'04.632,202.3,,
6,20,BMW M Team WRT,Robin FRIJNS,René RAST,,,BMW M Hybrid V8,M,HYPERCAR,H,,Classified,96,4:00'56.380,4.534,0.976,20,2'05.116,201.5,,
7,38,Cadillac Hertz Team JOTA,Earl BAMBER,Sébastien BOURDAIS,Jenson BUTTON,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,96,4:00'57.471,5.625,1.091,83,2'05.170,201.4,,
8,12,Cadillac Hertz Team JOTA,Alex LYNN,Norman NATO,Will STEVENS,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,96,4:00'58.246,6.400,0.775,84,2'05.120,201.5,,
9,8,Toyota Gazoo Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,96,4:00'59.523,7.677,1.277,3,2'05.784,200.5,,
10,5,Porsche Penske Motorsport,Julien ANDLAUER,Michael CHRISTENSEN,Nico MÜLLER,,Porsche 963,M,HYPERCAR,H,,Classified,96,4:01'00.362,8.516,0.839,2,2'04.109,203.2,,
11,35,Alpine Endurance Team,Paul-Loup CHATIN,Ferdinand HABSBURG,Charles MILESI,,Alpine A424,M,HYPERCAR,H,,Classified,96,4:01'01.552,9.706,1.190,52,2'04.675,202.2,,
12,009,Aston Martin Thor Team,Alex RIBERAS,Marco SORENSEN,,,Aston Martin Valkyrie,M,HYPERCAR,,,Classified,96,4:01'02.505,10.659,0.953,27,2'05.826,200.4,,
