POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,31,8,1:09.639,-,-,211.3,9,Whelen Cadillac Racing,GTP,,,Cadillac V-Series.R,M,,,,,,,,,,,Tom,Blomqvist,Platinum,"Monaco, Monaco",MCO,,,,,,,Jack,Aitken,Platinum,"London, United Kingdom",GBR,,,,,,,Pipo,Derani,Platinum,"São Paulo, Brazil",BRA,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,7,1:09.709,+0.070,+0.070,211.1,10,Porsche Penske Motorsport,GTP,,,Porsche 963,M,,,,,,,,,,,Matt,Campbell,Platinum,"Warwick, Australia",AUS,,,,,,,Felipe,Nasr,Platinum,"Brasilia, Brazil",BRA,,,,,,,Dane,Cameron,Platinum,"Huntersville, NC",USA,,,,,,,,,,,,,,,,,,,,,,,,,
3,25,8,1:09.929,+0.290,+0.220,210.4,9,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,,,,,,,,,,,Maxime,Martin,Platinum,"Brussels, Belgium",BEL,,,,,,,Nick,Yelloly,Platinum,"Solihull, United Kingdom",GBR,,,,,,,Connor,De Phillippi,Gold,"Cornelius, NC",USA,,,,,,,,,,,,,,,,,,,,,,,,,
4,01,5,1:09.964,+0.325,+0.035,210.3,10,Cadillac Racing,GTP,,,Cadillac V-Series.R,M,,,,,,,,,,,Scott,Dixon,Platinum,"Auckland, New Zealand",NZL,,,,,,,Sebastien,Bourdais,Platinum,"Le Mans, France",FRA,,,,,,,Renger,van der Zande,Platinum,"Amsterdam, Netherlands",NLD,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,7,1:09.995,+0.356,+0.031,210.2,10,Wayne Taylor Racing with Andretti,GTP,,,Acura ARX-06,M,,,,,,,,,,,Brendon,Hartley,Platinum,"Palmerston North, New Zealand",NZL,,,,,,,Filipe,Albuquerque,Platinum,"Coimbra, Portugal",PRT,,,,,,,Ricky,Taylor,Platinum,"Lake Mary, FL",USA,,,,,,,,,,,,,,,,,,,,,,,,,
6,85,6,1:10.103,+0.464,+0.108,209.9,7,JDC-Miller MotorSports,GTP,,,Porsche 963,M,,,,,,,,,,,Phil,Hanson,Gold,"London, United Kingdom",GBR,,,,,,,Richard,Westbrook,Platinum,"Bath, United Kingdom",GBR,,,,,,,Tijmen,van der Helm,Gold,"Den Hoorn, Netherlands",NLD,,,,,,,,,,,,,,,,,,,,,,,,,
7,40,7,1:10.103,+0.464,+0.000,209.9,11,Wayne Taylor Racing with Andretti,GTP,,,Acura ARX-06,M,,,,,,,,,,,Colton,Herta,Gold,"Valencia, CA",USA,,,,,,,Louis,Deletraz,Gold,"Geneva, Switzerland",CHE,,,,,,,Jordan,Taylor,Platinum,"Orlando, FL",USA,,,,,,,,,,,,,,,,,,,,,,,,,
8,6,9,1:10.212,+0.573,+0.109,209.6,11,Porsche Penske Motorsport,GTP,,,Porsche 963,M,,,,,,,,,,,Kevin,Estre,Platinum,"Lyon, France",FRA,,,,,,,Mathieu,Jaminet,Platinum,"Differdange, Luxembourg",LUX,,,,,,,Nick,Tandy,Platinum,"Bedford, United Kingdom",GBR,,,,,,,,,,,,,,,,,,,,,,,,,
9,24,6,1:10.261,+0.622,+0.049,209.4,10,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,,,,,,,,,,,Augusto,Farfus,Platinum,Monaco,MCO,,,,,,,Philipp,Eng,Platinum,"Sankt Lorenz, Austria",AUT,,,,,,,Jesse,Krohn,Gold,"Helsinki, Finland",FIN,,,,,,,,,,,,,,,,,,,,,,,,,
10,5,6,1:10.636,+0.997,+0.375,208.3,10,Proton Competition Mustang Sampling,GTP,,,Porsche 963,M,,,,,,,,,,,Alessio,Picariello,Gold,"Charleroi, Belgium",BEL,,,,,,,Bent,Viscaal,Gold,"Albergen, Netherlands.",NLD,,,,,,,Gianmaria,Bruni,Platinum,"Rome, Italy",ITA,,,,,,,,,,,,,,,,,,,,,,,,,
11,63,6,1:10.851,+1.212,+0.215,207.7,9,Lamborghini Iron Lynx,GTP,,,Lamborghini SC63,M,,,,,,,,,,,Romain,Grosjean,Platinum,"Geneva, Switzerland",CHE,,,,,,,Andrea,Caldarelli,Platinum,"Pescara, Italy",ITA,,,,,,,Matteo,Cairoli,Platinum,"Como, Italy",ITA,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,8,1:12.739,+3.100,+1.888,202.3,13,United Autosports USA,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Nico,Pino,Silver,"Santiago, Chile",CHL,,,,,,,Ben,Hanley,Gold,"Accrington, United Kingdom",GBR,,,,,,,Ben,Keating,Bronze,"Victoria, TX",USA,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,11,1:12.973,+3.334,+0.234,201.7,12,TDS Racing,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Hunter,McElrea,Silver,"Gold Coast, Australia",AUS,,,,,,,Mikkel,Jensen,Platinum,"Aarhus, Denmark",DNK,,,,,,,Steven,Thomas,Bronze,"Carl Junction, MO",USA,,,,,,,,,,,,,,,,,,,,,,,,,
14,99,10,1:13.043,+3.404,+0.070,201.5,12,AO Racing,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Matt,Brabham,Silver,"Indianapolis, IN",USA,,,,,,,Paul-Loup,Chatin,Gold,"Chartres, France",FRA,,,,,,,PJ,Hyett,Bronze,"West Chicago, IL",USA,,,,,,,,,,,,,,,,,,,,,,,,,
15,52,6,1:13.080,+3.441,+0.037,201.4,11,Inter Europol by PR1 Mathiasen Motorsports,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Tom,Dillmann,Gold,"Mulhouse, France",FRA,,,,,,,Jakub,Smiechowski,Silver,"Warsaw, Poland",POL,,,,,,,Nick,Boulle,Bronze,"Dallas, TX",USA,,,,,,,,,,,,,,,,,,,,,,,,,
16,22,6,1:13.316,+3.677,+0.236,200.7,12,United Autosports USA,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Bijoy,Garg,Silver,"Atherton, CA",USA,,,,,,,Paul,Di Resta,Platinum,Monaco,MCO,,,,,,,Daniel,Goldburg,Bronze,"Delray Beach, FL",USA,,,,,,,,,,,,,,,,,,,,,,,,,
17,74,6,1:13.648,+4.009,+0.332,199.8,13,Riley,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Josh,Burdon,Silver,"Hobart, Australia",AUS,,,,,,,Felipe,Fraga,Gold,"Palmas, Brazil",BRA,,,,,,,Gar,Robinson,Bronze,"Austin, TX",USA,,,,,,,,,,,,,,,,,,,,,,,,,
18,20,7,1:14.283,+4.644,+0.635,198.1,12,MDK by High Class Racing,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Scott,Huffaker,Gold,"Menlo Park, CA",USA,,,,,,,Seth,Lucas,Silver,"Powell, OH",USA,,,,,,,Dennis,Andersen,Bronze,"Vejle, Denmark",DNK,,,,,,,,,,,,,,,,,,,,,,,,,
19,88,5,1:14.432,+4.793,+0.149,197.7,7,Richard Mille AF Corse,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Lilou,Wadoux Ducellier,Silver,"Amiens, France",FRA,,,,,,,Nicklas,Nielsen,Platinum,"Uldum, Denmark",DNK,,,,,,,Luis,Perez Companc,Bronze,"Buenos Aires, Argentina",ARG,,,,,,,,,,,,,,,,,,,,,,,,,
20,18,12,1:14.839,+5.200,+0.407,196.6,13,Era Motorsport,LMP2,,,ORECA LMP2 07,M,,,,,,,,,,,Connor,Zilisch,Silver,"Mooresville, NC",USA,,,,,,,Ryan,Dalziel,Gold,"Glasgow, Scotland",GBR,,,,,,,Dwight,Merriman,Bronze,"Middletown, OH",USA,,,,,,,,,,,,,,,,,,,,,,,,,
