POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,93,3:00'20.146,,,2,1'52.092,173.8,,
2,12,Hertz Team JOTA,Will STEVENS,Callum ILOTT,Norman NATO,,Porsche 963,M,HYPERCAR,H,,Classified,93,3:00'33.511,13.365,13.365,2,1'52.087,173.8,,
3,7,Toyota Gazoo Racing,Mike CONWAY,Kamui KOBAYASHI,Nyck DE VRIES,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,93,3:00'37.674,17.528,4.163,2,1'52.076,173.8,,
4,20,BMW M Team WRT,Sheldon VAN DER LINDE,Robin FRIJNS,René RAST,,BMW M HYBRID V8,M,HYPERCAR,H,,Classified,93,3:00'40.538,20.392,2.864,2,1'52.468,173.2,,
5,15,BMW M Team WRT,Dries VANTHOOR,Raffaele MARCIELLO,Marco WITTMANN,,BMW M HYBRID V8,M,HYPERCAR,H,,Classified,93,3:00'48.748,28.602,8.210,2,1'52.450,173.3,,
6,38,Hertz Team JOTA,Jenson BUTTON,Philip HANSON,Oliver RASMUSSEN,,Porsche 963,M,HYPERCAR,H,,Classified,93,3:00'48.978,28.832,0.230,3,1'53.048,172.3,,
7,83,AF Corse,Robert KUBICA,Robert SHWARTZMAN,Yifei YE,,Ferrari 499P,M,HYPERCAR,H,,Classified,93,3:00'58.359,38.213,9.381,66,1'52.569,173.1,,
8,6,Porsche Penske Motorsport,Kévin ESTRE,André LOTTERER,Laurens VANTHOOR,,Porsche 963,M,HYPERCAR,H,,Classified,93,3:01'05.735,45.589,7.376,68,1'52.228,173.6,,
9,2,Cadillac Racing,Earl BAMBER,Alex LYNN,Sébastien BOURDAIS,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,93,3:01'13.368,53.222,7.633,72,1'53.503,171.7,,
10,94,Peugeot TotalEnergies,Paul DI RESTA,Loïc DUVAL,Stoffel VANDOORNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,93,3:01'20.968,1'00.822,7.600,66,1'52.975,172.5,,
11,35,Alpine Endurance Team,Paul-Loup CHATIN,Ferdinand HABSBURG,Jules GOUNON,,Alpine A424,M,HYPERCAR,H,,Classified,93,3:01'30.183,1'10.037,9.215,70,1'53.046,172.3,,
12,36,Alpine Endurance Team,Charles MILESI,Mick SCHUMACHER,Matthieu VAXIVIERE,,Alpine A424,M,HYPERCAR,H,,Classified,93,3:01'33.941,1'13.795,3.758,37,1'53.533,171.6,,
13,99,Proton Competition,Harry TINCKNELL,Neel JANI,Julien ANDLAUER,,Porsche 963,M,HYPERCAR,H,,Classified,93,3:01'36.235,1'16.089,2.294,2,1'51.715,174.4,,
14,93,Peugeot TotalEnergies,Mikkel JENSEN,Nico MÜLLER,Jean-Eric VERGNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,93,3:01'40.546,1'20.400,4.311,3,1'53.802,171.2,,
15,5,Porsche Penske Motorsport,Matt CAMPBELL,Michael CHRISTENSEN,Frédéric MAKOWIECKI,,Porsche 963,M,HYPERCAR,H,,Classified,93,3:01'54.623,1'34.477,14.077,69,1'53.114,172.2,,
16,8,Toyota Gazoo Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,93,3:01'57.813,1'37.667,3.190,3,1'52.029,173.9,,
17,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,92,3:01'03.126,1 Laps,1 Laps,61,1'52.245,173.6,,
18,63,Lamborghini Iron Lynx,Mirko BORTOLOTTI,Edoardo MORTARA,Daniil KVYAT,,Lamborghini SC63,M,HYPERCAR,H,,Classified,92,3:01'14.335,1 Laps,11.209,63,1'52.555,173.1,,
19,81,TF Sport,Tom VAN ROMPUY,Rui ANDRADE,Charlie EASTWOOD,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,84,3:01'26.876,9 Laps,8 Laps,56,2'03.857,157.3,,
20,59,United Autosports,James COTTINGHAM,Nicolas COSTA,Grégoire SAUCY,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,84,3:01'42.654,9 Laps,15.778,53,2'03.845,157.3,,
21,55,Vista AF Corse,François HERIAU,Simon MANN,Alessio ROVERA,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,84,3:02'14.004,9 Laps,31.350,52,2'03.906,157.2,,
22,92,Manthey PureRxcing,Aliaksandr MALYKHIN,Joel STURM,Klaus BACHLER,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,84,3:02'15.050,9 Laps,1.046,58,2'04.754,156.2,,
23,91,Manthey EMA,Yasser SHAHIN,Morris SCHURING,Richard LIETZ,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,84,3:02'18.053,9 Laps,3.003,79,2'05.004,155.9,,
24,54,Vista AF Corse,Thomas FLOHR,Francesco CASTELLACCI,Davide RIGON,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,83,3:00'25.472,10 Laps,1 Laps,77,2'03.727,157.5,,
25,27,Heart of Racing Team,Ian JAMES,Daniel MANCINELLI,Alex RIBERAS,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,83,3:00'36.944,10 Laps,11.472,2,2'04.990,155.9,,
26,95,United Autosports,Joshua CAYGILL,Nicolas PINO,Marino SATO,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,83,3:00'41.123,10 Laps,4.179,2,2'03.998,157.1,,
27,87,Akkodis ASP Team,Takeshi KIMURA,Esteban MASSON,Jose Maria LOPEZ,,Lexus RC F LMGT3,G,LMGT3,,,Classified,83,3:00'56.880,10 Laps,15.757,27,2'05.063,155.8,,
28,82,TF Sport,Hiroshi KOIZUMI,Sébastien BAUD,Daniel JUNCADELLA,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,83,3:01'08.151,10 Laps,11.271,2,2'05.036,155.8,,
29,46,Team WRT,Ahmad AL HARTHY,Valentino ROSSI,Maxime MARTIN,,BMW M4 LMGT3,G,LMGT3,,,Classified,83,3:01'11.781,10 Laps,3.630,53,2'05.043,155.8,,
30,77,Proton Competition,Ryan HARDWICK,Zacharie ROBICHON,Benjamin BARKER,,Ford Mustang LMGT3,G,LMGT3,,,Classified,83,3:01'16.283,10 Laps,4.502,55,2'04.716,156.2,,
31,85,Iron Dames,Sarah BOVY,Rahel FREY,Michelle GATTING,,Lamborghini Huracan LMGT3 Evo2,G,LMGT3,,,Classified,83,3:01'19.977,10 Laps,3.694,2,2'04.804,156.1,,
32,60,Iron Lynx,Claudio SCHIAVONI,Matteo CRESSONI,Matteo CAIROLI,,Lamborghini Huracan LMGT3 Evo2,G,LMGT3,,,Classified,83,3:01'27.579,10 Laps,7.602,71,2'04.927,156.0,,
33,31,Team WRT,Darren LEUNG,Sean GELAEL,Augusto FARFUS,,BMW M4 LMGT3,G,LMGT3,,,Classified,83,3:01'29.115,10 Laps,1.536,2,2'06.012,154.6,,
34,777,D'Station Racing,Clément MATEU,Erwan BASTARD,Marco SØRENSEN,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,83,3:01'33.857,10 Laps,4.742,54,2'03.942,157.2,,
35,88,Proton Competition,Giorgio RODA,Giammarco LEVORATO,Dennis OLSEN,,Ford Mustang LMGT3,G,LMGT3,,,Classified,83,3:01'57.327,10 Laps,23.470,55,2'04.386,156.6,,
36,78,Akkodis ASP Team,Arnold ROBIN,Conrad LAURSEN,Kelvin VAN DER LINDE,,Lexus RC F LMGT3,G,LMGT3,,,Classified,36,2:20'32.520,57 Laps,47 Laps,2,2'05.164,155.7,,
