POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,36,46,1:50.405,-,-,176.5,59,Alpine Endurance Team,HYPERCAR,H,,Alpine A424,M,91509,6360,4167,6237,21,70,,,ALPINE,,Jules,GOUNON,P,,FRA,,9500,70,,01:00:00,None,Victor,MARTINS,G,,FRA,,11671,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,,,,,,,
2,50,36,1:50.460,+0.055,+0.055,176.4,40,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,91511,6293,4167,6192,3,119,,,FERRARI AFCORSE,,Arthur,LECLERC,G,,MCO,,11467,154,,01:00:00,None,Niklas,NIESLSEN,P,,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,3,1:50.515,+0.110,+0.055,176.3,78,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,91502,380,4167,6206,2,121,,,TOYOTA GR,,Mike,CONWAY,P,,GBR,,215,188,,01:00:00,None,Esteban,MASSON,S,,FRA,,11272,70,,01:00:00,None,Kamui,KOBAYASHI,,,,,,,,,,Nyck,DE VRIES,,,,,,,,,,Reshad,DE GÉRUS,G,,FRA,,,,,,,,,,,,,
4,20,43,1:50.577,+0.172,+0.062,176.2,45,BMW M Team WRT,HYPERCAR,H,,BMW M HYBRID V8,M,91506,6359,4167,6188,4354,23,,,BMW M TEAM WRT,,Valentino,ROSSI,P,,ITA,,11049,119,,01:00:00,None,Dan,HARPER,P,,GBR,,11278,188,,01:00:00,None,Max,HESSE,P,,DEU,,11194,5,,01:00:00,None,Dries,VANTHOOR,P,,BEL,,8292,23,,,,René,RAST,P,,DEU,,307,5,,,,,,,,,,
5,15,37,1:50.819,+0.414,+0.242,175.8,51,BMW M Team WRT,HYPERCAR,H,,BMW M HYBRID V8,M,91505,6359,4167,6188,4354,23,,,BMW M TEAM WRT,,Valentino,ROSSI,S,,ITA,,11049,119,,01:00:00,None,Dan,HARPER,P,,GBR,,11278,188,,01:00:00,None,Max,HESSE,G,,DEU,,11194,5,,01:00:00,None,Dries,VANTHOOR,P,,BEL,,8292,23,,,,René,RAST,P,,DEU,,307,5,,,,,,,,,,
6,83,25,1:50.990,+0.585,+0.171,175.5,52,AF Corse,HYPERCAR,H,,Ferrari 499P,M,91522,16,4167,6192,3,119,,,AF CORSE,HWC,Yifei,YE,G,,CHN,,10068,43,,01:00:00,None,Philip,HANSON,G,,GBR,,1946,188,,01:00:00,None,,,,,,,,,,,,,,,,,,,,,,,,,
7,51,33,1:51.030,+0.625,+0.040,175.5,37,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,91512,6293,4167,6192,3,119,,,FERRARI AFCORSE,,Thomas,NEUBAUER,G,,FRA,,10070,70,,01:00:00,None,James,CALADO,P,,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,93,48,1:51.670,+1.265,+0.640,174.5,60,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,91528,6151,4167,6112,4014,70,,,PEUGEOT TE,,Malthe,JAKOBSEN,P,,DNK,,9610,57,,01:00:00,None,Paul,DI RESTA,P,,MCO,,9293,154,,01:00:00,None,Théo,POURCHAIRE,P,,FRA,,11672,70,,01:00:00,None,Clément,NOVALAK,G,,FRA,,11254,70,,,,,,,,,,,,,,,,
9,6,32,1:51.882,+1.477,+0.212,174.1,46,Porsche Penske Motorsport,HYPERCAR,H,,Porsche 963,M,91501,6283,4167,6176,4368,5,,,PORSCHE PENSKE,,Mathieu,JAMINET,P,,FRA,,9415,70,,01:00:00,None,Reshad,DE GÉRUS,G,,FRA,,10416,70,,01:00:00,None,,,,,,,,,,,,,,,,,,,,,,,,,
10,94,16,1:51.926,+1.521,+0.044,174.1,19,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,91529,6151,4167,6112,4014,70,,,PEUGEOT TE,,Malthe,JAKOBSEN,G,,DNK,,9610,57,,01:00:00,None,Théo,POURCHAIRE,P,,FRA,,11672,70,,01:00:00,None,Clément,NOVALAK,G,,FRA,,11254,70,,01:00:00,None,Paul ,DI RESTA,P,,MCO,,,,,,,,,,,,,,,,,,,
