POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,5,Porsche Penske Motorsport,Matt CAMPBELL,Michael CHRISTENSEN,Frédéric MAKOWIECKI,,Porsche 963,M,HYPERCAR,H,,Classified,204,7:01'33.988,,,159,1'52.177,173.7,,
2,6,Porsche Penske Motorsport,Kévin ESTRE,André LOTTERER,Laurens VANTHOOR,,Porsche 963,M,HYPERCAR,H,,Classified,204,7:01'38.209,4.221,4.221,174,1'51.596,174.6,,
3,8,Toyota Gazoo Racing,Sébastien BUEMI,Brendon HARTLEY,Ryo HIRAKAWA,,Toyota GR010 - Hybrid,M,HYPERCAR,H,,Classified,204,7:01'41.000,7.012,2.791,192,1'51.870,174.2,,
4,15,BMW M Team WRT,Dries VANTHOOR,Raffaele MARCIELLO,Marco WITTMANN,,BMW M HYBRID V8,M,HYPERCAR,H,,Classified,204,7:01'46.240,12.252,5.240,174,1'51.562,174.6,,
5,93,Peugeot TotalEnergies,Mikkel JENSEN,Nico MÜLLER,Jean-Eric VERGNE,,Peugeot 9X8,M,HYPERCAR,H,,Classified,204,7:01'47.802,13.814,1.562,193,1'52.056,173.9,,
6,36,Alpine Endurance Team,Charles MILESI,Mick SCHUMACHER,Matthieu VAXIVIERE,,Alpine A424,M,HYPERCAR,H,,Classified,204,7:01'50.120,16.132,2.318,130,1'51.648,174.5,,
7,38,Hertz Team JOTA,Jenson BUTTON,Philip HANSON,Oliver RASMUSSEN,,Porsche 963,M,HYPERCAR,H,,Classified,204,7:01'50.603,16.615,0.483,174,1'51.975,174.0,,
8,35,Alpine Endurance Team,Paul-Loup CHATIN,Ferdinand HABSBURG,Jules GOUNON,,Alpine A424,M,HYPERCAR,H,,Classified,204,7:01'51.492,17.504,0.889,123,1'51.773,174.3,,
9,2,Cadillac Racing,Earl BAMBER,Alex LYNN,Sébastien BOURDAIS,,Cadillac V-Series.R,M,HYPERCAR,H,,Classified,204,7:01'55.207,21.219,3.715,191,1'52.707,172.9,,
10,83,AF Corse,Robert KUBICA,Robert SHWARTZMAN,Yifei YE,,Ferrari 499P,M,HYPERCAR,H,,Classified,204,7:01'57.615,23.627,2.408,174,1'51.799,174.3,,
11,51,Ferrari AF Corse,Alessandro PIER GUIDI,James CALADO,Antonio GIOVINAZZI,,Ferrari 499P,M,HYPERCAR,H,,Classified,204,7:02'55.506,1'21.518,57.891,173,1'52.055,173.9,,
12,50,Ferrari AF Corse,Antonio FUOCO,Miguel MOLINA,Nicklas NIELSEN,,Ferrari 499P,M,HYPERCAR,H,,Classified,203,7:01'43.427,1 Laps,1 Laps,174,1'51.607,174.6,,
13,99,Proton Competition,Harry TINCKNELL,Neel JANI,Julien ANDLAUER,,Porsche 963,M,HYPERCAR,H,,Classified,203,7:01'56.996,1 Laps,13.569,2,1'51.715,174.4,,
14,12,Hertz Team JOTA,Will STEVENS,Callum ILOTT,Norman NATO,,Porsche 963,M,HYPERCAR,H,,Classified,203,7:02'56.165,1 Laps,59.169,200,1'51.963,174.0,,
15,63,Lamborghini Iron Lynx,Mirko BORTOLOTTI,Edoardo MORTARA,Daniil KVYAT,,Lamborghini SC63,M,HYPERCAR,H,,Classified,199,6:53'38.897,5 Laps,4 Laps,191,1'52.397,173.3,,
16,55,Vista AF Corse,François HERIAU,Simon MANN,Alessio ROVERA,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,186,7:02'08.232,18 Laps,13 Laps,160,2'03.210,158.1,,
17,81,TF Sport,Tom VAN ROMPUY,Rui ANDRADE,Charlie EASTWOOD,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,186,7:02'08.739,18 Laps,0.507,122,2'03.526,157.7,,
18,54,Vista AF Corse,Thomas FLOHR,Francesco CASTELLACCI,Davide RIGON,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,186,7:02'09.276,18 Laps,0.537,177,2'03.455,157.8,,
19,82,TF Sport,Hiroshi KOIZUMI,Sébastien BAUD,Daniel JUNCADELLA,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,186,7:02'10.706,18 Laps,1.430,174,2'03.743,157.4,,
20,60,Iron Lynx,Claudio SCHIAVONI,Matteo CRESSONI,Matteo CAIROLI,,Lamborghini Huracan LMGT3 Evo2,G,LMGT3,,,Classified,186,7:02'13.353,18 Laps,2.647,100,2'03.351,157.9,,
21,92,Manthey PureRxcing,Aliaksandr MALYKHIN,Joel STURM,Klaus BACHLER,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,186,7:02'16.929,18 Laps,3.576,180,2'04.410,156.6,,
22,59,United Autosports,James COTTINGHAM,Nicolas COSTA,Grégoire SAUCY,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,186,7:02'20.034,18 Laps,3.105,159,2'03.176,158.2,,
23,91,Manthey EMA,Yasser SHAHIN,Morris SCHURING,Richard LIETZ,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,186,7:02'21.876,18 Laps,1.842,174,2'03.355,157.9,,
24,31,Team WRT,Darren LEUNG,Sean GELAEL,Augusto FARFUS,,BMW M4 LMGT3,G,LMGT3,,,Classified,186,7:02'26.511,18 Laps,4.635,174,2'04.387,156.6,,
25,95,United Autosports,Joshua CAYGILL,Nicolas PINO,Marino SATO,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,186,7:02'37.099,18 Laps,10.588,158,2'03.730,157.5,,
26,27,Heart of Racing Team,Ian JAMES,Daniel MANCINELLI,Alex RIBERAS,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,186,7:02'43.493,18 Laps,6.394,158,2'03.833,157.3,,
