POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,6,29,1:46.206,-,-,194.2,29,Porsche Penske Motorsports,GTP,,,Porsche 963,M,2189,200,27,193,112,3,44,14084,,,Matthieu,Jaminet,Platinum,,FRA,,1449,2,Platinum,,,Nick,Tandy,Platinum,,GBR,,124,1,Platinum,,,Dane,Cameron,Platinum,,USA,,54,3,Platinum,,,,,,,,,,,,,,,,,,,,,
2,31,17,1:48.804,+2.598,+2.598,189.6,18,Whelen Engineering Racing Cadillac V-LMDh,GTP,,,Cadillac V-LMDh,M,2196,344,27,200,7646,3,66,14087,,,Pipo,Derani,Platinum,,BRA,,1083,3,Platinum,,,Alexander,Sims,Platinum,,GBR,,1261,2,Platinum,,,Jack,Aitken,Gold,,GBR,,2986,4,Gold,,,,,,,,,,,,,,,,,,,,,
13,70,11,1:57.353,+11.147,+0.269,175.8,20,Inception Racing,GTD,,,McLaren 720S GT3,M,1520,388,4,81,7651,3,435,14135,,,Brendan,Iribe,Bronze,,USA,,2622,1,Bronze,,,Frederik,Schandorff,Gold,,DNK,,2995,2,Gold,,,Ollie,Millroy,Silver,,GBR,,3004,3,Silver,,,Marvin,Kirchhofer,Platinum,,CHE,,3010,4,Platinum,,,,,,,,,,,,,,,
14,3,14,1:58.104,+11.898,+0.751,174.6,23,Corvette Racing,GTDPro,,,Chevrolet Corvette C8.R GTD,M,2253,23,41,110,105,3,276,14114,,,Antonio,Garcia,Platinum,,ESP,,12,1,Platinum,,,Jordan,Taylor,Platinum,,USA,,13,2,Platinum,,,Tommy,Milner,Platinum,,USA,,15,3,Platinum,,,,,,,,,,,,,,,,,,,,,
15,63,29,1:58.394,+12.188,+0.290,174.2,30,Iron Lynx,GTDPro,,,Lamborghini Huracan GT3 EVO2,M,2247,462,41,194,1609,3,255,14111,,,Andrea,Caldarelli,Platinum,,ITA,,1228,1,Platinum,,,Mirko,Bortolotti,Platinum,,ITA,,,,,,,Jordan,Pepper,Platinum,,ZAF,,3014,3,Platinum,,,Romain,Grosjean,Platinum,,CHE,,3003,4,Platinum,,,,,,,,,,,,,,,
16,19,14,1:58.623,+12.417,+0.229,173.9,25,Iron Lynx,GTD,,,Lamborghini Huracan GT3 EVO2,M,2176,462,4,194,1609,3,387,14129,,,Raffaele,Giammaria,Silver,,ITA,,3011,3,Silver,,,Franck,Perera,Platinum,,FRA,,3012,4,Platinum,,,Claudio,Schiavoni,Bronze,,ITA,,3039,1,Bronze,,,Rolf,Ineichen,Silver,,CHE,,2991,2,Silver,,,,,,,,,,,,,,,
17,9,18,1:58.631,+12.425,+0.008,173.9,19,Pfaff Motorsports,GTDPro,,,Porsche 911 GT3 R (992),M,2251,390,41,192,112,3,269,14113,,,Klaus,Bachler,Platinum,,AUT,,663,2,Platinum,,,Patrick,Pilet,Platinum,,FRA,,3037,3,Platinum,,,Laurens,Vanthoor,Platinum,,BEL,,1241,4,Platinum,,,,,,,,,,,,,,,,,,,,,
18,47,7,1:58.705,+12.499,+0.074,173.8,32,CETILAR RACING,GTD,,,Ferrari 296 GT3,M,2171,337,4,191,106,3,363,14126,,,Roberto,Lacorte,Bronze,,ITA,,2452,1,Bronze,,,Giorgio,Sernagiotto,Silver,,ITA,,2288,2,Silver,,,Antonio,Fuoco,Platinum,,ITA,,2306,3,Platinum,,,Alessandro,Balzan,Gold,,ITA,,681,4,Gold,,,,,,,,,,,,,,,
19,1,15,1:58.759,+12.553,+0.054,173.7,24,Paul Miller Racing,GTD,,,BMW M4 GT3,M,1558,34,4,111,74,3,332,14122,,,Bryan,Sellers,Gold,,USA,,18,1,Gold,,,Madison,Snow,Silver,,USA,,155,2,Silver,,,Corey,Lewis,Silver,,USA,,763,3,Silver,,,Maxime,Martin,Platinum,,BEL,,360,4,Platinum,,,,,,,,,,,,,,,
20,44,14,1:58.798,+12.592,+0.039,173.6,40,Magnus Racing,GTD,,,Aston Martin Vantage GT3,M,1554,32,4,18,73,3,355,14125,,,John,Potter,Bronze,,USA,,670,1,Bronze,,,Andy,Lally,Gold,,USA,,25,2,Gold,,,Spencer,Pumpelly,Silver,,USA,,64,3,Silver,,,Nicki,Thiim,Platinum,,?,,130,4,Platinum,,,,,,,,,,,,,,,
21,80,21,1:58.913,+12.707,+0.115,173.4,22,AO Racing,GTD,,,Porsche 911 GT3 R (992),M,2204,466,4,192,112,3,467,14139,,,PJ,Hyett,Bronze,,USA,,2947,1,Bronze,,,Seb,Priaulx,Gold,,GBR,,3009,2,Gold,,,Gunnar,Jeannette,Silver,,USA,,308,3,Silver,,,Harry,Tincknell,Platinum,,GBR,,1288,4,Platinum,,,,,,,,,,,,,,,
22,83,8,1:59.482,+13.276,+0.569,172.6,31,Iron Dames,GTD,,,Lamborghini Huracan GT3 EVO2,M,2175,462,4,194,1609,3,379,14128,,,Rahel,Frey,Gold,,CHE,,1550,1,Gold,,,Sarah,Bovy,Bronze,,BEL,,3005,2,Bronze,,,Michelle,Gatting,Silver,,DNK,,3053,3,Silver,,,Doriane,Pin,Silver,,FRA,,3018,4,Silver,,,,,,,,,,,,,,,
23,77,6,1:59.712,+13.506,+0.230,172.3,7,Wright Motorsports,GTD,,,Porsche 911 GT3 R (992),M,2185,111,4,192,112,3,411,14132,,,Alan,Brynjolfsson,Bronze,,USA,,1271,1,Bronze,,,Trent,Hindman,Gold,,USA,,244,2,Gold,,,Maxwell,Root,Silver,,USA,,1654,3,Silver,,,Kevin,Estre,Platinum,,FRA,,183,4,Platinum,,,,,,,,,,,,,,,
24,21,19,2:01.073,+14.867,+1.361,170.4,24,AF Corse,GTD,,,Ferrari 296 GT3,M,2172,333,4,191,106,3,371,14127,,,Simon,Mann,Silver,,USA,,2435,1,Silver,,,Luis,Perez Companc,Bronze,,ARG,,2719,2,Bronze,,,Miguel,Molina,Platinum,,ESP,,1611,3,Platinum,,,Francesco,Castellacci,Silver,,ITA,,2998,4,Silver,,,,,,,,,,,,,,,
25,62,4,2:03.342,+17.136,+2.269,167.2,7,Risi Competizione,GTDPro,,,Ferrari 296 GT3,M,2245,26,41,191,106,3,241,14109,,,Alessandro,Pier Guidi,Platinum,,ITA,,2238,1,Platinum,,,James,Calado,Platinum,,GBR,,1096,2,Platinum,,,Daniel,Serra,Platinum,,BRA,,687,3,Platinum,,,Davide,Rigon,Platinum,,ITA,,679,4,Platinum,,,,,,,,,,,,,,,
26,16,4,2:03.420,+17.214,+0.078,167.1,5,Wright Motorsports,GTD,,,Porsche 911 GT3 R (992),M,2193,111,4,192,112,3,427,14134,,,Ryan,Hardwick,Bronze,,USA,,1256,1,Bronze,,,Jan,Heylen,Gold,,USA,,184,3,Gold,,,Zacharie,Robichon,Silver,,CAN,,1176,2,Silver,,,Dennis,Olsen,Platinum,,NOR,,1727,4,Platinum,,,,,,,,,,,,,,,
27,24,4,2:07.700,+21.494,+4.280,161.5,4,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,2154,395,27,190,74,3,7,14079,,,Philipp,Eng,Platinum,,AUT,,883,1,Platinum,,,Augusto,Farfus,Platinum,,MCO,,3000,4,Platinum,,,Marco,Wittmann,Platinum,,DEU,,2993,2,Platinum,,,Colton,Herta,Gold,,USA,,1602,5,Gold,,,,,,,,,,,,,,,
28,01,0,,,,,0,Cadillac Racing,GTP,,,Cadillac V-LMDh,M,2187,339,27,200,7646,3,30,14082,,,Sebastien,Bourdais,Platinum,,FRA,,602,2,Platinum,,,Renger,van der Zande,Gold,,NLD,,1998,1,Gold,,,Scott,Dixon,Platinum,,NZL,,631,3,Platinum,,,,,,,,,,,,,,,,,,,,,
29,02,0,,,,,0,Cadillac Racing,GTP,,,Cadillac V-LMDh,M,2188,339,27,200,7646,3,37,14083,,,Earl,Bamber,Platinum,,NZL,,651,1,Platinum,,,Alex,Lynn,Platinum,,GBR,,1313,2,Platinum,,,Richard,Westbrook,Platinum,,GBR,,2992,3,Platinum,,,,,,,,,,,,,,,,,,,,,
30,7,0,,,,,2,Porsche Penske Motorsports,GTP,,,Porsche 963,M,2190,200,27,193,112,3,51,14085,,,Matt,Campbell,Platinum,,AUS,,1791,1,Platinum,,,Felipe,Nasr,Platinum,,BRA,,1598,2,Platinum,,,Michael,Christensen,Platinum,,MCO,,412,3,Platinum,,,,,,,,,,,,,,,,,,,,,
31,10,0,,,,,0,Konica Minolta Acura ARX-06,GTP,,,Acura ARX-06,M,2191,234,27,195,7641,3,59,14086,,,Ricky,Taylor,Platinum,,USA,,608,1,Platinum,,,Filipe,Albuquerque,Platinum,,PRT,,1194,2,Platinum,,,Louis,Deletraz,Gold,,CHE,,2975,3,Gold,,,Brendon,Hartley,Platinum,,USA,,304,4,Platinum,,,,,,,,,,,,,,,
32,11,0,,,,,1,TDS Racing,LMP2,,,ORECA LMP2 07,M,2166,335,28,85,7637,3,98,14091,,,Steven,Thomas,Bronze,,USA,,1919,1,Bronze,,,Mikkel,Jensen,Platinum,,DNK,,2088,2,Platinum,,,Scott,Huffaker,Silver,,USA,,1852,3,Silver,,,Rinus,VeeKay,Gold,,NLD,,2420,4,Gold,,,,,,,,,,,,,,,
33,12,0,,,,,0,VasserSullivan,GTD,,,Lexus RC F GT3,M,931,336,4,46,7644,3,395,14130,,,Aaron,Telitz,Gold,,USA,,1780,2,Gold,,,Frankie,Montecalvo,Silver,,USA,,1279,1,Silver,,,Kyle,Kirkwood,Gold,,USA,,1755,3,Gold,,,Parker,Thompson,Silver,,CAN,,1877,4,Silver,,,,,,,,,,,,,,,
34,13,0,,,,,0,AWA,LMP3,,,Duqueine D08,M,1675,217,36,105,7665,3,194,14103,,,Orey,Fidani,Bronze,,CAN,,973,3,Bronze,,,Matthew,Bell,Gold,,GBR,,424,4,Gold,,,Lars,Kern,Silver,,DEU,,1785,1,Silver,,,Moritz,Kranz,Silver,,DEU,,2994,2,Silver,,,,,,,,,,,,,,,
35,14,0,,,,,0,Vasser Sullivan,GTDPro,,,Lexus RC F GT3,M,2250,336,41,46,7644,3,262,14112,,,Jack,Hawksworth,Gold,,GBR,,838,2,Gold,,,Ben,Barnicoat,Platinum,,GBR,,2620,1,Platinum,,,Mike,Conway,Platinum,,GBR,,2710,3,Platinum,,,,,,,,,,,,,,,,,,,,,
36,17,0,,,,,0,AWA,LMP3,,,Duqueine D08,M,2108,217,36,105,7665,3,170,14100,,,Anthony,Mantella,Bronze,,CAN,,2682,1,Bronze,,,Wayne,Boyd,Gold,,GBR,,3002,2,Gold,,,Nico,Varrone,Silver,,ARG,,2932,3,Silver,,,Thomas,Merrill,Bronze,,USA,,1458,4,Bronze,,,,,,,,,,,,,,,
37,20,0,,,,,0,High Class Racing,LMP2,,,ORECA LMP2 07,M,968,348,28,85,7637,3,138,14096,,,Dennis,Andersen,Bronze,,DNK,,3043,1,Bronze,,,Ed,Jones,Gold,,ARE,,2418,2,Gold,,,Anders,Fjordbach,Silver,,DNK,,3044,3,Silver,,,Raffaele,Marciello,Platinum,,CHE,,2259,4,Platinum,,,,,,,,,,,,,,,
38,023,0,,,,,0,Triarsi Competizione,GTD,,,Ferrari 296 GT3,M,2153,458,4,191,106,3,308,14119,,,Onofrio,Triarsi,Silver,,USA,,1463,1,Silver,,,Charles,Scardina,Bronze,,USA,,2609,2,Bronze,,,Alessio,Rovera,Platinum,,ITA,,2741,3,Platinum,,,Andrea,Bertolini,Gold,,ITA,,2985,4,Gold,,,,,,,,,,,,,,,
39,23,0,,,,,0,Heart of Racing Team,GTDPro,,,Aston Martin Vantage GT3,M,2246,294,41,18,73,3,248,14110,,,Ross,Gunn,Gold,,GBR,,1905,1,Gold,,,Alex,Riberas,Gold,,ESP,,659,2,Gold,,,David,Pittard,Gold,,GBR,,2744,3,Gold,,,,,,,,,,,,,,,,,,,,,
40,25,0,,,,,0,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,2155,395,27,190,74,3,15,14080,,,Connor,De Phillippi,Gold,,USA,,698,2,Gold,,,Nick,Yelloly,Platinum,,GBR,,2205,1,Platinum,,,Sheldon,van der Linde,Platinum,,ZAF,,1524,3,Platinum,,,Colton,Herta,Gold,,USA,,1602,5,Gold,,,,,,,,,,,,,,,
41,27,0,,,,,0,Heart of Racing Team,GTD,,,Aston Martin Vantage GT3,M,1510,294,4,18,73,3,340,14123,,,Roman,De Angelis,Silver,,CAN,,1379,1,Silver,,,Marco,Sorensen,Platinum,,MCO,,2721,2,Platinum,,,Ian,James,Silver,,USA,,453,3,Silver,,,Darren,Turner,Gold,,GBR,,3032,4,Gold,,,,,,,,,,,,,,,
42,32,0,,,,,0,Team Korthoff Motorsports,GTD,,,Mercedes-AMG GT3,M,2252,463,4,203,7643,3,403,14131,,,Mike,Skeen,Silver,,USA,,830,4,Silver,,,Mikael,Grenier,Gold,,CAN,,1624,3,Gold,,,Kenton,Koch,Silver,,USA,,2239,1,Silver,,,Maximilian,Goetz,Platinum,,DEU,,2720,2,Platinum,,,,,,,,,,,,,,,
43,33,0,,,,,0,Sean Creech Motorsport,LMP3,,,Ligier JS P320,M,1603,286,36,96,7650,3,186,14102,,,Lance,Willsey,Bronze,,USA,,664,2,Bronze,,,Joao,Barbosa,Gold,,USA,,182,1,Gold,,,Nico,Pino,Silver,,CHL,,2770,3,Silver,,,Danny,Soufi,Silver,,USA,,3033,4,Silver,,,,,,,,,,,,,,,
44,36,0,,,,,0,Andretti Autosport,LMP3,,,Ligier JS P320,M,1681,357,36,96,7650,3,162,14099,,,Jarett,Andretti,Silver,,USA,,2292,1,Silver,,,Gabby,Chaves,Gold,,COL,,600,2,Gold,,,Dakota,Dickerson,Silver,,USA,,1756,3,Silver,,,Rasmus,Lindh,Silver,,SWE,,2101,4,Silver,,,,,,,,,,,,,,,
45,38,0,,,,,0,Performance Tech Motorsports,LMP3,,,Ligier JS P320,M,1678,289,36,96,7650,3,154,14098,,,John,DeAngelis,Bronze,,USA,,1642,1,Bronze,,,Christopher,Allen,Silver,,USA,,2480,2,Silver,,,Connor,Bloum,Silver,,USA,,471,4,Silver,,,Cameron,Shields,Silver,,AUS,,2696,3,Silver,,,,,,,,,,,,,,,
46,42,0,,,,,0,NTE Sport,GTD,,,Lamborghini Huracan GT3 EVO2,M,2203,353,4,194,1609,3,459,14138,,,Don,Yount,Bronze,,USA,,399,1,Bronze,,,Jaden,Conwright,Silver,,USA,,2204,2,Silver,,,Kerong,Li,Silver,,USA,,2627,3,Silver,,,Alessio,Deledda,Silver,,ITA,,3041,4,Silver,,,,,,,,,,,,,,,
47,53,0,,,,,0,MDK Motorsports,GTD,,,Porsche 911 GT3 R (992),M,2186,428,4,192,112,3,419,14133,,,Mark,Kvamme,Bronze,,USA,,2422,1,Bronze,,,Trenton,Estep,Silver,,USA,,1353,2,Silver,,,Jan,Magnussen,Gold,,DNK,,11,3,Gold,,,Jason,Hart,Silver,,USA,,699,4,Silver,,,,,,,,,,,,,,,
48,55,0,,,,,0,Proton Competition,LMP2,,,ORECA LMP2 07,M,2169,461,28,85,7637,3,122,14094,,,Fred,Poordad,Bronze,,USA,,160,1,Bronze,,,Francesco,Pizzi,Silver,,ITA,,3036,3,Silver,,,James,Allen,Gold,,AUS,,1823,2,Gold,,,Giammaria,Bruni,Platinum,,ITA,,3045,4,Platinum,,,,,,,,,,,,,,,
49,57,0,,,,,0,Winward Racing,GTD,,,Mercedes-AMG GT3,M,2240,304,4,203,7643,3,292,14117,,,Russell,Ward,Silver,,USA,,1252,1,Silver,,,Philip,Ellis,Gold,,DEU,,1936,2,Gold,,,Indy,Dontje,Silver,,NLD,,3061,3,Silver,,,Lucas,Auer,Platinum,,AUT,,2750,4,Platinum,,,,,,,,,,,,,,,
50,60,0,,,,,0,Meyer Shank Racing w/ Curb Agajanian,GTP,,,Acura ARX-06,M,2162,3,27,195,7641,3,23,14081,,,Tom,Blomqvist,Platinum,,MCO,,1718,1,Platinum,,,Colin,Braun,Gold,,USA,,61,2,Gold,,,Helio,Castroneves,Platinum,,USA,,1525,3,Platinum,,,Simon,Pagenaud,Platinum,,FRA,,3,4,Platinum,,,,,,,,,,,,,,,
51,64,0,,,,,0,TGM/TF Sport,GTDPro,,,Aston Martin Vantage GT3,M,2254,464,41,18,73,3,284,14115,,,Ted,Giovanis,Bronze,,USA,,489,1,Bronze,,,Hugh,Plumb,Bronze,,USA,,421,3,Bronze,,,Matt,Plumb,Silver,,USA,,429,2,Silver,,,Owen,Trinkler,Silver,,USA,,519,5,Silver,,,,,,,,,,,,,,,
52,66,0,,,,,0,Gradient Racing,GTD,,,Acura NSX GT3,M,1416,328,4,43,7641,3,347,14124,,,Sheena,Monk,Bronze,,USA,,1532,3,Bronze,,,Katherine,Legge,Gold,,GBR,,,1,,,,Mario,Farnbacher,Gold,,DEU,,2685,2,Gold,,,Marc,Miller,Silver,,USA,,455,5,Silver,,,,,,,,,,,,,,,
53,74,0,,,,,0,Riley,LMP3,,,Ligier JS P320,M,2200,149,36,96,7650,3,218,14106,,,Gar,Robinson,Silver,,USA,,861,1,Silver,,,Felipe,Fraga,Gold,,BRA,,1750,2,Gold,,,Josh,Burdon,Silver,,AUS,,2613,3,Silver,,,Glenn,van Berlo,Silver,,NLD,,2997,4,Silver,,,,,,,,,,,,,,,
54,75,0,,,,,2,Sun Energy 1,GTD,,,Mercedes-AMG GT3,M,2257,143,4,203,7643,3,473,14140,,,Lucas,Stolz,Platinium,,DEU,,,2,,,,Kenny,Habul,Bronze,,AUS,,,1,,,,Fabian,Schiller,Gold,,DEU,,1790,3,Gold,,,Axcil,Jefferies,Silver,,ZWE,,3057,4,Silver,,,,,,,,,,,,,,,
