POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,48,VDS Panis Racing,Oliver GRAY,Charles MILESI,Esteban MASSON,,Oreca 07 - Gibson,G,LMP2,,,Classified,18,1:12'59.311,,,9,1'44.273,203.4,,
2,30,Duqueine Team,Benjamin PEDERSEN,Roy NISSANY,Reshad DE GÉRUS,,Oreca 07 - Gibson,G,LMP2,,,Classified,18,1:12'59.915,0.604,0.604,15,1'45.293,201.4,,
3,24,Nielsen Racing,Cem BÖLÜKBASI,Ferdinand HABSBURG,Filipe ALBUQUERQUE,,Oreca 07 - Gibson,G,LMP2,,,Classified,18,1:13'01.301,1.990,1.386,15,1'46.145,199.8,,
4,9,Iron Lynx - Proton,Jonas RIED,Maceo CAPIETTO,Matteo CAIROLI,,Oreca 07 - Gibson,G,LMP2,,,Classified,18,1:13'02.954,3.643,1.653,11,1'45.765,200.5,,
5,47,CLX Motorsport,Manuel ESPIRITO SANTO,Enzo FITTIPALDI,,,Oreca 07 - Gibson,G,LMP2,,,Classified,18,1:13'04.050,4.739,1.096,10,1'45.695,200.6,,
6,22,United Autosports,Manuel MALDONADO,Grégoire SAUCY,Benjamin HANLEY,,Oreca 07 - Gibson,G,LMP2,,,Classified,18,1:13'06.592,7.281,2.542,8,1'45.956,200.2,,
7,43,Inter Europol Competition,Jakub SMIECHOWSKI,Tom DILLMANN,Nicholas YELLOLY,,Oreca 07 - Gibson,G,LMP2,,,Classified,18,1:13'08.100,8.789,1.508,11,1'46.336,199.4,,
8,28,IDEC Sport,Paul LAFARGUE,Job VAN UITERT,Paul-Loup CHATIN,,Oreca 07 - Gibson,G,LMP2,,,Classified,18,1:13'08.969,9.658,0.869,9,1'46.705,198.7,,
9,10,Vector Sport,Ryan CULLEN,Vladislav LOMKO,Pietro FITTIPALDI,,Oreca 07 - Gibson,G,LMP2,,,Classified,18,1:13'10.426,11.115,1.457,11,1'47.100,198.0,,
10,25,Algarve Pro Racing,Matthias KAISER,Lorenzo FLUXA,Théo POURCHAIRE,,Oreca 07 - Gibson,G,LMP2,,,Classified,18,1:13'11.197,11.886,0.771,8,1'46.772,198.6,,
11,18,IDEC Sport,Jamie CHADWICK,Mathys JAUBERT,Daniel JUNCADELLA,,Oreca 07 - Gibson,G,LMP2,,,Classified,18,1:13'12.573,13.262,1.376,11,1'46.869,198.4,,
12,34,Inter Europol Competition,Pedro PERINO,Jean-Baptiste SIMMENAUER,Luca GHIOTTO,,Oreca 07 - Gibson,G,LMP2,,,Classified,18,1:13'13.159,13.848,0.586,11,1'47.240,197.8,,
13,27,Nielsen Racing,John FALB,James ALLEN,Sergio SETTE CAMARA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,18,1:13'18.610,19.299,5.451,11,1'47.387,197.5,,
14,77,Proton Competition,Giorgio RODA,Rene BINDER,Bent VISCAAL,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,18,1:13'24.208,24.897,5.598,11,1'47.436,197.4,,
15,83,AF Corse,François PERRODO,Matthieu VAXIVIERE,Alessio ROVERA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,18,1:13'26.120,26.809,1.912,11,1'48.228,196.0,,
16,99,AO by TF,PJ HYETT,Louis DELÉTRAZ,Dane CAMERON,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,18,1:13'39.363,40.052,13.243,12,1'48.321,195.8,,
17,20,Algarve Pro Racing,Kriton LENTOUDIS,Alexander QUINN,Olli CALDWELL,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,18,1:13'46.268,46.957,6.905,10,1'51.061,191.0,,
18,29,TDS Racing,Rodrigo SALES,Mathias BECHE,Clément NOVALAK,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,18,1:13'53.208,53.897,6.940,14,1'47.689,196.9,,
19,21,United Autosports,Daniel SCHNEIDER,Marino SATO,Oliver JARVIS,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,18,1:13'55.407,56.096,2.199,14,1'50.471,192.0,,
20,4,DKR Engineering,Antti RAMMO,Wyatt BRICHACEK,Mikkel Gaarde PEDERSEN,,Ginetta G61-LT-P325-EVO - Toyota,M,LMP3,,,Classified,17,1:13'02.165,1 Laps,1 Laps,14,1'58.078,179.6,,
21,12,WTM by Rinaldi Racing,Torsten KRATZ,Leonard WEISS,Griffin PEEBLES,,Duqueine D09 - Toyota,M,LMP3,,,Classified,17,1:13'14.795,1 Laps,12.630,13,1'57.637,180.3,,
22,11,Eurointernational,Fabien MICHAL,Ian AGUILERA,,,Ligier JS P325 - Toyota,M,LMP3,,,Classified,17,1:13'20.065,1 Laps,5.270,14,1'58.865,178.4,,
23,68,M Racing,Stéphane TRIBAUDINI,Quentin ANTONEL,,,Ligier JS P325 - Toyota,M,LMP3,,,Classified,17,1:13'21.456,1 Laps,1.391,14,1'58.889,178.4,,
24,17,CLX Motorsport,Paul LANCHERE,Adrien CLOSMENIL,Theodor JENSEN,,Ligier JS P325 - Toyota,M,LMP3,,,Classified,17,1:13'22.979,1 Laps,1.523,14,1'58.367,179.2,,
25,85,Iron Dames,Célia MARTIN,Sarah BOVY,Michelle GATTING,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,17,1:13'27.417,1 Laps,4.438,7,2'02.292,173.4,,
26,88,Inter Europol Competition,Timothy CRESWICK,Douwe DEDECKER,Reece GOLD,,Ligier JS P325 - Toyota,M,LMP3,,,Classified,17,1:13'28.770,1 Laps,1.353,14,1'59.012,178.2,,
27,8,Team Virage,Julien GERBI,Daniel NOGALES,Rik KOEN,,Ligier JS P325 - Toyota,M,LMP3,,,Classified,17,1:13'30.342,1 Laps,1.572,14,1'59.070,178.1,,
28,57,Kessel Racing,Takeshi KIMURA,Ben TUCK,Daniel SERRA,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,17,1:13'33.140,1 Laps,2.798,10,2'03.524,171.7,,
29,59,Racing Spirit of Leman,Clément MATEU,Erwan BASTARD,Valentin HASSE CLOT,,Aston Martin Vantage AMR LMGT3,G,LMGT3,,,Classified,17,1:13'34.960,1 Laps,1.820,8,2'02.899,172.6,,
30,15,RLR M Sport,Michael JENSEN,Nick ADCOCK,Gillian HENRION,,Ligier JS P325 - Toyota,M,LMP3,,,Classified,17,1:13'35.826,1 Laps,0.866,14,1'59.389,177.6,,
31,23,United Autosports,Michael BIRCH,Garnet PATTERSON,Wayne BOYD,,McLaren 720S LMGT3 Evo,G,LMGT3,,,Classified,17,1:13'37.162,1 Laps,1.336,14,2'03.338,171.9,,
32,35,Ultimate,Louis STERN,Jean-Baptiste LAHAYE,Matthieu LAHAYE,,Ligier JS P325 - Toyota,M,LMP3,,,Classified,17,1:13'38.028,1 Laps,0.866,14,2'01.873,174.0,,
33,74,Kessel Racing,Andrew GILBERT,Fran RUEDA,Miguel MOLINA,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,17,1:13'41.729,1 Laps,3.701,9,2'04.426,170.4,,
34,86,GR Racing,Michael WAINWRIGHT,Riccardo PERA,Tom FLEMING,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,17,1:13'43.559,1 Laps,1.830,11,2'04.219,170.7,,
35,82,TF Sport,Hiroshi KOIZUMI,Rui ANDRADE,Charlie EASTWOOD,,Corvette Z06 LMGT3.R,G,LMGT3,,,Classified,17,1:13'44.575,1 Laps,1.016,13,2'03.331,172.0,,
36,66,JMW Motorsport,Scott NOBLE,Jason HART,Gianmaria BRUNI,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,17,1:13'45.465,1 Laps,0.890,8,2'04.785,170.0,,
37,55,Spirit of Race,Duncan CAMERON,David PEREL,Matthew GRIFFIN,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,17,1:13'47.060,1 Laps,1.595,13,2'03.854,171.2,,
38,51,AF Corse,Charles-Henri SAMANI,Conrad LAURSEN,Davide RIGON,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,17,1:13'47.778,1 Laps,0.718,13,2'03.663,171.5,,
39,60,Proton Competition,Horst FELBERMAYR,Matteo CRESSONI,Horst Felix FELBERMAYR,,Porsche 911 GT3 R LMGT3,G,LMGT3,,,Classified,17,1:13'49.362,1 Laps,1.584,13,2'03.682,171.5,,
40,50,Richard Mille AF Corse,Custodio TOLEDO,Lilou WADOUX,Riccardo AGOSTINI,,Ferrari 296 LMGT3,G,LMGT3,,,Classified,17,1:13'56.407,1 Laps,7.045,11,2'04.512,170.3,,
41,37,CLX - Pure Rxcing,Aliaksandr MALYKHIN,Tristan VAUTIER,Tom BLOMQVIST,,Oreca 07 - Gibson,G,LMP2,,,Classified,17,1:13'58.943,1 Laps,2.536,12,1'46.292,199.5,,
42,31,Racing Spirit of Leman,Jacques WOLFF,Jean-Ludovic FOUBERT,Marius FOSSARD,,Ligier JS P325 - Toyota,M,LMP3,,,Classified,16,1:13'33.853,2 Laps,1 Laps,7,2'01.062,175.2,,
43,63,Iron Lynx,Martin BERRY,Lorcan HANAFIN,Fabian SCHILLER,,Mercedes -AMG LMGT3,G,LMGT3,,,Classified,14,36'52.852,4 Laps,2 Laps,8,2'02.676,172.9,,
44,3,DKR Engineering,Georgios KOLOVOS,Laurents HÖRR,Felipe FRAGA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,7,45'11.952,11 Laps,7 Laps,4,2'25.104,146.2,,
