POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,24,Nielsen Racing,Cem BÖLÜKBASI,Ferdinand HABSBURG,Filipe ALBUQUERQUE,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,2:02'43.196,,,22,1'44.416,203.1,,
2,47,CLX Motorsport,Manuel ESPIRITO SANTO,Enzo FITTIPALDI,,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,2:02'44.724,1.528,1.528,22,1'45.282,201.4,,
3,22,United Autosports,Manuel MALDONADO,Grégoire SAUCY,Benjamin HANLEY,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,2:02'47.487,4.291,2.763,22,1'45.165,201.7,,
4,30,Duqueine Team,Benjamin PEDERSEN,Roy NISSANY,Reshad DE GÉRUS,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,2:02'48.683,5.487,1.196,21,1'45.031,201.9,,
5,48,VDS Panis Racing,Oliver GRAY,Charles MILESI,Esteban MASSON,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,2:02'53.581,10.385,4.898,21,1'43.116,205.7,,
6,43,Inter Europol Competition,Jakub SMIECHOWSKI,Tom DILLMANN,Nicholas YELLOLY,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,2:02'54.263,11.067,0.682,22,1'45.157,201.7,,
7,10,Vector Sport,Ryan CULLEN,Vladislav LOMKO,Pietro FITTIPALDI,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,2:02'54.785,11.589,0.522,22,1'45.775,200.5,,
8,25,Algarve Pro Racing,Matthias KAISER,Lorenzo FLUXA,Théo POURCHAIRE,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,2:02'56.385,13.189,1.600,23,1'45.805,200.4,,
9,28,IDEC Sport,Paul LAFARGUE,Job VAN UITERT,Paul-Loup CHATIN,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,2:02'57.930,14.734,1.545,22,1'45.647,200.7,,
10,18,IDEC Sport,Jamie CHADWICK,Mathys JAUBERT,Daniel JUNCADELLA,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,2:02'59.164,15.968,1.234,22,1'45.541,200.9,,
11,99,AO by TF,PJ HYETT,Louis DELÉTRAZ,Dane CAMERON,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,29,2:03'02.777,19.581,3.613,23,1'46.068,199.9,,
12,34,Inter Europol Competition,Pedro PERINO,Jean-Baptiste SIMMENAUER,Luca GHIOTTO,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,2:03'04.504,21.308,1.727,22,1'45.390,201.2,,
13,9,Iron Lynx - Proton,Jonas RIED,Maceo CAPIETTO,Matteo CAIROLI,,Oreca 07 - Gibson,G,LMP2,,,Classified,29,2:03'06.438,23.242,1.934,22,1'45.466,201.1,,
14,27,Nielsen Racing,John FALB,James ALLEN,Sergio SETTE CAMARA,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,29,2:03'11.443,28.247,5.005,11,1'47.387,197.5,,
15,20,Algarve Pro Racing,Kriton LENTOUDIS,Alexander QUINN,Olli CALDWELL,,Oreca 07 - Gibson,G,LMP2 Pro/Am,,,Classified,29,2:03'27.531,44.335,16.088,23,1'50.883,191.3,,
