POSITION,NUMBER,TEAM,DRIVER_1,DRIVER_2,DRIVER_3,DRIVER_4,VEHICLE,TYRES,CLASS,GROUP,DIVISION,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DRIVER_5,
1,9,Prema Racing,Lorenzo COLOMBO,Louis DELETRAZ,Ferdinand HABSBURG,,Oreca 07 - Gibson,G,LMP2,,,Classified,31,1:02'00.426,,,12,1'33.914,188.2,,
2,37,COOL Racing,Nicolas LAPIERRE,Niklas KRUETTEN,Yifei YE,,Oreca 07 - Gibson,G,LMP2,,,Classified,31,1:02'04.239,3.813,3.813,11,1'34.662,186.7,,
3,22,United Autosports,Philip HANSON,Tom GAMBLE,Duncan TAPPY,,Oreca 07 - Gibson,G,LMP2,,,Classified,31,1:02'05.810,5.384,1.571,12,1'34.862,186.3,,
4,65,Panis Racing,Julien CANAL,Nicolas JAMIN,Job VAN UITERT,,Oreca 07 - Gibson,G,LMP2,,,Classified,31,1:02'06.403,5.977,0.593,4,1'34.693,186.6,,
5,88,AF Corse,François PERRODO,Nicklas NIELSEN,Alessio ROVERA,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,31,1:02'08.375,7.949,1.972,12,1'36.138,183.8,,
6,34,Racing Team Turkey,Salih YOLUC,Charlie EASTWOOD,Jack AITKEN,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,31,1:02'09.206,8.780,0.831,13,1'36.415,183.3,,
7,28,IDEC Sport,Paul LAFARGUE,Paul Loup CHATIN,Patrick PILET,,Oreca 07 - Gibson,G,LMP2,,,Classified,31,1:02'10.957,10.531,1.751,13,1'35.292,185.5,,
8,21,Mühlner Motorsport,Matthias KAISER,Thomas LAURENT,Ugo DE WILDE,,Oreca 07 - Gibson,G,LMP2,,,Classified,31,1:02'12.474,12.048,1.517,15,1'34.854,186.3,,
9,19,Algarve Pro Racing,Sophia FLÖRSCH,Bent VISCAAL,,,Oreca 07 - Gibson,G,LMP2,,,Classified,31,1:02'12.906,12.480,0.432,16,1'35.158,185.7,,
10,30,Duqueine Team,Memo ROJAS,Reshad DE GERUS,Richard BRADLEY,,Oreca 07 - Gibson,G,LMP2,,,Classified,31,1:02'14.623,14.197,1.717,5,1'36.293,183.5,,
11,43,Inter Europol Competition,David HEINEMEIER-HANSSON,Fabio SCHERER,Pietro FITTIPALDI,,Oreca 07 - Gibson,G,LMP2,,,Classified,31,1:02'16.283,15.857,1.660,5,1'35.430,185.2,,
12,15,RLR MSport,Horst FELBERMAYR JR,Valentino CATALANO,Austin MCCUSKER,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,31,1:02'18.396,17.970,2.113,15,1'41.805,173.6,,
13,17,COOL Racing,Maurice SMITH,Michael BENHAM,Malthe JAKOBSEN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,31,1:02'20.397,19.971,2.001,13,1'42.139,173.0,,
14,24,Nielsen Racing,Rodrigo SALES,Matthew BELL,Ben HANLEY,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,31,1:02'22.709,22.283,2.312,4,1'35.453,185.1,,
15,5,RLR MSport,Michael JENSEN,Nick ADCOCK,Alex KAPADIA,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,31,1:02'58.305,57.879,35.596,16,1'42.718,172.0,,
16,14,Inter Europol Competition,Noam ABRAMCZYK,Mateusz KAPRZYK,James DAYSON,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,31,1:03'04.597,1'04.171,6.292,14,1'40.307,176.2,,
17,3,United Autosports,Kay VAN BERLO,Andrew BENTLEY,,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,31,1:03'08.004,1'07.578,3.407,14,1'42.253,172.8,,
18,7,Nielsen Racing,Anthony WELLS,James LITTLEJOHN,,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,31,1:03'08.419,1'07.993,0.415,17,1'42.651,172.2,,
19,2,United Autosports,Bailey VOISIN,Joshua CAYGILL,Finn GEHRSITZ,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,31,1:03'09.037,1'08.611,0.618,13,1'42.277,172.8,,
20,27,COOL Racing,Nicolas MAULINI,Jean-Ludovic FOUBERT,Antoine DOQUIN,,Ligier JS P320 - Nissan,M,LMP3,,,Classified,31,1:03'09.780,1'09.354,0.743,2,1'42.695,172.1,,
21,35,BHK Motorsport,Francesco DRACONE,Sergio CAMPANA,Markus POMMER,,Oreca 07 - Gibson,G,LMP2,,,Classified,30,1:02'01.373,1 Laps,1 Laps,16,1'37.421,181.4,,
22,40,Graff Racing,Eric TROUILLET,Sébastien PAGE,David DROUX,,Oreca 07 - Gibson,G,LMP2,P/A,,Classified,30,1:02'02.914,1 Laps,1.541,15,1'37.982,180.4,,
23,69,Oman Racing with TF Sport,Ahmad AL HARTHY,Marco SORENSEN,Samuel DE HAAN,,Aston Martin Vantage AMR,G,LMGTE,,,Classified,30,1:02'04.808,1 Laps,1.894,15,1'42.730,172.0,,
24,83,Iron Lynx,Rahel FREY,Michelle GATTING,Sarah BOVY,,Ferrari 488 GTE Evo,G,LMGTE,,,Classified,30,1:02'07.036,1 Laps,2.228,10,1'43.145,171.3,,
