POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,7,3,1:55.217,-,-,168.4,4,Inception Racing,GT,,,McLaren 720S GT3,M,57870,6084,4083,6044,60,188,,,,,Brendan,Iribe,B,,USA,,9833,66,,,Min 00:55:00,Ollie,Millroy,S,,GBR,,1213,188,,,Min 00:55:00,Benjamin,Barnicoat,G,,GBR,,9429,188,,,None,,,,,,,,,,,,,,,,,,,
2,17,3,1:55.217,+0.000,+0.000,168.4,4,AF Corse,GT,,,Ferrari 488 GT3,M,57872,16,4083,5578,3,119,,,,,Louis,Prette,S,,MCO,,9501,119,,,Min 00:55:00,Vincent,Abril,G,,FRA,,9542,70,,,None,Conrad,Grunewald,B,,USA,,10447,66,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
3,57,3,1:55.233,+0.016,+0.016,168.4,4,Kessel Racing,GT,AM,GT-AM,Ferrari 488 GT3,M,57881,120,4083,5578,3,219,,,,,Roman,Ziemian,B,,POL,,10435,181,,,Min 00:55:00,Francesco,Zollo,B,,ITA,,10226,119,,,Min 00:55:00,Axcil,Jefferies,S,,ZWE,,9876,188,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
4,20,3,1:55.338,+0.121,+0.105,168.2,4,SPS Automotive Performance,GT,AM,GT-AM,Mercedes AMG GT3,M,57873,5929,4083,5592,4314,5,,,,,Valentin,Pierburg,B,,DEU,,9527,5,,,Min 00:55:00,John,Loggie,B,,GBR,,10227,188,,,Min 00:55:00,Mikael,Grenier,S,,CAN,,10448,40,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
5,55,3,1:55.536,+0.319,+0.198,167.9,4,Rinaldi Racing,GT,,,Ferrari 488 GT3,M,57880,6020,4083,5578,3,5,,,,,Rino,Mastronardi,B,,ITA,,1300,119,,,Min 00:55:00,David,Perel,S,,ZAF,,9590,2,,,Min 00:55:00,Davide,Rigon,P,,ITA,,266,119,,,None,,,,,,,,,,,,,,,,,,,
6,69,3,1:55.569,+0.352,+0.033,167.9,4,Oman Racing,GT,,,Aston Martin Vantage AMR GT3,M,57884,6129,4083,6085,260,170,,,,,Ahmad,AL Harthy,B,,OMN,,8810,170,,,Min 00:55:00,Samuel,de Haan,S,,GBR,,10441,188,,,Min 00:55:00,Charles,Eastwood,G,,IRL,,9016,116,,,None,,,,,,,,,,,,,,,,,,,
7,77,3,1:55.595,+0.378,+0.026,167.9,4,D'Station Racing,GT,,,Aston Martin Vantage AMR GT3,M,57886,6071,4083,6085,260,121,,,,,Satoshi,Hoshino,B,,JPN,,1310,121,,,Min 00:55:00,Tomonobu,Fujii,G,,JPN,,1308,121,,,None,Thomas,Gamble,S,,GBR,,9549,188,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
8,74,4,1:55.719,+0.502,+0.124,167.7,4,Kessel Racing,GT,,,Ferrari 488 GT3,M,57885,120,4083,5578,3,219,,,,,Michael,Broniszewski,B,,POL,,472,181,,,Min 00:55:00,David,Fumanelli,S,,ITA,,9822,119,,,Min 00:55:00,Mikkel,Jensen,G,,DNK,,8276,57,,,None,,,,,,,,,,,,,,,,,,,
9,42,2,1:55.794,+0.577,+0.075,167.6,4,Optimum Motorsport,GT,,,McLaren 720S GT3,M,57877,5576,4083,6044,60,188,,,,,Nicholas,Moss,B,,GBR,,10434,188,,,Min 00:55:00,Andrew,Watson,S,,GBR,,9573,188,,,Min 00:55:00,Joseph,Osborne,G,,GBR,,8256,188,,,None,,,,,,,,,,,,,,,,,,,
10,51,2,1:55.806,+0.589,+0.012,167.6,3,AF Corse,GT,,,Ferrari 488 GT3,M,57879,16,4083,5578,3,119,,,,,Alessandro,Pier Guidi,P,,ITA,,340,119,,,None,Victor,Gomez,S,,PRI,,10440,183,,,Min 00:55:00,Francesco,Piovanetti,B,,PRI,,9528,66,,,Min 00:55:00,,,,,,,,,,,,,,,,,,,
