TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,AIR_TEMP_UNIT,TRACK_TEMP_UNIT,PRESSURE_UNIT,WIND_SPEED_UNIT,
1769109060,1/22/2026 7:11:00 PM,70.80008,88.34,69,30.049239158,5.2,71,-1,ºF,ºF,inHg,MPH,
1769109125,1/22/2026 7:12:05 PM,70.80008,88.34,69,30.051010964,7.2,42,-1,ºF,ºF,inHg,MPH,
1769109191,1/22/2026 7:13:11 PM,70.80008,88.52,69,30.047172051,5.2,9,-1,ºF,ºF,inHg,MPH,
1769109251,1/22/2026 7:14:11 PM,70.89998,88.7,69,30.045990847,7.9,39,-1,ºF,ºF,inHg,MPH,
1769109315,1/22/2026 7:15:15 PM,70.80008,88.88,69,30.044219041,5.9,37,-1,ºF,ºF,inHg,MPH,
1769109375,1/22/2026 7:16:15 PM,70.80008,88.52,70,30.043037837,3.9,45,-1,ºF,ºF,inHg,MPH,
1769109435,1/22/2026 7:17:15 PM,70.7,88.34,70,30.043037837,2.6,46,-1,ºF,ºF,inHg,MPH,
1769109500,1/22/2026 7:18:20 PM,70.7,88.16,70,30.044219041,8.5,50,-1,ºF,ºF,inHg,MPH,
1769109560,1/22/2026 7:19:20 PM,70.80008,87.8,70,30.044219041,7.2,49,-1,ºF,ºF,inHg,MPH,
1769109620,1/22/2026 7:20:20 PM,70.7,87.62,70,30.043037837,6.5,63,-1,ºF,ºF,inHg,MPH,
1769109685,1/22/2026 7:21:25 PM,70.59992,87.44,70,30.044219041,3.9,67,-1,ºF,ºF,inHg,MPH,
1769109750,1/22/2026 7:22:30 PM,70.59992,87.26,70,30.044219041,5.9,40,-1,ºF,ºF,inHg,MPH,
1769109815,1/22/2026 7:23:35 PM,70.59992,87.26,71,30.043037837,6.5,38,-1,ºF,ºF,inHg,MPH,
1769109875,1/22/2026 7:24:35 PM,70.50002,86.9,71,30.043037837,3.9,30,-1,ºF,ºF,inHg,MPH,
1769109936,1/22/2026 7:25:36 PM,70.50002,86.54,71,30.042151934,10.5,40,-1,ºF,ºF,inHg,MPH,
1769110000,1/22/2026 7:26:40 PM,70.50002,86.54,71,30.043037837,5.9,73,-1,ºF,ºF,inHg,MPH,
1769110060,1/22/2026 7:27:40 PM,70.50002,86.54,71,30.041266031,2.6,333,-1,ºF,ºF,inHg,MPH,
1769110120,1/22/2026 7:28:40 PM,70.50002,86.72,71,30.042151934,2.6,49,-1,ºF,ºF,inHg,MPH,
1769110180,1/22/2026 7:29:40 PM,70.39994,86.54,71,30.041266031,2.6,360,-1,ºF,ºF,inHg,MPH,
1769110246,1/22/2026 7:30:46 PM,70.39994,85.82,72,30.039198924,3.9,25,-1,ºF,ºF,inHg,MPH,
1769110310,1/22/2026 7:31:50 PM,70.30004,85.64,72,30.040084827,5.9,29,-1,ºF,ºF,inHg,MPH,
1769110370,1/22/2026 7:32:50 PM,70.19996,85.46,72,30.040084827,3.9,36,-1,ºF,ºF,inHg,MPH,
1769110430,1/22/2026 7:33:50 PM,69.99998,84.92,73,30.041266031,4.6,59,-1,ºF,ºF,inHg,MPH,
1769110495,1/22/2026 7:34:55 PM,69.90008,84.92,73,30.042151934,7.9,24,-1,ºF,ºF,inHg,MPH,
1769110560,1/22/2026 7:36:00 PM,69.8,84.74,73,30.044219041,5.9,40,-1,ºF,ºF,inHg,MPH,
1769110620,1/22/2026 7:37:00 PM,69.69992,84.38,73,30.044219041,5.2,15,-1,ºF,ºF,inHg,MPH,
1769110685,1/22/2026 7:38:05 PM,69.69992,84.02,74,30.044219041,5.2,10,-1,ºF,ºF,inHg,MPH,
1769110751,1/22/2026 7:39:11 PM,69.69992,84.02,73,30.045990847,8.5,11,-1,ºF,ºF,inHg,MPH,
1769110815,1/22/2026 7:40:15 PM,69.49994,83.66,73,30.045104944,7.2,40,-1,ºF,ºF,inHg,MPH,
1769110880,1/22/2026 7:41:20 PM,69.49994,83.3,73,30.043037837,3.9,22,-1,ºF,ºF,inHg,MPH,
1769110940,1/22/2026 7:42:20 PM,69.40004,83.12,74,30.042151934,9.2,51,-1,ºF,ºF,inHg,MPH,
1769111005,1/22/2026 7:43:25 PM,69.49994,82.94,74,30.043037837,4.6,43,-1,ºF,ºF,inHg,MPH,
1769111066,1/22/2026 7:44:26 PM,69.49994,83.12,73,30.043037837,6.5,25,-1,ºF,ºF,inHg,MPH,
1769111130,1/22/2026 7:45:30 PM,69.49994,83.12,73,30.041266031,9.2,50,-1,ºF,ºF,inHg,MPH,
1769111195,1/22/2026 7:46:35 PM,69.49994,82.94,74,30.041266031,3.2,46,-1,ºF,ºF,inHg,MPH,
